N	2gram	Propp_Morf_1	Hudozhes
521	что мы	2	1
522	не смог	1	1
523	они все	1	1
524	так называемых	2	1
525	вступает в	1	1
526	себя за	2	1
527	как это	3	1
528	их за	1	1
529	то можно	2	1
530	но все	3	1
531	из которых	3	1
532	о чем	1	1
533	в данном	1	1
534	на спине	2	1
535	она есть	1	1
536	здесь имеется	2	1
537	и там	1	1
538	в ряду	1	1
539	друг с	1	1
540	или со	3	1
541	быть не	1	1
542	следует отличать	1	1
543	только о	1	1
544	на пути	4	1
545	разделить на	1	1
546	но это	6	1
547	рассказа как	1	1
548	в который	1	1
549	к двум	1	1
550	сказки без	1	1
551	не получает	2	1
552	форма является	1	1
553	известной степени	1	1
554	в голову	1	1
555	самим героем	1	1
556	литературных жанров	1	1
557	этой главе	1	1
558	в отдельных	3	1
559	как особая	2	1
560	как уже	2	1
561	не более	1	1
562	еще придется	1	1
563	у которого	1	1
564	мы должны	3	1
565	идет об	1	1
566	но вот	2	1
567	сведения о	1	1
568	сказать что	2	1
569	а ведь	1	1
570	в последнем	2	1
571	с такой	1	1
572	первом случае	3	1
573	из этого	1	1
574	в свое	2	1
575	и две	1	1
576	и другие	6	1
577	случае если	1	1
578	во всяком	2	1
