N	2gram	Nazirov_Tr_1	FransuaR
458	говорит о	2	1
459	ничем не	2	1
460	каждый продукт	1	1
461	отнюдь не	3	1
462	под влиянием	2	1
463	и вас	2	1
464	в последней	1	1
465	так же	4	1
466	и особенно	1	1
467	до этого	1	1
468	но особенно	2	1
469	как это	3	1
470	было слышать	1	1
471	в человеке	1	1
472	не могут	2	1
473	выражение лица	1	1
474	эти образы	1	1
475	применении к	1	1
476	это его	1	1
477	на свете	1	1
478	и жизнь	1	1
479	пародия на	1	1
480	в это	2	1
481	и побои	1	1
482	нее самой	1	1
483	вот что	1	1
484	нем по	1	1
485	это выражение	1	1
486	так ли	1	1
487	здесь есть	1	1
488	это уже	2	1
489	не удалось	1	1
490	вот его	1	1
491	в результате	1	1
492	это как	1	1
493	это может	1	1
494	у которого	1	1
495	над собою	1	1
496	с ними	1	1
497	но этот	1	1
498	это была	1	1
499	романа один	1	1
500	в голову	1	1
501	в таком	2	1
502	во всяком	1	1
