N	2gram	Bakhtin_Pr_4	PoTuStor
341	тогда когда	1	1
342	дело в	3	1
343	одна из	2	1
344	в сущности	7	1
345	в самых	1	1
346	и снова	1	1
347	того чтобы	1	1
348	для всего	1	1
349	до своего	1	1
350	вообще нет	1	1
351	и всегда	1	1
352	ничего не	2	1
353	этих двух	4	1
354	всего на	1	1
355	пути и	2	1
356	во всем	4	1
357	к этим	1	1
358	связи с	1	1
359	в сознании	1	1
360	в виду	4	1
361	позволила бы	1	1
362	только одним	1	1
363	мы и	3	1
364	с другом	5	1
365	у меня	3	1
366	среди них	1	1
367	в духе	2	1
368	жизнь до	1	1
369	отличается от	3	1
370	должны быть	1	1
371	одну и	1	1
372	к тому	2	1
373	аристотелевский термин	1	1
374	бы он	1	1
375	той или	2	1
376	для его	1	1
377	что при	1	1
378	на это	1	1
379	она не	3	1
380	и стали	1	1
381	как таковым	1	1
382	контекст эти	1	1
383	всем этим	1	1
384	без всякого	2	1
385	данном случае	1	1
386	характер и	1	1
387	он определяет	1	1
388	в себя	4	1
389	каков же	1	1
390	приводит к	4	1
391	катарсис очищение	1	1
392	роль в	1	1
393	и что	3	1
394	если они	1	1
395	и сам	5	1
396	отношения эти	1	1
397	что может	1	1
398	в другом	2	1
399	с первым	1	1
400	и ту	1	1
401	можно было	2	1
402	времени и	2	1
403	его жизни	1	1
404	могут вступать	1	1
405	отсюда и	1	1
406	в каких-либо	1	1
407	не место	2	1
408	еще в	1	1
409	и принцип	1	1
410	это только	1	1
411	даны в	3	1
412	если бы	3	1
413	из одного	2	1
414	остановимся на	2	1
415	связанная с	1	1
416	дать полную	1	1
417	о нем	6	1
418	часто и	1	1
419	и здесь	4	1
420	и т.д	3	1
421	но к	1	1
422	других людей	1	1
423	самую точку	1	1
424	эти два	1	1
425	достаточно назвать	1	1
426	на одном	1	1
427	отметить что	1	1
428	в другой	1	1
429	быть даже	1	1
430	нельзя сказать	1	1
431	он работает	2	1
432	деле в	1	1
433	наконец в	1	1
434	все время	2	1
435	вся жизнь	4	1
436	войдя в	1	1
437	к нему	5	1
438	но так	1	1
439	себя с	1	1
440	ли будет	1	1
441	мы увидим	6	1
442	человека все	1	1
443	никак нельзя	1	1
444	бы ни	2	1
445	кроме этого	1	1
446	это же	1	1
447	и жизни	1	1
448	теперь в	1	1
449	нас здесь	2	1
450	делает его	1	1
451	с одной	1	1
452	себя в	3	1
453	определения и	1	1
454	же и	4	1
455	уже в	4	1
456	и искусно	1	1
457	и они	2	1
458	то и	2	1
459	сделать и	1	1
460	это значение	1	1
461	а это	1	1
462	рано или	1	1
463	не дает	2	1
464	его и	1	1
465	человека на	1	1
466	ведь это	3	1
467	в известной	2	1
468	могут лежать	1	1
469	в конце	3	1
470	вовсе не	9	1
471	ее не	1	1
472	как его	1	1
473	как раз	7	1
474	они становятся	1	1
475	даже и	1	1
476	необходимо остановиться	1	1
477	несколько иное	1	1
478	и старается	2	1
479	или поздно	1	1
480	со стороны	1	1
481	или иной	2	1
482	и братьев	1	1
483	и сознание	1	1
484	в высшей	1	1
485	с другой	3	1
486	здесь в	2	1
487	вся и	1	1
488	в каких	1	1
489	в свою	1	1
490	у многих	1	1
491	а с	1	1
492	все творчество	1	1
493	в высшую	1	1
494	что для	1	1
495	своего прямого	3	1
496	близко к	1	1
497	в некоторых	1	1
498	связано с	1	1
499	у нас	2	1
500	одной стороны	1	1
501	на этот	2	1
502	и самый	1	1
503	а не	11	1
504	жизнь в	3	1
505	материнское лоно	1	1
506	в руках	2	1
507	человек есть	1	1
508	ведь именно	1	1
509	не всегда	1	1
510	именно оно	1	1
511	у порога	1	1
512	в связи	1	1
513	бы оно	1	1
514	и особенно	1	1
515	конечно есть	1	1
516	в данном	2	1
517	и оценок	2	1
518	что же	3	1
519	остановимся прежде	1	1
520	только себя	1	1
521	у самого	1	1
522	друг с	5	1
523	самостоятельными и	1	1
524	так ли	2	1
525	в более	1	1
526	и враждебно	1	1
527	оказалась и	1	1
528	известной степени	1	1
529	в самые	1	1
530	и тенденции	1	1
531	ли они	1	1
532	по принципу	1	1
533	еще более	3	1
534	я в	1	1
535	я у	2	1
536	сон в	2	1
537	по поводу	1	1
538	здесь только	2	1
539	жизни в	1	1
540	проникнув в	1	1
541	нет ничего	1	1
542	он владеет	2	1
543	с ней	1	1
544	которая позволила	1	1
545	а во	1	1
546	от всех	1	1
547	и попытались	1	1
548	все люди	1	1
549	и жизнь	2	1
550	и слов	1	1
551	в своих	1	1
552	и эта	1	1
553	это в	1	1
554	снова и	1	1
555	как на	1	1
