N	2gram	Bakhtin_sl_2	FransuaR
607	дошедшие до	1	1
608	вне ее	1	1
609	только на	1	1
610	чувствует себя	1	1
611	особый язык	4	1
612	вольтера они	1	1
613	романа рабле	1	1
614	и глубже	1	1
615	и выдержанность	1	1
616	не слышит	1	1
617	их от	1	1
618	следовательно не	1	1
619	свое идеологическое	1	1
620	на которые	1	1
621	что не	1	1
622	говорит о	1	1
623	притом не	1	1
624	них и	2	1
625	моментов и	1	1
626	и оценен	1	1
627	более того	2	1
628	не на	1	1
629	а не	14	1
630	только как	1	1
631	слов и	3	1
632	как ни	1	1
633	когда она	1	1
634	здесь лишь	1	1
635	более глубокое	1	1
636	ближе к	1	1
637	за каждым	1	1
638	с помощью	4	1
639	проникновения в	1	1
640	ближе всего	1	1
641	все более	1	1
642	вступает в	1	1
643	в частности	1	1
644	в непрерывном	1	1
645	есть вне	1	1
646	если она	3	1
647	подвести под	1	1
648	них но	1	1
649	учета этого	1	1
650	много лишнего	1	1
651	к своему	9	1
652	более глубокие	1	1
653	влияние и	1	1
654	необходимо однако	1	1
655	чем в	2	1
656	романа в	5	1
657	наличны зачатки	1	1
658	реальные исторические	1	1
659	одновременно и	3	1
660	есть на	2	1
661	и там	3	1
662	и всей	1	1
663	со всею	3	1
664	однако отметить	1	1
665	не ставились	1	1
666	рассказ в	1	1
667	мира с	1	1
668	и самая	1	1
669	материал для	2	1
670	этом случае	6	1
671	здесь эти	1	1
672	для изображения	1	1
673	историческом аспекте	1	1
674	новые стороны	1	1
675	узка и	1	1
676	и единственного	2	1
677	правды но	1	1
678	с этими	1	1
679	время это	2	1
680	понимании и	1	1
681	вне его	2	1
682	в наше	1	1
683	в более	2	1
684	не является	1	1
685	известной степени	2	1
686	и для	5	1
687	судьбы и	1	1
688	и часто	3	1
689	здесь конечно	1	1
690	раз подчеркнуть	1	1
691	свою натуралистичность	1	1
692	они дают	1	1
693	и от	3	1
694	текстов и	1	1
695	этих произведений	1	1
696	это как	1	1
697	зазвучать в	1	1
698	его существенная	1	1
699	для нас	5	1
700	правду и	1	1
701	наблюдения над	1	1
702	с моментами	1	1
703	еще более	2	1
704	и ни	2	1
705	историческому становлению	1	1
706	вообще в	1	1
707	и как	3	1
708	линии в	1	1
709	из существеннейших	2	1
710	с таким	2	1
711	же предмет	1	1
712	не носят	1	1
713	но оно	2	1
714	к самому	1	1
715	лишнего ненужного	1	1
716	в лучшем	1	1
717	с ними	5	1
718	всею силою	1	1
719	поэтому понимание	1	1
720	проникнуть во	1	1
721	в свою	3	1
722	это сознание	2	1
723	жанровых разновидностей	1	1
724	развития и	1	1
725	или иного	1	1
726	существенное отличие	1	1
727	отношению к	4	1
728	в кругу	1	1
729	эти слова	2	1
730	его моментах	1	1
731	к этому	1	1
