N	2gram	Ircho_Kome_3	Narrotol
622	сравнению с	2	1
623	не удалось	1	1
624	в мир	1	1
625	поскольку он	1	1
626	в первой	1	1
627	на свете	1	1
628	приобретает в	1	1
629	много лет	2	1
630	сказать не	1	1
631	и от	1	1
632	сих пор	9	1
633	о его	2	1
634	все это	5	1
635	этом и	1	1
636	другой как	1	1
637	ориентирован на	1	1
638	является ли	2	1
639	еще одна	1	1
640	и ушел	1	1
641	мой взгляд	1	1
642	в связи	4	1
643	котором он	1	1
644	или в	1	1
645	в ноги	1	1
646	когда он	4	1
647	к одной	2	1
648	ситуации а	1	1
649	в этих	1	1
650	хотя в	1	1
651	сходятся в	1	1
652	человека не	2	1
653	всего на	1	1
654	имя и	1	1
655	не знает	3	1
656	себя самого	1	1
657	жизни а	1	1
658	почему он	1	1
659	бы его	1	1
660	в кругу	1	1
661	что при	1	1
662	из этого	2	1
663	в действительности	1	1
664	суждений о	1	1
665	этой точки	1	1
666	наглядным примером	1	1
667	к этому	6	1
668	во всяком	3	1
