N	2gram	Propp_Isto_6	DiskursI
228	не просто	1	1
229	человека с	1	1
230	весьма древним	1	1
231	в истории	1	1
232	мере в	1	1
233	в одной	2	1
234	почему и	1	1
235	некоторое время	1	1
236	такова же	2	1
237	однако не	1	1
238	хотя и	1	1
239	начинается разложение	1	1
240	примером этого	1	1
241	себе не	1	1
242	в этот	1	1
243	только то	2	1
244	ни один	1	1
245	поэтому и	1	1
246	будет сказано	1	1
247	так в	6	1
248	раз в	1	1
249	им в	1	1
250	лица и	1	1
251	по имени	1	1
252	но на	1	1
253	как у	2	1
254	в случае	1	1
255	к выводу	1	1
256	не имеют	1	1
257	задний план	1	1
258	и только	3	1
259	первобытного человека	1	1
260	к одному	1	1
261	не как	1	1
262	в силу	1	1
263	туман и	1	1
264	на этом	1	1
265	с этой	2	1
266	таким образом	12	1
267	об этом	1	1
268	того или	1	1
269	мире как	1	1
270	на спине	1	1
271	в жизни	1	1
272	она и	1	1
273	пребывает в	1	1
274	на друга	1	1
275	несмотря на	1	1
276	самых ранних	1	1
277	об особом	1	1
278	я его	2	1
279	где мы	1	1
280	дальнейшее развитие	1	1
281	в которых	2	1
282	своей жизни	1	1
283	человеком и	2	1
284	здесь представляет	1	1
285	другом и	1	1
286	тем не	1	1
287	героя но	1	1
288	и более	1	1
289	перед ним	1	1
290	и наоборот	1	1
291	что этот	2	1
292	превратилось в	2	1
293	и герой	1	1
294	при переходе	1	1
295	на три	1	1
296	при всех	1	1
297	в таких	1	1
298	все три	1	1
299	она не	3	1
300	как о	1	1
301	одна из	2	1
302	к этим	1	1
303	на него	2	1
304	близок к	2	1
305	каждый день	1	1
306	смертью в	1	1
307	не имели	4	1
308	в общих	1	1
309	недостаточно для	1	1
310	ничего не	2	1
311	не вполне	2	1
312	того как	3	1
313	нас же	1	1
314	к ней	1	1
315	и до	2	1
316	такая же	1	1
317	из значений	1	1
318	иногда не	1	1
319	начиная с	1	1
320	в городе	2	1
321	к себе	2	1
322	не могут	1	1
323	но все	2	1
324	отличается от	2	1
325	числе и	1	1
326	к тому	2	1
327	его с	3	1
328	не есть	2	1
329	в полной	1	1
330	оно не	1	1
331	утверждать что	2	1
332	не живет	1	1
333	должен быть	1	1
334	приходит к	3	1
335	говорится что	1	1
336	и сам	2	1
337	в образе	10	1
338	только через	3	1
339	по аналогии	1	1
340	здесь как	1	1
341	и каждый	1	1
342	строятся на	1	1
343	вопрос этот	2	1
344	для этого	1	1
345	и даже	1	1
346	с ним	8	1
347	и лишена	1	1
348	с человеком	1	1
349	и смерть	1	1
350	о ней	1	1
351	и здесь	1	1
352	другом месте	1	1
353	никак не	1	1
354	и что	5	1
355	аналогии с	1	1
356	солнца и	3	1
357	должно было	1	1
358	на весьма	1	1
359	он его	1	1
360	самый процесс	1	1
361	по двум	1	1
362	на одном	1	1
363	в форме	2	1
364	небо не	1	1
365	в описании	1	1
366	как она	1	1
367	потустороннего мира	1	1
368	это всегда	1	1
369	но тут	1	1
370	как объект	1	1
371	дня а	1	1
372	в современной	1	1
373	древнее но	1	1
374	менее в	1	1
375	свет и	1	1
376	птиц ни	1	1
377	может оказаться	1	1
378	в литературу	1	1
379	приходит в	2	1
380	нужно и	1	1
381	от них	1	1
382	согласно с	1	1
383	с которыми	1	1
384	так что	3	1
385	же и	1	1
386	и богом	1	1
387	и они	2	1
388	мир в	1	1
389	в книге	4	1
390	искать в	1	1
391	свои формы	1	1
392	всяком случае	2	1
393	вовсе не	2	1
394	может служить	1	1
395	друг друга	1	1
396	не случайно	1	1
397	случае не	1	1
398	тем что	5	1
399	в других	4	1
400	уступает место	1	1
401	были бы	1	1
402	и сказкой	1	1
403	того что	2	1
404	спине и	1	1
405	между которыми	1	1
406	о своем	1	1
407	еще и	1	1
408	и др	2	1
409	между ними	1	1
410	но есть	3	1
411	в некоторых	2	1
412	превращается в	7	1
413	на этот	1	1
414	его как	1	1
415	на передний	1	1
416	и принимает	1	1
417	на смерть	1	1
418	подобного рода	1	1
419	которые по	1	1
420	там где	5	1
421	что из	2	1
422	в одно	2	1
423	к лицу	1	1
424	равно как	1	1
425	параллель в	1	1
426	передний план	1	1
427	как это	5	1
428	места для	1	1
429	всем что	1	1
430	этого момента	1	1
431	в особенности	1	1
432	из которых	3	1
433	почему он	1	1
434	не замечали	1	1
435	лицом к	1	1
436	перехода от	1	1
437	и там	6	1
438	самого себя	2	1
439	до его	1	1
440	в мир	1	1
441	мотив в	1	1
442	никем не	1	1
443	в это	4	1
444	даже в	2	1
445	под названием	2	1
446	есть оно	1	1
447	и от	3	1
448	была так	2	1
449	видно что	2	1
450	что касается	2	1
451	но для	2	1
452	один из	3	1
453	смерти а	1	1
454	но с	1	1
455	живет и	1	1
456	человека для	1	1
457	его не	2	1
458	своей собственной	1	1
459	когда он	3	1
460	обращается к	2	1
461	будто бы	1	1
462	богом но	1	1
463	же в	1	1
464	быть и	1	1
465	одной из	1	1
466	сказать что	3	1
467	он представляет	1	1
468	она сама	1	1
469	при изучении	1	1
470	из этого	3	1
471	также не	2	1
472	ее в	6	1
473	в античности	4	1
474	во всяком	2	1
475	том числе	1	1
