N	2gram	Potebnia_M_4	Dialekti
119	быть может	4	4
120	и вообще	2	4
121	о том	8	4
122	от него	2	4
123	крайней мере	5	4
124	и об	1	4
125	быть и	2	4
126	мы видим	2	4
127	но не	1	4
128	в котором	4	4
129	для меня	10	4
130	мы можем	10	4
131	не говорит	1	4
132	как это	1	4
133	хотя и	5	4
134	или другой	1	4
135	так же	4	4
136	другой стороны	1	4
137	во всяком	5	4
138	самом деле	3	3
139	только потому	4	3
140	должна быть	1	3
141	есть не	4	3
142	в ней	2	3
143	мысли и	7	3
144	на самом	3	3
145	все равно	3	3
146	если она	1	3
147	конечно не	2	3
148	но эта	2	3
149	в самом	3	3
150	та же	1	3
151	и идея	1	3
152	он не	2	3
153	и еще	1	3
154	не значит	2	3
155	что ни	1	3
156	но все	1	3
157	меньше всего	1	3
158	в них	3	3
159	должно быть	5	3
160	в их	1	3
161	и значит	1	3
162	что я	11	3
163	друг другу	1	3
164	даже в	2	3
165	тому что	2	3
166	и науки	2	3
167	на себе	3	3
168	иметь в	2	3
169	в разных	3	3
170	в науке	3	3
171	в сознании	4	3
172	только с	1	3
173	уже и	2	3
174	наука есть	1	3
175	могут быть	7	3
176	его с	1	3
177	указывает на	2	3
178	утверждать что	1	3
179	и о	4	3
180	имеет никакого	1	3
181	сознания и	1	3
182	чтобы понять	2	3
183	и та	4	3
184	что и	7	3
185	может иметь	2	3
186	один из	2	3
187	но с	1	3
188	только в	15	3
189	только на	4	3
190	есть наука	2	3
191	есть символ	1	3
192	но что	2	3
193	даже и	3	3
194	же это	1	3
195	даже не	2	3
196	и из	3	3
197	по направлению	1	3
198	света и	2	3
199	и потому	10	3
200	в данном	4	3
201	относиться к	1	3
202	что же	5	3
203	в его	5	3
204	быть очень	1	3
205	и все	4	3
206	у них	1	3
207	или нет	1	3
208	бы в	2	3
209	еще более	2	3
210	и смысл	1	3
211	только что	3	3
212	отношении к	1	3
213	состоит из	1	3
214	была бы	1	3
215	жизни и	1	3
216	думать что	4	3
217	можно говорить	1	2
218	мы замечаем	1	2
219	ли оно	1	2
220	для своего	1	2
221	или наоборот	1	2
222	и состоит	3	2
223	что если	6	2
224	вопрос о	2	2
225	оно есть	2	2
226	мы и	2	2
227	и говорить	2	2
228	не нужно	2	2
229	есть для	5	2
230	быть в	1	2
231	как один	1	2
232	то мы	3	2
233	но конечно	1	2
234	друг к	1	2
235	из этих	2	2
236	но как	1	2
237	нужно быть	1	2
238	относится к	1	2
239	с этим	7	2
240	на деле	2	2
241	что как	4	2
242	помнить что	1	2
243	бы и	5	2
244	образом и	1	2
245	не был	1	2
246	все эти	3	2
247	к самому	1	2
248	говорят о	1	2
249	дальше и	1	2
250	в виде	2	2
251	не как	2	2
252	на этом	1	2
253	образа и	3	2
254	в каждом	3	2
255	и философии	1	2
256	и может	4	2
257	в мире	2	2
258	есть конечно	1	2
259	к другу	1	2
260	это было	2	2
261	с другими	4	2
262	но уже	3	2
263	мы имеем	4	2
264	как и	14	2
265	одна и	2	2
266	между собою	4	2
267	до сих	4	2
268	и тогда	1	2
269	и при	2	2
270	в своей	1	2
271	ее ни	1	2
272	то он	2	2
273	всяком случае	3	2
274	во всем	1	2
275	в которых	3	2
276	и другого	1	2
277	меня то	2	2
278	образ не	2	2
279	для нее	1	2
280	говорим что	3	2
281	можно указать	1	2
282	не знает	1	2
283	можем сказать	2	2
284	если и	2	2
285	не менее	5	2
286	но они	1	2
287	или что	2	2
288	и другое	2	2
289	как о	1	2
290	мысли в	2	2
291	дело не	2	2
292	к ним	2	2
293	что их	1	2
294	идеального и	1	2
295	ровно никакого	1	2
296	бы все	1	2
297	заметить что	6	2
298	же он	1	2
299	сами не	2	2
300	и эта	1	2
301	этом отношении	1	2
302	которое в	3	2
303	и это	2	2
304	как не	1	2
305	другими словами	8	2
306	как с	1	2
307	и совершенно	1	2
308	в другом	1	2
309	можно только	2	2
310	что под	1	2
311	по мере	7	2
312	говорим не	3	2
313	на что	1	2
314	для того	6	2
315	вслед за	1	2
316	и следовательно	3	2
317	того что	14	2
318	эти последние	1	2
319	что здесь	1	2
320	большею частью	2	2
321	и быть	2	2
322	с ними	3	2
323	не идет	1	2
324	и так	3	2
325	с одной	1	2
326	в качестве	1	2
327	уже не	3	2
328	и у	2	2
329	если мы	2	2
330	то и	4	2
331	только тогда	5	2
332	из них	1	2
333	но есть	4	2
334	для него	5	2
335	и их	3	2
336	никто не	2	2
337	т п	4	2
338	дальше в	2	2
339	ее на	1	2
340	были бы	1	2
341	со стороны	3	2
342	как у	1	2
343	что человек	3	2
344	именно в	3	2
345	здесь в	1	2
346	не настолько	1	2
347	с той	1	2
348	а с	1	2
349	стремится к	2	2
350	науки не	1	2
351	а главное	1	2
352	только как	4	2
353	мы сами	3	2
354	если это	1	2
355	стороны в	1	2
356	в частности	1	2
357	как в	7	2
358	одной стороны	1	2
359	значения этот	1	2
360	еще не	3	2
361	сих пор	4	2
362	но так	2	2
363	убедиться что	1	2
364	говорить что	1	2
365	и для	2	2
366	то не	1	2
367	лишь как	1	2
368	тем более	5	2
369	и стало	1	2
370	ни к	2	2
371	я в	2	2
372	значило бы	1	2
373	всегда есть	1	2
374	а о	1	2
375	от света	1	2
376	что даже	2	2
377	себе но	1	2
378	точно так	2	2
379	невозможна без	1	2
380	равным образом	1	1
381	а между	4	1
382	что отношение	1	1
383	природы есть	1	1
384	ни его	2	1
385	речь идет	1	1
386	например в	3	1
387	а соответствует	1	1
388	от самой	1	1
389	и без	2	1
390	есть очень	1	1
391	ним или	1	1
392	к своей	1	1
393	бы для	1	1
394	показать что	1	1
395	нового не	1	1
396	тем же	1	1
397	и реального	1	1
398	явления и	2	1
399	к другому	1	1
400	и до	3	1
401	науке в	1	1
402	что эти	3	1
403	зрения той	1	1
404	переносном смысле	2	1
405	то самое	1	1
406	научного анализа	1	1
407	уже по	2	1
408	а существует	1	1
409	той же	3	1
410	а как	2	1
411	говорим мы	1	1
412	им самим	1	1
413	если я	1	1
414	это совершенно	1	1
415	мы не	8	1
416	общества и	1	1
417	с самых	1	1
418	а конечно	1	1
419	из этого	2	1
420	почему мы	1	1
421	когда люди	1	1
422	сложности и	1	1
423	о формах	1	1
424	что чувственное	1	1
425	что иное	2	1
426	противоположность с	1	1
427	но даже	2	1
428	пыль и	1	1
429	не ест	1	1
430	же что	2	1
431	так а	1	1
432	частный случай	1	1
433	себе что	1	1
434	проявляется в	2	1
435	и иначе	1	1
436	разумеется не	1	1
437	столько же	1	1
438	и этого	1	1
439	без которой	1	1
440	иное как	2	1
441	что по	2	1
442	себя а	1	1
443	столь же	2	1
444	от себя	1	1
445	говорит и	1	1
446	в различных	2	1
447	бы мы	1	1
448	во всех	1	1
449	различия между	1	1
450	в ее	2	1
451	других источников	1	1
452	заметим что	3	1
453	явлений и	1	1
454	эта особенность	1	1
455	искусство в	1	1
456	вообще как	1	1
457	самого образа	1	1
458	друг от	1	1
459	нет и	1	1
460	и чем	2	1
461	один и	5	1
462	нет как	1	1
463	что хотя	3	1
464	некоторое сходство	1	1
465	первый взгляд	1	1
466	эта связь	2	1
467	в той	4	1
468	его на	1	1
469	дает нам	1	1
470	в связи	1	1
471	что первое	1	1
472	что нет	1	1
473	мысль о	6	1
474	могли бы	4	1
475	его к	2	1
476	и к	6	1
477	следующим образом	1	1
478	и отчасти	1	1
479	не более	1	1
480	в которой	6	1
481	формы в	3	1
482	так или	2	1
483	бы не	3	1
484	так в	3	1
485	чтобы думать	1	1
486	такое значение	1	1
487	этого образа	1	1
488	или части	1	1
489	иначе и	1	1
490	если он	1	1
491	в наших	2	1
492	есть но	1	1
493	и если	3	1
494	вообще не	1	1
495	при этом	15	1
496	на одну	1	1
497	есть именно	1	1
498	эта последняя	2	1
499	заметим только	2	1
500	к одному	3	1
501	котором мы	1	1
502	в силу	7	1
503	более тонкая	1	1
504	свет но	1	1
505	чем она	1	1
506	одной и	1	1
507	и по	3	1
508	таким образом	24	1
509	значит одно	1	1
510	бы они	2	1
511	по которому	3	1
512	здесь мы	2	1
513	употребление этих	1	1
514	не будет	3	1
515	что все	4	1
516	в состоянии	2	1
517	главным образом	1	1
518	есть все	1	1
519	же касается	1	1
520	форма есть	2	1
521	не отвлеченно	2	1
522	мы уже	3	1
523	них не	1	1
524	а по	1	1
525	то есть	34	1
526	убедить что	1	1
527	с целью	1	1
528	которое с	1	1
529	его в	4	1
530	за собою	2	1
531	не умеет	1	1
532	от одного	3	1
533	а это	1	1
534	не вся	1	1
535	науки а	1	1
536	и тем	4	1
537	еще одно	1	1
538	другое то	1	1
539	если вместо	1	1
540	из нее	2	1
541	люди не	1	1
542	нет в	1	1
543	это положение	1	1
544	она и	2	1
545	далеко не	1	1
546	показывает что	1	1
547	в этой	1	1
548	всю жизнь	1	1
549	не всегда	3	1
550	на другое	1	1
551	говорится о	2	1
552	его сердце	1	1
553	мы с	1	1
554	в развитии	1	1
555	то стало	1	1
556	сосредоточиться на	1	1
557	веры а	1	1
558	что значит	2	1
559	в шутку	1	1
560	что между	3	1
561	на островах	1	1
562	взгляд на	1	1
563	в такой	1	1
564	в которые	1	1
565	можем найти	1	1
566	содержание этих	2	1
567	и они	2	1
568	и той	1	1
569	есть его	1	1
570	которые в	1	1
571	но он	1	1
572	сами по	2	1
573	том чтобы	1	1
574	тем не	4	1
575	мере и	1	1
576	что например	3	1
577	всегда имеет	1	1
578	нас самих	1	1
579	стоит в	1	1
580	тем самым	4	1
581	до известной	2	1
582	участвует в	1	1
583	виду что	2	1
584	самого начала	2	1
585	непосредственно и	1	1
586	дело в	1	1
587	того как	6	1
588	звуки не	2	1
589	в нас	3	1
590	того чтобы	4	1
591	вещь а	1	1
592	вытекает из	1	1
593	что весьма	1	1
594	не доказывается	1	1
595	под этим	1	1
596	внутрь себя	1	1
597	имеем дело	2	1
598	этих двух	1	1
599	природы в	1	1
600	для мысли	2	1
601	с своей	1	1
602	и его	2	1
603	связи с	3	1
604	утверждать только	1	1
605	так то	3	1
606	как будто	1	1
607	не потому	1	1
608	сравнить с	2	1
609	у меня	1	1
610	у гомера	1	1
611	не могут	2	1
612	мы найдем	1	1
613	когда мы	6	1
614	же отношение	1	1
615	сравнении с	1	1
616	же самое	4	1
617	уже было	2	1
618	должны быть	3	1
619	наоборот в	1	1
620	есть хотя	1	1
621	а можно	1	1
622	оно не	2	1
623	если же	4	1
624	но сама	2	1
625	на предмет	1	1
626	замечаем что	1	1
627	с образом	1	1
628	правда не	1	1
629	также имеет	1	1
630	дать себе	1	1
631	своей конкретности	1	1
632	значения и	1	1
633	совершенно правильно	1	1
634	от друга	1	1
635	но при	1	1
636	нужно сказать	1	1
637	в голову	2	1
638	с самого	1	1
639	то время	1	1
640	самое это	1	1
641	осталось бы	1	1
642	материи и	1	1
643	на том	2	1
644	и когда	2	1
645	и сам	1	1
646	что у	3	1
647	убеждение в	1	1
648	в образе	2	1
649	на нее	3	1
650	для ботаника	1	1
651	котором нет	1	1
652	времени и	1	1
653	есть также	1	1
654	что также	1	1
655	есть произведение	2	1
656	и этой	1	1
657	основана на	1	1
658	действительность и	2	1
659	связанное с	1	1
660	можно объяснить	1	1
661	каждый раз	4	1
662	незаметно для	1	1
663	нечто совсем	1	1
664	с тою	1	1
665	это происходит	1	1
666	при котором	1	1
667	образ есть	1	1
668	но мы	2	1
669	собою образ	1	1
670	не стоит	1	1
671	все его	1	1
672	согласиться что	1	1
673	ли она	1	1
674	оказывается только	1	1
675	любви к	1	1
676	науке и	1	1
677	заключается в	1	1
678	все в	2	1
679	о действии	1	1
680	доходит до	1	1
681	между тем	9	1
682	вещи то	1	1
683	судить о	2	1
684	и всякая	1	1
685	нет различия	1	1
686	а потому	1	1
687	какое значение	1	1
688	природы и	2	1
689	и только	3	1
690	нельзя сказать	3	1
691	в ту	2	1
692	мы хотим	2	1
693	или может	1	1
694	а именно	4	1
695	не так	2	1
696	есть поэзия	2	1
697	и история	1	1
698	до ее	1	1
699	известного рода	1	1
700	пор не	3	1
701	как нечто	1	1
702	видел как	1	1
703	в природу	1	1
704	или же	1	1
705	бы ни	2	1
706	этого мифа	1	1
707	целью изучить	1	1
708	вопрос об	1	1
709	в выражении	2	1
710	из которого	1	1
711	есть в	5	1
712	далеко от	1	1
713	лицо с	1	1
714	для обыкновенного	2	1
715	не можем	5	1
716	уже в	5	1
717	в поэзии	3	1
718	в понятие	2	1
719	сказать о	1	1
720	все признаки	1	1
721	при помощи	3	1
722	в душе	1	1
723	и других	3	1
724	но совершенно	1	1
725	и поэзии	3	1
726	но от	1	1
727	самих себе	1	1
728	он может	1	1
729	что содержание	1	1
730	который как	1	1
731	совсем другое	1	1
732	себе в	3	1
733	пока не	2	1
734	бы совершенно	1	1
735	или как	1	1
736	прибавить что	1	1
737	от тех	1	1
738	можно с	1	1
739	только сказать	1	1
740	ее не	3	1
741	у него	1	1
742	в систему	1	1
743	как при	1	1
744	есть выражение	1	1
745	о пространстве	1	1
746	стихий в	1	1
747	от того	4	1
748	и вместе	3	1
749	явления природы	1	1
750	указание на	1	1
751	бы это	1	1
752	более близкие	1	1
753	уже совершенно	1	1
754	видим как	1	1
755	такие формулы	1	1
756	не были	2	1
757	в данный	1	1
758	мне и	1	1
759	с другим	1	1
760	и можно	1	1
761	или иначе	2	1
762	будет ли	1	1
763	и самая	1	1
764	мы его	3	1
765	только один	1	1
766	такое же	2	1
767	в природе	1	1
768	и др	2	1
769	разумеется мы	1	1
770	больше и	1	1
771	превращается в	2	1
772	к науке	2	1
773	можно представить	1	1
774	может ли	1	1
775	себе никаких	1	1
776	есть лишь	2	1
777	именно так	1	1
778	его как	1	1
779	для исследования	1	1
780	как ни	2	1
781	увидим в	1	1
782	вопрос можно	1	1
783	одно а	1	1
784	и я	2	1
785	там где	3	1
786	не об	1	1
787	если не	1	1
788	их самих	1	1
789	просто то	1	1
790	мифа на	1	1
791	и глубокое	1	1
792	вместе с	6	1
793	представить себе	2	1
794	же с	2	1
795	в разной	1	1
796	кровь в	1	1
797	дополнение к	1	1
798	несущественным и	1	1
799	не сами	1	1
800	к своему	1	1
801	тех и	1	1
802	а если	2	1
803	перед нами	1	1
804	отвлеченности и	1	1
805	что всякое	1	1
806	при полном	1	1
807	находятся в	1	1
808	быть только	1	1
809	происходит в	2	1
810	из этой	1	1
811	с которым	2	1
812	точки в	1	1
813	для понимания	2	1
814	я с	1	1
815	и тому	1	1
816	как из	1	1
817	того и	1	1
818	что мы	10	1
819	действительность в	1	1
820	видно что	4	1
821	между прочим	3	1
822	суть тоже	1	1
823	от нас	1	1
824	но для	1	1
825	кроме того	3	1
826	к другим	2	1
827	то наука	1	1
828	можно сравнить	2	1
829	во мне	1	1
830	наука которая	1	1
831	известной степени	3	1
832	этих случаях	2	1
833	не знаем	2	1
834	ее форму	1	1
835	при таком	1	1
836	ему только	1	1
837	не прямо	1	1
838	это можно	2	1
839	понять что	1	1
840	мира и	1	1
841	о котором	1	1
842	человек и	1	1
843	который дает	1	1
844	постоянно и	1	1
845	она уже	1	1
846	развития и	2	1
847	на первый	1	1
848	для нас	14	1
849	разве только	1	1
850	а также	1	1
851	есть уже	4	1
852	хотя в	2	1
853	пришла к	1	1
854	вместе и	2	1
855	имеет целью	1	1
856	лишь по	1	1
857	между ними	4	1
858	они также	1	1
859	от своего	1	1
860	не быть	1	1
861	мысли которая	2	1
862	к его	2	1
863	в последнем	1	1
864	в сравнении	4	1
865	не что	2	1
866	и идеи	1	1
867	собою то	1	1
868	только о	2	1
869	есть то	4	1
870	тогда не	1	1
871	которым они	1	1
872	я вижу	2	1
873	в искусстве	3	1
874	то оно	1	1
875	в таком	4	1
876	все что	2	1
