N	2gram	Propp_Morf_1	Problema
598	его жизнь	1	1
599	же касается	1	1
600	бы на	1	1
601	не дает	1	1
602	за этим	1	1
603	вопрос как	2	1
604	понимает под	1	1
605	только можно	1	1
606	всего мира	1	1
607	между ними	1	1
608	не знает	1	1
609	со мной	1	1
610	равно как	1	1
611	этот же	1	1
612	ведь здесь	1	1
613	т е	21	1
614	что под	1	1
615	только о	1	1
616	есть то	1	1
617	к этой	1	1
618	также не	1	1
619	и другие	6	1
620	существовать и	1	1
621	как на	1	1
