N	2gram	Potebnia_M_3	VelikijI
182	же что	6	1
183	как сам	1	1
184	людей где	1	1
185	в их	2	1
186	и на	3	1
187	он был	1	1
188	после того	1	1
189	теперь и	1	1
190	и который	1	1
191	со словами	1	1
192	бы то	1	1
193	оно ни	2	1
194	только способ	1	1
195	жизни с	1	1
196	природы и	2	1
197	говорит еще	1	1
198	все в	2	1
199	что оно	11	1
200	к нему	3	1
201	своим предметом	1	1
202	но как	2	1
203	ее от	1	1
204	от них	2	1
205	если в	1	1
206	в новом	2	1
207	а потому	6	1
208	но нет	1	1
209	тогда как	2	1
210	что человек	2	1
211	себе и	1	1
212	бы в	2	1
213	нам право	1	1
214	крайней мере	5	1
215	и чем	1	1
216	что бы	1	1
217	я представляю	2	1
218	словах и	1	1
219	его на	1	1
220	как в	10	1
221	своей и	1	1
222	в своем	5	1
223	я был	1	1
224	все же	2	1
225	в двух	1	1
226	могли бы	1	1
227	мы видим	2	1
228	же прямо	1	1
229	с ними	1	1
230	было что	1	1
231	быть бесконечно	1	1
232	духа в	1	1
233	со своей	2	1
234	в самом	8	1
235	в которой	3	1
236	образа в	4	1
237	что это	4	1
238	бы ни	3	1
239	имеет своим	1	1
240	на людей	1	1
241	в целом	3	1
242	существует лишь	1	1
243	человеческой души	1	1
244	тоже не	1	1
245	в этой	2	1
246	же и	3	1
247	и счастье	1	1
248	человеке и	2	1
249	свободы но	1	1
250	я в	1	1
251	уже в	5	1
252	в которую	1	1
253	то и	6	1
254	слово это	2	1
255	в виде	2	1
256	и если	2	1
257	и стало	1	1
258	слова не	2	1
259	каким образом	1	1
260	или даже	1	1
261	перестает быть	4	1
262	одно целое	1	1
263	искать в	1	1
264	в понимании	1	1
265	и навсегда	1	1
266	слова которое	1	1
267	и вот	1	1
268	вовсе не	7	1
269	себя от	2	1
270	существует и	1	1
271	отношение к	2	1
272	но что	2	1
273	у него	2	1
274	теперь еще	1	1
275	и по	4	1
276	конечная цель	1	1
277	бы от	1	1
278	и вместе	3	1
279	не хотим	1	1
280	на нее	1	1
281	для того	4	1
282	видно и	1	1
283	конечно в	1	1
284	не были	2	1
285	и с	2	1
286	было не	1	1
287	себя не	1	1
288	с другой	7	1
289	кто знает	1	1
290	художественный образ	2	1
291	истина и	1	1
292	которого не	1	1
293	его личности	1	1
294	есть не	7	1
295	в глазах	1	1
296	миру и	1	1
297	сознания или	1	1
298	и быть	1	1
299	в массе	1	1
300	мы забыли	1	1
301	к миру	1	1
302	еще и	1	1
303	и тем	5	1
304	души и	2	1
305	она и	1	1
306	может ли	1	1
307	мы так	1	1
308	у человека	1	1
309	человеческой жизни	3	1
310	не всегда	2	1
311	далее и	2	1
312	с которым	1	1
313	для чего	1	1
314	слова для	3	1
315	между собою	6	1
316	было для	1	1
317	есть истина	1	1
318	хлеба и	1	1
319	и было	1	1
320	более глубокое	1	1
321	в одно	3	1
322	места в	1	1
323	него в	1	1
324	таким же	1	1
325	вместе с	12	1
326	так же	3	1
327	ко всем	2	1
328	человека к	1	1
329	то есть	34	1
330	есть такое	1	1
331	и столь	1	1
332	в человеке	3	1
333	в которых	2	1
334	он говорит	2	1
335	если оно	1	1
336	не даст	1	1
337	история человечества	1	1
338	этих словах	1	1
339	с такой	1	1
340	зла не	1	1
341	в одном	2	1
342	а потом	1	1
343	образ и	6	1
344	в тот	1	1
345	по крайней	5	1
346	происхождения и	1	1
347	есть еще	3	1
348	думать о	1	1
349	это значит	1	1
350	если нет	1	1
351	сама она	1	1
352	этого слова	11	1
353	с этой	2	1
354	раз и	1	1
355	на пути	1	1
356	на разных	1	1
357	с любовью	2	1
358	человека есть	1	1
359	и внешней	1	1
360	есть знак	1	1
361	к ним	1	1
362	и другое	1	1
363	управляющих ими	1	1
364	на котором	2	1
365	тому кто	1	1
366	только до	1	1
367	сознании и	2	1
368	и именно	1	1
369	будет понятно	2	1
370	но она	1	1
371	не существует	3	1
372	нам и	1	1
373	и от	4	1
374	первые слова	1	1
375	которая в	1	1
376	ничего не	1	1
377	человек и	1	1
378	в разных	2	1
379	того как	4	1
380	жизни не	3	1
381	может быть	28	1
382	природы в	2	1
383	вообще в	1	1
384	много общего	1	1
385	будем говорить	1	1
386	во всем	1	1
387	это слово	4	1
388	на него	3	1
389	сознания так	1	1
390	в сознании	15	1
391	уже и	1	1
392	соединения с	1	1
393	к ее	1	1
394	связь с	3	1
395	жизни в	1	1
396	что на	1	1
397	может и	1	1
398	другой стороны	4	1
399	но все	2	1
400	есть и	1	1
401	есть то	2	1
402	к этому	3	1
403	его с	2	1
404	всего что	1	1
405	ли что	1	1
406	в искусстве	3	1
407	образ в	2	1
408	нас а	1	1
409	слова с	3	1
410	в процессе	1	1
411	и эта	1	1
412	это в	2	1
413	и слияние	1	1
414	отказаться от	2	1
415	силы на	1	1
416	себя и	4	1
417	слово только	1	1
418	она не	2	1
419	формы есть	1	1
