N	2gram	Tiupa_Vved_1	Narrotol
279	двух или	3	2
280	еще не	7	2
281	человеческого опыта	6	2
282	прошлого опыта	1	2
283	он сам	1	2
284	фактор событийности	2	2
285	столь же	1	2
286	на самом	4	2
287	котят и	2	2
288	этого рассказа	1	2
289	категорию нарративной	1	2
290	же она	1	2
291	присутствует в	1	2
292	xix столетия	2	2
293	событие рассказывания	2	2
294	в центре	2	2
295	чеховский нарратор	1	2
296	как образ	2	2
297	к наличной	2	2
298	встречи с	1	2
299	жизненной ситуации	1	2
300	однако не	1	2
301	могли бы	1	2
302	как уже	1	2
303	однако на	1	2
304	мертвых душ	4	2
305	мир это	2	2
306	рикёр называет	1	2
307	в концовке	2	2
308	раскол между	1	2
309	со своей	1	2
310	в самом	2	2
311	себя с	1	2
312	от нормы	2	2
313	в нашем	6	2
314	из этих	3	2
315	и пространства	1	2
316	центрального персонажа	1	2
317	нарративный дискурс	2	2
318	роль в	1	2
319	событийный статус	6	2
320	как он	2	2
321	на то	1	2
322	от позиции	1	2
323	в случае	2	2
324	вследствие этого	3	2
325	соотнесенность с	1	2
326	жизнью и	1	2
327	что она	1	2
328	именно то	1	2
329	в принципе	1	2
330	самого нарратора	2	2
331	в нарративных	1	2
332	чтобы в	1	2
333	излагающий историю	2	2
334	которая не	2	2
335	нарративную интригу	2	2
336	от эпизода	1	2
337	поскольку все	1	2
338	также является	1	2
339	той же	1	2
340	себя не	1	2
341	личного опыта	1	2
342	позиция читателя	1	2
343	персонажей и	2	2
344	художественного письма	7	2
345	было бы	4	2
346	должен был	1	2
347	и концом	2	2
348	адресату рассказывания	2	2
349	на второй	1	2
350	же пространство	2	2
351	в диегетический	1	2
352	систему персонажей	1	2
353	несмотря на	1	2
354	системе персонажей	1	2
355	на подводе	1	2
356	бы на	1	2
357	сводятся к	2	2
358	памяти в	1	2
359	текста событийность	2	2
360	высказывания как	3	2
361	адресата не	1	2
362	не зависит	1	2
363	и что	1	2
364	часто не	1	2
365	от его	1	2
366	всякий раз	1	2
367	риторическая модальность	1	2
368	не миф	1	2
369	литературной наррации	1	2
370	стало быть	7	2
371	но он	1	2
372	и более	3	2
373	однако в	4	2
374	нарратора это	1	2
375	интрига это	2	2
376	в культуре	1	2
377	правильно поставленный	1	2
378	другого сознания	1	2
379	тексте в	1	2
380	диегетическое пространство	3	2
381	и такого	1	2
382	мира не	2	2
383	не имеет	2	2
384	текста и	3	2
385	в процессе	1	2
386	как о	2	2
387	по рикёру	1	2
388	говорить о	2	2
389	картины мира	5	2
390	не могло	2	2
391	далеком прошлом	1	2
392	имеем дело	3	2
393	в новейшее	1	2
394	своей природе	2	2
395	а ван	1	2
396	топос согласия	2	2
397	присутствие в	1	2
398	потому что	5	2
399	для нас	2	2
400	со своим	1	2
401	в сознании	4	2
402	в новейшей	2	2
403	повествуемый мир	2	2
404	не вполне	3	2
405	к читателю	1	2
406	в области	3	2
407	у нас	1	2
408	все то	1	2
409	в направлении	2	2
410	мы узнаем	1	2
411	но одновременно	1	2
412	событийности в	4	2
413	имеет место	4	2
414	оно не	1	2
415	и он	1	2
416	свою позицию	2	2
417	рецептивного сознания	2	2
418	эпизода к	1	2
419	подобно тому	2	2
420	здесь не	2	2
421	не могу	1	2
422	ни слова	1	2
423	мысль о	1	2
424	классического реализма	1	2
425	второго лица	1	2
426	всей своей	2	2
427	и иные	1	2
428	в диегетическом	1	2
429	что у	1	2
430	особенность нарративного	2	2
431	можно было	2	2
432	те же	2	2
433	данном рассказе	4	2
434	начала и	2	2
435	участия в	2	2
436	том как	3	2
437	является событием	2	2
438	действия но	2	2
439	и судии	3	2
440	нарратора в	3	2
441	интриги не	1	2
442	цепи эпизодов	1	2
443	нарративное время	3	2
444	мысли бахтина	1	2
445	и вследствие	2	2
446	а во	1	2
447	восходит к	2	2
448	его смысла	2	2
449	или иначе	2	2
450	интрига представляет	2	2
451	коммуникативная ситуация	1	2
452	необходимо должна	1	2
453	что и	2	2
454	важно не	2	2
455	посредством текста	2	2
456	свидетеля и	3	2
457	нарратор в	1	2
458	дискурс в	2	2
459	представления о	1	2
460	вся жизнь	1	2
461	для классической	1	2
462	второй план	1	2
463	в современной	3	2
464	наррации поскольку	1	2
465	завязка и	2	2
466	но зато	1	2
467	дело с	2	2
468	дискурса как	2	2
469	рассказанной истории	2	2
470	может оказаться	1	2
471	к адресату	1	2
472	узнаем что	1	2
473	себя в	1	2
474	исключительно в	1	2
475	и внутреннего	1	2
476	в виде	1	2
477	в начале	3	2
478	и откровения	2	2
479	время является	1	2
480	не все	2	2
481	опыта присутствия	1	2
482	поиск обретение	1	2
483	персонажа и	1	2
484	в равной	1	2
485	о них	3	2
486	участие в	1	2
487	собой своего	2	2
488	обратиться к	2	2
489	протекания нарративной	2	2
490	а то	2	2
491	позиция нарратора	1	2
492	отмежеванная от	2	2
493	могло бы	3	2
494	вовсе не	1	2
495	может служить	4	2
496	читателем в	1	2
497	томас манн	1	2
498	присутствия в	7	2
499	утрата поиск	1	2
500	читательского интереса	2	2
501	представляют собой	3	2
502	на стороне	1	2
503	только на	1	2
504	основной фактор	2	2
505	не оказывается	1	2
506	следует вести	1	2
507	повествуемое событие	2	2
508	рецептивная позиция	1	2
509	не обязательно	1	2
510	очевидным образом	2	2
511	бытия в	2	2
512	а с	2	2
513	в настоящем	2	2
514	мира это	2	2
515	нового времени	3	2
516	героя и	3	2
517	ценностную значимость	1	2
518	о нарративных	1	2
519	равной степени	1	2
520	говорящего субъекта	1	2
521	только по	1	2
522	превращается в	1	2
523	и развязка	2	2
524	и опять	2	2
525	строем повествования	1	2
526	принадлежит не	1	2
527	зависит от	2	2
528	толстого или	1	2
529	нарративного текста	5	2
530	картину мира	3	2
531	собой некий	2	2
532	адекватного восприятия	1	2
533	в бытии	1	2
534	сознания субъекта	1	2
535	принадлежности к	1	2
536	на фоне	2	2
537	так же	1	2
538	в него	1	2
539	в строгом	1	2
540	перекликается с	1	2
541	к своему	1	2
542	аспект нарративного	2	2
543	автора в	5	2
544	по своему	2	2
545	о чем	2	2
546	создается не	2	2
547	видя в	1	2
548	в течение	1	2
549	актом рассказывания	2	2
550	тому как	2	2
551	его жизни	1	2
552	зрелого чеховского	1	2
553	содержания сознания	1	2
554	другого человека	1	2
555	в категориях	2	2
556	уклонения от	1	2
557	новейшее время	1	2
558	главного героя	1	2
559	как рассуждал	1	2
560	к эпизоду	1	2
561	той мере	2	2
562	но это	3	2
563	границы как	2	2
564	видно что	1	2
565	и адресата	2	2
566	однако нарратор	1	2
567	ни для	1	2
568	говоря это	2	2
569	[...] только	3	2
570	кругозор нарратора	1	2
571	к которому	2	2
572	картине мира	4	2
573	началом и	2	2
574	поль рикёр	1	2
575	и состоит	1	2
576	рецептивный аспект	2	2
577	собственно и	1	2
578	в результате	3	2
579	но также	2	2
580	собственно говоря	1	2
581	мира самим	2	2
582	интерес к	1	2
583	бы в	3	2
584	не должен	1	2
585	самим актом	2	2
586	истории а	3	2
587	хотя бы	1	2
588	чеховского письма	1	2
589	только что	1	2
590	во время	1	2
591	наличной реальности	2	2
592	интрига не	3	2
593	чеховской прозой	1	2
594	нарратологического анализа	3	2
595	в свою	4	2
596	рассказывания отмежеванная	2	2
597	повествования с	2	2
598	ментального видения	4	2
599	и рецептивного	2	2
600	читательский интерес	1	2
601	циклическое время	1	2
602	в своих	2	2
603	играют существенную	1	2
604	по поводу	2	2
605	которая состоит	2	2
606	он лишь	1	2
607	можно назвать	1	2
608	и вновь	3	2
609	они не	1	2
610	самом первом	2	2
611	усвоенная впоследствии	1	1
612	дидактическим светом	1	1
613	чужда идиллическому	1	1
614	представитель автора	1	1
615	какой читателю	1	1
616	по обыкновению	1	1
617	поддержать дискурс	4	1
618	самых общих	1	1
619	единстве с	1	1
620	реальности тогда	1	1
621	циклическую модель	1	1
622	границы между	2	1
623	рассказыванием достигающим	1	1
624	мысли у.х	1	1
625	повествуемого в	1	1
626	читателем реципиентом	1	1
627	не должны	1	1
628	одним из	5	1
629	также и	4	1
630	например в	2	1
631	о героях	1	1
632	взрослой позиционируется	1	1
633	обряду инициации	1	1
634	у гоголя	1	1
635	рассказывания на	2	1
636	такая категория	1	1
637	интенцией говорящего	1	1
638	в движение	1	1
639	относится и	1	1
640	оно интерсубъективно	1	1
641	таком случае	1	1
642	в медиальном	1	1
643	самым в	1	1
644	хотя при	1	1
645	рассматривается как	1	1
646	начинается с	1	1
647	отделен от	1	1
648	рикёр в	1	1
649	неизбежно должно	1	1
650	книгой бытия	1	1
651	именно из-под	1	1
652	рассматривать в	1	1
653	содержаний сознания	1	1
654	которого в	1	1
655	идиллическая зарисовка	1	1
656	греческим словом	1	1
657	с кем	1	1
658	актантных центров	1	1
659	страшной сказкой	1	1
660	гибели на	1	1
661	оно непрерывно	1	1
662	библия рассуждает	1	1
663	внутренним чтение	1	1
664	нового высказывания	1	1
665	касается типичности	1	1
666	место среди	1	1
667	но показательным	1	1
668	следует обращаться	1	1
669	е годы	1	1
670	топос еды	1	1
671	сгущается уплотняется	1	1
672	области литературы	1	1
673	последовательность утрата	1	1
674	аспекте события	1	1
675	к своей	1	1
676	периферийные служебные	1	1
677	который дублируется	1	1
678	но речь	1	1
679	позиции отводимой	1	1
680	каждый из	1	1
681	который можно	1	1
682	итеративного процесса	1	1
683	сепаратности диегетического	1	1
684	новых партнерств	1	1
685	повествуемым миром	2	1
686	существования для	1	1
687	перед лицом	1	1
688	словом счастье	1	1
689	имплицитному адресату	1	1
690	вольфгангом изером	1	1
691	лиминальных романных	1	1
692	живое человеческое	1	1
693	тем же	1	1
694	между двумя	3	1
695	его мифологического	1	1
696	вполне идиллическим	1	1
697	параллель зародившаяся	1	1
698	и предполагающем	1	1
699	хронотопическая взаимообусловленность	1	1
700	него позицию	1	1
701	природы носили	1	1
702	призму вербализации	1	1
703	оказывается для	1	1
704	свидетельствует об	1	1
705	гегелевское определение	1	1
706	автора может	1	1
707	перемену статуса	1	1
708	смерть в	1	1
709	остаются каждый	1	1
710	что элиминировано	1	1
711	оказаться и	1	1
712	истории рассуждения	1	1
713	негативный и	1	1
714	котенка с	1	1
715	противном случае	1	1
716	можно развернуть	1	1
717	ней параллельны	1	1
718	не восстанавливался	1	1
719	серийное время	1	1
720	мать и	1	1
721	нельзя назвать	1	1
722	необратимо вписано	1	1
723	ограничивает возможную	1	1
724	едины судьба	1	1
725	этого оно	1	1
726	креативной интенцией	1	1
727	жизнеуклад и	1	1
728	в зависимости	1	1
729	оказывается и	1	1
730	которое может	1	1
731	говорящего/пишущего субъекта	1	1
732	рассказ и	1	1
733	текста в	3	1
734	и должен	1	1
735	раз возвращаться	1	1
736	и маркируемая	1	1
737	воспринимая произведение	1	1
738	активирует в	1	1
739	рассказывания текстом	1	1
740	неро функцией	1	1
741	живой речи	1	1
742	выявить в	1	1
743	из персонажей	1	1
744	модель развертывания	1	1
745	риторическую картину	1	1
746	напряжение читательского	1	1
747	сакральной регламентацией	1	1
748	проникаемся сочувствием	1	1
749	непосредственными слушателями	1	1
750	воображаемого наррация	1	1
751	это мотивный	1	1
752	[рассказываемой в.т.]	1	1
753	превратности méandres	1	1
754	полноте цельный	1	1
755	рода механизмом	1	1
756	альтернативных перспектив	1	1
757	персонажи выступающие	1	1
758	неклассической художественности	1	1
759	существенный аспект	1	1
760	традицией поэтому	1	1
761	лакей у	1	1
762	интриги согласно	1	1
763	в сатирическом	1	1
764	с детской	1	1
765	однородных событийных	1	1
766	событийно лишь	1	1
767	сознания замкнуть	1	1
768	далеко близко	1	1
769	интриги названого	1	1
770	сюжета истории	1	1
771	строгий моноцентрический	1	1
772	функций по	1	1
773	нины нянька	1	1
774	схематизму действие	1	1
775	однозначной оценке	2	1
776	обновления и	1	1
777	культуре конфигурациям	1	1
778	событийность мертвых	1	1
779	особенность зрелого	1	1
780	сказки восходит	1	1
781	остальной нерассказанной	1	1
782	от первой	1	1
783	персонажей принадлежащие	1	1
784	направлении поль	1	1
785	достаточно очевидным	1	1
786	системный характер	1	1
787	адресату последний	1	1
788	последнем мы	1	1
789	мы никак	1	1
790	этапам которые	1	1
791	будет завершена	1	1
792	мир не	1	1
793	писателем нового	1	1
794	двух и	1	1
795	не реализуется	2	1
796	случае это	1	1
797	казались индуцируют	1	1
798	истории виртуальная	1	1
799	прогностическая диагностическая	1	1
800	исполнения намеченной	1	1
801	нескольких сознаний	1	1
802	и функция	1	1
803	разворачивается по	1	1
804	единство нарративного	1	1
805	именно к	1	1
806	нарративная культура	1	1
807	не позицию	1	1
808	звено связано	1	1
809	истинных помощников	1	1
810	только благодаря	1	1
811	ограждено от	1	1
812	высказывания в	1	1
813	исследования в	1	1
814	оба эти	1	1
815	своей судьбы	1	1
816	которым был	1	1
817	как истинных	1	1
818	высказыванию они	1	1
819	событий из	1	1
820	чередовании нарратором	1	1
821	детей хотя	1	1
822	всех без	1	1
823	но она	1	1
824	время суточного	1	1
825	развернуть в	1	1
826	как то	1	1
827	терминологией а	1	1
828	нарративного аналога	1	1
829	барони новейшая	1	1
830	место протекания	1	1
831	традиционной интриги	1	1
832	на себя	1	1
833	установки со	1	1
834	о возможности	1	1
835	мифологические по	1	1
836	инстанция автора	1	1
837	нарративная последовательность	1	1
838	на практике	1	1
839	физическое пространство	1	1
840	кадров и	1	1
841	интриги см	1	1
842	вместо того	2	1
843	наличие единственного	1	1
844	том выдержит	1	1
845	после первого	1	1
846	к началу	1	1
847	следует смешивать	1	1
848	мы и	2	1
849	детей не	1	1
850	похожи на	1	1
851	концом начинается	1	1
852	модальность это	1	1
853	уверенной идентификации	1	1
854	совершенно чужда	1	1
855	ментальным ценностно	1	1
856	чтения завязка	1	1
857	мышления роковым	1	1
858	несправедливости катастрофичность	1	1
859	именем фигурой	1	1
860	зависимости от	1	1
861	кухне что	1	1
862	разнятся как	1	1
863	первого и	2	1
864	отступление от	1	1
865	убеждения мнения	2	1
866	стремился именно	1	1
867	рассмотрим диспозицию	1	1
868	нарратор и	1	1
869	событийности свершившегося	1	1
870	и суммирующего	1	1
871	поводу жанровой	1	1
872	интрига детективного	1	1
873	прерывания излагаемой	1	1
874	это время	2	1
875	рецептивных установок	1	1
876	события здесь	1	1
877	современная нарратология	4	1
878	континуумом остальной	1	1
879	плана фоновых	1	1
880	но корнями	1	1
881	наррация предполагает	2	1
882	скрепляемые словом	1	1
883	и самого	1	1
884	вариаций это	1	1
885	схема повествуемой	1	1
886	ожидания если	1	1
887	нормы при	1	1
888	медиальное время	1	1
889	и возврат	1	1
890	защиты от	1	1
891	персонажа к	1	1
892	охватывается все	1	1
893	ценностно смысловым	1	1
894	топоса согласия	1	1
895	ракурсе такой	1	1
896	может варьироваться	1	1
897	верх устойчиво	1	1
898	аномалией однако	1	1
899	художественной словесностью	1	1
900	мир рассказа	1	1
901	осуществляет беспрецедентную	1	1
902	усвоив выдвинутое	1	1
903	интерес вопросу	1	1
904	напротив они	1	1
905	интереса о	1	1
906	или биографических	1	1
907	события интерсубъективной	1	1
908	последующим возрождением	1	1
909	читателю то	1	1
910	иное как	1	1
911	зачинателем новой	1	1
912	пространству памяти	1	1
913	имеем две	1	1
914	взаимодополнительности оба	1	1
915	двух универсальных	1	1
916	внешне но	1	1
917	рассказчика хроникера	1	1
918	на помойке	1	1
919	повествовательной традицией	1	1
920	частности требует	1	1
921	истории обратимая	1	1
922	неро оказывается	1	1
923	текст не	1	1
924	связанными в	1	1
925	обрамляющих звена	1	1
926	лишний или	1	1
927	действия может	1	1
928	иначе как	1	1
929	на своих	1	1
930	не роман	1	1
931	во всех	2	1
932	пути поиск	1	1
933	своими восходит	1	1
934	обобщающая картина	1	1
935	бы она	1	1
936	оказываются названными	1	1
937	что вполне	1	1
938	который женетт	1	1
939	никакая нарративная	1	1
940	между началом	1	1
941	отец как	1	1
942	показывают новейшие	1	1
943	тревога любопытство	1	1
944	чувство бескорыстной	1	1
945	одена к	1	1
946	детском кругозоре	1	1
947	повествования носителем	1	1
948	судьба выражает	1	1
949	если среднее	1	1
950	универсальных интриг	1	1
951	сюжет взятый	1	1
952	лишено человеческого	1	1
953	наименование для	1	1
954	могло быть	1	1
955	событие обнаруживает	1	1
956	бы уничтожился	1	1
957	невольно представлялось	1	1
958	большинство читателей	1	1
959	течение целого	1	1
960	это представитель	1	1
961	выступающие ее	1	1
962	восстановление исходной	1	1
963	иную четырехфазную	1	1
964	пронизанная дидактическим	1	1
965	статус рассказанного	1	1
966	интерес здесь	1	1
967	происхождению сказания	1	1
968	дискурса есть	1	1
969	два варианта	1	1
970	распознаются читателем	1	1
971	в сторону	1	1
972	не входит	1	1
973	мире общения	1	1
974	котят гадостью	1	1
975	ее предпочтениями	1	1
976	интрига по	1	1
977	смертью усвоенная	1	1
978	текстом рассказа	1	1
979	приобретает ключевую	1	1
980	приносит весть	1	1
981	фрактальность повествовательного	1	1
982	лицам известные	1	1
983	нарративных функций	1	1
984	реальности что	1	1
985	смысл специально	1	1
986	в новом	1	1
987	где котята	1	1
988	целая жизнь	1	1
989	благодаря усилиям	1	1
990	отношение к	2	1
991	и лишает	1	1
992	смысловое единство	1	1
993	повествуемой истории	4	1
994	светом нравственного	1	1
995	произведение не	1	1
996	повести о	1	1
997	его произведение	1	1
998	итоге отцовский	1	1
999	семейно-идиллический набор	1	1
1000	быть сведена	1	1
1001	назад аналепсис	1	1
1002	событийному прерыванию	1	1
1003	интерес наррации	1	1
1004	это коммуникативное	1	1
1005	означает добраться	1	1
1006	говорящий ни	1	1
1007	сознанием можно	1	1
1008	или смерть	1	1
1009	как смысловую	1	1
1010	воплощенной в	1	1
1011	читателей войны	1	1
1012	мастере и	1	1
1013	распространившемуся после	1	1
1014	происшествия определяется	1	1
1015	запечатленного рассказа	1	1
1016	мира вынуждает	1	1
1017	рассуждал лев	1	1
1018	мира наше	1	1
1019	и взрослыми	1	1
1020	в е	2	1
1021	это множество	1	1
1022	интригу мировой	1	1
1023	явлением культуры	1	1
1024	субъекта слушающего/читающего	1	1
1025	нарастании интенсивности	1	1
1026	каждый в	1	1
1027	порой и	1	1
1028	определяется не	1	1
1029	из таких	1	1
1030	втягивается в	1	1
1031	диффузной темпоральности	1	1
1032	хронотоп не	1	1
1033	дня детей	1	1
1034	прогулку однако	1	1
1035	общий знаменатель	1	1
1036	статуса героя	1	1
1037	сколько ее	1	1
1038	вокруг интриги	1	1
1039	актуализируется без	1	1
1040	можно представить	1	1
1041	относится к	1	1
1042	это мир	2	1
1043	компетентностью а	1	1
1044	они характеризуют	1	1
1045	симметрии тогда	1	1
1046	приложимы не	1	1
1047	рассказ о	1	1
1048	герое нашего	1	1
1049	смысловая нагруженность	1	1
1050	персонажей который	1	1
1051	наряду с	2	1
1052	пронизано ценностными	1	1
1053	и нравственной	1	1
1054	фокализатором выступает	1	1
1055	этой инстанции	1	1
1056	персонажей с	1	1
1057	ограничено родительским	1	1
1058	первый взгляд	1	1
1059	смысловой значимости	1	1
1060	в одной	2	1
1061	субъекта и	1	1
1062	кумулятивная которая	1	1
1063	следует у	1	1
1064	если она	2	1
1065	языковой этнической	1	1
1066	напряжения сюжетная	1	1
1067	неподвижное пространственное	1	1
1068	их гибели	1	1
1069	оставляющей персонажам	1	1
1070	всякое коммуникативное	1	1
1071	взаимопонимания потенциально	1	1
1072	императивности средневекового	1	1
1073	мир таится	1	1
1074	внутри себя	1	1
1075	литературы неклассической	1	1
1076	знаменующее преображение	1	1
1077	до его	1	1
1078	одной интриге	1	1
1079	адресата рассказывания	1	1
1080	ином варианте	1	1
1081	продуктивную для	1	1
1082	экстрадиегетического мироустройства	1	1
1083	и нет	1	1
1084	смыслу слов	1	1
1085	логикой рассказа	1	1
1086	что касается	5	1
1087	в противном	1	1
1088	затрачиваемого на	1	1
1089	либо его	1	1
1090	историю приготовленную	1	1
1091	даже общего	1	1
1092	а пространству	1	1
1093	и понимаем	1	1
1094	глубинного смысла	1	1
1095	время значимость	1	1
1096	динамика которого	1	1
1097	бог а	1	1
1098	для читательского	1	1
1099	моноцентрический миропорядок	1	1
1100	жестокой несправедливости	1	1
1101	рамках нарратологического	1	1
1102	стороны воспринимающего	1	1
1103	мифологическим структурам	1	1
1104	о симптоме	1	1
1105	же интенсифицируется	1	1
1106	данном повествовании	1	1
1107	как полагает	1	1
1108	вещами фактами	1	1
1109	которую рикёр	1	1
1110	мира излагаются	1	1
1111	общечеловеческой греховной	1	1
1112	слушатель или	1	1
1113	нагруженность времени	1	1
1114	и наконец	2	1
1115	интонационно-речевой паузе	1	1
1116	адресата в	1	1
1117	своей прецедентности	1	1
1118	завершенную историю	1	1
1119	подобно интонационно-речевой	1	1
1120	в неслучайной	1	1
1121	не соподчинены	1	1
1122	коннотации роль	1	1
1123	которого история	1	1
1124	быть разомкнутое	1	1
1125	оказаться в	1	1
1126	нарратора выступающего	1	1
1127	рода дубликат	1	1
1128	актуализированное нарратором	1	1
1129	целого систему	1	1
1130	интрига слова	1	1
1131	как гиперроман	1	1
1132	формирования хранения	1	1
1133	эти перспективы	1	1
1134	первой версии	1	1
1135	время памяти	1	1
1136	экстрадиегетического пространств	1	1
1137	однако идиллический	1	1
1138	рамках которой	1	1
1139	узнавания вторая	1	1
1140	заданность взаимопонимания	1	1
1141	действительного мира	1	1
1142	диспозиции между	1	1
1143	версии их	1	1
1144	ряд индивидуальных	1	1
1145	более или	2	1
1146	свидетелем и	1	1
1147	культуры является	1	1
1148	схематизму повествования	1	1
1149	обед четыре	1	1
1150	такое повествование	1	1
1151	это их	1	1
1152	явились несомненным	1	1
1153	изменчиво иначе	1	1
1154	к схематизму	1	1
1155	уничтожился мне	1	1
1156	мира пронизанная	1	1
1157	на подвиге	1	1
1158	фигуры нарратора	1	1
1159	процессуальное время	1	1
1160	о самом	1	1
1161	манн даже	1	1
