N	2gram	Nazirov_Tv_2	Analitik
314	писатель в	2	1
315	как в	4	1
316	за этим	1	1
317	о жизни	3	1
318	расходится с	1	1
319	я должен	1	1
320	и наконец	2	1
321	автора мы	1	1
322	в литературном	2	1
323	что это	1	1
324	логику этого	1	1
325	бы с	1	1
326	ужаса и	1	1
327	в известном	1	1
328	романа но	1	1
329	но его	1	1
330	если он	5	1
331	такая трактовка	1	1
332	мы наблюдаем	1	1
333	к эстетическому	1	1
334	но прежде	2	1
335	к миру	2	1
336	же году	2	1
337	не значит	1	1
338	первой части	4	1
339	в виде	2	1
340	уже говорилось	1	1
341	сюжет как	1	1
342	а о	1	1
343	любой из	1	1
344	ни был	1	1
345	однако все	1	1
346	а затем	3	1
347	что все	1	1
348	же не	2	1
349	в будущее	1	1
350	его в	3	1
351	заключается в	1	1
352	которого не	1	1
353	характера это	1	1
354	в ином	1	1
355	участие в	1	1
356	который по	1	1
357	для них	1	1
358	в них	1	1
359	над его	1	1
360	остается в	1	1
361	в этих	1	1
362	во время	1	1
363	автором и	1	1
364	л с	1	1
365	этой связи	1	1
366	и ее	2	1
367	том же	2	1
368	в такой	2	1
369	молодого человека	1	1
370	оказывается для	1	1
371	однако этот	3	1
372	в которых	3	1
373	сюжетная линия	1	1
374	одном из	2	1
375	строгое разграничение	1	1
376	есть его	1	1
377	точку зрения	2	1
378	но он	1	1
379	по крайней	2	1
380	и эти	1	1
381	в диалоге	1	1
382	их в	2	1
383	у читателя	2	1
384	собой лишь	1	1
385	зрения и	1	1
386	сознаний как	1	1
387	нас к	1	1
388	тому что	1	1
389	по мере	1	1
390	о будущем	1	1
391	между людьми	2	1
392	не менее	2	1
393	суждения о	1	1
394	оба эти	1	1
395	из нас	2	1
396	в обоих	1	1
397	одна из	3	1
398	литературу как	1	1
399	первая часть	4	1
400	и авторской	1	1
401	на него	2	1
402	возвращении в	1	1
403	это еще	1	1
404	из этой	2	1
405	а сама	1	1
406	ужас и	1	1
407	ничего не	4	1
408	в подлинно	1	1
409	переживания в	1	1
410	и приводит	1	1
411	из древнейших	1	1
412	онегина и	1	1
413	за которой	1	1
414	не говорит	1	1
415	из мертвых	1	1
416	но это	5	1
417	мы и	1	1
418	представляется нам	1	1
419	xx века	3	1
420	начиная с	2	1
421	с фабулой	1	1
422	к себе	1	1
423	и складывается	1	1
424	числе и	1	1
425	его с	1	1
426	завершающего слова	1	1
427	м лотмана	3	1
428	на это	1	1
429	говоря словами	1	1
430	героя для	1	1
431	и художественное	1	1
432	в виду	1	1
433	но при	1	1
434	бога однако	1	1
435	в в	1	1
436	как по	2	1
437	то или	1	1
438	на той	1	1
439	культуры и	1	1
440	автора не	1	1
441	в классической	2	1
442	сознаний в	1	1
443	том как	1	1
444	является в	1	1
445	и всякого	1	1
446	в глубине	1	1
447	образом в	1	1
448	познания и	2	1
449	приближается к	1	1
450	и должно	1	1
451	это происходит	1	1
452	и что	2	1
453	себя самого	1	1
454	может не	1	1
455	как было	1	1
456	на точку	1	1
457	от автора	1	1
458	и вследствие	1	1
459	восходит к	2	1
460	в которую	2	1
461	в драме	1	1
462	читателя и	1	1
463	глав романа	1	1
464	и только	2	1
465	крайней мере	2	1
466	в ту	2	1
467	а его	1	1
468	лишь частично	1	1
469	все время	2	1
470	от иных	1	1
471	вплоть до	1	1
472	центр художественного	1	1
473	весьма затруднительно	1	1
474	в современной	1	1
475	герой в	1	1
476	в формах	1	1
477	тот же	1	1
478	положении между	1	1
479	же напротив	1	1
480	по возвращении	1	1
481	а тем	1	1
482	друг друга	2	1
483	как нечто	1	1
484	входит в	1	1
485	даже если	1	1
486	может оказаться	1	1
487	лишь одна	1	1
488	их жизни	1	1
489	этот факт	2	1
490	так что	2	1
491	со своим	1	1
492	связи с	1	1
493	не можем	1	1
494	за свой	1	1
495	его жизненной	1	1
496	слова не	1	1
497	или даже	2	1
498	в душе	4	1
499	не так	2	1
500	восходящего к	1	1
501	всяком случае	2	1
502	в одном	2	1
503	стремились к	1	1
504	в xx	1	1
505	у него	6	1
506	всех и	1	1
507	как раз	1	1
508	тут же	2	1
509	в целях	1	1
510	смерти и	1	1
511	однако сам	1	1
512	и даже	5	1
513	даже не	1	1
514	развития в	1	1
515	и сознание	1	1
516	в любой	1	1
517	героев но	1	1
518	до сих	3	1
519	влияние на	1	1
520	может и	1	1
521	одну из	1	1
522	от любого	1	1
523	действующих лиц	2	1
524	и др	3	1
525	что для	1	1
526	его из	1	1
527	этого персонажа	1	1
528	в соответствии	4	1
529	творческий процесс	3	1
530	превращается в	3	1
531	не было	2	1
532	сюжета в	1	1
533	в рассказе	3	1
534	не означает	2	1
535	в действии	1	1
536	не он	1	1
537	когда же	1	1
538	этот принцип	1	1
539	будет иметь	1	1
540	если не	4	1
541	в связи	1	1
542	только сцены	1	1
543	связь с	2	1
544	и особенно	1	1
545	как это	1	1
546	в лице	4	1
547	требует от	1	1
548	для искусства	1	1
549	искусства но	1	1
550	в течение	1	1
551	не умел	1	1
552	xx веке	1	1
553	я с	1	1
554	эпизод не	1	1
555	назначение этих	1	1
556	в художественную	1	1
557	с этой	3	1
558	известном смысле	1	1
559	сих пор	3	1
560	перед смертью	1	1
561	перед нами	1	1
562	к другим	1	1
563	было показано	2	1
564	при всем	1	1
565	она должна	1	1
566	с автором	1	1
567	глубине души	1	1
568	к сюжету	1	1
569	и для	1	1
570	лев толстой	1	1
571	всего произведения	1	1
572	и от	4	1
573	человека для	1	1
574	что оно	1	1
575	в результате	1	1
576	между ними	1	1
577	своей собственной	1	1
578	человек и	1	1
579	я не	2	1
580	но отнюдь	1	1
581	хотя и	4	1
582	а скорее	2	1
583	ее и	1	1
584	для нас	1	1
585	от него	1	1
586	в литературной	2	1
587	только с	2	1
588	м лотман	4	1
589	в своих	3	1
590	в сюжете	1	1
591	а н	2	1
592	в карты	1	1
593	к самому	2	1
594	жизни в	3	1
595	в свою	1	1
596	письма и	1	1
597	в романе	15	1
598	не знает	1	1
599	совершенно не	1	1
600	из этого	2	1
601	таким же	1	1
602	включает в	2	1
603	а может	1	1
604	а я	2	1
605	по поводу	1	1
606	это понятие	1	1
607	во всяком	2	1
608	и вновь	1	1
609	событий в	1	1
