N	2gram	Potebnia_M_2	RusskieA
184	и здесь	2	2
185	могут быть	8	2
186	сходство с	1	2
187	основаны на	1	2
188	день и	1	2
189	имеет место	2	2
190	ничего общего	1	2
191	как они	1	2
192	свою очередь	6	2
193	эти представления	1	2
194	ни одно	1	2
195	в более	1	2
196	мы наблюдаем	1	2
197	что у	2	2
198	с ним	5	2
199	находится в	3	2
200	можно объяснить	1	2
201	на все	3	2
202	и поэтому	2	2
203	на что	1	2
204	после того	2	2
205	связь между	2	2
206	сходство между	2	2
207	в его	2	2
208	к ней	2	2
209	значит что	1	2
210	на другие	6	2
211	в какой	2	2
212	их не	1	2
213	так что	10	2
214	в большинстве	1	2
215	они могли	1	2
216	его и	1	2
217	но что	2	2
218	не было	6	2
219	в особенности	1	2
220	не были	1	2
221	чем в	1	2
222	для наших	1	2
223	такое же	2	2
224	себя и	2	2
225	воспоминания о	2	2
226	только по	3	2
227	не на	2	2
228	а не	18	2
229	и непосредственно	1	2
230	его как	1	2
231	большинстве случаев	1	2
232	и потому	2	2
233	относятся к	1	2
234	многих случаях	1	2
235	там где	4	2
236	только для	5	2
237	между прочим	4	2
238	между собой	1	2
239	мы видим	2	2
240	и для	3	2
241	или в	2	2
242	мы должны	2	2
243	в народной	1	2
244	у и	2	2
245	в своих	1	2
246	ту же	1	1
247	говоря о	3	1
248	есть при	1	1
249	таком случае	2	1
250	чтобы не	1	1
251	самом деле	2	1
252	значении этого	1	1
253	только потому	2	1
254	тех же	1	1
255	в определенные	1	1
256	по которым	1	1
257	на две	2	1
258	должна быть	1	1
259	собственном смысле	1	1
260	видеть в	1	1
261	с таким	3	1
262	чем именно	1	1
263	и за	1	1
264	и могут	1	1
265	мы уже	1	1
266	из всех	1	1
267	она показывает	1	1
268	что если	6	1
269	которую мы	1	1
270	не во	2	1
271	исключительная принадлежность	1	1
272	вопрос о	2	1
273	на место	1	1
274	из своих	1	1
275	этом не	1	1
276	нет но	3	1
277	которое в	1	1
278	явление не	2	1
279	песни не	1	1
280	же что	3	1
281	так а	1	1
282	того же	14	1
283	в отличие	1	1
284	ему с	1	1
285	на них	1	1
286	отсюда можно	1	1
287	при сравнении	1	1
288	в чем	7	1
289	с его	2	1
290	не отличается	1	1
291	не без	1	1
292	находилось в	1	1
293	это видно	1	1
294	а только	8	1
295	потом на	1	1
296	одном и	1	1
297	не все	2	1
298	ответ на	1	1
299	по отношению	2	1
300	в общем	2	1
301	очевидно что	3	1
302	себе и	1	1
303	отличие от	1	1
304	разница в	1	1
305	значение имеет	1	1
306	относится к	3	1
307	в истории	1	1
308	что во	2	1
309	же с	1	1
310	его на	2	1
311	общего с	2	1
312	некоторое время	2	1
313	она как	1	1
314	что касается	1	1
315	однако не	1	1
316	перед нами	1	1
317	времени когда	1	1
318	и наконец	1	1
319	никаких следов	1	1
320	тем же	3	1
321	от этого	1	1
322	их содержания	3	1
323	в которой	5	1
324	по народному	1	1
325	то и	9	1
326	по форме	1	1
327	в себе	10	1
328	тому же	1	1
329	на то	5	1
330	не имеют	2	1
331	солнца а	1	1
332	он не	1	1
333	одно целое	4	1
334	он должен	1	1
335	не к	1	1
336	не как	3	1
337	что одно	1	1
338	воспоминание о	5	1
339	подобно тому	4	1
340	объяснить его	1	1
341	по-видимому не	1	1
342	что все	2	1
343	о котором	2	1
344	те же	3	1
345	к заключению	1	1
346	его в	3	1
347	известно что	1	1
348	но их	1	1
349	и тем	3	1
350	обозначения одного	1	1
351	слов для	1	1
352	ни в	1	1
353	этом мы	1	1
354	на основании	1	1
355	не всегда	1	1
356	мы видели	1	1
357	оно имеет	1	1
358	вероятно потому	1	1
359	в развитии	1	1
360	можно считать	1	1
361	форма и	1	1
362	и того	6	1
363	переиначивает и	1	1
364	одного и	6	1
365	что между	1	1
366	но если	2	1
367	и при	3	1
368	никак не	1	1
369	и без	1	1
370	место в	4	1
371	не столько	2	1
372	что я	1	1
373	одном из	4	1
374	дает в	1	1
375	но эта	1	1
376	того времени	1	1
377	которые в	1	1
378	начнем с	1	1
379	такую же	1	1
380	теми же	1	1
381	и эти	1	1
382	и наоборот	5	1
383	сам он	1	1
384	что чем	1	1
385	что есть	2	1
386	был уже	1	1
387	значение слова	1	1
388	виду что	1	1
389	и время	1	1
390	в то	6	1
391	не о	1	1
392	для каждого	1	1
393	известно также	1	1
394	тогда когда	10	1
395	дело в	1	1
396	в языках	1	1
397	связано в	1	1
398	но вместе	2	1
399	не раньше	1	1
400	в самых	1	1
401	можем предположить	1	1
402	славянских языках	1	1
403	вытекает из	2	1
404	мы указали	1	1
405	каждый из	1	1
406	все свои	2	1
407	и всегда	1	1
408	по-видимому представляет	1	1
409	вероятно что	1	1
410	есть разница	1	1
411	слова как	1	1
412	или как	1	1
413	ср наше	1	1
414	все стороны	1	1
415	они связаны	1	1
416	прежде чем	1	1
417	и его	2	1
418	к этим	1	1
419	доказать что	1	1
420	не потому	1	1
421	от другого	3	1
422	от общего	2	1
423	следует еще	1	1
424	можно думать	2	1
425	она имела	1	1
426	чтобы сделать	1	1
427	должны быть	4	1
428	содержанием и	1	1
429	требования и	1	1
430	души а	1	1
431	они становятся	1	1
432	их происхождения	1	1
433	слова с	1	1
434	поэзии как	1	1
435	из чего	1	1
436	смысле в	1	1
437	для себя	1	1
438	и это	2	1
439	так называемым	1	1
440	песни но	1	1
441	и о	1	1
442	и сами	4	1
443	на другой	2	1
444	только при	1	1
445	в собственном	2	1
446	как знак	1	1
447	на природу	2	1
448	то время	4	1
449	слова а	3	1
450	на том	1	1
451	если они	1	1
452	и сам	1	1
453	г д	1	1
454	не ограничивается	1	1
455	видно из	2	1
456	из всего	1	1
457	было в	2	1
458	замечается и	2	1
459	вопрос этот	1	1
460	этим в	1	1
461	значению слова	1	1
462	связанных с	1	1
463	не имели	1	1
464	во второй	1	1
465	без сомнения	4	1
466	подобные же	1	1
467	которого они	1	1
468	быть может	7	1
469	если бы	11	1
470	и вообще	3	1
471	по мере	5	1
472	стремление к	2	1
473	что значит	1	1
474	это влияние	1	1
475	внимание на	2	1
476	и та	1	1
477	при котором	1	1
478	теми которые	1	1
479	но мы	3	1
480	что каждый	1	1
481	чтобы вызвать	1	1
482	и просто	1	1
483	можно сказать	1	1
484	других языках	1	1
485	первоначально было	1	1
486	важнее для	1	1
487	нас в	2	1
488	к нему	1	1
489	не могло	1	1
490	и во	3	1
491	при исследовании	1	1
492	во втором	1	1
493	умершие в	1	1
494	от одного	3	1
495	и следовательно	2	1
496	имеют более	1	1
497	с а	4	1
498	в слово	2	1
499	было бы	13	1
500	не так	3	1
501	время между	1	1
502	имеют только	1	1
503	что здесь	1	1
504	слово с	2	1
505	д и	1	1
506	несколько примеров	1	1
507	совсем не	2	1
508	тот же	5	1
509	что он	4	1
510	к их	1	1
511	и действительно	1	1
512	представления в	1	1
513	будет для	1	1
514	и так	1	1
515	вот все	1	1
516	который в	1	1
517	это слово	1	1
518	бы ни	5	1
519	случаи когда	2	1
520	том чтобы	1	1
521	с которыми	2	1
522	есть в	2	1
523	уже в	5	1
524	или не	5	1
525	в значении	1	1
526	же от	1	1
527	в нашей	2	1
528	же в	5	1
529	только тогда	3	1
530	признаков как	1	1
531	не дает	2	1
532	разницы между	2	1
533	есть когда	1	1
534	не связанных	1	1
535	совсем другое	1	1
536	заключить что	2	1
537	когда еще	1	1
538	всяком случае	7	1
539	т п	3	1
540	прибавить что	2	1
541	в животном	2	1
542	с этими	1	1
543	нашем сознании	1	1
544	может служить	1	1
545	должны будем	1	1
546	они с	3	1
547	заметить что	6	1
548	не могут	7	1
549	от того	5	1
550	следует признать	1	1
551	не противоречит	2	1
552	так не	1	1
553	влияние на	4	1
554	что дело	1	1
555	к которому	2	1
556	когда по	1	1
557	тому как	4	1
558	по всей	1	1
559	происходит при	1	1
560	что не	5	1
561	что для	3	1
562	связано с	2	1
563	собой слова	1	1
564	света и	2	1
565	которых мы	3	1
566	могут нас	1	1
567	объяснения не	1	1
568	под влиянием	8	1
569	в одно	8	1
570	мы знаем	2	1
571	если не	4	1
572	уже давно	1	1
573	чаще других	1	1
574	но этого	1	1
575	нами как	1	1
576	можно будет	1	1
577	некоторые из	1	1
578	представить себе	1	1
579	или по	2	1
580	п а	1	1
581	но такое	1	1
582	может так	1	1
583	по поводу	6	1
584	который мы	1	1
585	не дают	2	1
586	в той	1	1
587	же можно	1	1
588	в первой	1	1
589	как средство	1	1
590	это к	1	1
591	быть не	3	1
592	есть и	1	1
593	и том	1	1
594	что мы	11	1
595	же корень	1	1
596	за самый	1	1
597	но для	1	1
598	голода и	1	1
599	же значение	1	1
600	это как	1	1
601	рассматривать как	1	1
602	для такого	1	1
603	при таком	1	1
604	был его	1	1
605	такой взгляд	1	1
606	тот кто	1	1
607	а к	2	1
608	это часто	1	1
609	от него	4	1
610	и все	3	1
611	или нет	3	1
612	не более	1	1
613	только с	1	1
614	или вообще	1	1
615	сходство в	1	1
616	на более	2	1
617	на такой	1	1
618	оно связано	1	1
619	иначе чем	1	1
620	нам не	2	1
621	слово в	1	1
622	между ними	2	1
623	сказать что	2	1
624	только как	6	1
625	имеет ничего	1	1
626	это на	1	1
627	легко заметить	1	1
628	оно не	3	1
629	находящихся в	1	1
630	только о	1	1
631	и самих	1	1
632	через них	1	1
633	следует поставить	1	1
634	в заключение	1	1
635	от слова	3	1
636	жизни и	1	1
637	в таком	4	1
638	указывают на	2	1
639	они не	4	1
640	таких представлений	1	1
641	можно назвать	2	1
642	как на	3	1
643	точно так	9	1
644	во всяком	7	1
645	все что	3	1
646	ясно ощутимое	1	1
