N	2gram	Bakhtin_Pr_4	Literetu
309	но именно	3	1
310	конце концов	1	1
311	оно должно	2	1
312	и вот	1	1
313	вы в	1	1
314	в живых	1	1
315	никак не	3	1
316	к собственному	1	1
317	и по	2	1
318	образа и	1	1
319	обстоит дело	1	1
320	таким образом	4	1
321	здесь мы	1	1
322	на лестнице	3	1
323	со всеми	1	1
324	и глубоким	1	1
325	речь а	2	1
326	а по	1	1
327	своим образцом	1	1
328	его личности	1	1
329	это не	5	1
330	он есть	2	1
331	должен был	1	1
332	реальности и	1	1
333	она и	1	1
334	в повестях	1	1
335	далеко не	3	1
336	и определяет	1	1
337	в слове	3	1
338	между собою	1	1
339	в не	1	1
340	от языка	1	1
341	по той	1	1
342	менее чем	1	1
343	которую он	2	1
344	в этих	4	1
345	а вот	1	1
346	явления как	1	1
347	в своей	3	1
348	отражена в	1	1
349	и скрытой	1	1
350	он должен	1	1
351	знает и	1	1
352	место в	1	1
353	что до	1	1
354	себе а	2	1
355	в отличие	3	1
356	от себя	1	1
357	является в	1	1
358	но эта	1	1
359	обращение к	1	1
360	слова к	1	1
361	их в	3	1
362	свобода и	1	1
363	и вся	1	1
364	тому что	1	1
365	в отношении	3	1
366	с поразительным	1	1
367	но они	1	1
368	что ему	1	1
369	того как	2	1
370	а ты	1	1
371	и притом	1	1
372	и снова	1	1
373	ты мой	1	1
374	и автор	1	1
375	не могло	2	1
376	ним а	1	1
377	того и	2	1
378	классицизма в	1	1
379	и всегда	1	1
380	этих двух	4	1
381	явление в	2	1
382	пути и	2	1
383	по своей	3	1
384	на себе	1	1
385	во всем	4	1
386	только пусть	1	1
387	раннего творчества	1	1
388	связи с	1	1
389	в сознании	1	1
390	для другого	2	1
391	этот образ	1	1
392	мы и	3	1
393	что на	1	1
394	сделать в	1	1
395	есть у	1	1
396	для наших	3	1
397	которых он	1	1
398	не могут	3	1
399	это конечно	1	1
400	в других	2	1
401	числе и	3	1
402	является одним	1	1
403	к тому	2	1
404	но за	1	1
405	даже когда	1	1
406	и о	3	1
407	того чтобы	1	1
408	здесь не	4	1
409	самим собою	3	1
410	в собственном	1	1
411	что делает	1	1
412	в пределах	10	1
413	приводит к	4	1
414	на свой	6	1
415	читателя в	1	1
416	на том	2	1
417	здесь происходит	1	1
418	что может	1	1
419	можно было	2	1
420	на нее	1	1
421	отождествляется с	1	1
422	не себе	1	1
423	в последующих	3	1
424	во второй	1	1
425	историческом времени	1	1
426	жизнь и	3	1
427	мы в	1	1
428	поэтому в	1	1
429	с этого	1	1
430	в словах	4	1
431	и внешней	1	1
432	в таком	1	1
433	и перед	1	1
434	быть ни	2	1
435	произведения как	1	1
436	это я	1	1
437	на что	1	1
438	после того	1	1
439	можно сказать	4	1
440	другого сознания	1	1
441	переходит в	1	1
442	во втором	1	1
443	иного рода	1	1
444	бы в	3	1
445	время здесь	1	1
446	в слово	2	1
447	и мы	1	1
448	что вот	2	1
449	в жизнь	1	1
450	в литературе	1	1
451	высказывание в	2	1
452	еще несколько	1	1
453	развивается в	1	1
454	его собственная	1	1
455	но зато	1	1
456	здесь о	1	1
457	в большом	1	1
458	что ж	7	1
459	из наших	1	1
460	за ней	1	1
461	в эти	1	1
462	же он	2	1
463	человека с	1	1
464	типа а	1	1
465	вопроса о	1	1
466	только на	3	1
467	в единстве	3	1
468	за пределами	1	1
469	первого лица	1	1
470	слова не	2	1
471	а то	3	1
472	мышления и	1	1
473	признать его	1	1
474	личности и	1	1
475	в прозе	1	1
476	слова в	13	1
477	мы находим	5	1
478	даже к	2	1
479	периода как	1	1
480	дело и	1	1
481	бытия и	3	1
482	она имеет	1	1
483	рядом с	5	1
484	нет и	2	1
485	никого не	1	1
486	и стал	1	1
487	или иной	2	1
488	мне и	2	1
489	границу между	1	1
490	мы это	1	1
491	именно в	1	1
492	к которому	1	1
493	когда по	1	1
494	еще и	4	1
495	а с	1	1
496	по всей	1	1
497	и прямо	2	1
498	в романе	6	1
499	в соответствии	1	1
500	языка в	2	1
501	более того	3	1
502	однако и	1	1
503	есть лишь	1	1
504	среди них	1	1
505	человек в	1	1
506	все время	2	1
507	здесь этот	1	1
508	не всегда	1	1
509	что мы	2	1
510	все более	1	1
511	него в	3	1
512	так же	3	1
513	и потому	1	1
514	мы говорим	1	1
515	пространства и	1	1
516	со словом	2	1
517	дня и	1	1
518	ориентирована на	1	1
519	другого я	1	1
520	вот я	1	1
521	на которое	1	1
522	с некоторыми	1	1
523	что же	3	1
524	вокруг себя	1	1
525	жизни слова	4	1
526	в своем	3	1
527	в это	1	1
528	утверждение о	2	1
529	его в	1	1
530	своей жизни	1	1
531	автора и	2	1
532	не меняет	1	1
533	силу и	1	1
534	о мире	1	1
535	таким оно	1	1
536	слова так	1	1
537	всего в	1	1
538	оглядка на	1	1
539	собственного задания	1	1
540	тем путем	1	1
541	отношений не	1	1
542	живет и	1	1
543	и другим	1	1
544	войти в	3	1
545	на самом	1	1
546	в пределе	1	1
547	мира и	1	1
548	совершенно иной	1	1
549	от него	1	1
550	и все	9	1
551	той или	2	1
552	еще более	3	1
553	диалога но	1	1
554	столь характерный	1	1
555	отношении к	2	1
556	в системе	2	1
557	ты не	1	1
558	нет ничего	1	1
559	от первого	1	1
560	от лица	1	1
561	жизнь не	2	1
562	опять к	1	1
563	от своего	1	1
564	только и	2	1
565	своего предмета	1	1
566	а во	1	1
567	от всех	1	1
568	в свою	1	1
569	в последнем	1	1
570	именно к	1	1
571	есть и	2	1
572	а я	1	1
573	него как	2	1
574	и эта	1	1
575	снова и	1	1
576	каждое слово	1	1
577	который не	1	1
578	к этому	1	1
579	можно назвать	1	1
580	они не	2	1
