N	2gram	Nazirov_Tv_2	StatiiOP
465	друг друга	2	1
466	князя и	2	1
467	а лишь	1	1
468	присутствие в	1	1
469	со своим	1	1
470	для анализа	2	1
471	перед ним	1	1
472	и со	1	1
473	от их	1	1
474	свое собственное	1	1
475	нет ни	1	1
476	xviii века	2	1
477	героев и	1	1
478	является одним	1	1
479	не случайно	2	1
480	его с	1	1
481	бы он	1	1
482	той или	1	1
483	в поле	1	1
484	здесь же	1	1
485	в наше	2	1
486	для себя	1	1
487	году в	1	1
488	приходит к	1	1
489	своего развития	1	1
490	и о	1	1
491	свою очередь	1	1
492	первом из	1	1
493	в ее	2	1
494	сей день	1	1
495	он с	1	1
496	с первого	1	1
497	скромное место	1	1
498	в пределах	1	1
499	так в	2	1
500	приводит к	2	1
501	в классической	2	1
502	и сам	5	1
503	второй этап	1	1
504	первоначально он	1	1
505	этот период	1	1
506	в образе	3	1
507	можно было	1	1
508	здесь он	1	1
509	ясно что	1	1
510	особенно в	2	1
511	что никогда	1	1
512	из писем	1	1
513	которого у	1	1
514	чем у	1	1
515	она была	1	1
516	отчасти в	1	1
517	том как	1	1
518	не стоит	2	1
519	но у	4	1
520	является в	1	1
521	был не	1	1
522	и вообще	2	1
523	по мере	1	1
524	с ним	3	1
525	означает что	1	1
526	форме в	1	1
527	образом в	1	1
528	века на	1	1
529	приближается к	1	1
530	в применении	1	1
531	и должно	1	1
532	влияние на	1	1
533	и берет	1	1
534	может не	1	1
535	как у	3	1
536	строфой в	1	1
537	интересно в	1	1
538	русской литературе	1	1
539	что и	1	1
540	именно в	6	1
541	выше в	1	1
542	века и	1	1
543	в свете	3	1
544	сцен в	1	1
545	и она	1	1
546	важным этапом	1	1
547	известном смысле	1	1
548	поле зрения	1	1
549	в петербурге	1	1
550	его в	3	1
551	сознательно стремился	1	1
552	мне кажется	1	1
553	без народа	1	1
554	ли он	1	1
555	из многих	1	1
556	как нечто	1	1
557	лишь одна	1	1
558	наше время	2	1
559	который в	1	1
560	в обществе	1	1
561	в выражении	1	1
562	же он	1	1
563	классической русской	1	1
564	литературы в	1	1
565	не можем	1	1
566	является не	1	1
567	важно подчеркнуть	1	1
568	не из	1	1
569	не дает	1	1
570	не стал	1	1
571	из них	2	1
572	что сама	1	1
573	процесс и	1	1
574	в комедии	1	1
575	и их	1	1
576	в известной	4	1
577	в одном	2	1
578	в современном	3	1
579	как его	1	1
580	тема трагедии	1	1
581	того или	1	1
582	следует признать	1	1
583	смерти и	1	1
584	не противоречит	1	1
585	представляют собой	1	1
586	возможно что	1	1
587	то это	1	1
588	элементов в	1	1
589	стремился к	1	1
590	может жить	1	1
591	есть большие	1	1
592	жить без	3	1
593	не означает	2	1
594	л а	1	1
595	человек в	1	1
596	что творчество	1	1
597	и исторической	1	1
598	в черновике	1	1
599	из названных	1	1
600	если не	4	1
601	уже давно	1	1
602	является его	1	1
603	нет ничего	3	1
604	в частности	2	1
605	уверенности что	1	1
606	эти слова	1	1
607	этого героя	1	1
608	я уже	1	1
609	я говорю	1	1
610	эти примеры	1	1
611	так мы	2	1
612	требует от	1	1
613	с м	1	1
614	не знал	2	1
615	его личной	1	1
616	что за	1	1
617	встречается в	1	1
618	искусства но	1	1
619	наряду с	7	1
620	через свое	1	1
621	году он	1	1
622	что же	1	1
623	очень важно	1	1
624	в литературе	2	1
625	такая трактовка	1	1
626	это его	2	1
627	от романтической	1	1
628	должно быть	1	1
629	с года	1	1
630	ссылки на	1	1
631	бога и	1	1
632	в формах	1	1
633	личность как	1	1
634	м бонди	1	1
635	характерные для	1	1
636	эпизоды из	1	1
637	похоже на	1	1
638	с большой	1	1
639	этой сцене	2	1
640	писал в	1	1
641	в книге	1	1
642	это уже	2	1
643	анализа и	1	1
644	об отношении	1	1
645	это как	1	1
646	своей собственной	1	1
647	а к	1	1
648	для нас	1	1
649	и события	1	1
650	или нет	1	1
651	имел большое	1	1
652	была завершена	1	1
653	собой лишь	1	1
654	своих героев	3	1
655	вообще в	1	1
656	но зато	3	1
657	это человек	1	1
658	до меня	1	1
659	давно уже	2	1
660	отношении к	1	1
661	а о	1	1
662	о своем	1	1
663	не знает	1	1
664	видим у	1	1
665	но можно	1	1
666	от собственной	1	1
667	совершенно сознательно	1	1
668	но этот	1	1
669	автора в	1	1
670	или иного	1	1
671	и еще	2	1
672	неоднократно называет	1	1
673	читателя и	1	1
674	но эти	2	1
675	была для	1	1
676	я могу	1	1
677	так же	5	1
