N	2gram	Bakhtin_Fr_1	SlovoVZh
238	моменты его	1	1
239	проникает в	1	1
240	дано в	1	1
241	в рамки	1	1
242	и больше	1	1
243	не стремится	1	1
244	художественное творчество	1	1
245	можно было	1	1
246	мы уже	12	1
247	области науки	1	1
248	было в	1	1
249	к постановке	1	1
250	это только	1	1
251	жизнь и	1	1
252	место но	1	1
253	и всякого	1	1
254	до минимума	2	1
255	эта позиция	1	1
256	на что	2	1
257	из одного	1	1
258	значение этой	1	1
259	как чисто	2	1
260	не вполне	2	1
261	мы теряем	1	1
262	их но	1	1
263	конечно уже	1	1
264	сводится к	1	1
265	полное и	1	1
266	так называемые	2	1
267	и он	2	1
268	нашей работы	6	1
269	за пределами	1	1
270	и являются	1	1
271	но при	2	1
272	др и	1	1
273	элементы ее	2	1
274	на них	2	1
275	основе своей	2	1
276	важна здесь	1	1
277	в значительной	6	1
278	нам придется	2	1
279	мы понимаем	1	1
280	во всех	9	1
281	и во	3	1
282	жизни он	1	1
283	ранних ступенях	1	1
284	и всего	1	1
285	два основных	1	1
286	политических и	1	1
287	общения между	2	1
288	формы как	1	1
289	в общем	4	1
290	менее всего	3	1
291	и целых	1	1
292	явлениями и	1	1
293	отметить что	2	1
294	в свои	1	1
295	именно в	1	1
296	слов и	1	1
297	его эстетической	1	1
298	и она	1	1
299	и мир	1	1
300	так называемая	1	1
301	не зная	1	1
302	она определяет	1	1
303	как например	1	1
304	все остальные	1	1
305	в новой	1	1
306	хотя и	2	1
307	и понимания	1	1
308	но несмотря	1	1
309	на другие	1	1
310	ли он	1	1
311	значение этих	1	1
312	именно эта	1	1
313	нашего времени	1	1
314	героического эпоса	1	1
315	во времени	1	1
316	что нам	1	1
317	отказывается от	1	1
318	более широком	1	1
319	в целом	2	1
320	не получил	2	1
321	литературе и	2	1
322	особую форму	1	1
323	близости к	1	1
324	где они	3	1
325	сюда и	1	1
326	есть в	5	1
327	им в	1	1
328	литературы в	2	1
329	можно определить	1	1
330	во многих	2	1
331	в большинстве	2	1
332	основных момента	1	1
333	значение и	2	1
334	жива еще	2	1
335	именно этим	1	1
336	на этих	1	1
337	не из	1	1
338	почти полностью	4	1
339	оно всегда	1	1
340	или даже	2	1
341	и обратно	1	1
342	она становится	1	1
343	его и	1	1
344	одно из	6	1
345	и их	3	1
346	всяком случае	1	1
347	человеческого тела	2	1
348	в одном	5	1
349	и вот	2	1
350	не совпадают	1	1
351	вовсе не	18	1
352	ни были	1	1
353	части и	1	1
354	полностью утрачивают	1	1
355	друг друга	3	1
356	у него	1	1
357	на этом	1	1
358	или иных	1	1
359	эта же	2	1
360	это по	1	1
361	особая форма	1	1
362	самом же	3	1
363	значительной степени	2	1
364	даже и	3	1
365	бы они	1	1
366	со специфической	1	1
367	здесь мы	1	1
368	др все	1	1
369	и только	1	1
370	что все	1	1
371	образом к	1	1
372	же деле	3	1
373	они должны	1	1
374	связанных с	1	1
375	выходит за	4	1
376	оно становится	1	1
377	этих форм	5	1
378	и т.п	17	1
379	зрения на	1	1
380	формы ее	1	1
381	входит в	4	1
382	на протяжении	5	1
383	и непосредственное	1	1
384	эстетической сущности	1	1
385	них в	1	1
386	было бы	1	1
387	и создает	1	1
388	к которому	1	1
389	и прежде	3	1
390	момента во-первых	1	1
391	отражение в	1	1
392	только к	1	1
393	поэтому можно	1	1
394	говорит о	1	1
395	но уже	1	1
396	и во-вторых	1	1
397	не было	1	1
398	рядом с	5	1
399	они входят	1	1
400	это прежде	1	1
401	не знает	6	1
402	далеко не	3	1
403	разобранные нами	1	1
404	всегда лежит	1	1
405	и самый	2	1
406	не на	1	1
407	в ее	3	1
408	он имеет	1	1
409	формы это	1	1
410	несмотря на	2	1
411	они являются	2	1
412	все моменты	1	1
413	конечно на	1	1
414	о чем	1	1
415	него не	1	1
416	ясное и	1	1
417	в последующем	1	1
418	остается в	1	1
419	для этой	1	1
420	нигде не	1	1
421	и семантически	1	1
422	все разобранные	1	1
423	места в	1	1
424	все более	1	1
425	знают только	1	1
426	в частности	5	1
427	все основные	1	1
428	направленность на	1	1
429	но особенно	1	1
430	в романтизме	2	1
431	и без	2	1
432	это делает	1	1
433	этом достаточно	1	1
434	но сохраняет	1	1
435	то есть	45	1
436	не могут	3	1
437	и глубоко	2	1
438	чем мы	1	1
439	если оно	1	1
440	наряду с	2	1
441	этих явлений	4	1
442	но эта	2	1
443	которые в	1	1
444	здесь слово	1	1
445	определяют и	1	1
446	всегда имеет	1	1
447	условиях буржуазной	1	1
448	сами по	1	1
449	моментов в	1	1
450	ее мы	1	1
451	уже сказали	3	1
452	ним в	1	1
453	и почти	2	1
454	на ранних	2	1
455	на эти	1	1
456	намека на	1	1
457	или хотя	1	1
458	можно наблюдать	1	1
459	его творчество	1	1
460	и вся	1	1
461	от чисто	2	1
462	между людьми	5	1
463	приведенном нами	1	1
464	но прежде	1	1
465	же то	1	1
466	только для	1	1
467	от всего	2	1
468	в так	1	1
469	с которой	1	1
470	более и	1	1
471	в науке	1	1
472	здесь на	2	1
473	тех или	1	1
474	не является	3	1
475	в основе	8	1
476	отрешиться от	1	1
477	свою связь	1	1
478	он еще	1	1
479	уже на	1	1
480	искусства как	1	1
481	при таком	2	1
482	того чтобы	1	1
483	и вещами	1	1
484	для всего	1	1
485	в результате	1	1
486	эта сторона	1	1
487	чтобы убедиться	1	1
488	только и	1	1
489	независимую от	1	1
490	же время	1	1
491	особого рода	1	1
492	от него	2	1
493	еще более	5	1
494	к внешнему	1	1
495	по своей	3	1
496	всей жизни	1	1
497	убедиться в	1	1
498	же он	2	1
499	связи с	4	1
500	и различные	1	1
501	можно только	4	1
502	в искусстве	3	1
503	здесь же	1	1
504	эти три	1	1
505	этого развития	1	1
506	это уже	4	1
507	важное значение	1	1
508	видения и	1	1
509	этом отношении	3	1
510	жизни в	5	1
511	в области	7	1
512	приближается к	1	1
513	свое значение	1	1
514	вещами она	1	1
515	с ней	1	1
516	у нас	1	1
517	они как	1	1
518	обычно не	1	1
519	все то	1	1
520	только внешней	1	1
521	конечно гораздо	1	1
522	есть только	2	1
523	строй и	1	1
524	культуры в	4	1
525	тип общения	3	1
526	вошли в	1	1
527	включает в	1	1
528	тела мы	1	1
529	суждения и	1	1
530	и эта	3	1
531	раз подчеркнуть	1	1
532	яркое выражение	1	1
533	особый тип	2	1
534	в таком	2	1
535	во всяком	1	1
536	вполне понятно	2	1
537	они не	1	1
538	к тому	2	1
