N	2gram	Bakhtin_Pr_3	Hudozhes
233	в строгом	1	2
234	приходит к	1	2
235	как мы	7	2
236	и тайным	1	2
237	данном случае	1	2
238	самим собою	9	2
239	мысль о	1	2
240	приводит к	1	2
241	роль в	1	2
242	на свой	1	2
243	с собой	1	2
244	те же	2	2
245	с самим	14	2
246	до сих	1	2
247	за этими	1	2
248	все те	2	2
249	о нем	2	2
250	в другом	8	2
251	того или	2	2
252	первая фраза	1	2
253	я а	1	2
254	нуждается в	3	2
255	и только	2	2
256	с матерью	1	2
257	и об	2	2
258	один из	2	2
259	здесь не	1	2
260	он уже	3	2
261	впрочем и	1	2
262	теперь в	1	2
263	же и	2	2
264	и у	5	2
265	ни одного	5	2
266	в виде	4	2
267	его и	3	2
268	себе в	1	2
269	из них	5	2
270	т п	6	2
271	вовсе не	11	2
272	ее на	1	2
273	сих пор	1	2
274	никого не	1	2
275	другого и	1	2
276	или иной	2	2
277	еще и	1	2
278	была и	1	2
279	себя и	8	2
280	что не	7	2
281	мы знаем	2	2
282	жизнь в	1	2
283	нет ничего	1	2
284	два человека	1	2
285	вместе с	4	2
286	в данном	1	2
287	не зная	1	2
288	я с	1	2
289	сам не	3	2
290	главного героя	1	2
291	что же	8	2
292	и от	5	2
293	только для	1	2
294	не является	2	2
295	и для	8	2
296	еще одна	1	2
297	отнюдь не	2	2
298	и видит	1	2
299	это уже	2	2
300	у которого	1	2
301	потому что	12	2
302	хотя бы	5	2
303	давно уже	1	2
304	точки зрения	8	2
305	между ними	1	2
306	сказать что	2	2
307	и внутренне	2	2
308	они все	1	2
309	что даже	2	2
310	т е	12	2
311	себе но	1	2
312	как на	2	2
313	одних и	1	1
314	отношения к	1	1
315	одним из	1	1
316	например в	2	1
317	о героях	1	1
318	функции в	3	1
319	к духовной	1	1
320	самим по	1	1
321	в сердце	1	1
322	тех же	1	1
323	это и	2	1
324	с какой-то	2	1
325	которой так	1	1
326	было как	1	1
327	здесь и	2	1
328	и так	5	1
329	отметим еще	1	1
330	к другому	20	1
331	его же	1	1
332	голову что	1	1
333	высшей степени	3	1
334	к рассказу	1	1
335	собою в	1	1
336	могу обойтись	1	1
337	обойтись без	1	1
338	смерти отца	4	1
339	которыми он	1	1
340	также и	1	1
341	пока он	1	1
342	своего внутреннего	1	1
343	себе как	2	1
344	что если	1	1
345	смысле можно	1	1
346	говорил он	1	1
347	же ты	2	1
348	установкой на	3	1
349	в сущности	11	1
350	время как	1	1
351	жизнь внешняя	1	1
352	ком не	1	1
353	не совсем	1	1
354	кто же	2	1
355	в каждой	1	1
356	и самого	1	1
357	разумеется не	1	1
358	идет за	1	1
359	он был	1	1
360	на них	5	1
361	между собой	1	1
362	со словами	1	1
363	бы то	4	1
364	я на	1	1
365	во всех	2	1
366	именно тем	2	1
367	во внешнем	1	1
368	то он	1	1
369	только желание	1	1
370	к которой	1	1
371	в сторону	2	1
372	я я	1	1
373	к богу	1	1
374	его сознания	1	1
375	пусть бы	1	1
376	в общем	4	1
377	xix столетия	1	1
378	него с	1	1
379	с собою	6	1
380	себе и	5	1
381	не просто	1	1
382	глава четвертая	1	1
383	нет и	3	1
384	за пределы	2	1
385	один и	1	1
386	в одной	3	1
387	в той	2	1
388	сострадания и	1	1
389	показать что	2	1
390	на других	1	1
391	как к	4	1
392	более и	1	1
393	ней в	1	1
394	как нам	1	1
395	хотя и	3	1
396	когда он	2	1
397	но для	3	1
398	и смеялась	1	1
399	его к	3	1
400	себе не	1	1
401	самое важное	1	1
402	и говорит	2	1
403	за собой	3	1
404	не дано	1	1
405	составляет содержание	1	1
406	оттого что	1	1
407	в которой	2	1
408	ни один	1	1
409	мне не	2	1
410	он в	4	1
411	все эти	4	1
412	чужих слов	1	1
413	чужое слово	2	1
414	и тот	1	1
415	но тотчас	1	1
416	говорить с	1	1
417	точно такое	1	1
418	ее как	3	1
419	но ведь	1	1
420	уже иное	1	1
421	человек не	1	1
422	так сказать	2	1
423	улыбался и	1	1
424	его но	1	1
425	независимость от	2	1
426	только себя	2	1
427	к миру	1	1
428	он все	3	1
429	в общении	1	1
430	же это	1	1
431	пределах одного	2	1
432	в корне	1	1
433	из виду	1	1
434	их в	3	1
435	на жизнь	1	1
436	какой бы	1	1
437	него в	1	1
438	лишь с	1	1
439	не бывает	2	1
440	ни был	4	1
441	и заключается	1	1
442	но все	5	1
443	значительной степени	1	1
444	тут не	3	1
445	слова не	2	1
446	встречаются и	1	1
447	в каждом	3	1
448	в косвенной	1	1
449	здесь мы	1	1
450	то ни	4	1
451	и внутренняя	1	1
452	самим собой	6	1
453	а его	1	1
454	то есть	1	1
455	боли о	1	1
456	и других	1	1
457	то все	2	1
458	героя от	1	1
459	даже в	5	1
460	делает его	1	1
461	бы уже	3	1
462	только одно	1	1
463	тенденция к	2	1
464	она и	1	1
465	достоевского и	3	1
466	отвращение и	1	1
467	этого не	3	1
468	всю жизнь	2	1
469	зубной боли	4	1
470	в слове	5	1
471	которой он	2	1
472	он и	5	1
473	после стольких	2	1
474	в москве	1	1
475	выйти за	1	1
476	такою же	1	1
477	я ты	1	1
478	в один	1	1
479	жизнь а	1	1
480	не мог	5	1
481	во время	2	1
482	себе с	1	1
483	и при	1	1
484	никак не	1	1
485	таким же	1	1
486	рассказа о	1	1
487	человек и	2	1
488	о герое	1	1
489	на месте	1	1
490	характер это	1	1
491	человеком и	1	1
492	все думал	1	1
493	самого героя	3	1
494	говорил о	1	1
495	как символ	3	1
496	от себя	6	1
497	признать что	2	1
498	и другого	3	1
499	стало быть	1	1
500	еще из	1	1
501	нем он	1	1
502	художественного мира	1	1
503	другом и	1	1
504	но он	3	1
505	теми же	1	1
506	внимания на	1	1
507	была не	1	1
508	и более	1	1
509	ли я	4	1
510	в конце	5	1
511	что сам	2	1
512	том же	1	1
513	слов о	1	1
514	любовь к	1	1
515	голоса за	1	1
516	же мы	1	1
517	же такое	1	1
518	освободиться от	1	1
519	нас к	1	1
520	раз и	3	1
521	с миром	3	1
522	эта мысль	1	1
523	после себя	1	1
524	что с	3	1
525	мысли в	1	1
526	самого начала	8	1
527	и остается	1	1
528	своего героя	2	1
529	от жизни	1	1
530	же его	1	1
531	конкретные формы	1	1
532	во всякой	1	1
533	каждым из	1	1
534	чем не	2	1
535	для всего	1	1
536	найти в	1	1
537	в отношениях	1	1
538	не лучше	1	1
539	этих двух	1	1
540	мыслей и	2	1
541	мне было	1	1
542	того в	1	1
543	это именно	1	1
544	в ком	1	1
545	к концу	3	1
546	как она	2	1
547	слове и	1	1
548	такая же	2	1
549	к вам	1	1
550	и любовь	1	1
551	по первому	1	1
552	возвращает нас	1	1
553	и выводы	1	1
554	человеком а	1	1
555	не слышит	2	1
556	становится для	2	1
557	в символ	1	1
558	его внутренней	4	1
559	когда мы	1	1
560	есть только	3	1
561	последнее слово	4	1
562	одно только	2	1
563	пошла из	1	1
564	одну реплику	1	1
565	отличается от	2	1
566	об одном	1	1
567	всего в	1	1
568	его с	4	1
569	бы он	4	1
570	той или	2	1
571	это я	5	1
572	все еще	1	1
573	а ее	1	1
574	для героя	1	1
575	время он	1	1
576	мыслит о	1	1
577	я тебя	1	1
578	всего произведения	1	1
579	а затем	1	1
580	что героиня	1	1
581	и понять	1	1
582	он вовсе	1	1
583	не вступает	1	1
584	себе самом	5	1
585	отношениях к	1	1
586	один в	2	1
587	в себя	1	1
588	с самого	8	1
589	всей своей	2	1
590	в дальнейшем	1	1
591	другая скрытая	1	1
592	на нее	2	1
593	времени и	1	1
594	особенно в	2	1
595	каждого из	1	1
596	еще в	3	1
597	как ему	1	1
598	но у	1	1
599	жизнь и	2	1
600	а там	1	1
601	является в	1	1
602	но иногда	1	1
603	собой и	2	1
604	по себе	3	1
605	смысле и	1	1
606	в разных	1	1
607	образом в	1	1
608	никогда и	1	1
609	я теперь	5	1
610	чтобы заставить	1	1
611	именно потому	2	1
612	себя а	1	1
613	только бы	1	1
614	этом произведении	1	1
615	из рассказа	1	1
616	и что	5	1
617	в глаза	3	1
618	обратим внимание	1	1
619	после того	1	1
620	душ и	1	1
621	в значительной	1	1
622	других людей	1	1
623	а во	1	1
624	здесь со	1	1
625	все в	1	1
626	и лишь	2	1
627	не касались	1	1
628	не понимал	1	1
629	путь к	1	1
630	он прямо	1	1
631	этот момент	1	1
632	должно было	1	1
633	на одном	2	1
634	бы она	1	1
635	из своего	4	1
636	в другой	2	1
637	другого в	2	1
638	тотчас же	4	1
639	по разным	1	1
640	еще более	2	1
641	даже для	1	1
642	боли в	1	1
643	не знаю	2	1
644	о своих	1	1
645	меня так	2	1
646	она на	1	1
647	того что	5	1
648	уходит в	1	1
649	как например	1	1
650	быть и	2	1
651	по своей	1	1
652	но с	2	1
653	сразу же	1	1
654	вне себя	2	1
655	согласиться с	1	1
656	собой не	1	1
657	меня и	1	1
658	но ни	2	1
659	и потому	2	1
660	бы его	4	1
661	по мнению	1	1
662	но как	4	1
663	собственного голоса	1	1
664	не происходит	1	1
665	и теперь	1	1
666	на мир	1	1
667	в уста	1	1
668	себя роли	1	1
669	со всеми	2	1
670	так что	5	1
671	что хотел	1	1
672	для всех	1	1
673	уже в	3	1
674	его художественной	1	1
675	же из	1	1
676	героя с	1	1
677	в начале	4	1
678	на свое	1	1
679	во внутреннем	2	1
680	эта особенность	2	1
681	не принимает	4	1
682	него и	2	1
683	нет у	1	1
684	других героев	1	1
685	участие в	1	1
686	за ним	2	1
687	превращаются в	1	1
688	ведь это	1	1
689	я в	4	1
690	ты меня	2	1
691	не для	2	1
692	среди которых	1	1
693	так как	4	1
694	для меня	1	1
695	при всей	2	1
696	не о	4	1
697	отношении к	7	1
698	других но	1	1
699	независимо от	1	1
700	на меня	4	1
701	слиться с	1	1
702	он мог	1	1
703	этом отношении	1	1
704	были бы	2	1
705	реплики внутреннего	1	1
706	д он	1	1
707	и даже	7	1
708	о своей	2	1
709	и точно	1	1
710	что человек	1	1
711	действующих лиц	1	1
712	наконец в	3	1
713	такое же	1	1
714	в банке	1	1
715	когда герой	1	1
716	люди что	1	1
717	не обращая	1	1
718	забыть и	1	1
719	которых мы	2	1
720	у меня	6	1
721	теперь она	1	1
722	до конца	3	1
723	более того	2	1
724	на грош	1	1
725	с которым	7	1
726	а так	2	1
727	не то	2	1
728	там где	7	1
729	благодаря такому	1	1
730	и пошлы	1	1
731	не видит	1	1
732	уже давно	1	1
733	все более	1	1
734	вступает в	2	1
735	и она	1	1
736	эти слова	3	1
737	глядят на	1	1
738	ни на	1	1
739	рассказчика о	1	1
740	человека к	1	1
741	себе самому	18	1
742	да я	1	1
743	внутреннего человека	1	1
744	всех людей	1	1
745	теперь когда	2	1
746	в пределах	6	1
747	устраняет из	1	1
748	прорывается в	1	1
749	лицо у	1	1
750	отца не	2	1
751	его собственные	1	1
752	это его	1	1
753	в тот	1	1
754	другого человека	5	1
755	лежит в	2	1
756	рассказ в	2	1
757	с этой	2	1
758	глава третья	1	1
759	слова и	10	1
760	еще раз	1	1
761	я сам	7	1
762	этом случае	2	1
763	художественное произведение	1	1
764	что сознание	1	1
765	но это	4	1
766	в аспекте	1	1
767	в рассказах	1	1
768	от нас	1	1
769	один во	1	1
770	слышит и	1	1
771	все не	1	1
772	к которому	2	1
773	оглядка на	1	1
774	в полном	1	1
775	которых он	2	1
776	слова но	1	1
777	традиций в	1	1
778	самое главное	1	1
779	найти себя	2	1
780	котором он	1	1
781	и среди	1	1
782	чужого голоса	1	1
783	ей это	1	1
784	его тело	1	1
785	бы в	3	1
786	я хотел	2	1
787	в конторе	1	1
788	человека она	1	1
789	но зато	3	1
790	вдруг обрывается	1	1
791	я необходимо	1	1
792	и дело	1	1
793	его высшей	1	1
794	и вдруг	4	1
795	чем же	1	1
796	в творчестве	3	1
797	с ней	1	1
798	не знает	6	1
799	другой стороны	3	1
800	в темноте	2	1
801	того на	1	1
802	из этого	1	1
803	и жизнь	1	1
804	героя в	5	1
805	своей массою	1	1
806	не сказал	1	1
807	над собой	4	1
808	а я	10	1
809	бы даже	1	1
810	в своих	1	1
811	нет что	1	1
812	героя как	1	1
813	это в	2	1
814	каждое слово	2	1
815	который не	1	1
816	и вновь	1	1
