N	2gram	Tiupa_Hudo_2	Istorich
408	нам в	1	1
409	не могли	1	1
410	ничего нового	1	1
411	случае мы	1	1
412	нас к	1	1
413	тому что	4	1
414	мы пока	1	1
415	она не	5	1
416	мы вынуждены	1	1
417	то чего	1	1
418	и притом	1	1
419	ее с	1	1
420	о них	3	1
421	можно судить	1	1
422	того чтобы	4	1
423	понять ее	1	1
424	всей его	1	1
425	появляются в	1	1
426	не лучше	1	1
427	на наш	4	1
428	имеем дело	1	1
429	о ней	1	1
430	к концу	1	1
431	к ней	2	1
432	на себе	1	1
433	мотиве в	1	1
434	ему не	1	1
435	мы узнаем	1	1
436	с легкостью	1	1
437	заставить ее	1	1
438	со двора	1	1
439	ли не	1	1
440	одно только	1	1
441	от нее	1	1
442	нельзя было	2	1
443	всего что	1	1
444	бы он	1	1
445	на дворе	1	1
446	так она	1	1
447	в поле	1	1
448	все еще	1	1
449	оно не	2	1
450	от которой	1	1
451	и это	3	1
452	приходит к	2	1
453	но по	1	1
454	человеку в	1	1
455	лица не	1	1
456	нет никакой	1	1
457	в себя	1	1
458	и исчезает	1	1
459	или нескольких	1	1
460	на том	1	1
461	что у	3	1
462	с собой	2	1
463	которая была	2	1
464	найти в	1	1
465	иногда в	1	1
466	других и	1	1
467	в последней	2	1
468	ней и	1	1
469	собой и	1	1
470	один человек	2	1
471	образом в	1	1
472	сводится к	6	1
473	именно потому	1	1
474	а также	2	1
475	не самим	1	1
476	только бы	1	1
477	в самой	1	1
478	внимание на	3	1
479	никак не	1	1
480	в глаза	1	1
481	и силы	1	1
482	несомненно это	1	1
483	после того	1	1
484	в значительной	1	1
485	второй половины	1	1
486	должно было	1	1
487	все в	1	1
488	а у	1	1
489	путь к	1	1
490	и хорошо	1	1
491	дом в	1	1
492	природы и	1	1
493	из своего	1	1
494	в другой	1	1
495	д он	1	1
496	тот момент	1	1
497	у всех	3	1
498	и об	2	1
499	у окна	1	1
500	о своих	1	1
501	уходит в	1	1
502	но с	1	1
503	такая же	1	1
504	другого не	1	1
505	приведенных выше	1	1
506	идет по	2	1
507	в тексте	5	1
508	было что	1	1
509	проникнуть в	1	1
510	она говорит	2	1
511	и так	1	1
512	вот они	1	1
513	согласно которой	1	1
514	в самое	1	1
515	который в	2	1
516	это означает	1	1
517	и ее	3	1
518	не мешает	1	1
519	к которой	1	1
520	с какой	2	1
521	и пол	1	1
522	же и	2	1
523	оказывается в	1	1
524	и детей	1	1
525	он очень	1	1
526	своего рода	16	1
527	только на	5	1
528	с крылатыми	1	1
529	было пройти	1	1
530	мышления и	1	1
531	за ним	1	1
532	на своего	1	1
533	одно из	5	1
534	т п	2	1
535	в конце	1	1
536	у нее	10	1
537	он вновь	2	1
538	у него	5	1
539	в соответствии	3	1
540	почему это	1	1
541	героя а	1	1
542	этом отношении	1	1
543	ее на	2	1
544	для того	4	1
545	и неизвестно	1	1
546	умер и	1	1
547	другого и	2	1
548	и точно	1	1
549	на примере	1	1
550	этом пути	1	1
551	которых мы	1	1
552	была и	2	1
553	это все	1	1
554	же о	1	1
555	этой роли	1	1
556	когда герой	1	1
557	выступает в	1	1
558	только по	1	1
559	не было	6	1
560	быть только	1	1
561	а так	1	1
562	из названных	1	1
563	тому как	4	1
564	уже давно	1	1
565	его лица	1	1
566	люди и	1	1
567	в глухом	1	1
568	как одно	1	1
569	не удается	1	1
570	власть над	1	1
571	редко и	1	1
572	это своего	1	1
573	думать об	1	1
574	к жизни	1	1
575	а если	1	1
576	он будет	2	1
577	такого рода	1	1
578	истории не	1	1
579	или иного	2	1
580	в тот	1	1
581	да и	5	1
582	бы его	1	1
583	я с	2	1
584	и более	1	1
585	цели не	1	1
586	в это	3	1
587	этом случае	1	1
588	ней в	1	1
589	нет ничего	2	1
590	к двум	1	1
591	в один	1	1
592	подобные вопросы	1	1
593	пока еще	3	1
594	очень велика	1	1
595	не найдет	1	1
596	ни с	2	1
597	его жилище	1	1
598	она может	2	1
599	об отношении	1	1
600	котором он	1	1
601	хотя и	1	1
602	то не	1	1
603	и все	7	1
604	держится на	1	1
605	лежит в	1	1
606	все более	1	1
607	за этим	1	1
608	несмотря на	3	1
609	только как	1	1
610	совершенно не	1	1
611	жизни а	1	1
612	первом случае	1	1
613	и героем	1	1
614	только о	1	1
615	возвращается домой	1	1
616	к числу	2	1
617	эти слова	1	1
618	таким же	1	1
619	себе не	1	1
620	себе но	2	1
621	важно для	1	1
622	страх в	2	1
623	к этой	1	1
624	в роли	2	1
625	и вновь	1	1
626	гораздо более	2	1
627	что внешнее	1	1
