N	2gram	Propp_Isto_6	VeschiIm
374	не было	3	1
375	из видов	1	1
376	зависит от	4	1
377	вовсе не	2	1
378	из таких	1	1
379	только при	1	1
380	и вместе	1	1
381	в так	1	1
382	происходит и	2	1
383	в виде	6	1
384	и эту	1	1
385	и должна	1	1
386	ту сторону	1	1
387	сих пор	4	1
388	по имени	1	1
389	со всякими	1	1
390	это еще	3	1
391	этого мы	1	1
392	даже в	2	1
393	здоровый инстинкт	1	1
394	место но	1	1
395	всем что	1	1
396	другое есть	1	1
397	тем самым	2	1
398	под этим	1	1
399	и отвратительное	1	1
400	до сих	4	1
401	в некоторых	2	1
402	которое мы	1	1
403	друг с	1	1
404	него человек	1	1
405	к комплексу	1	1
406	когда речь	1	1
407	на нем	1	1
408	он превратился	1	1
409	представления не	1	1
410	вот почему	3	1
411	это приводит	1	1
412	что можно	1	1
413	что кто-то	1	1
414	того или	1	1
415	в это	4	1
416	чтобы его	1	1
417	душу а	1	1
418	этим он	2	1
419	стороны и	2	1
420	мы должны	2	1
421	становится и	2	1
422	не темно	1	1
423	предмет ее	1	1
424	по своей	1	1
425	имеют и	1	1
426	но для	2	1
427	смысле этого	1	1
428	его как	1	1
429	к этому	3	1
430	одной из	1	1
431	же ему	1	1
432	а именно	9	1
433	это чрезвычайно	1	1
434	совершенно ясно	4	1
435	с другом	1	1
436	из него	2	1
437	если они	3	1
438	ней должен	1	1
439	и формы	2	1
440	дело с	1	1
441	раз в	1	1
442	в таком	1	1
443	они уже	1	1
444	на свет	1	1
445	сердца но	1	1
446	связанное с	1	1
447	может считаться	1	1
448	и очень	1	1
449	те кто	2	1
450	к чему-то	1	1
451	кто же	1	1
452	или другого	1	1
453	на меня	1	1
454	на более	3	1
455	у них	4	1
456	не имеют	1	1
457	оно было	1	1
458	думая что	1	1
459	и анализ	1	1
460	хотя и	1	1
461	представления и	2	1
462	него самого	1	1
463	д все	1	1
464	этом случае	6	1
465	оно в	1	1
466	уже давно	2	1
467	ее во	1	1
468	если идти	1	1
469	этой стадии	1	1
470	где в	1	1
471	без всяких	2	1
472	в моем	1	1
473	не всегда	4	1
474	и к	1	1
475	не имеет	2	1
476	такое понимание	2	1
477	когда она	1	1
478	идет о	1	1
479	они не	3	1
480	превратились в	1	1
481	в других	4	1
482	одного из	1	1
483	было так	1	1
484	и один	1	1
485	нас к	5	1
486	и вид	1	1
487	утверждать что	2	1
488	из этого	3	1
489	и получить	1	1
490	именно на	2	1
491	что если	1	1
492	имеется в	3	1
493	где эта	1	1
494	я могу	2	1
495	если этот	1	1
496	что у	2	1
497	на одном	1	1
498	чистом виде	1	1
499	эта связь	6	1
500	только у	1	1
501	что никакого	1	1
502	как он	6	1
503	также есть	1	1
504	речь идет	1	1
505	только с	1	1
506	его значение	1	1
507	она и	1	1
508	и от	3	1
509	формы этого	1	1
510	к этой	1	1
511	но тут	1	1
512	не является	1	1
513	зависимости от	2	1
514	который уже	1	1
515	но на	1	1
516	но эти	2	1
517	которой как	1	1
518	а также	4	1
519	в очень	4	1
520	тот или	1	1
521	бы с	1	1
522	есть выражение	1	1
523	эти три	3	1
524	всяком случае	2	1
525	кто в	1	1
526	в истории	1	1
527	пор мы	2	1
528	том смысле	1	1
529	чтобы они	2	1
530	человек имеет	1	1
531	о таком	1	1
532	как нам	1	1
533	свет но	1	1
534	не хватает	1	1
535	вытекает что	1	1
536	ничего специфически	1	1
537	что эти	2	1
538	как от	1	1
539	в них	3	1
540	предмет а	1	1
541	больше чем	1	1
542	момент который	1	1
543	на первый	3	1
544	другой стороны	8	1
545	только потому	1	1
546	то оно	1	1
547	в котором	1	1
548	не входить	1	1
549	в зависимости	1	1
550	я его	2	1
551	сам есть	1	1
552	и ничто	1	1
553	в этой	2	1
554	нет ни	2	1
555	при этом	3	1
556	у него	7	1
557	ли мы	1	1
558	же как	3	1
559	могут быть	3	1
560	из которых	3	1
561	также что	1	1
562	также не	2	1
563	и где	1	1
564	как то	1	1
565	с одной	7	1
566	только одна	3	1
567	в живых	1	1
568	к другой	1	1
569	только тогда	1	1
570	чтобы обеспечить	1	1
571	он говорит	1	1
572	не могут	1	1
573	в полной	1	1
574	и на	12	1
575	как его	1	1
576	от его	1	1
577	ее и	1	1
578	с новыми	1	1
579	даже когда	2	1
580	пропасть и	1	1
581	язык и	1	1
582	далеко не	3	1
583	такой случай	2	1
584	заметим что	1	1
585	не как	1	1
586	ли он	1	1
587	представление о	9	1
588	этого вопроса	1	1
589	уже нет	1	1
590	с его	4	1
591	при помощи	3	1
592	как по	1	1
593	время как	3	1
594	когда в	2	1
595	все другие	1	1
596	этой стороны	1	1
597	ее себе	1	1
598	на одной	1	1
599	на связь	1	1
600	от них	1	1
601	указать на	1	1
602	к иному	2	1
603	однако в	2	1
604	первый план	2	1
605	которую мы	1	1
606	зато есть	1	1
607	существу и	1	1
608	выходя из	1	1
609	достигает своего	1	1
610	на эти	2	1
611	то время	3	1
612	им в	1	1
613	ее к	3	1
614	заставляет его	1	1
615	по существу	1	1
616	весь комплекс	2	1
617	что или	1	1
618	функции и	1	1
619	которые не	1	1
620	таким же	3	1
621	между двумя	1	1
622	и новая	1	1
623	должно было	1	1
624	д если	1	1
625	действительно можно	1	1
626	он и	2	1
627	с предметами	1	1
628	что здесь	3	1
629	он становится	2	1
630	из многих	1	1
631	что с	1	1
632	здесь как	1	1
633	уже в	1	1
634	о природе	1	1
635	перед нами	2	1
636	уже и	1	1
637	он как	1	1
638	нами как	2	1
639	обычно в	1	1
640	и эта	3	1
641	бога и	1	1
642	к одному	1	1
643	и по	4	1
644	иногда это	4	1
645	связана с	3	1
646	с кем	1	1
647	когда бог	1	1
648	остановиться несколько	1	1
649	д в	1	1
650	еще яснее	2	1
