N	2gram	Propp_Isto_7	Komedia
101	не менее	5	3
102	по отношению	1	3
103	того как	3	3
104	ничего не	5	3
105	на землю	1	3
106	в сознании	1	3
107	и сам	1	3
108	во второй	1	3
109	на море	1	3
110	после того	4	3
111	там же	2	3
112	по содержанию	1	3
113	в частности	1	3
114	в образе	3	3
115	тот же	2	3
116	одной из	4	3
117	только в	6	3
118	и у	2	3
119	в виде	1	3
120	в начале	1	3
121	отношение к	5	3
122	у него	10	3
123	в свои	1	3
124	после смерти	3	3
125	все более	1	3
126	так же	6	3
127	как это	2	3
128	по своему	1	3
129	одной стороны	5	3
130	не мог	1	3
131	здесь в	1	3
132	всего в	1	3
133	и все	6	3
134	отношению к	1	3
135	как известно	1	2
136	того же	2	2
137	здесь и	2	2
138	ту же	1	2
139	почти всегда	2	2
140	сам автор	1	2
141	видеть в	3	2
142	в доме	1	2
143	на себя	2	2
144	в большом	1	2
145	большей частью	1	2
146	которые он	1	2
147	он был	1	2
148	бы то	1	2
149	тем как	1	2
150	совсем не	1	2
151	независимо от	1	2
152	что к	1	2
153	что по	2	2
154	и хотя	1	2
155	со своей	2	2
156	в самом	2	2
157	право на	5	2
158	в известном	1	2
159	в первую	7	2
160	если они	1	2
161	в силу	2	2
162	то ни	1	2
163	связанные с	2	2
164	на все	1	2
165	было бы	2	2
166	и тем	2	2
167	в новое	1	2
168	ни одной	1	2
169	как видно	1	2
170	мы видели	7	2
171	такой же	1	2
172	или менее	1	2
173	и без	1	2
174	но он	2	2
175	тем не	4	2
176	свои руки	1	2
177	не раз	1	2
178	одна из	7	2
179	нельзя не	1	2
180	при всем	1	2
181	к ней	2	2
182	ему и	1	2
183	с достаточной	1	2
184	ссылаясь на	1	2
185	как будто	1	2
186	ли это	1	2
187	в городе	1	2
188	же самое	1	2
189	указывает на	1	2
190	для себя	1	2
191	вывод что	1	2
192	второй половине	1	2
193	что у	4	2
194	из всего	2	2
195	мог бы	1	2
196	для этого	1	2
197	собой и	1	2
198	находится в	1	2
199	и здесь	12	2
200	и во	1	2
201	от них	1	2
202	в форме	2	2
203	или может	1	2
204	еще не	8	2
205	который в	1	2
206	из которых	1	2
207	а то	1	2
208	мы знаем	2	2
209	вовсе не	4	2
210	в других	4	2
211	со стороны	2	2
212	и из	1	2
213	до сих	2	2
214	вслед за	1	2
215	на которые	1	2
216	то и	4	2
217	у других	1	2
218	не может	14	2
219	вместе с	7	2
220	или по	1	2
221	но не	6	2
222	в состоянии	4	2
223	их было	1	2
224	и формы	1	2
225	к нему	7	2
226	сих пор	3	2
227	но это	3	2
228	между прочим	3	2
229	о содержании	1	2
230	или в	8	2
231	только что	1	2
232	ни было	1	2
233	то что	7	2
234	е в	2	2
235	в действительности	2	2
236	где он	1	2
237	ее в	3	2
238	все что	1	2
239	и наиболее	1	1
240	широкое распространение	1	1
241	выражено в	2	1
242	женщины и	2	1
243	в этот	1	1
244	переходит к	1	1
245	не остается	1	1
246	другое мнение	1	1
247	народа но	1	1
248	такое же	2	1
249	между двумя	1	1
250	из самых	2	1
251	поэтому он	1	1
252	и больше	1	1
253	в зависимости	1	1
254	и за	1	1
255	по его	2	1
256	одним из	1	1
257	мы уже	4	1
258	для своего	1	1
259	ответить на	1	1
260	что под	1	1
261	семьей на	2	1
262	который был	1	1
263	что иное	1	1
264	ему в	1	1
265	то это	5	1
266	зависимости от	1	1
267	мы здесь	2	1
268	и он	3	1
269	в ней	1	1
270	в маске	1	1
271	доказать свою	1	1
272	собой в	1	1
273	прячется в	1	1
274	а только	1	1
275	во всех	7	1
276	но конечно	2	1
277	он может	4	1
278	это видно	2	1
279	к которой	2	1
280	друг на	1	1
281	же она	1	1
282	не входит	1	1
283	не все	3	1
284	ответ на	6	1
285	очевидно что	1	1
286	в греческих	1	1
287	сюда и	1	1
288	что два	1	1
289	сказано только	1	1
290	однако герой	1	1
291	в поисках	1	1
292	что во	2	1
293	под его	1	1
294	с этим	2	1
295	с собой	7	1
296	дает нам	1	1
297	в своем	1	1
298	тех случаях	4	1
299	когда он	3	1
300	на войну	1	1
301	и к	1	1
302	самом начале	1	1
303	более или	1	1
304	вот на	1	1
305	за собой	1	1
306	и этим	3	1
307	не приходится	1	1
308	что это	6	1
309	с места	1	1
310	представляет собой	4	1
311	он в	2	1
312	что же	1	1
313	из этих	3	1
314	только на	2	1
315	и тот	2	1
316	ее как	2	1
317	как он	6	1
318	не могла	1	1
319	что эти	2	1
320	бы от	1	1
321	в поэтике	1	1
322	от которого	1	1
323	состоит в	1	1
324	по существу	4	1
325	быть с	1	1
326	не могли	1	1
327	из него	1	1
328	его от	1	1
329	что она	5	1
330	но все	4	1
331	своей земли	1	1
332	это сопоставление	1	1
333	же не	1	1
334	то чтобы	2	1
335	они должны	2	1
336	в совершенно	1	1
337	герой обычно	1	1
338	об этом	6	1
339	а его	3	1
340	к заключению	1	1
341	сильной и	1	1
342	и иногда	1	1
343	не исключено	1	1
344	уже знаем	3	1
345	положение можно	1	1
346	перед нами	2	1
347	должен был	2	1
348	после этого	3	1
349	в жизни	1	1
350	а с	1	1
351	отсюда видно	4	1
352	с тем	1	1
353	и уже	1	1
354	которой он	3	1
355	отнести и	1	1
356	общую картину	1	1
357	в эту	1	1
358	в этих	13	1
359	можно только	1	1
360	не так	2	1
361	но если	1	1
362	женщин и	1	1
363	нас не	2	1
364	войну и	1	1
365	можно найти	2	1
366	а как	1	1
367	никто не	1	1
368	наших дней	1	1
369	и третий	1	1
370	народ и	1	1
371	этому же	1	1
372	превратилась в	3	1
373	он дает	3	1
374	в которых	1	1
375	миф о	1	1
376	что уже	1	1
377	несомненно что	1	1
378	которые в	1	1
379	друг другу	1	1
380	доказывает что	5	1
381	видно что	5	1
382	надо сказать	1	1
383	на небо	1	1
384	и более	1	1
385	менее это	1	1
386	таких случаев	3	1
387	по себе	1	1
388	тому что	2	1
389	объяснение этому	1	1
390	уже выше	6	1
391	на три	1	1
392	подтверждается и	1	1
393	вплоть до	2	1
394	но они	3	1
395	и другое	2	1
396	герою в	1	1
397	в русской	5	1
398	на лет	1	1
399	царства в	3	1
400	аналогий в	1	1
401	если в	2	1
402	что их	1	1
403	не по	2	1
404	которого он	1	1
405	он с	1	1
406	под этим	1	1
407	которые и	1	1
408	в науке	1	1
409	они являются	1	1
410	предполагать что	1	1
411	во всем	2	1
412	и после	2	1
413	так например	2	1
414	этим же	1	1
415	до того	1	1
416	обращает на	1	1
417	женщины в	1	1
418	мы и	1	1
419	ему не	1	1
420	вот в	1	1
421	по своим	3	1
422	один раз	1	1
423	к себе	3	1
424	не могут	2	1
425	еще одна	3	1
426	это конечно	2	1
427	что отец	2	1
428	общественное мнение	1	1
429	и другим	1	1
430	его с	1	1
431	даже и	1	1
432	в каждом	1	1
433	и силами	1	1
434	и это	2	1
435	назвал его	1	1
436	всему народу	1	1
437	но при	2	1
438	однако ни	1	1
439	отсюда же	2	1
440	данном случае	3	1
441	особый случай	1	1
442	него самого	1	1
443	см а	1	1
444	на поверхность	1	1
445	в дальнейшем	3	1
446	и когда	2	1
447	можно было	1	1
448	те же	1	1
449	место уже	1	1
450	подойти к	1	1
451	когда в	1	1
452	мира и	1	1
453	предположить что	3	1
454	подземное царство	1	1
455	с ним	5	1
456	означает что	1	1
457	них не	1	1
458	о ней	1	1
459	в пользу	1	1
460	на вопрос	4	1
461	и что	10	1
462	чтобы доказать	1	1
463	или их	1	1
464	людей так	1	1
465	все его	2	1
466	с целью	2	1
467	за пять	1	1
468	жрецов и	1	1
469	не прошло	1	1
470	три раза	1	1
471	на ее	1	1
472	ее от	1	1
473	может и	1	1
474	и только	1	1
475	в середине	1	1
476	если это	2	1
477	в лице	1	1
478	в литературе	2	1
479	того что	6	1
480	тех пор	1	1
481	доходит до	2	1
482	сразу же	1	1
483	дело с	1	1
484	этого можно	1	1
485	хотя бы	1	1
486	к их	1	1
487	спускается в	1	1
488	для обмана	1	1
489	самые разнообразные	1	1
490	во времени	1	1
491	бы ни	1	1
492	вопрос об	1	1
493	больше чем	1	1
494	за ней	1	1
495	общественного строя	1	1
496	до наших	1	1
497	так что	3	1
498	оказывается в	1	1
499	в большинстве	1	1
500	больше не	1	1
501	по поднебесью	1	1
502	содержании этих	1	1
503	три или	1	1
504	это обстоятельство	2	1
505	красоты и	1	1
506	и возвращение	1	1
507	не дает	1	1
508	за ним	1	1
509	нее в	1	1
510	себе в	1	1
511	с семьей	3	1
512	среди которых	1	1
513	друг друга	2	1
514	не случайно	3	1
515	факт однако	1	1
516	не говорит	1	1
517	кроме этих	1	1
518	в руки	1	1
519	от того	1	1
520	на том	2	1
521	ее на	4	1
522	для того	1	1
523	ничуть не	1	1
524	в особенности	2	1
525	в войну	1	1
526	и вернуться	2	1
527	из двух	1	1
528	представление о	3	1
529	в исторической	1	1
530	возможно что	3	1
531	нам не	1	1
532	не один	1	1
533	на этот	2	1
534	эти две	1	1
535	далеко не	1	1
536	в ряде	1	1
537	поля зрения	1	1
538	близок к	2	1
539	имело место	1	1
540	ясно во	1	1
541	и др	2	1
542	он якобы	1	1
543	что им	1	1
544	превращается в	3	1
545	другие исследователи	1	1
546	именно так	1	1
547	с наступлением	1	1
548	его как	1	1
549	страны в	1	1
550	самых важных	1	1
551	о чем	1	1
552	можно понять	1	1
553	большинстве случаев	1	1
554	из многочисленных	1	1
555	него не	1	1
556	что из	2	1
557	совершенно очевидно	2	1
558	та часть	1	1
559	для этой	1	1
560	другой персонаж	1	1
561	связь с	2	1
562	в примечаниях	1	1
563	и она	3	1
564	эти слова	1	1
565	и потому	1	1
566	из трех	1	1
567	в отражении	1	1
568	незадолго до	1	1
569	что именно	1	1
570	к своему	1	1
571	в самый	1	1
572	в данном	4	1
573	в ответ	3	1
574	заключению что	1	1
575	с тех	2	1
576	как бы	4	1
577	а потом	2	1
578	в египетском	1	1
579	среди этих	1	1
580	герой в	2	1
581	с этой	6	1
582	чтобы я	1	1
583	при царе	1	1
584	в условиях	1	1
585	в основном	2	1
586	показывают что	6	1
587	или четыре	1	1
588	в книге	1	1
589	очень интересный	1	1
590	только одна	1	1
591	случаях когда	4	1
592	обычно не	1	1
593	в сопровождении	1	1
594	формы и	1	1
595	не подходит	1	1
596	обращается к	3	1
597	от него	3	1
598	в третьем	1	1
599	еще более	1	1
600	об исторических	1	1
601	но зато	1	1
602	на книгу	1	1
603	бы на	1	1
604	греции но	1	1
605	отступила от	1	1
606	бы с	1	1
607	деревья и	1	1
608	сведения о	1	1
609	с ней	3	1
610	не знает	1	1
611	сказать что	2	1
612	сделать некоторые	1	1
613	выходят за	1	1
614	ли он	4	1
615	жизни и	1	1
616	к этой	1	1
617	и другие	9	1
618	в античности	1	1
619	и эта	2	1
620	это в	1	1
621	прошло и	1	1
622	как на	1	1
623	в таком	1	1
624	земли и	1	1
625	этой точки	3	1
626	они не	2	1
