N	2gram	Vinokur_St_1	UchenyiS
155	обращение к	1	1
156	для начала	1	1
157	почему и	1	1
158	и даже	5	1
159	иначе говоря	1	1
160	можно сказать	1	1
161	никогда и	1	1
162	стороны в	2	1
163	в г	3	1
164	о нем	1	1
165	один пример	1	1
166	общее правило	1	1
167	как на	1	1
168	о том	17	1
169	в ней	3	1
170	и потому	2	1
171	во мне	1	1
172	почти не	1	1
173	в котором	5	1
174	и что	4	1
175	он был	3	1
176	все его	1	1
177	быть в	2	1
178	из которых	1	1
179	в пользу	2	1
180	чем то	1	1
181	и литературного	1	1
182	без труда	1	1
183	конечно это	2	1
184	под понятие	1	1
185	которых так	1	1
186	несомненно и	1	1
187	слово как	1	1
188	все в	2	1
189	пушкин и	1	1
190	в течение	1	1
191	в той	6	1
192	пишет в	1	1
193	для изучения	4	1
194	отказ от	1	1
195	в данном	14	1
196	что же	6	1
197	бы в	1	1
198	того что	9	1
199	функция а	1	1
200	в которых	5	1
201	доказывает что	1	1
202	речи в	1	1
203	их в	2	1
204	произведения в	2	1
205	в наиболее	1	1
206	что этот	2	1
207	нет и	1	1
208	за пределы	2	1
209	на то	4	1
210	быть не	1	1
211	подлинно научной	1	1
212	него не	1	1
213	к изучению	1	1
214	иначе в	1	1
215	мы снова	1	1
216	она не	2	1
217	и обработки	1	1
218	наукой она	1	1
219	этом случае	2	1
220	какого-нибудь произведения	1	1
221	принципов и	2	1
222	научное изучение	2	1
223	этом совсем	1	1
224	в своем	2	1
225	что с	2	1
226	но для	2	1
227	и все	2	1
228	того как	1	1
229	что только	1	1
230	по меньшей	3	1
231	пушкина но	8	1
232	тот же	1	1
233	этого материала	1	1
234	не существует	3	1
235	себя на	1	1
236	по мнению	3	1
237	в которой	4	1
238	о котором	2	1
239	меньшей мере	3	1
240	больше чем	2	1
241	бы ни	1	1
242	это то	1	1
243	не было	4	1
244	так или	2	1
245	он в	1	1
246	тогда когда	1	1
247	и сальери	2	1
248	с одной	3	1
249	впрочем в	1	1
250	с которыми	2	1
251	в качестве	4	1
252	но именно	2	1
253	тем более	4	1
254	в известном	1	1
255	вообще в	1	1
256	что по	1	1
257	бы только	1	1
258	литературы в	1	1
259	точно и	2	1
260	уже не	1	1
261	далеко не	1	1
262	но также	9	1
263	быть оправданы	1	1
264	впечатление которое	1	1
265	и всей	1	1
266	в процессе	1	1
267	в виде	3	1
268	что было	1	1
269	в нем	5	1
270	связанные с	3	1
271	но если	4	1
272	месте в	1	1
273	он не	2	1
274	о которой	3	1
275	сказать что	7	1
276	состоит из	1	1
277	именно такой	1	1
278	история литературы	2	1
279	очень часто	3	1
280	одно из	2	1
281	в первую	2	1
282	не значит	3	1
283	и так	3	1
284	данного произведения	1	1
285	правда не	1	1
286	не для	2	1
287	в свое	2	1
288	несомненно что	1	1
289	время не	1	1
290	но он	2	1
291	у пушкина	8	1
292	но что	1	1
293	у него	2	1
294	на форму	1	1
295	всего что	1	1
296	так то	1	1
297	для в	2	1
298	и делает	1	1
299	что нельзя	1	1
300	это в	4	1
301	что при	2	1
302	отказаться от	1	1
303	к этому	1	1
304	что в	30	1
305	в таком	3	1
306	бы это	2	1
