N	2gram	Propp_Isto_5	Analitik
183	одного из	1	2
184	еще в	2	2
185	за пределами	1	2
186	с целью	1	2
187	можно сказать	2	2
188	ним и	2	2
189	может иметь	1	2
190	один из	2	2
191	ли он	2	2
192	в мировом	1	2
193	оказывается в	1	2
194	при помощи	7	2
195	его и	2	2
196	следует что	1	2
197	не сам	1	2
198	себе в	1	2
199	для художественного	1	2
200	со стороны	2	2
201	было бы	1	2
202	соответствии с	1	2
203	что случилось	1	2
204	и потому	2	2
205	в данном	3	2
206	и тогда	1	2
207	не исключают	2	2
208	мире и	1	2
209	нет ничего	1	2
210	другой стороны	8	2
211	в свое	2	2
212	героя в	9	2
213	в роли	3	2
214	себя как	1	1
215	то на	1	1
216	например в	5	1
217	человека и	2	1
218	сам по	1	1
219	тех же	2	1
220	и должны	1	1
221	или о	1	1
222	не имеют	1	1
223	должна быть	1	1
224	в зависимости	1	1
225	исключают друг	2	1
226	форма его	1	1
227	мы уже	4	1
228	она в	1	1
229	на тех	2	1
230	мы не	5	1
231	имеется и	3	1
232	наиболее древние	1	1
233	равно как	1	1
234	герой его	1	1
235	не вполне	1	1
236	и другая	1	1
237	что герой	3	1
238	что можно	1	1
239	зависимости от	1	1
240	здесь как	2	1
241	в ней	5	1
242	свою очередь	1	1
243	над ним	3	1
244	на нем	1	1
245	он сам	1	1
246	за столом	1	1
247	быть в	1	1
248	в различных	2	1
249	служит для	1	1
250	во всех	2	1
251	или во	1	1
252	в ее	4	1
253	но как	1	1
254	только тогда	2	1
255	герой не	3	1
256	иметь дело	1	1
257	вследствие чего	1	1
258	его на	4	1
259	как в	6	1
260	если на	1	1
261	что касается	1	1
262	и наконец	1	1
263	над собой	1	1
264	не изнутри	1	1
265	из мифа	1	1
266	та же	1	1
267	вопрос почему	1	1
268	что это	5	1
269	он в	1	1
270	при приближении	1	1
271	и тот	1	1
272	только один	3	1
273	быть рассмотрен	2	1
274	если он	1	1
275	однако так	1	1
276	силу и	2	1
277	вера в	1	1
278	приходят к	1	1
279	здесь имеются	1	1
280	мировом фольклоре	1	1
281	всех этих	1	1
282	в виде	9	1
283	не как	4	1
284	уже говорилось	1	1
285	нас очень	1	1
286	свою силу	1	1
287	широко распространенная	1	1
288	из него	2	1
289	но все	5	1
290	здесь мы	5	1
291	сказка в	1	1
292	а затем	7	1
293	что все	4	1
294	знание языка	1	1
295	в состоянии	1	1
296	ей в	3	1
297	затем уже	1	1
298	его в	9	1
299	и тем	4	1
300	еще одно	1	1
301	в ином	3	1
302	этом мы	1	1
303	в четыре	1	1
304	героя или	1	1
305	с тем	8	1
306	видел в	1	1
307	и уже	1	1
308	одна и	1	1
309	всякого сомнения	1	1
310	же я	1	1
311	в этих	6	1
312	ведут к	1	1
313	во время	7	1
314	и при	2	1
315	мы подробно	1	1
316	и ее	1	1
317	вне всякого	1	1
318	то его	2	1
319	в которых	3	1
320	свой смысл	1	1
321	бы мы	2	1
322	двух и	1	1
323	в предыдущих	2	1
324	в сказке	18	1
325	но он	2	1
326	и эти	1	1
327	борьбу с	1	1
328	их в	3	1
329	случае мы	1	1
330	например и	1	1
331	по мере	2	1
332	не менее	4	1
333	царской дочери	2	1
334	работы на	1	1
335	одна из	2	1
336	на него	8	1
337	в самых	1	1
338	на котором	1	1
339	ничего не	2	1
340	этих двух	1	1
341	что собственно	1	1
342	б в	2	1
343	из древнейших	1	1
344	за которой	1	1
345	не говорит	1	1
346	во всем	2	1
347	но это	7	1
348	других он	1	1
349	обращает на	1	1
350	мы и	2	1
351	в каком	1	1
352	с другом	2	1
353	как отражение	2	1
354	к себе	1	1
355	это также	1	1
356	здесь совершенно	1	1
357	числе и	1	1
358	его с	1	1
359	как для	1	1
360	оно не	1	1
361	утверждать что	1	1
362	на это	1	1
363	говорит о	2	1
364	основе которого	1	1
365	выросший из	1	1
366	в виду	1	1
367	уже потому	1	1
368	ли возможно	1	1
369	чтобы быть	1	1
370	на той	1	1
371	на свой	1	1
372	на том	3	1
373	иной мир	6	1
374	что может	1	1
375	это восхождение	1	1
376	рассматривается в	1	1
377	к тем	1	1
378	том как	2	1
379	в глубине	1	1
380	образом в	2	1
381	на руку	1	1
382	приближается к	2	1
383	это происходит	2	1
384	говорит об	1	1
385	но мы	3	1
386	и что	8	1
387	восходит к	1	1
388	в которую	2	1
389	мифах и	1	1
390	состоит не	1	1
391	эти два	1	1
392	во всей	1	1
393	и только	1	1
394	наконец в	1	1
395	в ту	1	1
396	знания и	1	1
397	что искусство	1	1
398	в него	5	1
399	для установления	1	1
400	в современной	1	1
401	герой в	4	1
402	в этнографии	1	1
403	в формах	2	1
404	на которой	2	1
405	тот же	1	1
406	мы увидим	5	1
407	проникнуть в	1	1
408	не само	1	1
409	друг друга	3	1
410	входит в	5	1
411	даже если	1	1
412	самые разнообразные	1	1
413	давал ему	1	1
414	наша цель	1	1
415	но то	1	1
416	тот что	1	1
417	все они	1	1
418	возвращением в	1	1
419	так что	2	1
420	со своим	1	1
421	связи с	8	1
422	то и	1	1
423	чтобы он	2	1
424	чрезвычайно широко	1	1
425	существования и	1	1
426	во втором	1	1
427	а то	1	1
428	или даже	1	1
429	дает ему	3	1
430	за ним	4	1
431	не так	1	1
432	всяком случае	1	1
433	слова в	1	1
434	в одном	1	1
435	у него	2	1
436	и вместе	2	1
437	легко можно	1	1
438	в науке	1	1
439	в целях	3	1
440	смерти и	1	1
441	само собой	1	1
442	были бы	1	1
443	только на	1	1
444	в особенности	3	1
445	она и	1	1
446	и даже	1	1
447	даже не	1	1
448	до сих	2	1
449	одну из	1	1
450	не обязательно	1	1
451	здесь в	1	1
452	вслед за	1	1
453	и быть	2	1
454	есть она	1	1
455	и др	3	1
456	что для	1	1
457	в соответствии	1	1
458	превращается в	7	1
459	не было	1	1
460	его по	2	1
461	у одного	1	1
462	о чем	2	1
463	углубление в	1	1
464	приобщение к	1	1
465	если не	4	1
466	в связи	4	1
467	связь с	8	1
468	можно утверждать	1	1
469	своему содержанию	1	1
470	ни на	1	1
471	он уже	1	1
472	как это	1	1
473	во множестве	1	1
474	не удается	1	1
475	к своему	1	1
476	на втором	1	1
477	ним как	1	1
478	по своему	1	1
479	все люди	1	1
480	в течение	2	1
481	происходит в	1	1
482	в тот	1	1
483	согласно которому	1	1
484	друг с	2	1
485	с этой	2	1
486	является для	1	1
487	сих пор	2	1
488	на ноги	1	1
489	в стране	1	1
490	и таким	2	1
491	вокруг него	1	1
492	перед нами	2	1
493	к другим	1	1
494	только одна	1	1
495	и для	2	1
496	войти в	1	1
497	и от	1	1
498	все что	1	1
499	или в	6	1
500	что оно	1	1
501	мира и	1	1
502	я не	1	1
503	или другой	1	1
504	ее и	3	1
505	для нас	5	1
506	от него	1	1
507	из себя	4	1
508	мы должны	4	1
509	на мое	1	1
510	у разных	1	1
511	же в	2	1
512	есть уже	1	1
513	хотя в	1	1
514	в своих	1	1
515	все еще	4	1
516	в свою	3	1
517	не знает	1	1
518	совершенно не	2	1
519	к его	2	1
520	из этого	1	1
521	таким же	2	1
522	время он	1	1
523	где он	1	1
524	жизни и	2	1
525	а я	1	1
526	также не	2	1
527	ее в	2	1
528	все того	1	1
529	они не	3	1
530	во всяком	1	1
531	этой точки	1	1
532	и вновь	2	1
