N	2gram	Voloshinov_2	VerxiiNi
240	сравнению с	1	2
241	только для	1	2
242	же самое	6	2
243	о котором	1	2
244	пути к	1	2
245	но когда	1	2
246	только что	3	2
247	ни было	6	2
248	в свою	6	2
249	связанный с	1	2
250	в процессе	18	2
251	сказать что	4	2
252	к его	2	2
253	из этого	1	2
254	жизни и	2	2
255	для эпохи	1	2
256	можно назвать	1	2
257	как известно	1	1
258	можно говорить	1	1
259	речь идет	1	1
260	языка с	1	1
261	таком случае	3	1
262	в этот	1	1
263	языку и	1	1
264	становится в	1	1
265	смысле слова	5	1
266	самом деле	9	1
267	это и	1	1
268	но тем	1	1
269	тем же	4	1
270	этого внутреннего	1	1
271	конечно невозможно	1	1
272	и до	3	1
273	все те	4	1
274	и могут	1	1
275	этом направлении	1	1
276	мы уже	6	1
277	той же	3	1
278	а как	4	1
279	это совершенно	1	1
280	мы не	2	1
281	что уже	1	1
282	именно к	1	1
283	он как	1	1
284	в сущности	14	1
285	совпадает с	1	1
286	мы и	1	1
287	не совсем	1	1
288	в ней	3	1
289	связи со	1	1
290	в широком	1	1
291	что его	1	1
292	до настоящего	2	1
293	а следовательно	1	1
294	помимо этого	1	1
295	землю и	1	1
296	видели что	1	1
297	эта особенность	1	1
298	по отношению	8	1
299	вступают в	1	1
300	а через	1	1
301	отличие от	3	1
302	что они	2	1
303	себя в	2	1
304	в одной	2	1
305	эта связь	1	1
306	как в	1	1
307	поскольку они	1	1
308	образом каждый	1	1
309	с их	1	1
310	более и	2	1
311	однако не	1	1
312	могли бы	1	1
313	социальной группе	1	1
314	его к	2	1
315	священное писание	1	1
316	себе не	1	1
317	от этого	2	1
318	то в	1	1
319	к чему	1	1
320	не приходится	1	1
321	формы в	1	1
322	бы с	1	1
323	чуть ли	1	1
324	в нашем	2	1
325	господствует в	1	1
326	отчасти и	1	1
327	элементов в	1	1
328	как основной	1	1
329	так сказать	14	1
330	широком смысле	1	1
331	но именно	1	1
332	соприкасается с	2	1
333	в нашей	1	1
334	всех этих	1	1
335	в первую	1	1
336	к одному	1	1
337	дела не	1	1
338	в корне	3	1
339	и более	7	1
340	существует и	1	1
341	прежде чем	1	1
342	наиболее ярким	1	1
343	что она	1	1
344	на вполне	1	1
345	человека в	1	1
346	не следует	2	1
347	этом последнем	2	1
348	касается до	1	1
349	на этой	5	1
350	его в	7	1
351	входит в	1	1
352	это было	2	1
353	заключается в	1	1
354	было в	1	1
355	первую очередь	1	1
356	это не	4	1
357	было бы	4	1
358	на почве	9	1
359	не совпадает	1	1
360	в свой	1	1
361	лишь на	5	1
362	а просто	1	1
363	в жизни	2	1
364	к области	1	1
365	ни в	6	1
366	нет в	1	1
367	о которых	1	1
368	соответствии с	1	1
369	в слове	4	1
370	видел в	1	1
371	как и	9	1
372	во внимание	1	1
373	такою же	1	1
374	для широких	1	1
375	должно быть	3	1
376	и живых	1	1
377	и того	5	1
378	одного и	4	1
379	целое но	1	1
380	от своего	2	1
381	в своей	3	1
382	что такое	1	1
383	в их	5	1
384	место в	2	1
385	в отличие	3	1
386	труда и	1	1
387	по всем	1	1
388	на такое	2	1
389	не могли	1	1
390	по себе	3	1
391	вернемся к	1	1
392	эти новые	1	1
393	тесную связь	1	1
394	но они	2	1
395	а иногда	3	1
396	что с	1	1
397	особенно ярко	1	1
398	является лишь	4	1
399	в учении	2	1
400	к целям	1	1
401	следовательно и	2	1
402	ничего не	4	1
403	и весь	1	1
404	этом процессе	1	1
405	которые и	1	1
406	они являются	3	1
407	языка это	1	1
408	и остается	1	1
409	уже говорили	1	1
410	другой стороны	1	1
411	говорить лишь	1	1
412	это слово	1	1
413	находит себе	2	1
414	только с	2	1
415	и делает	1	1
416	в каком	3	1
417	у нас	3	1
418	настоящего времени	2	1
419	которое в	1	1
420	когда мы	1	1
421	могут быть	3	1
422	лежит в	2	1
423	должны быть	2	1
424	и другим	1	1
425	о происхождении	2	1
426	не есть	3	1
427	слова с	1	1
428	всегда в	1	1
429	для себя	4	1
430	значения и	3	1
431	свою очередь	5	1
432	здесь не	1	1
433	всего этого	1	1
434	в ее	3	1
435	щепетильность в	1	1
436	нет никакой	1	1
437	в себя	1	1
438	нельзя в	1	1
439	роль в	1	1
440	и взаимодействие	1	1
441	между собой	1	1
442	из одного	4	1
443	по мере	4	1
444	с ним	1	1
445	лишь то	1	1
446	и других	1	1
447	грамматики и	1	1
448	другими словами	2	1
449	притом в	1	1
450	каждый образ	1	1
451	в вопросах	1	1
452	до известной	1	1
453	согласно учению	1	1
454	это изменение	1	1
455	выбор и	1	1
456	и лишь	3	1
457	тем или	1	1
458	этих слов	1	1
459	эта сила	1	1
460	же материала	1	1
461	эти два	1	1
462	так обстоит	1	1
463	ними в	1	1
464	которые совершенно	1	1
465	во всей	1	1
466	язык в	1	1
467	сил на	1	1
468	и следовательно	6	1
469	эти последние	2	1
470	оставаясь в	2	1
471	что здесь	1	1
472	и прежде	2	1
473	есть часть	1	1
474	совсем не	1	1
475	мы видим	1	1
476	с ними	4	1
477	дело с	1	1
478	друг друга	2	1
479	целого и	1	1
480	еще и	1	1
481	в разные	1	1
482	и так	1	1
483	до нас	1	1
484	воплощения в	2	1
485	и ее	4	1
486	или его	1	1
487	их не	1	1
488	и его	16	1
489	указания на	1	1
490	только на	4	1
491	языка как	9	1
492	только тогда	1	1
493	в душе	4	1
494	дает ему	1	1
495	лишь постольку	1	1
496	конечно нет	1	1
497	не связанных	1	1
498	мы знаем	2	1
499	не так	2	1
500	себе в	1	1
501	и их	4	1
502	могло бы	1	1
503	иначе как	1	1
504	сами по	1	1
505	одним лишь	1	1
506	привела к	2	1
507	у него	2	1
508	как раз	4	1
509	тем что	2	1
510	смысла и	1	1
511	чему не	1	1
512	теоретически и	1	1
513	со всем	1	1
514	а именно	1	1
515	сам себя	1	1
516	бытия в	2	1
517	в соответствии	1	1
518	и пр	25	1
519	она является	3	1
520	и самый	1	1
521	о чем	2	1
522	на эту	1	1
523	различие между	2	1
524	нашей точки	2	1
525	людьми и	1	1
526	с помощью	6	1
527	с нашей	2	1
528	все более	2	1
529	к лицу	1	1
530	нет ничего	1	1
531	него в	1	1
532	ни на	1	1
533	в старом	1	1
534	границы между	2	1
535	с этим	3	1
536	так называемая	1	1
537	и глубоко	1	1
538	в данном	5	1
539	и за	1	1
540	лицом к	1	1
541	в той	5	1
542	смысле этого	4	1
543	здесь имеется	1	1
544	изменение значения	1	1
545	да и	3	1
546	т.е с	1	1
547	отношения к	2	1
548	там где	2	1
549	человека и	1	1
550	стороны с	1	1
551	ли не	1	1
552	этого слова	5	1
553	как из	2	1
554	является для	2	1
555	на которой	1	1
556	но это	1	1
557	не замечая	1	1
558	к двум	1	1
559	но для	2	1
560	говорить что	1	1
561	кроме того	1	1
562	не является	8	1
563	известной степени	1	1
564	являются не	1	1
565	живет и	1	1
566	не существует	3	1
567	т.е к	2	1
568	его с	1	1
569	или иным	1	1
570	эти тенденции	1	1
571	эти проблемы	1	1
572	то о	1	1
573	находит свое	1	1
574	бы в	4	1
575	тем более	5	1
576	ибо в	1	1
577	ни к	1	1
578	через нее	1	1
579	все они	1	1
580	же в	1	1
581	обстоит дело	1	1
582	идти по	1	1
583	этих элементов	1	1
584	к ее	1	1
585	от исторического	1	1
586	а ведь	2	1
587	совершенно не	5	1
588	совсем так	1	1
589	т.е как	1	1
590	с процессом	1	1
591	значение в	4	1
592	эти категории	2	1
593	они не	2	1
