N	2gram	Bakhtin_Pr_1	Hudozhes
427	музыки и	1	1
428	в себя	2	1
429	не возникает	1	1
430	в дальнейшем	3	1
431	чуждо и	1	1
432	на нее	1	1
433	особенно в	2	1
434	глубоко и	1	1
435	иногда в	1	1
436	это только	1	1
437	мы в	3	1
438	от подобных	1	1
439	на что	1	1
440	в настоящее	1	1
441	остановимся на	1	1
442	по себе	1	1
443	смысле и	1	1
444	образом в	1	1
445	и здесь	2	1
446	настоящее время	1	1
447	этом произведении	1	1
448	и что	2	1
449	и умирает	1	1
450	в значительной	2	1
451	нас в	1	1
452	в эстетической	1	1
453	оглядки на	2	1
454	и лишь	1	1
455	или иначе	1	1
456	возникает и	1	1
457	личности героя	1	1
458	этот момент	2	1
459	искусства в	2	1
460	еще более	1	1
461	содержание я	1	1
462	она на	1	1
463	того что	2	1
464	уходит в	1	1
465	как например	1	1
466	быть и	1	1
467	но с	3	1
468	с себя	1	1
469	обе эти	1	1
470	вне себя	4	1
471	на другие	1	1
472	субъекта в	1	1
473	и потому	4	1
474	драматический характер	1	1
475	они даже	1	1
476	но как	2	1
477	не происходит	1	1
478	и теперь	1	1
479	на мир	2	1
480	звук и	1	1
481	со всеми	3	1
482	характерной для	1	1
483	для всех	1	1
484	завершение в	2	1
485	его художественной	1	1
486	не узнаем	1	1
487	в нашей	2	1
488	в начале	2	1
489	во внутреннем	1	1
490	не принимает	1	1
491	мышления и	1	1
492	следует что	2	1
493	который как	1	1
494	или даже	1	1
495	вообще ничего	1	1
496	я в	1	1
497	чувствовать себя	1	1
498	не для	1	1
499	то время	1	1
500	не о	1	1
501	может служить	1	1
502	отношении к	1	1
503	независимо от	13	1
504	принципиально не	4	1
505	произведение не	3	1
506	этом отношении	2	1
507	образом не	1	1
508	на том	1	1
509	героя его	1	1
510	лишь для	2	1
511	чувствует себя	1	1
512	нашем примере	2	1
513	имели бы	1	1
514	эта заданность	1	1
515	и даже	3	1
516	формы ее	1	1
517	объяснение в	1	1
518	человека а	1	1
519	бытия в	3	1
520	такое же	1	1
521	не достигают	2	1
522	т и	1	1
523	только по	4	1
524	что бы	1	1
525	к личности	2	1
526	а на	1	1
527	которых мы	4	1
528	до конца	1	1
529	более того	4	1
530	с которым	1	1
531	там где	6	1
532	здесь лишь	1	1
533	стороны в	1	1
534	сторонами его	1	1
535	себе самому	1	1
536	однако для	1	1
537	внутреннего человека	1	1
538	в пределах	6	1
539	его личной	1	1
540	для искусства	1	1
541	еще нет	1	1
542	ним теперь	1	1
543	чем в	2	1
544	в тот	1	1
545	художественном целом	1	1
546	по существу	2	1
547	слова и	3	1
548	художественное произведение	8	1
549	но это	3	1
550	характера в	1	1
551	все не	1	1
552	к которому	4	1
553	в полном	1	1
554	слова но	3	1
555	что делает	1	1
556	мира и	1	1
557	ее и	1	1
558	его тело	1	1
559	весьма характерной	1	1
560	бы в	1	1
561	бы помимо	1	1
562	но зато	2	1
563	мы ничего	1	1
564	стало и	1	1
565	скрипке и	1	1
566	образ человека	1	1
567	от ее	2	1
568	в творчестве	1	1
569	слова от	1	1
570	не знает	3	1
571	только как	6	1
572	другой стороны	4	1
573	но чем	1	1
574	что угодно	1	1
575	совершенно не	7	1
576	жизни а	1	1
577	первом случае	1	1
578	из этого	1	1
579	природы или	1	1
580	у толстого	1	1
581	время она	1	1
582	совпадают в	1	1
583	в действительности	1	1
584	не нуждается	2	1
585	к этой	1	1
586	в искусстве	12	1
587	в своих	2	1
588	нет что	1	1
589	это в	1	1
590	к этому	2	1
591	которая не	1	1
592	в таком	3	1
593	смысле что	1	1
