N	2gram	Tiupa_Lite_3	DiskursI
175	большей части	2	2
176	легко может	2	2
177	к которой	1	2
178	в такого	2	2
179	уже как	1	2
180	отношение к	2	2
181	первый взгляд	1	2
182	оказывается не	2	2
183	стороны и	2	2
184	в концовке	1	2
185	в целом	5	2
186	вследствие этого	2	2
187	по словам	1	2
188	в первую	1	2
189	в принципе	2	2
190	не к	1	2
191	с таким	1	2
192	подобно тому	2	2
193	угадывается в	1	2
194	за которым	1	2
195	личности в	3	2
196	содержит в	1	2
197	и с	2	2
198	входит в	4	2
199	который по	1	2
200	но уже	3	2
201	под собою	1	2
202	должно быть	4	2
203	все это	1	2
204	на первый	1	2
205	в ходе	1	2
206	лирическое я	1	2
207	сочетании с	1	2
208	с точки	3	2
209	никогда не	4	2
210	писателя с	1	2
211	жизни не	2	2
212	и другого	2	2
213	собою не	1	2
214	при котором	1	2
215	на мой	1	2
216	не столь	1	2
217	в области	3	2
218	на адресата	1	2
219	жизнью и	1	2
220	лирическим героем	2	2
221	для себя	2	2
222	с ее	3	2
223	но при	1	2
224	здесь не	2	2
225	говорит об	1	2
226	по сути	1	2
227	ориентированностью на	1	2
228	природе своей	1	2
229	времени и	1	2
230	не с	2	2
231	означает не	1	2
232	первую очередь	1	2
233	между тем	3	2
234	что и	2	2
235	другого в	4	2
236	и всякое	1	2
237	и одновременно	2	2
238	чуя страны	1	2
239	романа и	2	2
240	которая в	1	2
241	к их	1	2
242	который не	1	2
243	своего другого	4	2
244	есть в	1	2
245	к своим	2	2
246	этом в	1	2
247	реальности и	1	2
248	бытия и	1	2
249	момент в	1	2
250	именно в	5	2
251	далеко не	2	2
252	по большей	2	2
253	в соответствии	3	2
254	а сам	1	2
255	не на	1	2
256	картин мира	1	2
257	ивана иваныча	3	2
258	и адресата	2	2
259	вместе с	5	2
260	о чем	3	2
261	в той	1	2
262	тому как	3	2
263	в ряду	1	2
264	я с	3	2
265	мира с	1	2
266	в полном	2	2
267	и для	4	2
268	объекта и	2	2
269	мой взгляд	1	2
270	а в	5	2
271	может и	1	2
272	с ней	2	2
273	исторической поэтики	1	2
274	другой стороны	2	2
275	что он	5	2
276	себе самому	3	2
277	и состоит	1	2
278	причастности к	6	2
279	жизни где	1	1
280	одним из	4	1
281	художественного произведения	2	1
282	отметим что	1	1
283	самом деле	3	1
284	тех же	1	1
285	это и	1	1
286	может позволить	1	1
287	и есть	1	1
288	не признает	1	1
289	в первом	2	1
290	жизни здесь	2	1
291	в году	5	1
292	такая картина	1	1
293	есть не	1	1
294	и была	1	1
295	для своего	2	1
296	в особой	1	1
297	собой как	1	1
298	я может	1	1
299	в поход	1	1
300	моя жизнь	1	1
301	вопрос о	2	1
302	этом не	1	1
303	той самой	1	1
304	в каждый	1	1
305	как было	1	1
306	я не	2	1
307	анекдотов но	1	1
308	и со	1	1
309	не ведающее	1	1
310	предстает как	2	1
311	об их	1	1
312	субъекта объекта	1	1
313	человеческого опыта	1	1
314	он был	1	1
315	он сам	1	1
316	людей в	1	1
317	бы то	2	1
318	в чем	1	1
319	во всех	2	1
320	тем как	1	1
321	во внешнем	1	1
322	как правило	1	1
323	в ее	5	1
324	как система	1	1
325	о смерти	1	1
326	в сторону	3	1
327	к богу	1	1
328	между внутренним	1	1
329	если в	1	1
330	в русле	1	1
331	конечном счете	1	1
332	человеческих отношений	1	1
333	которая не	1	1
334	не просто	1	1
335	друг от	1	1
336	в е	8	1
337	за пределы	1	1
338	картины жизни	1	1
339	в рассмотренном	1	1
340	однако от	1	1
341	сквозных мотивов	1	1
342	к опыту	1	1
343	в истории	1	1
344	человеческой личности	1	1
345	для русской	1	1
346	рамках же	1	1
347	генетически восходит	1	1
348	ней в	1	1
349	однако не	3	1
350	хотя и	4	1
351	добровольного отказа	1	1
352	а со	2	1
353	в этот	1	1
354	то в	3	1
355	видения мира	1	1
356	в самом	3	1
357	еще на	2	1
358	себе как	1	1
359	нет дела	1	1
360	другого как	1	1
361	в нашем	1	1
362	бы не	1	1
363	переходное состояние	2	1
364	так в	1	1
365	право на	2	1
366	но без	2	1
367	ни одна	1	1
368	и отношения	1	1
369	раз в	2	1
370	им в	2	1
371	героя мандельштама	1	1
372	от фигуры	1	1
373	жизнь как	2	1
374	как у	4	1
375	в случае	2	1
376	в романтическую	1	1
377	ответственность за	2	1
378	заявляет что	1	1
379	так сказать	1	1
380	и только	2	1
381	о которой	2	1
382	и еще	1	1
383	актуальной для	1	1
384	не как	2	1
385	художественного высказывания	1	1
386	в силу	1	1
387	длительное время	1	1
388	фактическое присутствие	1	1
389	которое может	1	1
390	же остается	1	1
391	человек с	2	1
392	с этой	2	1
393	не бывает	1	1
394	значительной степени	1	1
395	объект и	2	1
396	то ни	2	1
397	мы его	1	1
398	лирического я	1	1
399	всей ее	1	1
400	живем под	1	1
401	лишь в	5	1
402	по выражению	1	1
403	в коммуникативное	1	1
404	и адресат	1	1
405	и иных	1	1
406	с прошлым	1	1
407	лишь на	2	1
408	своей основе	1	1
409	отказа от	1	1
410	еще одно	1	1
411	в жизни	8	1
412	из первых	1	1
413	читателя в	1	1
414	между субъектом	2	1
415	она и	2	1
416	между я	1	1
417	иваныча из	1	1
418	этого не	1	1
419	рождественская звезда	1	1
420	словесности в	1	1
421	и вне	1	1
422	несмотря на	2	1
423	и читателем	1	1
424	все моменты	1	1
425	как целого	1	1
426	и было	1	1
427	ряде других	1	1
428	из творческого	1	1
429	она была	1	1
430	со всей	2	1
431	эстетического отношения	2	1
432	ответной реакции	1	1
433	индивидуальной жизни	1	1
434	где мы	1	1
435	путь самоактуализации	1	1
436	жизни с	1	1
437	в обнаружении	1	1
438	установка на	2	1
439	своей жизни	2	1
440	а.н веселовского	2	1
441	втором случае	1	1
442	силу своей	1	1
443	другом и	1	1
444	персональной ответственности	1	1
445	тем не	1	1
446	и более	1	1
447	произведения в	3	1
448	литературной эпохи	1	1
449	и наоборот	2	1
450	герой мандельштама	2	1
451	и герой	1	1
452	поэтического я	1	1
453	же самого	1	1
454	нас самих	2	1
455	с миром	1	1
456	вплоть до	2	1
457	в таких	1	1
458	она не	1	1
459	как о	2	1
460	мысли в	1	1
461	мышления и	1	1
462	в процессе	1	1
463	xix века	2	1
464	мы все	1	1
465	писал бахтин	1	1
466	личности при	1	1
467	в самых	1	1
468	чтобы стать	1	1
469	от адресата	1	1
470	самого по	1	1
471	в игру	1	1
472	например не	1	1
473	для современного	1	1
474	хх столетия	3	1
475	не вполне	2	1
476	обратим внимание	3	1
477	нас же	1	1
478	оказались своего	1	1
479	индивидуального существования	1	1
480	по рассуждению	3	1
481	преимущественно на	1	1
482	и до	1	1
483	мысли мандельштама	1	1
484	во всем	1	1
485	не принадлежит	1	1
486	ему не	1	1
487	точке зрения	1	1
488	именно такой	1	1
489	своего адресата	1	1
490	уже о	3	1
491	внутреннюю свободу	1	1
492	начиная с	1	1
493	целого в	1	1
494	к себе	8	1
495	эстетического объекта	6	1
496	в прозе	1	1
497	числе и	2	1
498	в своего	2	1
499	на читателя	1	1
500	к тому	6	1
501	его с	1	1
502	именно таков	1	1
503	легко узнается	1	1
504	не есть	1	1
505	к истокам	1	1
506	между автором	1	1
507	оно не	2	1
508	приходит к	1	1
509	более не	1	1
510	от друга	1	1
511	мыслимой как	1	1
512	говоря уже	4	1
513	лирическому герою	2	1
514	события как	1	1
515	советской литературы	2	1
516	языка и	1	1
517	во главе	1	1
518	художественного мышления	6	1
519	сознания с	2	1
520	обращаясь к	1	1
521	примеров легко	1	1
522	и сам	2	1
523	по аналогии	2	1
524	повседневную жизнь	1	1
525	здесь как	2	1
526	ориентировано на	2	1
527	можно только	1	1
528	ней и	1	1
529	для этого	1	1
530	и даже	2	1
531	мы живем	1	1
532	о ней	1	1
533	о нем	2	1
534	другом месте	1	1
535	и т.д	1	1
536	внимание на	2	1
537	коммуникативного поведения	1	1
538	себя самого	1	1
539	аналогии с	1	1
540	в значительной	1	1
541	нас в	1	1
542	в конечном	1	1
543	по слову	1	1
544	всякий человек	1	1
545	не со	1	1
546	складывается из	2	1
547	с нами	1	1
548	субъекта жизни	2	1
549	ним и	1	1
550	в глазах	3	1
551	иной мере	1	1
552	эмоционально-волевую тональность	1	1
553	которая и	1	1
554	и радикально	1	1
555	не будучи	1	1
556	пути здесь	1	1
557	и мир	1	1
558	в жизнь	4	1
559	не зная	1	1
560	в немалой	1	1
561	манифестируется в	1	1
562	реальность произведения	1	1
563	мы вместе	1	1
564	стихотворения в	1	1
565	с каждым	1	1
566	в ситуации	2	1
567	не само	1	1
568	и быть	1	1
569	отказ от	2	1
570	как другое	1	1
571	не идет	1	1
572	может оказаться	1	1
573	ср у	2	1
574	присутствие в	1	1
575	романтической культуры	1	1
576	одних и	1	1
577	на страстной	2	1
578	так что	1	1
579	в миропорядок	1	1
580	для всех	1	1
581	или о	1	1
582	только на	1	1
583	себя и	2	1
584	в поэзии	5	1
585	всего отметим	1	1
586	однако во	1	1
587	во втором	2	1
588	мог стать	2	1
589	и ночью	1	1
590	обнаруживаются в	1	1
591	в книге	1	1
592	и их	1	1
593	целом и	2	1
594	форма такой	1	1
595	вовсе не	1	1
596	высказывания и	1	1
597	для меня	2	1
598	дела до	1	1
599	друг друга	1	1
600	человеческого присутствия	2	1
601	не случайно	3	1
602	случае не	1	1
603	содержанием в	1	1
604	тем что	2	1
605	к той	1	1
606	внутреннего мира	1	1
607	и напротив	2	1
608	но из	1	1
609	способ присутствия	1	1
610	позволить себе	1	1
611	чем и	1	1
612	из того	2	1
613	русской поэзии	1	1
614	того что	9	1
615	словами мандельштама	1	1
616	органична для	1	1
617	не были	1	1
618	в.т и	2	1
619	обеспечивает его	1	1
620	под ролевой	1	1
621	оказывается своего	1	1
622	искусстве не	1	1
623	и тех	1	1
624	здесь это	2	1
625	еще и	2	1
626	во второй	2	1
627	бытия в	2	1
628	в романе	3	1
629	поэзии и	2	1
630	к человеку	1	1
631	которой нет	1	1
632	превращается в	1	1
633	новеллы в	1	1
634	на этот	1	1
635	до конца	4	1
636	и преимущественно	1	1
637	подобного рода	1	1
638	из героев	1	1
639	сближает его	1	1
640	там где	3	1
641	и ты	4	1
642	почву для	1	1
643	именно поэтому	1	1
644	на фоне	1	1
645	внимания к	1	1
646	русской литературы	2	1
647	возвращаясь к	1	1
648	общения для	1	1
649	как это	3	1
650	в иных	3	1
651	речь не	1	1
652	бытию в	1	1
653	т.п здесь	1	1
654	доктор живаго	3	1
655	этого типа	1	1
656	в европейской	1	1
657	и там	1	1
658	самого себя	1	1
659	художественного мира	1	1
660	днем и	1	1
661	позиция лирического	1	1
662	предстает субъектом	1	1
663	исходя из	1	1
664	никем не	2	1
665	когда на	1	1
666	жизни во	1	1
667	с субъектом	1	1
668	ценность и	1	1
669	даже в	4	1
670	под названием	1	1
671	слова и	1	1
672	на пути	1	1
673	открывается как	1	1
674	автором и	2	1
675	и от	1	1
676	речевого общения	1	1
677	было сказано	1	1
678	существования а	1	1
679	этом и	1	1
680	и явилась	1	1
681	что касается	1	1
682	один из	2	1
683	были с	1	1
684	но с	2	1
685	более того	3	1
686	истории русской	1	1
687	от той	1	1
688	в стихотворении	6	1
689	такова внутренняя	1	1
690	героя никогда	1	1
691	его не	1	1
692	в индивидуальном	1	1
693	когда он	2	1
694	данного стихотворения	1	1
695	и характерное	1	1
696	как сам	1	1
697	на границах	1	1
698	особого рода	5	1
699	в третьем	3	1
700	в литературной	1	1
701	отношений с	1	1
702	еще более	1	1
703	стороны в	1	1
704	но ключевым	1	1
705	будто бы	1	1
706	солидарности с	1	1
707	с ума	1	1
708	жизни что	1	1
709	ни было	2	1
710	же в	2	1
711	в искусстве	1	1
712	человека не	1	1
713	такого я	1	1
714	от я	1	1
715	одной из	1	1
716	поэтической культуры	1	1
717	не говоря	4	1
718	сказать что	1	1
719	я к	2	1
720	он представляет	1	1
721	она сама	1	1
722	например и	1	1
723	я это	2	1
724	мой путь	3	1
725	бы его	1	1
726	из этого	1	1
727	из романа	1	1
728	к другим	1	1
729	ее в	2	1
730	как представляется	1	1
731	нас не	1	1
732	том числе	3	1
733	взаимная альтернативность	1	1
