N	2gram	Medvedev_F_1	Analitik
365	а от	1	1
366	этому же	1	1
367	формы так	1	1
368	место в	7	1
369	лишь тем	1	1
370	произведение есть	1	1
371	как предмет	1	1
372	времени не	1	1
373	что было	2	1
374	войти в	2	1
375	произведения в	8	1
376	из виду	2	1
377	на всю	2	1
378	для этого	4	1
379	для нее	1	1
380	мог иметь	1	1
381	ни были	2	1
382	или иного	3	1
383	с ним	2	1
384	с литературными	1	1
385	как о	4	1
386	на него	2	1
387	в основе	3	1
388	к изучению	1	1
389	у него	1	1
390	бы мы	1	1
391	того чтобы	1	1
392	не могло	5	1
393	значимости своего	1	1
394	роману как	1	1
395	под этим	1	1
396	или иная	1	1
397	и является	2	1
398	и чувства	1	1
399	а лишь	2	1
400	потому что	1	1
401	связи с	3	1
402	ему в	1	1
403	за ними	1	1
404	у нас	5	1
405	тем это	1	1
406	уже о	1	1
407	доверие к	1	1
408	не могут	1	1
409	встречается в	1	1
410	а ее	1	1
411	что при	1	1
412	произведения под	1	1
413	в применении	2	1
414	литературного явления	1	1
415	как мы	5	1
416	всех сторон	1	1
417	и о	1	1
418	этого целого	1	1
419	то она	1	1
420	от друга	2	1
421	сторону и	1	1
422	говоря уже	1	1
423	только при	1	1
424	формы и	5	1
425	для всего	1	1
426	реальной действительности	1	1
427	культуры и	3	1
428	этим же	1	1
429	сознания с	1	1
430	что у	1	1
431	жизни на	1	1
432	особенно в	3	1
433	по природе	1	1
434	мог бы	1	1
435	и каждый	1	1
436	произведения не	1	1
437	в чужом	2	1
438	учение о	4	1
439	с этого	1	1
440	если бы	4	1
441	о ней	1	1
442	искусства и	5	1
443	и должно	2	1
444	в состав	1	1
445	его художественной	3	1
446	в самой	2	1
447	одного из	1	1
448	предыдущей части	1	1
449	романа а	1	1
450	произведение является	2	1
451	роман и	2	1
452	должно было	1	1
453	того или	2	1
454	и смыслом	1	1
455	связь между	1	1
456	автора ибо	1	1
457	жизни но	2	1
458	от них	1	1
459	во всей	2	1
460	на всех	1	1
461	вслед за	1	1
462	тем более	1	1
463	искусства так	1	1
464	резко отличается	1	1
465	не тот	1	1
466	на почве	13	1
467	того что	5	1
468	строфе в	1	1
469	одной из	2	1
470	и роман	1	1
471	как роман	2	1
472	в стороне	1	1
473	произведения то	1	1
474	литературе и	2	1
475	за ней	1	1
476	между отдельными	1	1
477	так что	1	1
478	сколько в	1	1
479	не становится	1	1
480	не имеющие	2	1
481	литературы в	8	1
482	и обосновывается	1	1
483	или даже	1	1
484	его и	2	1
485	в мифе	1	1
486	глаза и	1	1
487	мы знаем	1	1
488	система смыслов	1	1
489	себе в	1	1
490	и их	10	1
491	могло бы	2	1
492	слова в	1	1
493	в современном	2	1
494	вовсе не	10	1
495	с этими	1	1
496	не о	3	1
497	в широком	3	1
498	с действительностью	1	1
499	нет в	1	1
500	героя или	1	1
501	лишь для	2	1
502	что на	1	1
503	до сих	6	1
504	функцию в	1	1
505	может и	2	1
506	как у	1	1
507	или иначе	2	1
508	ее в	1	1
509	и вступает	1	1
510	а именно	1	1
511	эти две	1	1
512	и ценностей	1	1
513	не сводится	2	1
514	к роману	1	1
515	к которому	2	1
516	данного жанра	1	1
517	в предисловии	1	1
518	наконец в	3	1
519	а с	1	1
520	данного художественного	1	1
521	и др	5	1
522	конструктивным моментом	1	1
523	и политического	1	1
524	полагал что	1	1
525	зависит от	1	1
526	не знает	1	1
527	она является	2	1
528	есть лишь	2	1
529	его собственной	1	1
530	слово а	1	1
531	или с	1	1
532	с помощью	3	1
533	на фоне	3	1
534	в предыдущей	2	1
535	требует от	1	1
536	неотделимо от	1	1
537	из которых	1	1
538	литература в	4	1
539	этой последней	4	1
540	применении к	2	1
541	в литературе	5	1
542	отдельности и	1	1
543	не говоря	1	1
544	дело здесь	1	1
545	в иные	1	1
546	и всех	1	1
547	с этой	4	1
548	действительности не	2	1
549	столько в	1	1
550	в гораздо	1	1
551	художественное произведение	6	1
552	сих пор	6	1
553	но это	3	1
554	всей совокупности	1	1
555	между прочим	1	1
556	и тогда	1	1
557	каждой из	3	1
558	это уже	1	1
559	искусства это	1	1
560	как живого	1	1
561	живет и	1	1
562	искусства как	2	1
563	в связи	4	1
564	как на	4	1
565	своей природе	1	1
566	со всех	1	1
567	работы мы	1	1
568	два первых	1	1
569	в отдельных	1	1
570	ни одного	2	1
571	есть система	1	1
572	бы в	3	1
573	правда не	1	1
574	от всего	1	1
575	хотя бы	5	1
576	места в	2	1
577	до тех	1	1
578	жизни в	2	1
579	чем с	1	1
580	а о	1	1
581	между ними	3	1
582	только как	2	1
583	от всех	3	1
584	к его	1	1
585	автора в	1	1
586	оно не	4	1
587	из этого	1	1
588	искусства является	1	1
589	поэтики которая	1	1
590	одним общим	1	1
591	жизни и	7	1
592	к этой	4	1
593	и другие	1	1
594	в своих	2	1
595	иные моменты	1	1
596	они не	3	1
