N	2gram	Tiupa_Anal_1	KulturaY
110	в данном	2	4
111	и тогда	2	4
112	речи в	1	4
113	тем самым	7	4
114	в науке	1	4
115	иными словами	1	4
116	и является	2	4
117	следует что	2	4
118	к себе	1	4
119	в пределах	2	4
120	в самой	1	4
121	внимание на	1	4
122	что и	3	4
123	должен быть	6	4
124	так что	1	4
125	есть в	1	4
126	не есть	8	4
127	из них	2	4
128	со стороны	2	4
129	до сих	1	4
130	в частности	19	4
131	и потому	2	4
132	сих пор	1	4
133	один из	2	4
134	указать на	1	4
135	же в	1	4
136	в этих	1	4
137	и то	2	3
138	науки о	2	3
139	в первом	2	3
140	в котором	3	3
141	той же	2	3
142	в сущности	6	3
143	на себя	2	3
144	в противовес	2	3
145	только тогда	1	3
146	в связи	1	3
147	хотя и	1	3
148	его к	2	3
149	более или	1	3
150	в этой	5	3
151	в себе	11	3
152	на его	2	3
153	не имеют	1	3
154	должна быть	1	3
155	на том	1	3
156	состоит в	11	3
157	и может	1	3
158	соответствии с	2	3
159	несмотря на	2	3
160	должно быть	2	3
161	или менее	1	3
162	в их	5	3
163	и эти	1	3
164	даже в	3	3
165	тому что	1	3
166	что оно	1	3
167	оно не	1	3
168	знание языка	1	3
169	свою очередь	1	3
170	здесь не	2	3
171	сводится к	5	3
172	не с	4	3
173	том как	1	3
174	для этого	2	3
175	по мере	1	3
176	можно сказать	2	3
177	нуждается в	8	3
178	этом смысле	1	3
179	мы увидим	1	3
180	научного знания	1	3
181	себе в	2	3
182	в одном	1	3
183	не было	1	3
184	в особенности	1	3
185	и даже	1	3
186	или иной	6	3
187	в свою	1	3
188	а с	3	3
189	в соответствии	1	3
190	если не	1	3
191	как это	1	3
192	смысле этого	1	3
193	этого слова	7	3
194	в лингвистике	1	3
195	слова как	1	3
196	нам не	1	3
197	была бы	2	3
198	или иного	3	3
199	в таком	3	3
200	они не	1	3
201	речь идет	1	2
202	одним из	3	2
203	также и	2	2
204	явлений в	1	2
205	и есть	3	2
206	по преимуществу	1	2
207	все те	1	2
208	и значение	1	2
209	я не	1	2
210	что можно	1	2
211	иное как	5	2
212	на самом	2	2
213	не все	2	2
214	если в	3	2
215	тогда как	14	2
216	что касается	1	2
217	могли бы	2	2
218	и как	5	2
219	но в	8	2
220	а во-вторых	1	2
221	с языком	1	2
222	он не	3	2
223	как с	1	2
224	свое время	2	2
225	но все	1	2
226	в состоянии	1	2
227	лишь в	5	2
228	заключается в	1	2
229	и тем	1	2
230	ни в	4	2
231	для них	1	2
232	все равно	1	2
233	как и	13	2
234	между собою	1	2
235	иначе говоря	9	2
236	одного и	2	2
237	и становится	1	2
238	и при	1	2
239	в своей	6	2
240	не столько	2	2
241	от себя	3	2
242	вопрос о	2	2
243	втором случае	1	2
244	и более	4	2
245	том же	1	2
246	по себе	4	2
247	в то	9	2
248	ничего не	1	2
249	дело не	3	2
250	никогда не	2	2
251	такова что	1	2
252	же время	6	2
253	быть в	1	2
254	не является	2	2
255	не могут	3	2
256	и должно	1	2
257	том и	2	2
258	что все	1	2
259	и сами	1	2
260	в собственном	3	2
261	чтобы быть	1	2
262	мы наблюдаем	1	2
263	о котором	1	2
264	в разных	1	2
265	о нем	3	2
266	на примере	2	2
267	каждом из	2	2
268	в собственно	2	2
269	во втором	1	2
270	речевых жанрах	1	2
271	а именно	3	2
272	в современной	1	2
273	наш язык	1	2
274	тот же	1	2
275	языка на	1	2
276	и того	5	2
277	как я	1	2
278	в сторону	1	2
279	то и	1	2
280	свидетельствует о	2	2
281	а то	1	2
282	когда оно	1	2
283	может служить	2	2
284	здесь как	1	2
285	это по	1	2
286	были бы	1	2
287	объяснение в	1	2
288	или иначе	1	2
289	в каком	1	2
290	смысл в	1	2
291	превращается в	1	2
292	о чем	1	2
293	не всегда	4	2
294	может иметь	2	2
295	к своему	1	2
296	с этой	1	2
297	смысл и	3	2
298	и для	1	2
299	или в	1	2
300	для нас	1	2
301	и все	3	2
302	тем более	2	2
303	то оно	1	2
304	значения в	1	2
305	между ними	1	2
306	не говоря	2	2
307	себя самого	1	2
308	понимать как	2	2
309	в свое	2	2
310	ее в	1	2
311	этой точки	1	2
312	я и	6	1
313	смысле слова	1	1
314	говоря о	2	1
315	знать в	1	1
316	язык может	1	1
317	предполагает что	1	1
318	и фактически	1	1
319	этом понимании	1	1
320	для себя	2	1
321	тех же	1	1
322	даже при	1	1
323	и должны	1	1
324	знания не	1	1
325	для науки	3	1
326	явления и	1	1
327	смысл этого	1	1
328	противном случае	1	1
329	и повествовательная	1	1
330	собственном смысле	1	1
331	и больше	1	1
332	едва ли	2	1
333	в году	1	1
334	должна уступить	1	1
335	есть не	8	1
336	можно и	1	1
337	для достижения	1	1
338	жизни по	1	1
339	не приходится	1	1
340	на место	2	1
341	есть нечто	1	1
342	это всегда	3	1
343	что иное	5	1
344	и другая	1	1
345	из того	4	1
346	мы и	1	1
347	начало и	1	1
348	ответа на	1	1
349	столь же	4	1
350	в различных	1	1
351	события в	2	1
352	что люди	1	1
353	сознания а	1	1
354	тем как	1	1
355	как правило	4	1
356	как система	1	1
357	то он	2	1
358	внутренняя речь	1	1
359	с пушкиным	1	1
360	присутствует в	1	1
361	как справедливо	3	1
362	иметь дело	1	1
363	отношение к	2	1
364	с легкой	2	1
365	отличие от	6	1
366	она есть	2	1
367	как говорит	2	1
368	субъекта и	4	1
369	в акте	2	1
370	как к	2	1
371	что ее	1	1
372	а природа	1	1
373	помнить что	1	1
374	в противном	1	1
375	перед нами	1	1
376	элементов не	1	1
377	к тем	1	1
378	по пути	1	1
379	в действительности	1	1
380	как иногда	1	1
381	со своей	1	1
382	всякого иного	1	1
383	в чем	1	1
384	в нашем	3	1
385	бы не	2	1
386	думать что	2	1
387	в известном	1	1
388	знал это	1	1
389	имеем в	1	1
390	и те	1	1
391	как он	3	1
392	в случае	6	1
393	а вовсе	1	1
394	но прежде	1	1
395	широком смысле	2	1
396	не следует	4	1
397	приходят к	1	1
398	собственном значении	2	1
399	всех этих	1	1
400	не значит	1	1
401	возвращение к	1	1
402	нам только	1	1
403	у читателя	1	1
404	любой из	1	1
405	из него	1	1
406	и по	2	1
407	на этом	2	1
408	прежде чем	1	1
409	или иных	2	1
410	без исключения	1	1
411	одно и	1	1
412	от нее	1	1
413	а вместе	1	1
414	то ни	3	1
415	выражение и	1	1
416	же не	1	1
417	том случае	1	1
418	на все	2	1
419	читать и	1	1
420	в данной	1	1
421	которого не	1	1
422	деле в	2	1
423	структуры ее	1	1
424	и иных	1	1
425	есть вещь	2	1
426	следует рассматривать	1	1
427	научного сознания	1	1
428	мы встречаемся	1	1
429	как язык	2	1
430	разумеется нет	1	1
431	принадлежит р	1	1
432	она и	1	1
433	далеко не	6	1
434	научного языка	1	1
435	оно действительно	1	1
436	в действии	1	1
437	и уже	1	1
438	например или	1	1
439	для чего	2	1
440	обозначить как	2	1
441	раз и	1	1
442	об индивидуальном	1	1
443	на первый	1	1
444	в ходе	3	1
445	взгляд на	1	1
446	в такой	1	1
447	под сомнение	1	1
448	в отличие	6	1
449	своего рода	3	1
450	природа которая	1	1
451	всякий раз	3	1
452	точку зрения	1	1
453	подлинный смысл	1	1
454	но это	1	1
455	но он	1	1
456	однако в	3	1
457	в историческом	1	1
458	случае мы	1	1
459	акте понимания	1	1
460	из нас	1	1
461	литературы как	2	1
462	сущности говоря	1	1
463	и остается	1	1
464	в процессе	2	1
465	структурные моменты	1	1
466	виду не	1	1
467	это еще	1	1
468	для данной	1	1
469	только не	2	1
470	одна из	1	1
471	из четырех	2	1
472	его речи	1	1
473	этой специфической	1	1
474	за которой	1	1
475	как не	1	1
476	тех или	2	1
477	науке о	2	1
478	что речь	1	1
479	как будто	3	1
480	может и	1	1
481	эту сторону	1	1
482	фактов и	1	1
483	может показаться	1	1
484	можно обозначить	1	1
485	художественной литературы	1	1
486	мы встречаем	1	1
487	xx века	1	1
488	выход из	1	1
489	могут быть	4	1
490	здесь совершенно	1	1
491	обратно в	1	1
492	смысл только	1	1
493	той или	6	1
494	в самых	1	1
495	от элементов	1	1
496	где он	1	1
497	как мы	2	1
498	на нем	1	1
499	говоря уже	1	1
500	говорит и	2	1
501	в ее	1	1
502	на основе	2	1
503	и от	1	1
504	в себя	6	1
505	на той	1	1
506	и исторически	1	1
507	если они	1	1
508	и сам	2	1
509	как содержание	1	1
510	слово есть	1	1
511	только через	2	1
512	по аналогии	1	1
513	нельзя не	1	1
514	же эти	1	1
515	разного рода	3	1
516	это как	2	1
517	даже не	1	1
518	в прошлое	1	1
519	образом в	1	1
520	лишь при	4	1
521	а его	1	1
522	и научным	1	1
523	за пределами	2	1
524	одного из	2	1
525	а также	3	1
526	аналогии с	1	1
527	времени в	1	1
528	согласно учению	1	1
529	и во	1	1
530	в которую	1	1
531	во всех	1	1
532	состоит не	1	1
533	однако с	1	1
534	сказать на	1	1
535	изучаемого явления	1	1
536	в конечном	4	1
537	так называемыми	1	1
538	и только	1	1
539	соединении с	1	1
540	на данные	1	1
541	целого а	1	1
542	все время	1	1
543	они приобретают	1	1
544	которой в	1	1
545	своему содержанию	1	1
546	связь между	1	1
547	в него	1	1
548	в лице	1	1
549	в литературе	4	1
550	он видел	1	1
551	научного мышления	2	1
552	и одновременно	3	1
553	в двух	2	1
554	этого смысла	2	1
555	и дело	1	1
556	среди других	1	1
557	дело с	4	1
558	что даже	1	1
559	субъекта в	2	1
560	этот факт	1	1
561	систематизации и	1	1
562	вопрос об	3	1
563	с одной	3	1
564	есть чисто	2	1
565	каждый из	2	1
566	вопроса о	3	1
567	себя в	6	1
568	только на	1	1
569	ничего нельзя	1	1
570	себя и	4	1
571	действующего лица	1	1
572	самый блестящий	1	1
573	в сознании	2	1
574	или даже	1	1
575	его и	2	1
576	сюжета а	1	1
577	на своего	1	1
578	которые в	2	1
579	к мысли	1	1
580	не так	1	1
581	для него	2	1
582	в новом	2	1
583	могло бы	1	1
584	слова в	1	1
585	мы находим	1	1
586	сами по	2	1
587	тому же	4	1
588	ему принадлежит	1	1
589	себя но	1	1
590	образом не	2	1
591	и вместе	1	1
592	науки в	1	1
593	одной стороны	3	1
594	в н	1	1
595	в данный	1	1
596	влияние на	1	1
597	здесь в	1	1
598	автором в	1	1
599	было и	1	1
600	нового времени	1	1
601	что для	1	1
602	говорит о	1	1
603	человека но	1	1
604	в любой	1	1
605	более того	3	1
606	однако и	1	1
607	человеческой жизни	1	1
608	его как	1	1
609	слов и	1	1
610	человек в	3	1
611	долгое время	1	1
612	отнюдь не	15	1
613	не подлежит	1	1
614	него не	1	1
615	но как	1	1
616	понимание и	1	1
617	все более	1	1
618	нет ничего	2	1
619	к его	1	1
620	что именно	2	1
621	данный момент	1	1
622	никогда нельзя	1	1
623	по своему	1	1
624	первоначальном виде	1	1
625	это также	1	1
626	быть как	1	1
627	содержат в	1	1
628	легкой руки	2	1
629	за рамки	1	1
630	для человека	1	1
631	да и	1	1
632	из этой	1	1
633	действительно не	1	1
634	еще раз	1	1
635	его в	1	1
636	является для	1	1
637	что мы	3	1
638	как предмет	4	1
639	который по	1	1
640	только для	2	1
641	внимания на	1	1
642	о его	1	1
643	и таким	1	1
644	в начале	2	1
645	следует думать	1	1
646	к другим	1	1
647	при всем	1	1
648	то именно	1	1
649	всего лишь	4	1
650	только одна	1	1
651	историка литературы	1	1
652	только мы	1	1
653	отношение между	1	1
654	объекта и	3	1
655	том виде	1	1
656	которая в	3	1
657	к живому	1	1
658	собственно говоря	4	1
659	и н	1	1
660	значение лишь	1	1
661	будто бы	3	1
662	я в	3	1
663	есть уже	1	1
664	жизни в	1	1
665	не знает	1	1
666	возможно лишь	1	1
667	найти себя	2	1
668	совершенно не	1	1
669	например и	1	1
670	первом случае	2	1
671	не что	4	1
672	культуры в	2	1
673	та же	1	1
674	который в	2	1
675	которой я	1	1
676	жизни и	1	1
677	а может	1	1
678	также не	1	1
679	в искусстве	2	1
680	в роли	2	1
681	случае если	1	1
682	в своих	1	1
683	это понятие	1	1
684	языка является	1	1
685	все что	1	1
