N	2gram	Bakhtin_Pr_1	Komedia
271	не имеют	2	1
272	было сделано	1	1
273	которой не	1	1
274	никакому сомнению	1	1
275	и более	2	1
276	средством для	1	1
277	не могли	2	1
278	его от	1	1
279	к выводу	1	1
280	в характере	1	1
281	от нее	1	1
282	в другом	2	1
283	его не	2	1
284	бы быть	1	1
285	входит в	8	1
286	действительности в	2	1
287	и мы	1	1
288	жизненную позицию	1	1
289	по себе	1	1
290	к философии	1	1
291	в тот	1	1
292	ни одной	1	1
293	и определяет	2	1
294	их взаимоотношения	1	1
295	и уже	1	1
296	ни с	2	1
297	действительно не	1	1
298	автора и	1	1
299	как таковой	2	1
300	вместо него	1	1
301	не больше	3	1
302	здесь она	1	1
303	только тем	1	1
304	которую он	1	1
305	и при	2	1
306	поэтического творчества	1	1
307	своем роде	1	1
308	и без	1	1
309	оно занимает	1	1
310	значение для	3	1
311	исключением из	1	1
312	сам же	1	1
313	образом и	1	1
314	нам в	1	1
315	тем не	3	1
316	творчества это	1	1
317	том же	2	1
318	для нее	8	1
319	и необходимость	1	1
320	с точки	6	1
321	значение слова	4	1
322	не раз	1	1
323	но они	4	1
324	тем самым	4	1
325	что эта	2	1
326	правда в	1	1
327	здесь на	1	1
328	как о	1	1
329	в основе	5	1
330	на содержание	5	1
331	нельзя извлечь	1	1
332	иметь в	1	1
333	та или	1	1
334	никогда не	5	1
335	ничего не	6	1
336	имеем дело	3	1
337	относят к	1	1
338	таким путем	1	1
339	и является	1	1
340	и теперь	1	1
341	со своим	1	1
342	здесь же	2	1
343	так называемый	2	1
344	в области	11	1
345	представляется нам	2	1
346	к себе	2	1
347	сделано в	1	1
348	отличается от	2	1
349	его с	1	1
350	той или	2	1
351	для его	1	1
352	должен быть	2	1
353	приходит к	1	1
354	на основе	6	1
355	только при	2	1
356	в себя	2	1
357	действия и	1	1
358	или для	1	1
359	в пределах	6	1
360	приводит к	3	1
361	фоне которых	1	1
362	произведения и	2	1
363	было в	1	1
364	в контексте	1	1
365	здесь нет	2	1
366	мог бы	1	1
367	по сравнению	1	1
368	не имели	1	1
369	о котором	2	1
370	остановимся на	1	1
371	с ним	5	1
372	в содержании	1	1
373	выводу что	1	1
374	с человеком	1	1
375	помнить что	3	1
376	можно найти	1	1
377	а также	1	1
378	в удовлетворении	1	1
379	занимает несколько	1	1
380	возможна только	1	1
381	зрения на	1	1
382	за пределами	1	1
383	можем сказать	2	1
384	нас в	1	1
385	этих двух	1	1
386	согласии с	1	1
387	в которую	1	1
388	от них	2	1
389	говорить об	1	1
390	лица и	2	1
391	нуждается в	2	1
392	и целых	1	1
393	уже только	1	1
394	во всей	1	1
395	них в	1	1
396	заведомо не	1	1
397	на действительность	1	1
398	и следовательно	1	1
399	впрочем не	1	1
400	без нее	1	1
401	к которому	4	1
402	имеется в	1	1
403	как например	1	1
404	где к	1	1
405	обе эти	1	1
406	его жизненную	1	1
407	мы вообще	1	1
408	то он	1	1
409	все недоразумения	1	1
410	они могут	1	1
411	человека с	1	1
412	конечно не	5	1
413	в большинстве	5	1
414	только на	1	1
415	не все	2	1
416	в сознании	1	1
417	не принимает	1	1
418	речь в	1	1
419	большинстве случаев	5	1
420	с единством	2	1
421	мир в	2	1
422	для него	1	1
423	в известной	3	1
424	ими же	1	1
425	содержания и	6	1
426	содержание и	2	1
427	подобающее ей	1	1
428	человека из	1	1
429	не о	1	1
430	как его	3	1
431	идет в	1	1
432	значение только	1	1
433	протяжении всего	1	1
434	о которых	2	1
435	которые как	1	1
436	чувствует себя	1	1
437	имели бы	1	1
438	и даже	3	1
439	или иной	2	1
440	за последние	2	1
441	на ее	3	1
442	из других	1	1
443	что не	4	1
444	как можно	1	1
445	у нас	2	1
446	это касается	2	1
447	этого не	1	1
448	нечего было	1	1
449	она является	1	1
450	до конца	1	1
451	не на	5	1
452	и завершает	1	1
453	а не	5	1
454	другой стороны	4	1
455	одну из	1	1
456	там где	6	1
457	несмотря на	3	1
458	всего этого	1	1
459	случаев не	2	1
460	с помощью	7	1
461	свою очередь	1	1
462	связь с	3	1
463	в творчестве	1	1
464	только его	3	1
465	ничего нет	2	1
466	со словом	5	1
467	как человек	1	1
468	к своему	2	1
469	без труда	1	1
470	в столь	1	1
471	приобщиться к	1	1
472	именно в	1	1
473	по существу	2	1
474	и этического	7	1
475	в современной	2	1
476	быть не	1	1
477	помощью и	1	1
478	является как	2	1
479	здесь есть	1	1
480	о мире	1	1
481	в более	4	1
482	это уже	1	1
483	может служить	1	1
484	в результате	1	1
485	это как	1	1
486	ознакомления с	1	1
487	поэтому она	1	1
488	не с	4	1
489	ее и	1	1
490	чтобы его	2	1
491	и как	8	1
492	творчестве не	2	1
493	необходимое для	1	1
494	его помощью	1	1
495	хотя в	1	1
496	в искусстве	12	1
497	но всегда	1	1
498	этой области	2	1
499	на фоне	3	1
500	с людьми	1	1
501	между ними	4	1
502	не знает	3	1
503	сказать что	4	1
504	только как	6	1
505	была бы	2	1
506	равно как	1	1
507	в свою	2	1
508	какой мере	2	1
509	всех других	1	1
510	или иного	2	1
511	первом случае	1	1
512	занимает в	1	1
513	того или	2	1
514	и эта	2	1
515	к подобным	1	1
516	так же	1	1
517	все что	3	1
