N	2gram	Losev_Vesc_1	Myslijsy
173	оно должно	1	3
174	человека в	1	3
175	могла бы	3	3
176	и может	2	3
177	его в	2	3
178	это не	5	3
179	и тем	3	3
180	о которых	1	3
181	далеко не	1	3
182	и тогда	1	3
183	в этих	1	3
184	себе в	3	3
185	ни было	4	3
186	быть не	4	3
187	в ней	12	3
188	и притом	3	3
189	только от	1	3
190	что сила	1	3
191	оно не	3	3
192	если мы	8	3
193	как не	1	3
194	не с	7	3
195	мог бы	5	3
196	том как	1	3
197	мы в	1	3
198	находится в	3	3
199	на вопрос	1	3
200	но мы	1	3
201	и во	3	3
202	в языке	1	3
203	чувство не	1	3
204	и у	3	3
205	одно из	1	3
206	не так	1	3
207	от другого	1	3
208	это будет	3	3
209	что на	2	3
210	одной стороны	3	3
211	есть явление	1	3
212	в самой	2	3
213	мы говорим	5	3
214	и слуха	1	3
215	слова и	5	3
216	но это	10	3
217	и для	9	3
218	и от	3	3
219	то не	4	3
220	и все	5	3
221	только что	2	3
222	с ними	3	3
223	от слова	1	3
224	все что	1	3
225	ли мы	2	2
226	также что	1	2
227	предполагает что	10	2
228	самом деле	4	2
229	на самом	1	2
230	и есть	26	2
231	чего не	2	2
232	это восприятие	1	2
233	когда это	1	2
234	с в	2	2
235	потом уже	1	2
236	предмета в	1	2
237	бы что	2	2
238	вопрос о	1	2
239	оба эти	3	2
240	собою и	4	2
241	с его	1	2
242	то мы	2	2
243	не то	4	2
244	только потому	1	2
245	не все	1	2
246	в общем	1	2
247	сама по	3	2
248	его на	1	2
249	может обойтись	1	2
250	могли бы	1	2
251	в действительности	7	2
252	это определение	1	2
253	все эти	3	2
254	но на	2	2
255	как оно	3	2
256	выражается в	1	2
257	перестает быть	3	2
258	всех этих	1	2
259	смысле как	1	2
260	и по	1	2
261	на этом	2	2
262	одно и	5	2
263	такого же	1	2
264	факт что	1	2
265	в другом	2	2
266	разница между	1	2
267	может стать	1	2
268	в жизни	3	2
269	ни с	6	2
270	мы знаем	1	2
271	должно быть	6	2
272	к мысли	1	2
273	что такое	12	2
274	остается только	1	2
275	это что	4	2
276	не столько	1	2
277	от себя	1	2
278	мы находим	2	2
279	но он	2	2
280	их в	3	2
281	или если	1	2
282	для нее	2	2
283	вбирает в	3	2
284	тому что	2	2
285	что есть	5	2
286	если и	1	2
287	или что	3	2
288	а а	1	2
289	и его	2	2
290	есть прежде	2	2
291	сказать что	17	2
292	знать что	1	2
293	но только	3	2
294	того чтобы	3	2
295	и весь	1	2
296	общее между	1	2
297	с нами	1	2
298	к ней	2	2
299	во всем	1	2
300	не знали	1	2
301	у нас	7	2
302	к таким	1	2
303	превращается в	1	2
304	когда мы	6	2
305	во все	1	2
306	его с	1	2
307	существует только	1	2
308	и это	14	2
309	оно может	2	2
310	что все	2	2
311	и образ	3	2
312	в собственном	2	2
313	в себя	13	2
314	что у	5	2
315	было в	1	2
316	может в	2	2
317	и здесь	4	2
318	или от	1	2
319	внимание на	1	2
320	нас в	3	2
321	понимать себя	6	2
322	это было	1	2
323	которой мы	1	2
324	теперь уже	1	2
325	вообще и	4	2
326	и следовательно	7	2
327	если это	2	2
328	один из	3	2
329	что только	3	2
330	вне себя	2	2
331	мы видим	2	2
332	есть в	1	2
333	с нею	18	2
334	в нашей	1	2
335	а это	4	2
336	не дает	1	2
337	допустим что	1	2
338	но что	2	2
339	у него	2	2
340	само по	1	2
341	к которому	1	2
342	а с	3	2
343	себя и	4	2
344	между ними	3	2
345	ничем не	3	2
346	не на	1	2
347	зависит от	1	2
348	форма слова	1	2
349	как именно	1	2
350	так же	1	2
351	и потому	5	2
352	как это	2	2
353	для обозначения	1	2
354	она есть	8	2
355	быть только	3	2
356	тождественно с	1	2
357	все это	5	2
358	восприятия и	1	2
359	не знаем	2	2
360	из себя	3	2
361	в его	2	2
362	или в	2	2
363	о котором	1	2
364	бы в	5	2
365	мы должны	2	2
366	хотя бы	6	2
367	нам не	2	2
368	но если	8	2
369	другой стороны	2	2
370	даже и	4	2
371	к этому	1	2
372	можно назвать	1	2
373	происходит понимание	1	1
374	я и	6	1
375	ту же	2	1
376	отношение к	1	1
377	чтобы не	1	1
378	с новыми	1	1
379	но чтобы	1	1
380	разными путями	1	1
381	но тогда	3	1
382	о различии	1	1
383	переход от	1	1
384	мере в	1	1
385	что смысл	3	1
386	и так	1	1
387	должна быть	4	1
388	собственном смысле	3	1
389	выражение даже	1	1
390	нам быть	1	1
391	же образ	1	1
392	мы уже	3	1
393	из всех	1	1
394	вижу в	1	1
395	когда уже	1	1
396	есть образ	2	1
397	оно только	3	1
398	для своего	1	1
399	и само	2	1
400	которую я	2	1
401	себе как	2	1
402	что между	2	1
403	которую мы	1	1
404	говоря и	1	1
405	из своих	1	1
406	единство и	1	1
407	можно различить	1	1
408	происходит это	1	1
409	только это	3	1
410	на мой	1	1
411	оно есть	9	1
412	как я	4	1
413	из того	2	1
414	которое не	1	1
415	мы и	1	1
416	и заставляет	2	1
417	себе что	3	1
418	не иметь	1	1
419	и самого	1	1
420	на нем	1	1
421	в отличие	1	1
422	этом единстве	1	1
423	чего оно	1	1
424	быть в	1	1
425	на их	2	1
426	бы то	4	1
427	ними в	2	1
428	в ее	7	1
429	итак мы	1	1
430	видели что	1	1
431	а тем	1	1
432	могло быть	1	1
433	мы будем	1	1
434	одном и	1	1
435	и сказать	1	1
436	сознания не	1	1
437	себе и	1	1
438	отличие от	1	1
439	и чем	3	1
440	этим последним	1	1
441	представим себе	1	1
442	в истории	1	1
443	ее внутренних	1	1
444	если она	1	1
445	что именно	1	1
446	с чисто	1	1
447	чем мы	3	1
448	для всех	1	1
449	стороны и	2	1
450	как к	4	1
451	легко заключить	1	1
452	однако не	2	1
453	перед нами	2	1
454	которое и	1	1
455	смысле а	1	1
456	применении к	2	1
457	и понимания	2	1
458	всем другим	1	1
459	и наконец	1	1
460	это вообще	1	1
461	смысл но	1	1
462	не кажется	1	1
463	ясно и	1	1
464	от этого	2	1
465	бы очень	1	1
466	то в	4	1
467	отделиться от	1	1
468	зависит и	1	1
469	бы и	5	1
470	мы получаем	1	1
471	субъективно то	1	1
472	так можно	1	1
473	одном случае	1	1
474	всякого отдельного	1	1
475	только на	3	1
476	звуков а	1	1
477	остановиться на	1	1
478	само оно	1	1
479	его и	2	1
480	и кто	2	1
481	тому же	1	1
482	она еще	2	1
483	знали что	1	1
484	раз навсегда	2	1
485	вполне ясны	1	1
486	есть именно	6	1
487	свою собственную	1	1
488	к одному	3	1
489	без чего	3	1
490	не к	1	1
491	которому она	1	1
492	том чтобы	1	1
493	слово или	1	1
494	быть с	1	1
495	бы те	1	1
496	из него	1	1
497	его от	1	1
498	никому не	1	1
499	понимание в	2	1
500	что почти	1	1
501	то ни	4	1
502	мы его	1	1
503	не будет	12	1
504	же не	1	1
505	обойтись без	2	1
506	в определенное	1	1
507	имеют в	1	1
508	различие между	2	1
509	об этом	3	1
510	и ощущения	1	1
511	и с	8	1
512	к природе	1	1
513	и дает	1	1
514	даже что	1	1
515	есть средство	1	1
516	ни в	1	1
517	жизни что	1	1
518	внутреннее и	1	1
519	и восприятие	1	1
520	бы было	1	1
521	других явлений	1	1
522	во внимание	1	1
523	мы видели	1	1
524	и ближе	1	1
525	форма и	1	1
526	же есть	2	1
527	пусть мы	1	1
528	различаются между	2	1
529	что значит	8	1
530	нужно чтобы	1	1
531	выше что	1	1
532	можно сказать	6	1
533	таким же	1	1
534	и без	3	1
535	же это	4	1
536	это только	1	1
537	вообще нельзя	1	1
538	с точки	3	1
539	от силы	1	1
540	то его	1	1
541	что нужно	3	1
542	мысли и	3	1
543	что я	24	1
544	для всякого	2	1
545	бытие как	1	1
546	поэтому в	1	1
547	втором случае	1	1
548	который мы	1	1
549	самое время	1	1
550	страха и	1	1
551	и эти	2	1
552	и более	1	1
553	только те	1	1
554	природу и	1	1
555	что то	2	1
556	что слияние	1	1
557	есть всегда	4	1
558	случае мы	1	1
559	сам он	1	1
560	же такое	3	1
561	и вся	1	1
562	то с	3	1
563	раз и	1	1
564	отдельно от	1	1
565	этом по	1	1
566	с которой	1	1
567	для определения	2	1
568	можно понимать	1	1
569	она могла	2	1
570	это дает	1	1
571	дело в	4	1
572	из предыдущего	2	1
573	в самых	1	1
574	что вы	3	1
575	меня всегда	1	1
576	может только	1	1
577	только не	2	1
578	по законам	2	1
579	и всегда	1	1
580	а еще	1	1
581	на меня	3	1
582	ничего не	3	1
583	находятся в	1	1
584	этих двух	2	1
585	или как	2	1
586	ровно ничего	1	1
587	по своей	2	1
588	меня и	1	1
589	внутренней и	1	1
590	ни понимать	1	1
591	всякий кто	1	1
592	до того	1	1
593	уже и	1	1
594	которая не	1	1
595	тела и	1	1
596	однако это	2	1
597	не потому	6	1
598	необходимо предполагает	1	1
599	к себе	4	1
600	теперь когда	1	1
601	указать на	1	1
602	отличается от	7	1
603	кого не	1	1
604	для такого	2	1
605	к тому	3	1
606	на это	4	1
607	из чего	1	1
608	ничего общего	1	1
609	от той	1	1
610	понимает себя	4	1
611	в применении	1	1
612	должен быть	2	1
613	же корень	1	1
614	вообще но	5	1
615	сознании но	1	1
616	и самое	2	1
617	понимания? что	1	1
618	из всего	1	1
619	как мы	4	1
620	словом так	1	1
621	изменения в	1	1
622	без всякого	4	1
623	только при	1	1
624	и общее	1	1
625	и восприятием	1	1
626	нет никакой	2	1
627	не говорит	2	1
628	только то	2	1
629	всего к	1	1
630	степени и	2	1
631	как с	4	1
632	понимание и	3	1
633	на опыте	2	1
634	времени и	1	1
635	тело которое	1	1
636	здесь как	1	1
637	сознания и	1	1
638	которые с	1	1
639	по сравнению	7	1
640	для самой	1	1
641	каждый член	1	1
642	другого и	1	1
643	и утверждение	1	1
644	в отдельном	1	1
645	и внешней	1	1
646	хотя это	1	1
647	с человеком	1	1
648	будет уже	1	1
649	образ или	1	1
650	связанное с	1	1
651	цвет и	1	1
652	звук или	1	1
653	так оно	2	1
654	стол есть	1	1
655	человек есть	1	1
656	язык и	1	1
657	определенным образом	6	1
658	никак не	3	1
659	что каждый	1	1
660	той степени	1	1
661	одного из	1	1
662	на что	1	1
663	только за	1	1
664	так бывает	1	1
665	самому себе	1	1
666	мы понимаем	1	1
667	заключается в	1	1
668	что или	1	1
669	понимаю и	1	1
670	связанной с	1	1
671	как внутреннее	1	1
672	организма и	1	1
673	во втором	2	1
674	уже перестает	1	1
675	я вижу	2	1
676	к истине	1	1
677	частью в	1	1
678	этого имени	1	1
679	деле в	1	1
680	ее как	2	1
681	отлично от	2	1
682	как она	4	1
683	тех пор	1	1
684	к нему	1	1
685	действительности не	2	1
686	но так	1	1
687	но с	2	1
688	д и	5	1
689	того такая	1	1
690	оно и	4	1
691	и вопрос	1	1
692	если исключить	1	1
693	такое чего	1	1
694	для себя	5	1
695	и быть	1	1
696	как нечто	2	1
697	сказали что	1	1
698	бы его	1	1
699	ее смысл	2	1
700	их жизни	1	1
701	не простое	1	1
702	в выражении	1	1
703	со всеми	1	1
704	собою как	1	1
705	смысле мы	1	1
706	же и	1	1
707	конечно не	1	1
708	только очень	2	1
709	ряду других	1	1
710	языка как	2	1
711	ее из	1	1
712	и творческого	1	1
713	но самое	2	1
714	при помощи	2	1
715	не связанных	1	1
716	свой собственный	1	1
717	совсем другое	1	1
718	никто не	1	1
719	представить себе	1	1
720	места как	1	1
721	могло бы	1	1
722	нами как	1	1
723	говорим что	3	1
724	содержание и	1	1
725	с собою	6	1
726	к человеку	1	1
727	не о	1	1
728	только с	3	1
729	и цвет	1	1
730	то а	1	1
731	бы это	1	1
732	к самому	1	1
733	в особенности	1	1
734	мы воспринимаем	1	1
735	на ее	3	1
736	не один	1	1
737	что человек	1	1
738	именно в	1	1
739	а именно	1	1
740	и прежде	1	1
741	и внешнее	1	1
742	ней самой	1	1
743	понимание между	1	1
744	было сказано	1	1
745	его как	1	1
746	же точно	2	1
747	если этот	1	1
748	была бы	2	1
749	без которых	1	1
750	когда же	1	1
751	для человека	1	1
752	могут служить	1	1
753	с предметом	1	1
754	что из	2	1
755	именно так	1	1
756	явлений или	1	1
757	как перед	1	1
758	сказать даже	3	1
759	все то	1	1
760	относятся к	1	1
761	может так	1	1
762	если оно	4	1
763	сравнению с	6	1
764	а если	1	1
765	в течение	1	1
766	в той	3	1
767	форму своего	1	1
768	это есть	7	1
769	что же	8	1
770	а потом	2	1
771	в первой	2	1
772	что как	1	1
773	форма в	1	1
774	значит что	24	1
775	к чему	1	1
776	с этой	4	1
777	в мертвых	1	1
778	образом можно	1	1
779	никто никогда	1	1
780	и о	3	1
781	то так	1	1
782	заставляет нас	1	1
783	от нас	1	1
784	но для	2	1
785	с бесконечно	1	1
786	отдать себе	1	1
787	между собой	1	1
788	даже больше	4	1
789	дает возможность	1	1
790	сходство с	1	1
791	в наше	1	1
792	его собственная	1	1
793	есть или	1	1
794	в более	1	1
795	это уже	1	1
796	этот образ	1	1
797	не различаются	2	1
798	в с	2	1
799	будет понимать	1	1
800	формы и	1	1
801	тот кто	1	1
802	но когда	1	1
803	собственно говоря	4	1
804	и совершенно	1	1
805	вообще в	1	1
806	тоже есть	3	1
807	же оно	1	1
808	отличия от	1	1
809	на одно	1	1
810	мы мыслим	1	1
811	человек говорит	1	1
812	есть уже	1	1
813	бы на	1	1
814	не я	2	1
815	замечаем что	3	1
816	звуки а	2	1
817	к ее	2	1
818	и сила	1	1
819	может и	1	1
820	слово в	2	1
821	две стороны	1	1
822	говорит нам	1	1
823	состоит из	1	1
824	они как	2	1
825	от всех	4	1
826	и еще	2	1
827	есть и	4	1
828	только о	1	1
829	сила и	1	1
830	жизни и	2	1
831	это так	3	1
832	но еще	3	1
833	ни на	3	1
834	ее в	1	1
835	в своих	1	1
836	вносит в	1	1
837	и ни	1	1
838	я могу	2	1
839	на лице	1	1
840	этой точки	1	1
841	смысле что	1	1
