N	2gram	Tiupa_Vved_1	Tvorches
207	но вполне	1	2
208	что не	1	2
209	что для	1	2
210	до конца	3	2
211	зависит от	2	2
212	мира в	8	2
213	человека как	1	2
214	было в	1	2
215	в частности	13	2
216	вместе с	1	2
217	в него	1	2
218	еще более	1	2
219	общения с	1	2
220	в мир	1	2
221	в первой	1	2
222	первом плане	1	2
223	время не	1	2
224	мира у	1	2
225	перед нами	6	2
226	не мог	1	2
227	или в	1	2
228	только что	1	2
229	на смену	2	2
230	не знает	1	2
231	сказать что	1	2
232	и зла	1	2
233	что ты	1	2
234	к этому	2	2
235	гораздо более	1	2
236	как известно	1	1
237	в сфере	1	1
238	к их	1	1
239	в движение	1	1
240	и через	1	1
241	и писатель	1	1
242	в комнате	1	1
243	переход от	1	1
244	к своей	1	1
245	говорилось выше	1	1
246	времени но	1	1
247	не признает	1	1
248	года к	1	1
249	очень много	1	1
250	и до	1	1
251	выражается в	1	1
252	которое может	1	1
253	также и	4	1
254	мы имеем	5	1
255	не слишком	1	1
256	рассматривается как	1	1
257	он как	1	1
258	в сущности	1	1
259	говорить о	2	1
260	что иное	1	1
261	принадлежит к	3	1
262	в полной	1	1
263	событий и	1	1
264	не совсем	1	1
265	мы предполагаем	1	1
266	и самого	1	1
267	еще не	7	1
268	историю человечества	1	1
269	между собой	2	1
270	иное как	1	1
271	столь же	1	1
272	во всех	2	1
273	в сюжете	1	1
274	как правило	6	1
275	создается не	2	1
276	наряду с	2	1
277	друг на	1	1
278	действия и	1	1
279	к слову	1	1
280	по отношению	7	1
281	целая жизнь	1	1
282	тогда как	10	1
283	воплощенной в	1	1
284	ни слова	1	1
285	показалось что	2	1
286	к сожалению	1	1
287	в истории	1	1
288	первый взгляд	1	1
289	весь день	1	1
290	и великим	1	1
291	до его	1	1
292	в художественном	1	1
293	о жизни	2	1
294	в цепь	1	1
295	как день	1	1
296	сознания в	3	1
297	целый ряд	2	1
298	как уже	1	1
299	к этой	1	1
300	и к	2	1
301	главных героев	1	1
302	свидетелем и	1	1
303	в этот	2	1
304	от своей	1	1
305	за собой	1	1
306	при таком	1	1
307	для которого	3	1
308	с просьбой	1	1
309	со своей	1	1
310	всего лишь	5	1
311	к чему	1	1
312	из жизни	2	1
313	бы и	4	1
314	что это	1	1
315	всего романа	1	1
316	он в	1	1
317	все эти	1	1
318	жизни так	2	1
319	поскольку в	1	1
320	так в	4	1
321	еще один	1	1
322	единению с	1	1
323	особое место	1	1
324	сливаются в	2	1
325	тому же	4	1
326	в терминах	1	1
327	аналогичных действий	1	1
328	героя к	1	1
329	вследствие этого	3	1
330	и если	1	1
331	рассказе и	1	1
332	три года	1	1
333	обратившись к	1	1
334	да и	1	1
335	одного лица	1	1
336	перестает быть	1	1
337	всех этих	1	1
338	к одному	1	1
339	не к	4	1
340	собой не	1	1
341	и обстоятельств	1	1
342	и вот	1	1
343	на этом	1	1
344	в большой	1	1
345	заключает в	1	1
346	в нее	1	1
347	введение в	1	1
348	же не	1	1
349	значение в	1	1
350	в несколько	1	1
351	первой главе	1	1
352	которого не	1	1
353	было бы	4	1
354	следует рассматривать	1	1
355	роль в	1	1
356	по мысли	5	1
357	что рассказчик	1	1
358	для них	3	1
359	в них	2	1
360	о которых	1	1
361	символический смысл	1	1
362	все равно	2	1
363	этого персонажа	1	1
364	с тем	1	1
365	на друга	1	1
366	читательское впечатление	1	1
367	одна и	1	1
368	нельзя признать	1	1
369	он и	2	1
370	весьма знаменательна	1	1
371	жизни но	1	1
372	ключ к	1	1
373	без этой	1	1
374	и было	1	1
375	о которой	2	1
376	одного и	1	1
377	читателя то	1	1
378	на первый	1	1
379	в войне	2	1
380	что такое	18	1
381	рассказа о	2	1
382	и ее	1	1
383	но текст	1	1
384	вторая часть	1	1
385	что до	1	1
386	от себя	1	1
387	всякий раз	1	1
388	и уж	1	1
389	героя то	1	1
390	сам же	1	1
391	войне и	2	1
392	и более	3	1
393	том же	1	1
394	он выступает	1	1
395	по себе	2	1
396	перед зеркалом	1	1
397	а вот	1	1
398	тому что	1	1
399	в отношении	1	1
400	вплоть до	1	1
401	дня и	1	1
402	меня не	1	1
403	не имеет	2	1
404	у кого	1	1
405	на него	2	1
406	в процессе	1	1
407	человека по	1	1
408	в игру	1	1
409	все без	1	1
410	это мы	1	1
411	как формы	1	1
412	не вполне	3	1
413	жизни не	1	1
414	на себя	1	1
415	всего на	1	1
416	на практике	1	1
417	как она	1	1
418	трояким образом	1	1
419	и мире	2	1
420	со своим	1	1
421	в роман	1	1
422	только с	1	1
423	в области	3	1
424	ли это	2	1
425	события но	2	1
426	у нас	1	1
427	сюжета в	1	1
428	начиная с	3	1
429	к себе	1	1
430	мы узнаем	1	1
431	одновременно все	1	1
432	бы он	1	1
433	что на	2	1
434	указывает на	1	1
435	анализа в	1	1
436	имеет место	4	1
437	оно не	1	1
438	если же	1	1
439	главным героем	2	1
440	время они	1	1
441	он ищет	1	1
442	и о	1	1
443	в конце	1	1
444	от хронологической	1	1
445	наполняет его	1	1
446	свою очередь	4	1
447	внимание на	3	1
448	но при	5	1
449	в ее	1	1
450	другой стороны	2	1
451	как по	2	1
452	что у	1	1
453	что может	1	1
454	с первым	1	1
455	это вовсе	1	1
456	особенно в	1	1
457	участия в	2	1
458	мире не	1	1
459	чужого сознания	1	1
460	из мертвого	1	1
461	которая в	3	1
462	по мере	1	1
463	в таком	1	1
464	смысл бытия	1	1
465	действия но	2	1
466	никак не	2	1
467	и что	1	1
468	с того	1	1
469	самому себе	1	1
470	кажется что	1	1
471	земной жизни	1	1
472	как у	1	1
473	и вследствие	2	1
474	к нему	1	1
475	том или	1	1
476	путь к	1	1
477	и всю	1	1
478	между тем	1	1
479	от них	1	1
480	да потому	1	1
481	автор как	1	1
482	восходит к	2	1
483	чем и	1	1
484	представления о	1	1
485	ряд других	1	1
486	до предела	2	1
487	в жизнь	1	1
488	в современной	3	1
489	себя с	1	1
490	целой жизни	1	1
491	как он	2	1
492	действие в	1	1
493	в разные	1	1
494	должен был	1	1
495	всех его	1	1
496	узнаем что	1	1
497	и оценку	1	1
498	их не	1	1
499	с одной	5	1
500	человека к	1	1
501	себя в	1	1
502	с какой	1	1
503	сколько в	1	1
504	жизни такой	1	1
505	если мы	1	1
506	то и	2	1
507	не все	2	1
508	но с	1	1
509	в школе	1	1
510	это такая	1	1
511	постепенно становится	1	1
512	его и	1	1
513	глаза и	1	1
514	к единению	1	1
515	в прозе	1	1
516	могло бы	3	1
517	в одном	1	1
518	сами по	1	1
519	у нее	2	1
520	оно так	1	1
521	ее не	2	1
522	к ним	2	1
523	далек от	1	1
524	заметить что	1	1
525	тем что	2	1
526	лишь один	1	1
527	представляют собой	3	1
528	рассказа не	1	1
529	не было	2	1
530	бытия но	1	1
531	не вправе	1	1
532	однако это	1	1
533	к которому	2	1
534	с той	1	1
535	по выражению	2	1
536	наконец в	1	1
537	было и	1	1
538	а с	2	1
539	неразрывном единстве	1	1
540	мира это	2	1
541	объясняется тем	1	1
542	и их	1	1
543	превращается в	1	1
544	одной стороны	5	1
545	связи с	1	1
546	а на	2	1
547	на этот	1	1
548	томас манн	1	1
549	не на	1	1
550	означало бы	1	1
551	жизнь в	1	1
552	так называемой	1	1
553	о чем	2	1
554	его собственной	1	1
555	с помощью	1	1
556	именно поэтому	1	1
557	этот рассказ	1	1
558	так можно	1	1
559	связь с	1	1
560	как некий	1	1
561	как это	1	1
562	этим сознанием	1	1
563	о возможности	1	1
564	не сразу	1	1
565	рассказчиком и	1	1
566	в моей	1	1
567	по своему	2	1
568	установкой на	2	1
569	подробностями и	1	1
570	есть только	1	1
571	времени с	1	1
572	что же	3	1
573	находятся в	1	1
574	у этого	1	1
575	событий в	1	1
576	плачут и	2	1
577	материал для	1	1
578	ли не	2	1
579	исходной ситуации	5	1
580	один день	1	1
581	время есть	1	1
582	слова и	1	1
583	и героини	1	1
584	между прочим	1	1
585	же самое	1	1
586	как раз	2	1
587	пока еще	4	1
588	и сам	1	1
589	с автором	1	1
590	и борьба	1	1
591	в мировой	1	1
592	картине мира	4	1
593	и времени	2	1
594	времени его	2	1
595	в связи	1	1
596	но на	2	1
597	имеют для	1	1
598	начала и	2	1
599	в настоящее	1	1
600	человек и	1	1
601	во время	1	1
602	не встречается	1	1
603	с установкой	2	1
604	свидригайлова и	1	1
605	за три	1	1
606	мы должны	1	1
607	все они	2	1
608	же в	1	1
609	хотя в	1	1
610	в искусстве	1	1
611	человека не	1	1
612	отношении к	1	1
613	и плачут	1	1
614	в целях	1	1
615	читательского восприятия	1	1
616	может и	1	1
617	это все	1	1
618	картину мира	3	1
619	и внутренне	1	1
620	к его	3	1
621	жизни а	1	1
622	автора в	5	1
623	о литературе	1	1
624	не что	1	1
625	отношению к	7	1
626	героя в	1	1
627	в какой	4	1
628	но эти	1	1
629	историю как	1	1
630	он лишь	1	1
631	в герое	1	1
