N	2gram	Nazirov_Tv_2	Literetu
316	таким образом	10	1
317	к традициям	1	1
318	в глубине	1	1
319	а по	1	1
320	по выражению	1	1
321	с другими	2	1
322	его личности	1	1
323	является общим	1	1
324	это не	7	1
325	ты мне	1	1
326	характер не	1	1
327	должен был	1	1
328	был задуман	1	1
329	который по	1	1
330	в горниле	1	1
331	всю жизнь	1	1
332	х гг	2	1
333	мы видели	1	1
334	и читателем	1	1
335	ведет к	1	1
336	перед своим	1	1
337	в этих	1	1
338	в своей	6	1
339	всегда является	1	1
340	начиная со	1	1
341	роман о	1	1
342	людям в	1	1
343	место в	3	1
344	в отличие	2	1
345	является в	1	1
346	не считал	1	1
347	сам же	1	1
348	но эта	2	1
349	их в	2	1
350	что этот	2	1
351	сознаний как	1	1
352	по улице	1	1
353	тому что	1	1
354	не противоречит	1	1
355	не имеет	1	1
356	ее носителя	2	1
357	в романном	1	1
358	я буду	2	1
359	в дневнике	3	1
360	этот тип	1	1
361	казалось бы	3	1
362	на цыпочках	1	1
363	героем у	1	1
364	на себе	1	1
365	что придает	1	1
366	со своим	1	1
367	связи с	1	1
368	в сознании	1	1
369	человека так	1	1
370	самоопределение личности	1	1
371	этот образ	1	1
372	мы и	1	1
373	что на	2	1
374	а мы	1	1
375	однако это	2	1
376	есть у	1	1
377	свое собственное	1	1
378	не могут	1	1
379	и вполне	1	1
380	в любви	1	1
381	числе и	1	1
382	на читателя	1	1
383	является одним	1	1
384	к тому	1	1
385	с кем	1	1
386	говоря словами	1	1
387	ничего общего	1	1
388	предстает как	1	1
389	расходится с	1	1
390	приходит к	1	1
391	и о	1	1
392	более не	2	1
393	как василий	1	1
394	свою очередь	1	1
395	на основе	1	1
396	как по	2	1
397	по сути	3	1
398	мысль о	1	1
399	только то	1	1
400	культуры и	1	1
401	в пределах	1	1
402	приводит к	2	1
403	читателя в	5	1
404	в образе	3	1
405	можно было	1	1
406	творческий процесс	3	1
407	сознаний в	1	1
408	каждого из	1	1
409	отождествляется с	1	1
410	мог бы	1	1
411	он писал	2	1
412	во второй	1	1
413	его духовной	1	1
414	не стоит	2	1
415	жизнь и	1	1
416	поэтому в	1	1
417	году писал	1	1
418	в таком	3	1
419	в построении	1	1
420	сводится к	2	1
421	с полным	2	1
422	приближается к	1	1
423	произведения как	1	1
424	это я	1	1
425	при котором	1	1
426	автора невозможно	1	1
427	он вышел	1	1
428	одного из	1	1
429	самому себе	1	1
430	любви к	3	1
431	переходит в	1	1
432	и хорошо	1	1
433	читателя и	1	1
434	иного рода	1	1
435	в ту	2	1
436	центр художественного	1	1
437	и мы	3	1
438	в жизнь	1	1
439	в литературе	2	1
440	его собственная	1	1
441	он стал	1	1
442	и евгения	1	1
443	но зато	3	1
444	в обществе	1	1
445	большой буквы	1	1
446	мире и	1	1
447	же он	1	1
448	не можем	1	1
449	а напротив	1	1
450	за пределами	1	1
451	не все	1	1
452	слова не	1	1
453	мышления и	1	1
454	имени здесь	1	1
455	искусство в	1	1
456	ответ на	1	1
457	мир в	1	1
458	руки и	1	1
459	вами как	1	1
460	бытия и	1	1
461	дальше в	1	1
462	как было	1	1
463	в новый	1	1
464	будучи не	1	1
465	на деле	1	1
466	десять лет	1	1
467	рядом с	2	1
468	нет и	2	1
469	или иной	1	1
470	как у	3	1
471	не просто	1	1
472	нашему мнению	4	1
473	именно в	6	1
474	к которому	2	1
475	писателя и	1	1
476	и прежде	1	1
477	а с	3	1
478	души и	1	1
479	в романе	15	1
480	в соответствии	4	1
481	более того	2	1
482	человек в	1	1
483	все время	2	1
484	когда же	1	1
485	которой он	2	1
486	художественного целого	1	1
487	по нашему	4	1
488	в творчестве	5	1
489	него в	2	1
490	эти слова	1	1
491	автора с	1	1
492	с первого	1	1
493	так же	5	1
494	который бы	1	1
495	и потому	4	1
496	уклонение от	1	1
497	мы говорим	1	1
498	требует от	1	1
499	дня и	1	1
500	характера и	3	1
501	сам создает	1	1
502	для искусства	1	1
503	он говорит	1	1
504	наряду с	7	1
505	что же	1	1
506	бунт против	1	1
507	кто из	1	1
508	в развитии	1	1
509	в тексте	1	1
510	его в	3	1
511	и от	4	1
512	в основном	6	1
513	автора и	1	1
514	художественного опыта	1	1
515	как некий	1	1
516	я с	1	1
517	пока еще	1	1
518	не мог	1	1
519	необходимым для	1	1
520	представляется что	1	1
521	ее и	1	1
522	всего что	1	1
523	от него	1	1
524	он же	2	1
525	той или	1	1
526	еще более	1	1
527	ни к	2	1
528	теперь же	1	1
529	над героем	2	1
530	в ходе	1	1
531	отношении к	1	1
532	и сила	1	1
533	нет ничего	3	1
534	о своем	1	1
535	жизнь не	1	1
536	к истокам	1	1
537	от своего	1	1
538	отрывается от	1	1
539	только как	1	1
540	а во	2	1
541	от всех	1	1
542	в свою	1	1
543	переход от	1	1
544	социализма и	1	1
545	в последнем	1	1
546	из этого	2	1
547	у которых	1	1
548	сам в	2	1
549	который в	1	1
550	устремлена к	1	1
551	частности в	1	1
552	а я	2	1
553	к этому	3	1
554	русской литературы	1	1
