N	2gram	Tiupa_Narr_1	FransuaR
118	можно было	2	3
119	что у	2	3
120	о нем	4	3
121	нас в	1	3
122	в форме	5	3
123	что он	6	3
124	поэтому и	1	3
125	из них	3	3
126	нового времени	2	3
127	не на	2	3
128	не было	2	3
129	ничем не	1	3
130	не может	10	3
131	и потому	2	3
132	в область	2	3
133	в той	6	3
134	в это	1	3
135	но это	1	3
136	не подлежит	1	3
137	и брани	1	3
138	с ними	1	3
139	в свою	3	3
140	не знает	1	3
141	того же	1	3
142	жизни и	3	3
143	и эта	1	3
144	также и	1	2
145	и то	1	2
146	на самом	1	2
147	было как	4	2
148	здесь и	2	2
149	все те	4	2
150	пространства и	1	2
151	есть не	1	2
152	в единой	1	2
153	мы не	1	2
154	мир не	1	2
155	но по	1	2
156	и верха	1	2
157	и самого	3	2
158	на другом	1	2
159	еще не	7	2
160	в которых	1	2
161	время в	2	2
162	в чем	1	2
163	с его	6	2
164	точка зрения	6	2
165	по отношению	7	2
166	отношение к	2	2
167	перед нами	4	2
168	более или	2	2
169	но без	2	2
170	рассказ о	1	2
171	они в	2	2
172	свое время	1	2
173	человека в	2	2
174	значительной степени	2	2
175	что все	1	2
176	и может	1	2
177	это было	1	2
178	с начала	1	2
179	далеко не	5	2
180	мы имеем	2	2
181	числе и	4	2
182	не мог	4	2
183	во второй	2	2
184	в следующем	1	2
185	или менее	2	2
186	своего рода	12	2
187	образом и	1	2
188	их в	1	2
189	в историческом	1	2
190	дело не	1	2
191	дело в	1	2
192	и сама	1	2
193	в процессе	1	2
194	этом отношении	3	2
195	в области	2	2
196	и времени	1	2
197	к тому	7	2
198	они и	1	2
199	не есть	3	2
200	оно не	2	2
201	на другой	2	2
202	в себя	6	2
203	роль в	2	2
204	картина мира	5	2
205	на том	3	2
206	никогда не	3	2
207	здесь как	1	2
208	особенно в	3	2
209	начала и	1	2
210	а также	7	2
211	и т.д	7	2
212	и оказывается	1	2
213	одного из	4	2
214	в значительной	2	2
215	и во	1	2
216	в отрыве	1	2
217	во всей	2	2
218	все время	1	2
219	в литературе	2	2
220	того что	1	2
221	оно и	1	2
222	тот же	1	2
223	одной из	4	2
224	во времени	8	2
225	и ее	2	2
226	со всеми	1	2
227	уже не	5	2
228	же в	4	2
229	свидетельствует о	1	2
230	характерно что	1	2
231	и со	1	2
232	отношению к	6	2
233	к самому	2	2
234	здесь только	1	2
235	в особенности	4	2
236	связаны с	1	2
237	именно в	6	2
238	характерно для	1	2
239	и др	2	2
240	а на	1	2
241	а не	12	2
242	его как	2	2
243	в связи	2	2
244	может иметь	1	2
245	из которых	4	2
246	по своему	1	2
247	в данном	5	2
248	в состоянии	1	2
249	или в	2	2
250	в результате	2	2
251	о котором	1	2
252	и как	5	2
253	с ним	1	2
254	ни было	3	2
255	отрыве от	1	2
256	такой эпизод	1	2
257	в свое	1	2
258	есть то	1	2
259	благодаря этому	1	2
260	широкое распространение	1	1
261	отношения к	2	1
262	одним из	2	1
263	к их	1	1
264	что эпизод	1	1
265	и через	1	1
266	переходит к	1	1
267	сам по	1	1
268	самом деле	2	1
269	это и	3	1
270	между двумя	5	1
271	в первом	3	1
272	характерное для	1	1
273	должна быть	2	1
274	к рассказу	1	1
275	едва ли	1	1
276	с таким	1	1
277	по его	1	1
278	а как	1	1
279	в первый	1	1
280	со смертью	2	1
281	он как	1	1
282	одновременно в	1	1
283	есть нечто	1	1
284	организующую роль	1	1
285	что иное	2	1
286	а во-вторых	1	1
287	ему в	2	1
288	а теперь	1	1
289	это существо	1	1
290	он сам	2	1
291	этот текст	1	1
292	иное как	2	1
293	жизни с	1	1
294	там и	1	1
295	эпизоды в	2	1
296	в обеих	1	1
297	в ее	3	1
298	но не	5	1
299	свою жизнь	1	1
300	а он	1	1
301	с совершенно	1	1
302	в новом	1	1
303	тогда как	12	1
304	отличие от	5	1
305	в едином	1	1
306	друг от	1	1
307	до наших	1	1
308	что они	3	1
309	в настоящем	1	1
310	и воскрешения	1	1
311	другой день	2	1
312	что именно	2	1
313	низа и	1	1
314	все же	7	1
315	и старые	1	1
316	не являются	2	1
317	в небе	1	1
318	как таковое	1	1
319	человеческая жизнь	1	1
320	в самом	1	1
321	точкой зрения	2	1
322	тому же	5	1
323	становление мира	1	1
324	ценностей для	1	1
325	процесса не	1	1
326	всего к	1	1
327	этот ряд	1	1
328	сливаются в	1	1
329	можно определить	1	1
330	но на	1	1
331	всей его	2	1
332	не могла	1	1
333	человек не	1	1
334	какую бы	1	1
335	жизнью и	2	1
336	у большинства	1	1
337	всем своем	1	1
338	различные формы	1	1
339	том свете	2	1
340	не как	2	1
341	силу своей	1	1
342	том чтобы	1	1
343	мир как	1	1
344	новое и	1	1
345	ведь ему	1	1
346	его от	1	1
347	по аналогии	1	1
348	именно это	2	1
349	жить в	1	1
350	том же	1	1
351	того насколько	1	1
352	не будет	3	1
353	в совершенно	1	1
354	как к	2	1
355	свете в	1	1
356	что были	2	1
357	и иных	1	1
358	этом смысле	1	1
359	и тем	4	1
360	данном случае	4	1
361	здесь это	1	1
362	словами он	1	1
363	смерть и	1	1
364	но уже	1	1
365	как об	1	1
366	в слове	1	1
367	и уже	1	1
368	оно имеет	1	1
369	с такой	1	1
370	мировой истории	1	1
371	обратимся к	3	1
372	на первый	2	1
373	не так	1	1
374	открыл глаза	1	1
375	и при	1	1
376	это ощущение	1	1
377	свою речь	1	1
378	наших дней	1	1
379	в котором	1	1
380	даль и	1	1
381	возможность увидеть	1	1
382	мысли и	1	1
383	признать что	1	1
384	в силу	4	1
385	нельзя было	1	1
386	ней поэтому	1	1
387	а всякий	1	1
388	что было	1	1
389	к реальному	1	1
390	как от	1	1
391	времени а	1	1
392	по себе	5	1
393	даже в	2	1
394	содержит в	1	1
395	при всех	2	1
396	человека есть	1	1
397	а иногда	2	1
398	она не	2	1
399	есть прежде	1	1
400	в разрезе	1	1
401	на него	3	1
402	в основе	5	1
403	для всего	1	1
404	преимущественно в	1	1
405	только когда	1	1
406	из древнейших	1	1
407	к концу	1	1
408	своей природе	1	1
409	более что	1	1
410	по своей	3	1
411	связи с	4	1
412	истории как	1	1
413	не по	1	1
414	и делает	1	1
415	что на	2	1
416	ему не	1	1
417	может показаться	1	1
418	у нас	1	1
419	начиная с	1	1
420	легенда о	1	1
421	не могут	1	1
422	он и	1	1
423	встречается в	2	1
424	этой истории	1	1
425	далее по	1	1
426	и развития	1	1
427	вокруг него	2	1
428	для такого	1	1
429	но одновременно	1	1
430	смерти и	2	1
431	из монастыря	1	1
432	от которой	1	1
433	опираясь на	1	1
434	году в	1	1
435	вещами и	1	1
436	от друга	1	1
437	происходит и	2	1
438	слава богу	1	1
439	здесь не	4	1
440	здесь также	1	1
441	мысль о	1	1
442	зрения не	1	1
443	на свой	2	1
444	различие между	2	1
445	и когда	2	1
446	времени и	7	1
447	не с	3	1
448	в последующих	1	1
449	об этом	1	1
450	и смерть	1	1
451	в таком	2	1
452	большую или	1	1
453	было не	1	1
454	тех кто	1	1
455	в другом	1	1
456	его жизни	2	1
457	аналогии с	1	1
458	имеет значения	1	1
459	в различных	1	1
460	там же	1	1
461	времени в	2	1
462	или меньшую	1	1
463	внешняя сторона	1	1
464	этого эпизода	3	1
465	том или	2	1
466	и всю	1	1
467	в монастыре	1	1
468	этот момент	1	1
469	в ряд	1	1
470	подлежит сомнению	1	1
471	от одного	2	1
472	существенную роль	1	1
473	ее содержание	1	1
474	них в	1	1
475	наконец в	2	1
476	но она	1	1
477	у всех	1	1
478	в него	1	1
479	к которому	2	1
480	в двух	2	1
481	что один	1	1
482	мы увидим	1	1
483	в дальнейшей	1	1
484	и после	2	1
485	он уже	2	1
486	который в	2	1
487	между тем	3	1
488	с которыми	1	1
489	типов но	1	1
490	себя в	5	1
491	умирающего и	1	1
492	о прошлом	2	1
493	затем следует	1	1
494	для кого	1	1
495	там были	1	1
496	эпизодов в	2	1
497	что по	2	1
498	во втором	4	1
499	или даже	2	1
500	но от	2	1
501	его и	1	1
502	над ними	1	1
503	одно из	2	1
504	слова в	1	1
505	богу не	2	1
506	иногда и	1	1
507	или ином	2	1
508	и строго	1	1
509	вне ее	1	1
510	и даже	3	1
511	о своей	2	1
512	как только	1	1
513	как у	1	1
514	форм но	1	1
515	нельзя сказать	1	1
516	здесь в	1	1
517	и прежде	1	1
518	по всей	2	1
519	к ее	1	1
520	мира это	1	1
521	но о	3	1
522	героя и	4	1
523	обратиться к	1	1
524	говорит о	2	1
525	выступает в	2	1
526	уж и	1	1
527	это мир	1	1
528	более того	1	1
529	в рассказе	4	1
530	однако и	1	1
531	для романа	1	1
532	один из	3	1
533	картину мира	2	1
534	о чем	2	1
535	ему даже	1	1
536	когда же	1	1
537	разных местах	1	1
538	присутствие в	1	1
539	почву для	1	1
540	на фоне	1	1
541	связь с	1	1
542	нет ничего	1	1
543	в частности	14	1
544	все основные	1	1
545	границы между	1	1
546	как это	6	1
547	к себе	5	1
548	в столь	1	1
549	к другому	2	1
550	видит в	1	1
551	такого рода	7	1
552	на четвертую	1	1
553	мира с	1	1
554	в тех	1	1
555	и там	1	1
556	первом случае	2	1
557	в мир	1	1
558	образом на	1	1
559	пространстве его	1	1
560	с этой	1	1
561	вверх и	1	1
562	и формы	1	1
563	еще раз	1	1
564	является для	1	1
565	культуры с	1	1
566	в начале	1	1
567	же самое	1	1
568	ни для	7	1
569	жизненного процесса	1	1
570	и где	1	1
571	при всем	2	1
572	кто не	1	1
573	в следующей	1	1
574	убеждения в	1	1
575	элементы в	1	1
576	она может	2	1
577	обращается к	1	1
578	в речи	1	1
579	от него	1	1
580	напомнить что	1	1
581	тем более	2	1
582	не должен	1	1
583	едином но	1	1
584	от всего	1	1
585	в системе	1	1
586	может и	1	1
587	между ними	2	1
588	сказать что	4	1
589	перемещается в	1	1
590	от всех	2	1
591	они все	2	1
592	дело с	2	1
593	к его	1	1
594	было показано	1	1
595	героя в	8	1
596	не что	2	1
597	время они	1	1
598	также не	1	1
599	они не	2	1
600	которая не	1	1
