N	2gram	Propp_Russ_2	Formalny
197	что эта	1	2
198	не имеет	3	2
199	ее с	1	2
200	находится в	1	2
201	никогда не	2	2
202	наоборот он	1	2
203	чтобы сделать	1	2
204	что на	2	2
205	и это	1	2
206	тем и	2	2
207	и о	3	2
208	на нем	1	2
209	в ее	3	2
210	в в	1	2
211	и от	3	2
212	и этим	1	2
213	приводит к	1	2
214	и иные	1	2
215	и совершенно	1	2
216	с ним	1	2
217	в виду	2	2
218	в применении	1	2
219	между тем	3	2
220	во всей	1	2
221	это не	5	2
222	если это	1	2
223	в самый	2	2
224	этих элементов	1	2
225	один из	2	2
226	с ними	1	2
227	этот вопрос	2	2
228	или же	5	2
229	по этому	2	2
230	не будет	1	2
231	потому что	5	2
232	в качестве	3	2
233	же и	1	2
234	с нею	1	2
235	вопроса о	1	2
236	или даже	3	2
237	при помощи	1	2
238	и других	3	2
239	в котором	3	2
240	в конце	1	2
241	как его	1	2
242	не просто	1	2
243	смысла и	1	2
244	даже не	1	2
245	а именно	3	2
246	что для	3	2
247	превращается в	1	2
248	до конца	3	2
249	и многие	2	2
250	можно будет	2	2
251	как это	4	2
252	применении к	1	2
253	в тех	1	2
254	из этого	2	2
255	как например	3	2
256	но это	1	2
257	должна была	5	2
258	а к	2	2
259	совершенно иной	1	2
260	ее и	2	2
261	же степени	1	2
262	в целях	2	2
263	сказать что	1	2
264	ее в	8	2
265	и другие	14	2
266	в таком	4	2
267	это неверно	1	1
268	они представляют	2	1
269	и через	3	1
270	пишет по	1	1
271	и новое	1	1
272	единстве и	1	1
273	показать что	1	1
274	объясняется и	1	1
275	таком виде	2	1
276	и должен	1	1
277	полагает что	2	1
278	и была	1	1
279	могла быть	1	1
280	мы имеем	6	1
281	что если	1	1
282	рассказывается о	1	1
283	на место	1	1
284	из своих	1	1
285	этом не	1	1
286	этот был	1	1
287	так чтобы	2	1
288	но она	2	1
289	что иное	2	1
290	из того	1	1
291	которое не	1	1
292	которое в	2	1
293	в народных	1	1
294	без всякого	1	1
295	сводились к	2	1
296	в иванов	1	1
297	иное как	2	1
298	в различных	1	1
299	привели к	1	1
300	только тогда	3	1
301	в эти	1	1
302	не дают	1	1
303	иногда и	2	1
304	если она	2	1
305	в своем	1	1
306	в одних	1	1
307	к новому	1	1
308	в противном	1	1
309	и где	1	1
310	и есть	1	1
311	в круг	1	1
312	нового и	1	1
313	даже просто	1	1
314	всего как	1	1
315	более или	1	1
316	следующим образом	5	1
317	в этот	10	1
318	них как	2	1
319	живого человека	2	1
320	этот случай	1	1
321	внутреннего смысла	1	1
322	или во	1	1
323	которые в	1	1
324	выражение в	1	1
325	эти отличия	1	1
326	что к	1	1
327	но он	3	1
328	как он	1	1
329	на то	1	1
330	если он	2	1
331	но на	1	1
332	не могла	1	1
333	связанные с	2	1
334	вера в	1	1
335	тем не	2	1
336	и еще	2	1
337	он должен	1	1
338	том чтобы	2	1
339	свою силу	1	1
340	именно это	1	1
341	от других	1	1
342	мы устанавливаем	1	1
343	могла бы	1	1
344	интересами и	1	1
345	значение в	1	1
346	этого они	1	1
347	в другом	1	1
348	в каком-нибудь	1	1
349	связанных с	1	1
350	и чтобы	1	1
351	в виде	4	1
352	он есть	2	1
353	уверенностью что	1	1
354	связанным с	1	1
355	более широком	1	1
356	за ней	1	1
357	в новое	1	1
358	здесь это	1	1
359	из первых	1	1
360	то увидим	1	1
361	в них	4	1
362	рядом с	1	1
363	и путем	1	1
364	случае мы	1	1
365	русской почве	1	1
366	палку в	1	1
367	в данном	6	1
368	книге о	1	1
369	чем в	2	1
370	здесь все	1	1
371	многие другие	2	1
372	остается в	1	1
373	или менее	1	1
374	в эту	3	1
375	под ними	1	1
376	можно только	1	1
377	быть признана	1	1
378	но если	3	1
379	том как	1	1
380	и при	2	1
381	при изучении	1	1
382	нас не	2	1
383	не удастся	1	1
384	вопрос о	4	1
385	сочетать с	1	1
386	не будем	3	1
387	в другие	4	1
388	и торжественно	1	1
389	образом из	1	1
390	как от	1	1
391	возвращается к	1	1
392	не менее	2	1
393	но они	1	1
394	а а	8	1
395	эти формы	1	1
396	дело в	1	1
397	и притом	1	1
398	на него	1	1
399	на русской	1	1
400	о них	2	1
401	иметь в	1	1
402	это еще	1	1
403	вытекает из	1	1
404	разнообразно в	1	1
405	была сделана	1	1
406	учения о	1	1
407	теорией и	1	1
408	к ней	2	1
409	в другую	1	1
410	или когда	1	1
411	п в	12	1
412	и является	1	1
413	во всем	2	1
414	далеко не	4	1
415	и сами	1	1
416	только с	1	1
417	как будто	1	1
418	и несколько	1	1
419	одним из	2	1
420	у нас	4	1
421	и оно	1	1
422	других случаях	1	1
423	во все	1	1
424	и другой	3	1
425	и такие	1	1
426	как только	1	1
427	в сказках	1	1
428	станет более	1	1
429	ничего общего	1	1
430	должен быть	2	1
431	самой проблемы	1	1
432	свою очередь	1	1
433	вывод что	2	1
434	данном случае	7	1
435	так на	1	1
436	то как	1	1
437	поэтому мы	1	1
438	е что	1	1
439	с собой	1	1
440	можно было	2	1
441	делается для	1	1
442	этим в	1	1
443	когда в	1	1
444	это только	1	1
445	на них	4	1
446	ней и	1	1
447	отрицать что	1	1
448	можно сказать	1	1
449	образом в	2	1
450	говорят что	1	1
451	из основных	2	1
452	о том	9	1
453	и поэтому	1	1
454	настоящее время	1	1
455	более высокой	1	1
456	что каждый	1	1
457	с одной	2	1
458	аналогии с	1	1
459	что его	1	1
460	время не	1	1
461	и во	1	1
462	все в	2	1
463	свою теорию	1	1
464	вся эта	2	1
465	этому поводу	2	1
466	теперь уже	1	1
467	и под	3	1
468	в форме	2	1
469	о единстве	1	1
470	и следовательно	1	1
471	может иметь	1	1
472	полагая что	1	1
473	наконец появилась	1	1
474	в современной	1	1
475	дело так	1	1
476	такая же	1	1
477	и дело	2	1
478	тот же	1	1
479	на сцену	1	1
480	мы увидим	1	1
481	но ни	1	1
482	к их	1	1
483	и действительно	1	1
484	и так	1	1
485	то эти	1	1
486	их не	1	1
487	но ее	1	1
488	от них	1	1
489	где они	2	1
490	характерной для	1	1
491	так что	4	1
492	например а	1	1
493	не можем	2	1
494	так называемый	1	1
495	с описанием	1	1
496	или просто	2	1
497	который как	1	1
498	был бы	1	1
499	себе в	1	1
500	моментов в	2	1
501	и должна	1	1
502	носит характер	1	1
503	ее не	1	1
504	к ним	1	1
505	это по	1	1
506	нет в	1	1
507	она начинает	1	1
508	с другим	2	1
509	имеет и	1	1
510	сюда же	2	1
511	здесь в	2	1
512	по своим	1	1
513	в свою	1	1
514	в природе	3	1
515	имеет место	1	1
516	говорит о	2	1
517	а на	9	1
518	был в	1	1
519	зависит от	1	1
520	не на	1	1
521	в руках	2	1
522	на этих	1	1
523	на эту	2	1
524	расти в	1	1
525	совершенно очевидно	2	1
526	связь с	3	1
527	так же	4	1
528	во что	1	1
529	может иногда	1	1
530	другая сторона	1	1
531	и создавать	1	1
532	эта теория	4	1
533	на какую-то	1	1
534	а так	1	1
535	о чем	4	1
536	одной стороны	2	1
537	этой игры	1	1
538	смысле этого	1	1
539	пишет в	3	1
540	и там	3	1
541	в литературе	1	1
542	не что	2	1
543	образом на	1	1
544	как средство	2	1
545	этого слова	1	1
546	не касается	1	1
547	этом случае	6	1
548	такой ответ	1	1
549	виду что	1	1
550	под влиянием	1	1
551	в настоящее	1	1
552	для нас	6	1
553	из себя	1	1
554	для его	1	1
555	мы должны	1	1
556	несмотря на	1	1
557	или не	1	1
558	же в	6	1
559	не от	1	1
560	е в	10	1
561	его к	1	1
562	и начинается	1	1
563	только как	2	1
564	нет но	1	1
565	им не	1	1
566	как на	1	1
567	увидим что	1	1
568	в своих	2	1
569	и эта	1	1
570	и особенно	1	1
