N	2gram	Vinokur_Ku_2	Vvedenie
432	ни к	15	2
433	но зато	2	2
434	будто бы	2	2
435	нам не	2	2
436	он и	2	2
437	или иным	1	2
438	точно так	3	2
439	и другие	1	2
440	это в	2	2
441	за ее	1	1
442	также что	2	1
443	не даром	1	1
444	по адресу	1	1
445	сам по	1	1
446	на самом	2	1
447	только потому	8	1
448	это и	3	1
449	как такового	1	1
450	на деле	1	1
451	чего-то в	1	1
452	установка на	2	1
453	можно говорить	2	1
454	речь идет	2	1
455	ведь и	1	1
456	объясняется и	1	1
457	то вряд	1	1
458	в зависимости	4	1
459	отношения к	2	1
460	которыми он	1	1
461	то для	3	1
462	бы уже	1	1
463	слишком мало	1	1
464	ли быть	1	1
465	на такие	2	1
466	что система	1	1
467	и новые	1	1
468	нам в	1	1
469	есть нечто	1	1
470	в возможности	3	1
471	бы например	2	1
472	и характере	1	1
473	и говорить	1	1
474	меньшей степени	3	1
475	большей частью	1	1
476	этого слишком	1	1
477	разумеется не	1	1
478	он был	1	1
479	на них	1	1
480	в уста	1	1
481	естественно так	1	1
482	только после	1	1
483	более того	1	1
484	то мы	1	1
485	одна за	1	1
486	предисловии к	1	1
487	в область	1	1
488	что этого	1	1
489	но как	1	1
490	дело обстоит	1	1
491	одном и	1	1
492	русского языка	4	1
493	специфические признаки	2	1
494	только тогда	1	1
495	к слову	2	1
496	понимать что	1	1
497	очевидно что	2	1
498	как в	3	1
499	отличие от	2	1
500	нет и	1	1
501	или иное	3	1
502	произведение в	1	1
503	что они	2	1
504	и я	1	1
505	материалом для	2	1
506	общего с	1	1
507	у автора	1	1
508	идут в	1	1
509	дает нам	2	1
510	что действительно	1	1
511	как к	1	1
512	уже о	3	1
513	помнить что	1	1
514	кроме того	1	1
515	в дальнейших	1	1
516	говорит что	1	1
517	что по	1	1
518	до тех	1	1
519	себе не	2	1
520	то в	1	1
521	не приходится	1	1
522	в которой	1	1
523	с какой	1	1
524	бы сказать	2	1
525	есть поэтому	1	1
526	средствами языка	2	1
527	одно время	2	1
528	что так	1	1
529	то обстоятельство	7	1
530	как культура	1	1
531	общеизвестно что	1	1
532	тому же	1	1
533	во многих	1	1
534	на то	4	1
535	обоих этих	1	1
536	не могла	1	1
537	но важно	1	1
538	по словам	2	1
539	больше всего	1	1
540	в статье	3	1
541	образом для	1	1
542	перестает быть	1	1
543	слова а	1	1
544	не значит	1	1
545	он должен	1	1
546	же это	1	1
547	для данной	2	1
548	его от	1	1
549	лишь с	2	1
550	именно это	1	1
551	принято считать	1	1
552	это конечно	2	1
553	то ни	1	1
554	что все	5	1
555	различие между	3	1
556	нем есть	1	1
557	этой традиции	1	1
558	литературного языка	1	1
559	самом широком	1	1
560	лишь в	5	1
561	того или	2	1
562	которого не	1	1
563	случае гораздо	1	1
564	отличается тем	1	1
565	известно что	1	1
566	что стоит	1	1
567	меньшей степенью	1	1
568	что сложность	1	1
569	за другой	1	1
570	и основные	1	1
571	чаще всего	1	1
572	как специфической	1	1
573	какой они	1	1
574	его и	1	1
575	бы только	1	1
576	их для	1	1
577	по очень	1	1
578	в слове	1	1
579	не всегда	2	1
580	из совокупности	1	1
581	значит не	1	1
582	можно считать	1	1
583	не сам	1	1
584	стороны ее	1	1
585	и становится	1	1
586	как некоторое	2	1
587	бы на	2	1
588	что между	2	1
589	что такая	1	1
590	никак не	3	1
591	котором идет	1	1
592	вместе взятое	1	1
593	академии наук	1	1
594	в следующем	1	1
595	в такой	1	1
596	и без	1	1
597	если можно	2	1
598	и сообразно	1	1
599	в отличие	2	1
600	далее в	1	1
601	даже просто	1	1
602	точку зрения	1	1
603	заставляет нас	1	1
604	иначе как	1	1
605	но он	1	1
606	поэта или	1	1
607	зависимости от	5	1
608	даже к	1	1
609	речи в	6	1
610	вещей и	1	1
611	не должно	2	1
612	что этот	1	1
613	того кто	1	1
614	развитие языка	1	1
615	это особенно	1	1
616	отношений здесь	1	1
617	так называемого	1	1
618	если и	3	1
619	в атмосфере	2	1
620	не раз	1	1
621	в таких	3	1
622	второй части	1	1
623	это дает	2	1
624	самого начала	1	1
625	уже из	2	1
626	первая половина	1	1
627	о таких	1	1
628	самого по	1	1
629	иного автора	1	1
630	в достаточной	1	1
631	следовательно и	2	1
632	на язык	1	1
633	под этим	2	1
634	в самой	2	1
635	том только	1	1
636	и словарем	1	1
637	слова как	3	1
638	и филология	1	1
639	иными словами	8	1
640	то именно	1	1
641	на те	1	1
642	во всем	1	1
643	убедиться в	1	1
644	пока это	1	1
645	установить специфические	1	1
646	что русский	1	1
647	претендовать на	1	1
648	е не	1	1
649	в разрез	1	1
650	что на	4	1
651	ли это	2	1
652	не потому	1	1
653	в действительности	1	1
654	представлять себе	1	1
655	такие же	1	1
656	обстоятельство что	7	1
657	превращается в	2	1
658	разрез с	1	1
659	да рядом	2	1
660	отличается от	3	1
661	должны быть	2	1
662	обратно в	1	1
663	всего в	3	1
664	которым в	1	1
665	области изучения	1	1
666	не предполагает	1	1
667	оно не	2	1
668	утверждать что	2	1
669	в эпоху	1	1
670	слово которое	1	1
671	смысле в	1	1
672	особенности этого	1	1
673	языка по	1	1
674	приходит к	1	1
675	и о	4	1
676	как не	3	1
677	нужно однако	1	1
678	свою очередь	2	1
679	без всякого	1	1
680	с каким	1	1
681	совершенно ясно	1	1
682	то или	3	1
683	только то	1	1
684	с самого	1	1
685	с языком	1	1
686	что именно	1	1
687	то как	1	1
688	что у	2	1
689	среди деятелей	1	1
690	в фактах	1	1
691	языку как	1	1
692	и которые	1	1
693	и прочих	1	1
694	самого понятия	1	1
695	уже наперед	1	1
696	собственной природе	1	1
697	представить в	1	1
698	стал настолько	1	1
699	состоящий в	1	1
700	различного рода	1	1
701	образом в	2	1
702	но здесь	2	1
703	из основных	1	1
704	с полным	1	1
705	но нужно	1	1
706	имеет право	1	1
707	имеет еще	1	1
708	быть более	1	1
709	настоящее время	1	1
710	говорит об	1	1
711	какие бы	1	1
712	одного из	2	1
713	бы то	1	1
714	после того	2	1
715	теперь и	1	1
716	пор пока	1	1
717	можно увидеть	1	1
718	языке как	3	1
719	английского языка	2	1
720	этом пути	1	1
721	том или	1	1
722	которых в	1	1
723	отрицательный ответ	1	1
724	вся эта	2	1
725	на дело	1	1
726	есть такие	1	1
727	различие в	1	1
728	совсем кратко	1	1
729	но нет	1	1
730	самом процессе	1	1
731	действительно в	1	1
732	в свете	1	1
733	в лучшем	3	1
734	в том-то	1	1
735	искусство которое	1	1
736	значит что	1	1
737	тех пор	2	1
738	что здесь	1	1
739	д и	1	1
740	и дело	1	1
741	языками в	1	1
742	могло быть	1	1
743	очень много	1	1
744	европе и	1	1
745	тему об	1	1
746	или же	2	1
747	которые нам	1	1
748	вполне возможно	1	1
749	не то	2	1
750	по другим	1	1
751	первостепенное значение	1	1
752	есть в	3	1
753	и у	2	1
754	вопроса о	6	1
755	есть проблема	1	1
756	однако самое	1	1
757	языка как	2	1
758	а это	2	1
759	слова не	3	1
760	есть однако	1	1
761	каким образом	1	1
762	но были	1	1
763	то только	2	1
764	этого процесса	1	1
765	или даже	1	1
766	чем сложнее	1	1
767	языка но	3	1
768	для него	1	1
769	ведь это	1	1
770	дело лишь	1	1
771	слова в	6	1
772	содержания и	1	1
773	мы находим	1	1
774	ее не	1	1
775	к ним	1	1
776	у него	3	1
777	как через	1	1
778	и никогда	1	1
779	чтобы не	2	1
780	следует понимать	1	1
781	или ином	1	1
782	указание на	3	1
783	имеет тот	1	1
784	нужно было	1	1
785	говорим о	2	1
786	вообще с	1	1
787	высокой степени	1	1
788	есть язык	1	1
789	все равно	2	1
790	в каких	1	1
791	с той	2	1
792	и прежде	1	1
793	в предисловии	1	1
794	превращается уже	1	1
795	при чем	1	1
796	русской культуры	1	1
797	е то	1	1
798	слово но	1	1
799	но есть	2	1
800	всей русской	1	1
801	этот термин	2	1
802	не на	2	1
803	поскольку она	1	1
804	и составляет	1	1
805	особую область	1	1
806	а главное	3	1
807	однако и	2	1
808	среди них	1	1
809	человек в	1	1
810	в ряду	1	1
811	и том	1	1
812	жизнь в	1	1
813	в одно	1	1
814	становится для	1	1
815	мы знаем	4	1
816	если не	1	1
817	для этой	2	1
818	знанием языка	1	1
819	в точности	1	1
820	самым лучшим	1	1
821	с первого	2	1
822	и потому	2	1
823	речь не	1	1
824	здесь уже	1	1
825	в европе	1	1
826	для нашего	1	1
827	о возможности	2	1
828	должно составить	1	1
829	данного рода	2	1
830	эта система	1	1
831	знать что	1	1
832	лицом к	1	1
833	наряду с	1	1
834	быть только	2	1
835	чтобы определить	1	1
836	том смысле	1	1
837	быть не	2	1
838	организации этих	1	1
839	слова и	5	1
840	сплошь да	2	1
841	отношении его	1	1
842	лучшем случае	3	1
843	литературного явления	1	1
844	но для	3	1
845	самое существенное	1	1
846	к вопросу	3	1
847	с большой	1	1
848	примером может	1	1
849	и часто	1	1
850	и более	2	1
851	слова но	1	1
852	прав был	1	1
853	и от	2	1
854	она может	1	1
855	по поводу	2	1
856	что оно	3	1
857	это как	1	1
858	в настоящее	1	1
859	нас нет	1	1
860	однако самая	1	1
861	того с	1	1
862	пример дает	1	1
863	языке не	2	1
864	для нас	4	1
865	как эта	1	1
866	всего что	2	1
867	и все	2	1
868	лишь как	1	1
869	хорошо знаем	1	1
870	вообще выражение	1	1
871	находит свое	1	1
872	не должен	1	1
873	в круг	1	1
874	в правление	1	1
875	ни было	1	1
876	же в	3	1
877	язык это	1	1
878	есть продукт	2	1
879	нельзя было	2	1
880	давно уже	1	1
881	все вместе	1	1
882	может и	1	1
883	в свою	2	1
884	темы и	2	1
885	совершенно не	3	1
886	эта установка	1	1
887	или иного	2	1
888	только о	2	1
889	во-первых не	1	1
890	но еще	1	1
891	в своих	2	1
892	что писать	1	1
893	этой точки	2	1
894	они не	1	1
895	которая не	1	1
