N	2gram	Medvedev_U_1	Marksizm
254	т.е в	2	1
255	этого конечно	1	1
256	в некоторых	2	1
257	в буквальном	2	1
258	и исторически	1	1
259	слова а	1	1
260	и лингвистика	1	1
261	отсюда и	1	1
262	оно все	1	1
263	и что	1	1
264	можно сказать	1	1
265	оно перестает	1	1
266	переходит в	1	1
267	в конечном	4	1
268	какие мы	1	1
269	тем менее	2	1
270	и только	5	1
271	язык в	1	1
272	и существенным	1	1
273	от утверждения	1	1
274	интереса к	2	1
275	тот же	1	1
276	и так	1	1
277	этих слов	1	1
278	с которыми	1	1
279	и др	1	1
280	уже не	1	1
281	вопроса о	2	1
282	еще одно	1	1
283	же в	1	1
284	или даже	1	1
285	не связанных	1	1
286	одно из	1	1
287	языковых фактов	1	1
288	в современном	1	1
289	содержание и	1	1
290	не о	3	1
291	само по	1	1
292	в широком	2	1
293	полагаем что	1	1
294	в исторической	1	1
295	или иначе	1	1
296	эта работа	1	1
297	превращается в	2	1
298	этого не	1	1
299	стихотворной речи	1	1
300	другой стороны	3	1
301	его как	1	1
302	ориентация на	1	1
303	на эту	2	1
304	него не	1	1
305	если не	2	1
306	как элемент	1	1
307	себя на	1	1
308	к лицу	1	1
309	не исключительно	1	1
310	исходить из	1	1
311	и стилистики	1	1
312	в течение	1	1
313	что же	1	1
314	и всей	1	1
315	друг с	1	1
316	быть не	1	1
317	выражением духа	1	1
318	этом случае	1	1
319	но это	2	1
320	и явно	1	1
321	вне его	1	1
322	о котором	1	1
323	эти тенденции	1	1
324	то о	1	1
325	исследования должно	1	1
326	его еще	1	1
327	все они	2	1
328	психики и	1	1
329	существует в	1	1
330	самое что	1	1
331	на своем	1	1
332	ее в	1	1
333	как таковое	1	1
