N	2gram	Tiupa_Teor_1	Problema
321	двух других	1	1
322	но на	1	1
323	всей его	1	1
324	у а	1	1
325	что она	2	1
326	том в	1	1
327	он ни	1	1
328	на одну	1	1
329	он должен	2	1
330	состоит в	17	1
331	и вот	3	1
332	мыслится здесь	1	1
333	содержит в	1	1
334	не могли	1	1
335	и по	2	1
336	за свою	1	1
337	оказывается объектом	2	1
338	себя и	1	1
339	единое целое	2	1
340	времени и	2	1
341	времени в	2	1
342	входит в	1	1
343	искусства в	2	1
344	и тоже	1	1
345	и дает	1	1
346	должен был	1	1
347	весь мир	1	1
348	только лишь	1	1
349	же образом	1	1
350	ту или	1	1
351	литературе как	1	1
352	и некоторые	2	1
353	при виде	1	1
354	но я	1	1
355	на первый	1	1
356	с ума	1	1
357	народного предания	1	1
358	в такой	1	1
359	не столько	1	1
360	свободу от	1	1
361	большей степени	1	1
362	говорил о	1	1
363	своего рода	7	1
364	в имени	2	1
365	но оказывается	1	1
366	дается в	1	1
367	все это	2	1
368	их в	3	1
369	ни были	1	1
370	даже в	3	1
371	изобразительного искусства	1	1
372	стороны не	1	1
373	тому что	2	1
374	тем самым	4	1
375	она далеко	1	1
376	с которой	1	1
377	о чем	1	1
378	на котором	1	1
379	виду не	3	1
380	подлинным автором	1	1
381	он мог	1	1
382	себе самом	1	1
383	области художественного	1	1
384	же время	5	1
385	глядя на	1	1
386	живые существа	1	1
387	ему и	1	1
388	в перспективе	1	1
389	чтобы этот	1	1
390	не принадлежит	2	1
391	в подобном	1	1
392	цветы на	1	1
393	в состав	6	1
394	героев и	1	1
395	в душе	8	1
396	его с	1	1
397	той или	1	1
398	только одно	1	1
399	о каком	1	1
400	на это	1	1
401	она не	1	1
402	бы ни	1	1
403	и это	2	1
404	но по	1	1
405	с ее	3	1
406	меня в	1	1
407	говорит и	2	1
408	на основе	2	1
409	во мне	2	1
410	существа в	2	1
411	в драматическом	1	1
412	то или	1	1
413	еще два	1	1
414	свободу и	1	1
415	значение в	1	1
416	на нее	1	1
417	те же	1	1
418	в плоскости	1	1
419	мог бы	3	1
420	но у	1	1
421	в последней	1	1
422	половины xviii	1	1
423	со стороны	2	1
424	весьма существенно	2	1
425	сводится к	5	1
426	и здесь	2	1
427	является весьма	1	1
428	все прочие	3	1
429	героя не	1	1
430	но одна	1	1
431	именно сам	1	1
432	и многих	1	1
433	второй половины	1	1
434	мы понимаем	1	1
435	восходит к	1	1
436	под именем	1	1
437	дома и	2	1
438	обращается к	2	1
439	нуждается в	1	1
440	в другой	1	1
441	перед тем	1	1
442	человека как	1	1
443	но с	1	1
444	в двух	1	1
445	и создал	1	1
446	одной из	2	1
447	даже если	1	1
448	являет собой	2	1
449	было и	1	1
450	самые разнообразные	1	1
451	во времени	3	1
452	и жизни	1	1
453	а после	1	1
454	отделимая от	1	1
455	все люди	1	1
456	в большинстве	2	1
457	только на	1	1
458	в поэзии	2	1
459	слова не	1	1
460	большинстве случаев	1	1
461	говорится и	1	1
462	что для	1	1
463	здесь мы	1	1
464	стоит и	1	1
465	никто не	2	1
466	к более	1	1
467	говорить об	1	1
468	пребывающего в	1	1
469	в диалоге	2	1
470	является именно	1	1
471	говорит ему	1	1
472	ее не	1	1
473	к ним	1	1
474	в форме	2	1
475	момент в	1	1
476	имеет значение	1	1
477	русской поэзии	2	1
478	в финале	3	1
479	видно из	1	1
480	или иной	4	1
481	как у	1	1
482	или иначе	5	1
483	на которые	1	1
484	окружающей его	1	1
485	и др	1	1
486	больше и	1	1
487	превращается в	2	1
488	смысла и	1	1
489	не было	1	1
490	а на	3	1
491	в рассказе	2	1
492	не на	2	1
493	однако и	1	1
494	как видно	1	1
495	когда же	1	1
496	в одно	2	1
497	нет никаких	1	1
498	на фоне	2	1
499	и а	4	1
500	и потому	2	1
501	как это	8	1
502	его развитие	1	1
503	к своему	1	1
504	быть это	1	1
505	для искусства	2	1
506	этого типа	1	1
507	могут быть	4	1
508	в литературе	2	1
509	есть как	2	1
510	я с	5	1
511	дело здесь	1	1
512	смотрит и	1	1
513	что из	1	1
514	действительность в	1	1
515	своей жизни	2	1
516	иных первичных	1	1
517	числе и	1	1
518	фигуры и	1	1
519	в более	1	1
520	задолго до	1	1
521	поводу этой	1	1
522	в мировой	1	1
523	перед собой	1	1
524	отсутствующий в	1	1
525	и от	1	1
526	жизнь то	1	1
527	котором он	1	1
528	к кому	1	1
529	душа не	1	1
530	искусства и	1	1
531	чистая и	1	1
532	обе эти	1	1
533	собственно говоря	1	1
534	тем более	1	1
535	зрения в	1	1
536	я в	16	1
537	ни было	1	1
538	личности и	4	1
539	не утрачивает	1	1
540	себе от	1	1
541	с ними	1	1
542	а о	1	1
543	в романе	3	1
544	героя и	5	1
545	с ней	1	1
546	от своего	2	1
547	к его	2	1
548	имена в	1	1
549	только о	1	1
550	таким же	1	1
551	и состоит	1	1
552	того или	3	1
553	в искусстве	6	1
554	в своих	1	1
555	сердце но	1	1
