N	2gram	Potebnia_M_4	Vvedenie
150	к делу	1	4
151	что он	4	4
152	с одной	1	4
153	в виде	2	4
154	одно из	1	4
155	всяком случае	3	4
156	само по	5	4
157	этом отношении	1	4
158	даже и	3	4
159	что могло	1	4
160	одной стороны	1	4
161	и обратно	1	4
162	или иначе	2	4
163	по мере	7	4
164	быть названо	4	4
165	этом случае	5	4
166	и для	2	4
167	об искусстве	1	4
168	относящихся к	2	4
169	только что	3	4
170	а в	5	4
171	не что	2	4
172	отношению к	8	4
173	во всяком	5	4
174	и есть	3	3
175	всего того	1	3
176	в сущности	2	3
177	говорить о	5	3
178	не вполне	2	3
179	то это	8	3
180	в виду	3	3
181	и этого	1	3
182	и на	3	3
183	он сам	1	3
184	ответа на	1	3
185	в различных	2	3
186	в чем	1	3
187	своего рода	1	3
188	однако не	1	3
189	хотя и	5	3
190	с понятием	1	3
191	и к	6	3
192	бы и	5	3
193	что это	7	3
194	все эти	3	3
195	в этой	1	3
196	в известном	1	3
197	что она	2	3
198	как оно	2	3
199	при этом	15	3
200	если бы	13	3
201	не как	2	3
202	отношений между	2	3
203	вообще не	1	3
204	свое время	1	3
205	на этом	1	3
206	на нее	3	3
207	второй половины	1	3
208	заключается в	1	3
209	в свое	1	3
210	в прямом	1	3
211	мы видели	1	3
212	строгом смысле	1	3
213	чем в	2	3
214	в этих	3	3
215	от себя	1	3
216	есть еще	1	3
217	тогда когда	8	3
218	дело в	1	3
219	дело не	2	3
220	связи с	3	3
221	как будто	1	3
222	в области	2	3
223	в каком	4	3
224	языка в	2	3
225	но все	1	3
226	себе что	1	3
227	в ней	2	3
228	в собственном	1	3
229	на том	2	3
230	что может	2	3
231	во второй	1	3
232	и вообще	2	3
233	чтобы понять	2	3
234	можно сказать	4	3
235	а также	1	3
236	времени в	1	3
237	что с	1	3
238	или как	1	3
239	к нему	5	3
240	знания и	1	3
241	одной из	1	3
242	что даже	2	3
243	при помощи	3	3
244	и других	3	3
245	из них	1	3
246	в известной	1	3
247	в одном	4	3
248	что и	7	3
249	отношение к	2	3
250	но что	2	3
251	а потому	1	3
252	на основании	4	3
253	половины xix	1	3
254	так называемых	3	3
255	так же	4	3
256	что же	5	3
257	да и	4	3
258	в изучении	1	3
259	действительность в	1	3
260	в своем	8	3
261	но с	1	3
262	к тому	3	3
263	об отношении	2	3
264	том виде	1	3
265	относящиеся к	1	3
266	в частности	1	3
267	уже после	1	3
268	вряд ли	1	2
269	это однако	1	2
270	языка с	3	2
271	как наука	2	2
272	художественных произведений	1	2
273	и до	3	2
274	должна быть	1	2
275	научного анализа	1	2
276	что мы	10	2
277	мы уже	3	2
278	есть не	4	2
279	мы не	8	2
280	что если	6	2
281	имеет свою	2	2
282	а во-вторых	1	2
283	что можно	1	2
284	которое в	3	2
285	того же	1	2
286	в каждой	1	2
287	понятия в	1	2
288	история языка	1	2
289	природы и	2	2
290	значение и	2	2
291	тогда как	4	2
292	надо было	1	2
293	можно представить	1	2
294	что нет	1	2
295	его к	2	2
296	греки и	1	2
297	меньшей мере	1	2
298	чем больше	2	2
299	по признаку	2	2
300	от действительности	1	2
301	и те	1	2
302	не следует	2	2
303	одно целое	1	2
304	и совершенно	1	2
305	в силу	7	2
306	но вместе	1	2
307	какой бы	1	2
308	одной и	1	2
309	подобно тому	2	2
310	и наоборот	1	2
311	наука не	2	2
312	же касается	1	2
313	в другом	1	2
314	и с	4	2
315	них не	1	2
316	входит в	1	2
317	действительности в	1	2
318	но уже	3	2
319	во внимание	1	2
320	должно быть	5	2
321	и тогда	1	2
322	не мог	1	2
323	эта наука	1	2
324	и при	2	2
325	как искусство	3	2
326	с точки	3	2
327	состоит в	2	2
328	мы называем	1	2
329	стоит в	1	2
330	мысли и	7	2
331	и той	1	2
332	том же	2	2
333	тому что	2	2
334	что чем	2	2
335	и науки	2	2
336	в отношении	1	2
337	нашего времени	3	2
338	на котором	4	2
339	того как	6	2
340	по меньшей	1	2
341	например что	2	2
342	никогда не	3	2
343	казалось бы	1	2
344	ничего не	1	2
345	невозможно но	1	2
346	находятся в	1	2
347	его можно	1	2
348	следует что	1	2
349	из истории	1	2
350	до того	3	2
351	от того	4	2
352	у нас	2	2
353	к таким	1	2
354	когда мы	6	2
355	есть только	5	2
356	истории не	1	2
357	лежит в	1	2
358	по возможности	1	2
359	понять что	1	2
360	той или	1	2
361	рядом с	1	2
362	свое значение	1	2
363	если же	4	2
364	то она	1	2
365	языка так	1	2
366	значение в	1	2
367	и сам	1	2
368	из двух	1	2
369	так и	6	2
370	не с	2	2
371	не нужно	2	2
372	же самое	4	2
373	к языку	1	2
374	смысле и	1	2
375	это понимание	1	2
376	и здесь	2	2
377	второй половине	1	2
378	к действительности	1	2
379	с соответствующими	1	2
380	связь между	3	2
381	во всех	1	2
382	ее от	1	2
383	и требует	1	2
384	во втором	1	2
385	в языке	16	2
386	в форме	1	2
387	вообще и	3	2
388	тем более	5	2
389	если это	1	2
390	наукой в	1	2
391	быть и	2	2
392	история литературы	1	2
393	и так	3	2
394	для нее	1	2
395	по этому	1	2
396	обращенная к	1	2
397	именно на	2	2
398	все науки	1	2
399	только на	4	2
400	чтобы он	1	2
401	к разным	1	2
402	течение многих	1	2
403	мы можем	10	2
404	могло бы	1	2
405	языка или	1	2
406	и чем	2	2
407	и др	2	2
408	обратить внимание	2	2
409	не было	12	2
410	есть лишь	2	2
411	кусок дерева	1	2
412	было сказано	1	2
413	должна была	1	2
414	в связи	1	2
415	виде в	2	2
416	все более	3	2
417	внимания к	1	2
418	мы говорим	7	2
419	в разной	1	2
420	из которых	2	2
421	с этим	7	2
422	этих случаях	2	2
423	а если	2	2
424	этого слова	7	2
425	тому как	2	2
426	это есть	3	2
427	того не	1	2
428	но это	3	2
429	влечет за	1	2
430	в более	2	2
431	и сама	2	2
432	не существует	2	2
433	между ними	4	2
434	обе эти	1	2
435	у них	1	2
436	или нет	1	2
437	бы в	2	2
438	мы должны	2	2
439	ни к	2	2
440	хотя в	2	2
441	в нечто	1	2
442	жизни и	1	2
443	точно так	2	2
444	это в	1	2
445	вопрос мы	1	1
446	также что	1	1
447	названо зародышем	1	1
448	например в	3	1
449	до него	1	1
450	относится и	1	1
451	от научного	1	1
452	словом как	1	1
453	языку и	2	1
454	сам по	4	1
455	и объясняется	1	1
456	на самом	3	1
457	только потому	4	1
458	на деле	2	1
459	отношения между	2	1
460	можно говорить	1	1
461	речь идет	1	1
462	что эти	3	1
463	др в	1	1
464	выражение не	1	1
465	и за	1	1
466	то для	1	1
467	самые разнообразные	1	1
468	очень далеко	1	1
469	бы уже	1	1
470	сказанного ясно	1	1
471	б и	1	1
472	нуждаются в	1	1
473	и трудно	1	1
474	уже более	1	1
475	та же	1	1
476	таком случае	2	1
477	и новые	1	1
478	нам в	1	1
479	к одной	1	1
480	есть нечто	5	1
481	характера так	1	1
482	исследования но	1	1
483	так а	1	1
484	таковы например	1	1
485	дан только	1	1
486	слово не	1	1
487	и говорить	2	1
488	меньшей степени	1	1
489	в xix	1	1
490	разумеется не	1	1
491	заключенных в	2	1
492	на них	1	1
493	понятий что	1	1
494	спрашивается как	1	1
495	заключенное в	2	1
496	нам представляется	2	1
497	в выше	1	1
498	что его	2	1
499	только после	1	1
500	признаки и	1	1
501	то мы	3	1
502	различия между	1	1
503	самое содержание	1	1
504	живым и	1	1
505	но как	1	1
506	только тогда	5	1
507	к слову	3	1
508	искусство в	1	1
509	очевидно что	7	1
510	следующем в	1	1
511	как в	7	1
512	в новом	1	1
513	при благоприятных	1	1
514	себе человека	1	1
515	отличие от	1	1
516	нет и	1	1
517	и речи	1	1
518	тесно связан	1	1
519	в выражениях	1	1
520	тот человек	3	1
521	и я	2	1
522	систему и	1	1
523	общего с	1	1
524	идут в	1	1
525	дает нам	1	1
526	что действительно	1	1
527	помнить что	1	1
528	кроме того	3	1
529	что по	2	1
530	показывает что	1	1
531	до тех	6	1
532	и художественного	1	1
533	для которой	1	1
534	то в	3	1
535	духа в	1	1
536	в которой	6	1
537	он в	1	1
538	себе содержание	1	1
539	что так	2	1
540	многое в	1	1
541	языкознания и	2	1
542	история искусств	1	1
543	слова было	1	1
544	иным путем	1	1
545	и тот	3	1
546	только один	1	1
547	говорят о	1	1
548	имеем в	1	1
549	во многих	2	1
550	на то	7	1
551	если он	1	1
552	но на	1	1
553	на его	3	1
554	выражается в	1	1
555	время и	1	1
556	образом для	1	1
557	идет от	2	1
558	перестает быть	1	1
559	слова а	1	1
560	формы но	1	1
561	не значит	2	1
562	части того	1	1
563	же это	1	1
564	путем из	1	1
565	в ушах	1	1
566	котором мы	1	1
567	но вместо	1	1
568	не теряет	1	1
569	мысли как	2	1
570	из него	2	1
571	хотя все	1	1
572	совершающееся в	1	1
573	заключает в	8	1
574	как надо	1	1
575	мы его	3	1
576	что все	4	1
577	пока мы	2	1
578	в каком-нибудь	1	1
579	фактов не	1	1
580	разница между	1	1
581	развития на	1	1
582	лишь в	3	1
583	которого не	1	1
584	так историк	1	1
585	но совершенно	1	1
586	он есть	1	1
587	известно что	6	1
588	уже сказано	1	1
589	наук относящихся	1	1
590	стоит на	1	1
591	деятельности с	1	1
592	бы только	2	1
593	мысли но	4	1
594	она и	2	1
595	здесь следовательно	1	1
596	в слове	22	1
597	не всегда	3	1
598	говорится о	2	1
599	на родном	1	1
600	и такая	1	1
601	значит не	1	1
602	существует то	1	1
603	ее основании	1	1
604	дает ей	1	1
605	можно считать	2	1
606	и того	1	1
607	одного и	1	1
608	перед собой	1	1
609	в эту	1	1
610	во время	2	1
611	человеческой природы	2	1
612	бы на	1	1
613	что между	3	1
614	эта черта	1	1
615	взгляд на	1	1
616	внешней формой	1	1
617	в следующем	1	1
618	в такой	1	1
619	и без	2	1
620	быть названы	2	1
621	к предмету	1	1
622	не от	3	1
623	далее в	1	1
624	и какое	1	1
625	о языке	2	1
626	от его	2	1
627	ее ни	1	1
628	и другого	1	1
629	заставляет нас	1	1
630	иначе как	1	1
631	но он	1	1
632	тесно связаны	1	1
633	собой что	1	1
634	зависимости от	1	1
635	возможно только	3	1
636	языков и	1	1
637	что этот	1	1
638	а вторые	1	1
639	объяснить себе	1	1
640	развитие языка	1	1
641	не была	1	1
642	как язык	1	1
643	себе должно	1	1
644	же мы	2	1
645	например и	1	1
646	если и	2	1
647	а от	1	1
648	других отношений	1	1
649	в таких	2	1
650	наглядно представить	1	1
651	деятельность есть	1	1
652	человечества и	1	1
653	непосредственно и	1	1
654	мысли в	2	1
655	самого начала	2	1
656	ее с	1	1
657	к новым	1	1
658	к этим	1	1
659	не по	1	1
660	вытекает из	1	1
661	на некоторое	1	1
662	и имеет	1	1
663	в самых	1	1
664	не могло	1	1
665	следовательно и	1	1
666	судя по	2	1
667	а для	1	1
668	почему в	1	1
669	что ни	1	1
670	под этим	1	1
671	это то	1	1
672	в самой	2	1
673	целая цепь	1	1
674	имеем дело	2	1
675	том только	1	1
676	слова как	1	1
677	и по-видимому	1	1
678	этих двух	1	1
679	таким путем	1	1
680	связь и	2	1
681	во всем	1	1
682	пока это	1	1
683	может выражаться	1	1
684	не принадлежит	1	1
685	доступно непосредственному	1	1
686	в некотором	1	1
687	что на	2	1
688	этот признак	2	1
689	не потому	1	1
690	в действительности	3	1
691	у меня	1	1
692	такие же	5	1
693	но какой	1	1
694	превращается в	2	1
695	в остальных	2	1
696	да рядом	1	1
697	относиться к	1	1
698	из самого	1	1
699	сравнении с	1	1
700	и другой	1	1
701	человека в	2	1
702	и дух	1	1
703	должны быть	3	1
704	мы по	1	1
705	и евреи	1	1
706	оно не	2	1
707	что при	1	1
708	утверждать что	1	1
709	но независимо	1	1
710	быть назван	3	1
711	слово которое	2	1
712	смысле в	1	1
713	правда не	1	1
714	нас от	1	1
715	и о	4	1
716	значения и	1	1
717	подобных случаях	1	1
718	как не	1	1
719	свою очередь	1	1
720	меня в	1	1
721	как один	1	1
722	и многие	2	1
723	без всякого	1	1
724	от изучения	1	1
725	на той	2	1
726	с самого	1	1
727	вопрос что	2	1
728	с языком	2	1
729	как с	1	1
730	что у	3	1
731	что также	1	1
732	и глубины	1	1
733	можно только	2	1
734	том как	1	1
735	по тому	2	1
736	представить в	1	1
737	дать ему	1	1
738	в общих	2	1
739	то без	1	1
740	содержание способно	1	1
741	требует некоторых	1	1
742	состоящий в	1	1
743	определенном смысле	1	1
744	образом в	5	1
745	состоять в	1	1
746	о ней	1	1
747	и та	4	1
748	другими словами	8	1
749	настоящее время	1	1
750	и из	3	1
751	а до	1	1
752	после того	2	1
753	других языках	2	1
754	теперь и	1	1
755	пор пока	2	1
756	греческом языке	2	1
757	теми или	1	1
758	может не	1	1
759	или меньшую	1	1
760	слов с	1	1
761	образом мы	3	1
762	это было	2	1
763	все в	2	1
764	на отдельные	1	1
765	общих чертах	2	1
766	при исследовании	1	1
767	когда оно	2	1
768	но нет	2	1
769	ними в	1	1
770	есть действительно	1	1
771	непосредственно в	1	1
772	и можно	1	1
773	них в	1	1
774	наук к	1	1
775	сомнения в	1	1
776	о единстве	2	1
777	чем первые	1	1
778	ей возможность	1	1
779	развития но	1	1
780	тех пор	6	1
781	что здесь	1	1
782	только совокупность	1	1
783	на которой	1	1
784	если такая	1	1
785	в греческом	2	1
786	мы видим	2	1
787	явления в	1	1
788	могло быть	1	1
789	почвы на	1	1
790	к нашему	1	1
791	представления в	4	1
792	сложности и	1	1
793	или же	1	1
794	человеческим духом	1	1
795	не то	5	1
796	которой оно	1	1
797	есть в	5	1
798	на всем	1	1
799	и у	2	1
800	данных можно	1	1
801	наук а	1	1
802	в значении	3	1
803	положение что	1	1
804	человеческого духа	6	1
805	языка как	1	1
806	а это	1	1
807	с которого	1	1
808	слова не	3	1
809	как природа	1	1
810	каким образом	2	1
811	чем сложнее	1	1
812	на самую	1	1
813	участие в	1	1
814	за ним	2	1
815	человека на	1	1
816	и понимание	1	1
817	что содержание	1	1
818	который как	1	1
819	совсем другое	1	1
820	для него	5	1
821	слова в	3	1
822	можно с	1	1
823	ее не	3	1
824	к ним	2	1
825	при всей	1	1
826	и язык	1	1
827	бытия и	1	1
828	у него	1	1
829	и никогда	1	1
830	не выходя	1	1
831	значение только	1	1
832	указание на	1	1
833	ближайшим образом	1	1
834	были бы	1	1
835	о языкознании	1	1
836	нужно было	1	1
837	деле есть	1	1
838	говорим о	1	1
839	если признать	1	1
840	может ли	1	1
841	искусством в	1	1
842	с известным	2	1
843	эта работа	1	1
844	высокой степени	2	1
845	только первый	1	1
846	здесь в	1	1
847	все равно	3	1
848	к которому	1	1
849	с той	1	1
850	и прежде	2	1
851	мысль которая	2	1
852	как же	4	1
853	а с	1	1
854	факта что	1	1
855	в природе	1	1
856	предметом и	1	1
857	своего собственного	1	1
858	и затем	1	1
859	слово но	1	1
860	но есть	4	1
861	что будет	2	1
862	к человеку	1	1
863	нужно сказать	1	1
864	которые не	2	1
865	а главное	1	1
866	в руках	1	1
867	на эту	1	1
868	сослаться на	1	1
869	в ряду	6	1
870	именно так	1	1
871	в подобных	1	1
872	наблюдения и	1	1
873	взглядах на	1	1
874	в одно	1	1
875	если не	1	1
876	и об	1	1
877	разной мере	1	1
878	бы оно	1	1
879	к лицу	1	1
880	все то	1	1
881	а есть	1	1
882	с первого	1	1
883	что раньше	1	1
884	и потому	10	1
885	эта связь	2	1
886	его содержание	2	1
887	процесс то	1	1
888	немцы и	1	1
889	например когда	1	1
890	нечто вполне	1	1
891	дополнение к	1	1
892	к своему	1	1
893	как чего-то	1	1
894	знать что	1	1
895	лицом к	1	1
896	а между	4	1
897	в среде	1	1
898	понятия о	7	1
899	в положении	1	1
900	образом например	2	1
901	быть только	1	1
902	языке и	4	1
903	понимается как	2	1
904	в первой	1	1
905	такие явления	1	1
906	чтобы определить	1	1
907	это значит	1	1
908	но говорит	1	1
909	всего остального	1	1
910	том смысле	2	1
911	быть не	2	1
912	слова и	5	1
913	заключаться в	1	1
914	сплошь да	1	1
915	как предмет	1	1
916	каждое из	1	1
917	относительно поздно	1	1
918	становится возможным	1	1
919	но для	1	1
920	уже было	2	1
921	благоприятных условиях	1	1
922	этот образ	2	1
923	во всеоружии	1	1
924	наука которая	1	1
925	и более	4	1
926	слова но	1	1
927	в с	1	1
928	эстетическое впечатление	1	1
929	изменения в	1	1
930	не прямо	1	1
931	по поводу	4	1
932	это можно	2	1
933	следует представлять	1	1
934	различны но	2	1
935	которая в	1	1
936	в настоящее	1	1
937	свойства человека	2	1
938	для нас	14	1
939	как эта	1	1
940	и все	4	1
941	лишь как	1	1
942	из себя	2	1
943	еще более	2	1
944	на других	1	1
945	большую или	1	1
946	на языке	1	1
947	же в	1	1
948	искусства науки	1	1
949	давно уже	3	1
950	отношении к	1	1
951	не исключительно	1	1
952	имеет целью	1	1
953	совершенно ошибочно	1	1
954	и прямо	1	1
955	в свою	2	1
956	новый и	1	1
957	от своего	1	1
958	не быть	1	1
959	для исследования	1	1
960	состоит из	1	1
961	руках в	1	1
962	мышления так	1	1
963	менее не	1	1
964	в сравнении	4	1
965	только о	2	1
966	пока не	2	1
967	есть наука	2	1
968	есть то	4	1
969	самое что	1	1
970	них это	1	1
971	значило бы	1	1
972	но еще	1	1
973	и стало	1	1
974	ее в	1	1
975	в своих	2	1
976	и эта	1	1
977	можно назвать	2	1
978	в таком	4	1
979	все что	2	1
