N	2gram	Bakhtin_Pr_5	OGranits
346	лежит в	2	1
347	голоса его	1	1
348	ним мы	1	1
349	он жалуется	1	1
350	слово но	1	1
351	только одно	1	1
352	обратиться к	1	1
353	больше и	1	1
354	стилистических явлений	2	1
355	само собою	1	1
356	из нее	1	1
357	она и	1	1
358	все равно	2	1
359	далеко не	1	1
360	у других	1	1
361	понята и	1	1
362	и голос	5	1
363	слове в	1	1
364	которой он	3	1
365	переходим к	4	1
366	он и	5	1
367	когда я	5	1
368	фигурирует в	1	1
369	же точно	1	1
370	все время	4	1
371	отнюдь не	1	1
372	с миром	3	1
373	же самый	1	1
374	устойчивое и	1	1
375	должно быть	3	1
376	этого произведения	1	1
377	него не	1	1
378	менее всего	1	1
379	все произведение	1	1
380	они-то и	1	1
381	такой же	3	1
382	петербургской поэмы	1	1
383	если не	1	1
384	которую он	1	1
385	вступает в	2	1
386	может лишь	1	1
387	чувствуем что	1	1
388	на который	1	1
389	себе в	1	1
390	которую мы	1	1
391	эти слова	3	1
392	и особенно	1	1
393	этого необходимо	2	1
394	как все	2	1
395	ко всем	1	1
396	но там	1	1
397	в такой	4	1
398	или нет?	1	1
399	и столь	1	1
400	в отличие	2	1
401	в которых	2	1
402	мысли и	1	1
403	он говорит	1	1
404	это произведение	1	1
405	здесь он	2	1
406	к этому	1	1
407	что имеет	1	1
408	может овладеть	2	1
409	должно было	1	1
410	правда он	2	1
411	тому как	2	1
412	и вот	4	1
413	вне этой	1	1
414	тем не	1	1
415	говорит как	1	1
416	как средство	1	1
417	речи в	2	1
418	и более	1	1
419	их в	2	1
420	очень трудно	1	1
421	в последнем	2	1
422	этого слова	5	1
423	что такое	1	1
424	же такое	1	1
425	тому что	2	1
426	него прежде	2	1
427	быть и	2	1
428	призыв к	1	1
429	до конца	4	1
430	но это	6	1
431	в начале	3	1
432	точно и	1	1
433	почти никогда	1	1
434	в то	11	1
435	мысли в	2	1
436	к другим	2	1
437	одна из	1	1
438	форме в	1	1
439	которых он	1	1
440	же есть	1	1
441	случаях когда	1	1
442	ними и	1	1
443	того чтобы	1	1
444	или в	2	1
445	на одном	1	1
446	найти в	1	1
447	определяя стиль	1	1
448	в самой	1	1
449	именно с	1	1
450	находятся в	1	1
451	который является	1	1
452	же время	10	1
453	лишь как	1	1
454	или как	3	1
455	в основе	1	1
456	мыслей и	1	1
457	тем более	1	1
458	от него	6	1
459	за исключением	2	1
460	а лишь	1	1
461	это слово	4	1
462	только что	3	1
463	не объективно	1	1
464	потому что	8	1
465	поэмы двойник	1	1
466	связи с	1	1
467	же слова	2	1
468	можно подойти	1	1
469	своей статье	1	1
470	эти три	1	1
471	этом отношении	1	1
472	об этом	1	1
473	это все	1	1
474	не знает	6	1
475	сказать что	3	1
476	среди них	1	1
477	между словами	1	1
478	стиль и	4	1
479	мы здесь	1	1
480	слова есть	1	1
481	и именно	1	1
482	не входит	1	1
483	и часто	1	1
484	когда мы	1	1
485	про себя	2	1
486	с его	7	1
487	же самое	1	1
488	всего в	1	1
489	вместе с	2	1
490	этого и	2	1
491	как для	1	1
492	этому не	1	1
493	к речи	1	1
494	правда все	1	1
495	например в	2	1
496	им и	3	1
497	его структура	1	1
