N	2gram	Medvedev_V_1	slovoVRo
154	переходит в	1	3
155	в него	1	3
156	того что	3	3
157	в том	15	3
158	в качестве	11	3
159	конечно не	1	3
160	и чисто	1	3
161	и других	1	3
162	из них	9	3
163	его и	1	3
164	для него	8	3
165	друг друга	1	3
166	у него	6	3
167	именно в	2	3
168	в свою	1	3
169	романа в	1	3
170	смысла и	1	3
171	не было	7	3
172	в истории	1	3
173	с этим	3	3
174	в данном	1	3
175	и следует	1	3
176	по существу	3	3
177	с этой	1	3
178	вне себя	1	3
179	в основном	5	3
180	при всем	3	3
181	форм и	1	3
182	в результате	5	3
183	в большей	2	3
184	хотя бы	19	3
185	одной из	1	3
186	с ними	4	3
187	которая не	2	3
188	а между	1	2
189	смысле слова	2	2
190	например в	3	2
191	связана с	2	2
192	то в	1	2
193	в котором	3	2
194	а как	2	2
195	же как	2	2
196	из своих	2	2
197	время как	1	2
198	мы и	1	2
199	свою очередь	1	2
200	и то	1	2
201	между собой	1	2
202	по своему	1	2
203	в ее	4	2
204	он может	2	2
205	но не	2	2
206	и речи	1	2
207	что они	3	2
208	сих пор	1	2
209	хотя и	2	2
210	произведения так	1	2
211	в целом	4	2
212	есть для	1	2
213	у каждого	1	2
214	сил в	1	2
215	в известном	1	2
216	время и	1	2
217	они в	1	2
218	как увидим	1	2
219	и по	3	2
220	на этом	1	2
221	одно и	1	2
222	самого автора	1	2
223	и непосредственное	1	2
224	всю его	1	2
225	для них	1	2
226	том что	8	2
227	в этих	1	2
228	могут не	2	2
229	и той	1	2
230	включен в	2	2
231	но он	1	2
232	друг другу	1	2
233	не его	1	2
234	и эти	1	2
235	зрения и	1	2
236	даже в	5	2
237	остановимся на	2	2
238	тому что	6	2
239	и жанров	1	2
240	и стиль	1	2
241	в самых	2	2
242	дело не	1	2
243	из него	1	2
244	на язык	2	2
245	вне его	2	2
246	для нас	1	2
247	в сознании	4	2
248	у нас	2	2
249	в духе	1	2
250	на протяжении	1	2
251	п эти	1	2
252	оно может	1	2
253	но по	1	2
254	то время	1	2
255	роль в	4	2
256	можно было	2	2
257	произведения не	2	2
258	в другом	2	2
259	др и	1	2
260	можно сказать	4	2
261	а также	1	2
262	наконец в	1	2
263	исторического развития	1	2
264	здесь не	1	2
265	мы видим	1	2
266	между тем	5	2
267	же и	2	2
268	связи с	4	2
269	уже не	1	2
270	и у	2	2
271	только на	1	2
272	в виде	1	2
273	от других	1	2
274	или даже	1	2
275	характерно что	1	2
276	в известной	1	2
277	в одном	4	2
278	произведения и	7	2
279	себя от	1	2
280	для того	3	2
281	до сих	1	2
282	имеет свой	1	2
283	чем он	1	2
284	жизнь в	1	2
285	и композиционно	1	2
286	между этими	1	2
287	совершенно не	1	2
288	что все	3	2
289	в частности	11	2
290	так же	3	2
291	этого типа	3	2
292	основное содержание	1	2
293	должно быть	2	2
294	того или	2	2
295	как раз	3	2
296	не является	5	2
297	одна из	4	2
298	всего произведения	4	2
299	такое понимание	2	2
300	у них	2	2
301	потому что	1	2
302	между ними	3	2
303	сказать что	5	2
304	понимает и	1	2
305	или иного	1	2
306	одновременно и	1	2
307	бы его	1	2
308	к этому	9	2
309	как известно	2	1
310	своей социальной	1	1
311	в словесной	1	1
312	с жизнью	1	1
313	сводится именно	1	1
314	художественного произведения	6	1
315	и через	2	1
316	выражения в	1	1
317	но этим	1	1
318	выделить элементы	1	1
319	между всеми	1	1
320	богатой и	1	1
321	и есть	5	1
322	из его	3	1
323	не меньшим	1	1
324	действительности и	7	1
325	и связанное	1	1
326	его не	3	1
327	в несколько	1	1
328	со всех	1	1
329	смотреть на	1	1
330	и сюжеты	1	1
331	мы имеем	3	1
332	или наоборот	1	1
333	предмета в	1	1
334	неизбежно приводит	1	1
335	и свой	1	1
336	и художественное	3	1
337	различных его	1	1
338	именно к	1	1
339	в основных	3	1
340	входит как	1	1
341	непосредственно как	1	1
342	но она	1	1
343	почти исключительно	1	1
344	но даже	3	1
345	полное и	1	1
346	несводимо к	1	1
347	и он	2	1
348	всех сторон	1	1
349	на другом	1	1
350	собой в	1	1
351	он был	1	1
352	именно эти	1	1
353	в последних	1	1
354	только два	1	1
355	образа до	1	1
356	как целое	1	1
357	в в	1	1
358	но как	3	1
359	а только	1	1
360	силы и	1	1
361	не все	1	1
362	каком направлении	1	1
363	в общем	2	1
364	в едином	1	1
365	или иное	1	1
366	в свои	1	1
367	которые не	1	1
368	и дети	1	1
369	в значительной	3	1
370	в течение	2	1
371	стороны и	2	1
372	то или	1	1
373	в противном	2	1
374	и слова	1	1
375	сознания в	1	1
376	целый ряд	1	1
377	что по	1	1
378	в нормальном	1	1
379	и свою	1	1
380	имеют громадное	1	1
381	к необходимости	1	1
382	таковы например	1	1
383	так или	1	1
384	имеем в	1	1
385	бы не	2	1
386	сущности и	1	1
387	в этой	4	1
388	жанров но	1	1
389	то наконец	3	1
390	различной степени	1	1
391	лица и	2	1
392	на то	1	1
393	и если	1	1
394	что она	2	1
395	в определенном	1	1
396	обычно же	1	1
397	всем своем	1	1
398	было предложено	1	1
399	не значит	1	1
400	всеми этими	1	1
401	жизнью и	1	1
402	особенностей и	1	1
403	в комнату	2	1
404	по аналогии	1	1
405	именно это	1	1
406	человека в	2	1
407	а затем	2	1
408	в состоянии	1	1
409	персонажа а	1	1
410	не дает	1	1
411	бы быть	1	1
412	них не	4	1
413	и качеств	1	1
414	заключается в	2	1
415	произведения от	1	1
416	осознания своего	1	1
417	моменты в	1	1
418	и дает	1	1
419	случае является	1	1
420	героев это	1	1
421	в жизни	2	1
422	сознание художника	3	1
423	смерть и	1	1
424	в ином	1	1
425	ни в	1	1
426	ни одной	1	1
427	и определяет	1	1
428	его стихи	1	1
429	этого не	1	1
430	среда в	1	1
431	несмотря на	1	1
432	мы видели	3	1
433	значит не	1	1
434	как целого	3	1
435	на этот	1	1
436	создан пушкиным	1	1
437	и некоторые	1	1
438	относительно и	1	1
439	отцы и	1	1
440	сознания на	1	1
441	и без	1	1
442	что всякий	1	1
443	о романе	1	1
444	не столько	2	1
445	что говорит	3	1
446	в которых	3	1
447	вот основные	1	1
448	одном из	3	1
449	есть его	1	1
450	труда и	2	1
451	обращение к	1	1
452	по крайней	2	1
453	но было	1	1
454	слова к	1	1
455	произведения в	7	1
456	в устах	1	1
457	которые обычно	2	1
458	и напряженной	1	1
459	наконец некоторые	1	1
460	от различных	2	1
461	не менее	2	1
462	хотя может	1	1
463	с теми	1	1
464	самого начала	1	1
465	предмета до	1	1
466	мышления и	1	1
467	ними не	1	1
468	и непосредственного	2	1
469	к изучению	1	1
470	виду не	1	1
471	в авторской	3	1
472	весь роман	1	1
473	но только	1	1
474	того чтобы	3	1
475	может только	1	1
476	только не	2	1
477	связанное с	2	1
478	в самой	1	1
479	показывает как	2	1
480	в другую	2	1
481	видим что	1	1
482	художника в	6	1
483	его можно	1	1
484	на себе	1	1
485	вот что	9	1
486	соотношения между	1	1
487	не столь	3	1
488	оказывается перед	1	1
489	этом отношении	13	1
490	точном смысле	2	1
491	в творческом	2	1
492	в каком	1	1
493	остаются вне	1	1
494	тем это	1	1
495	очень часто	1	1
496	все то	1	1
497	данного произведения	3	1
498	единства в	1	1
499	отличается от	2	1
500	от творческой	1	1
501	на это	2	1
502	должен быть	4	1
503	и это	1	1
504	в виду	4	1
505	себя до	1	1
506	же не	1	1
507	перед необходимостью	1	1
508	язык данного	1	1
509	приводит к	5	1
510	что может	1	1
511	в нескольких	1	1
512	почти каждый	1	1
513	как социальный	1	1
514	каждого из	1	1
515	в плоскости	1	1
516	в социальном	1	1
517	еще дальше	1	1
518	часто в	1	1
519	это только	4	1
520	но у	1	1
521	жизнь и	1	1
522	является в	1	1
523	создает новые	1	1
524	если бы	3	1
525	для этого	1	1
526	громадное значение	1	1
527	связанная с	1	1
528	сводится к	3	1
529	не был	1	1
530	в действительной	1	1
531	и что	1	1
532	и стихи	1	1
533	образе в	1	1
534	в различных	2	1
535	по их	1	1
536	на данном	1	1
537	как у	2	1
538	это было	1	1
539	что самое	1	1
540	творчества в	7	1
541	на одном	1	1
542	что и	3	1
543	крайней мере	2	1
544	богатство и	1	1
545	может иметь	1	1
546	варьируются в	1	1
547	п в	3	1
548	дело с	1	1
549	с каждым	1	1
550	явления в	2	1
551	он совершенно	1	1
552	и движение	1	1
553	сюжетов и	2	1
554	таков первый	1	1
555	в стороне	1	1
556	и так	1	1
557	тургенева и	2	1
558	своего собственного	1	1
559	есть в	1	1
560	и строится	1	1
561	в начале	1	1
562	быть включен	1	1
563	слова не	1	1
564	конкретность как	1	1
565	в борьбу	1	1
566	конечно нет	1	1
567	произведения которое	1	1
568	и их	3	1
569	в прозе	1	1
570	к ним	1	1
571	автора а	1	1
572	но что	1	1
573	дело и	1	1
574	только с	2	1
575	каждый из	1	1
576	чтобы не	2	1
577	от того	2	1
578	автора как	1	1
579	в форме	3	1
580	эти явления	2	1
581	момент в	3	1
582	а потому	1	1
583	эти формы	1	1
584	нет и	3	1
585	почти с	1	1
586	со всем	1	1
587	сознания могут	1	1
588	последнем счете	1	1
589	или иначе	1	1
590	о своем	2	1
591	в меньшей	1	1
592	процессе творчества	1	1
593	же о	2	1
594	литературное произведение	1	1
595	себя и	1	1
596	что не	3	1
597	что для	3	1
598	противном случае	2	1
599	эти идеи	1	1
600	них и	1	1
601	он только	1	1
602	и самый	1	1
603	легко и	1	1
604	сил эти	1	1
605	о чем	2	1
606	на эту	1	1
607	что мы	2	1
608	мира в	1	1
609	он и	2	1
610	и ему	1	1
611	нет ничего	1	1
612	творческой работы	1	1
613	вместе с	7	1
614	относятся к	1	1
615	осознания уже	1	1
616	под понятие	1	1
617	из видов	1	1
618	к действительности	1	1
619	как основные	1	1
620	это его	1	1
621	да и	1	1
622	образом на	1	1
623	аналогии с	1	1
624	но это	1	1
625	между прочим	2	1
626	в формировании	1	1
627	бы сами	1	1
628	например у	2	1
629	но с	2	1
630	в более	1	1
631	и борьба	1	1
632	за его	1	1
633	этих формах	1	1
634	которых он	1	1
635	этого рода	2	1
636	в точном	2	1
637	или только	1	1
638	единстве целого	2	1
639	о котором	1	1
640	содержание их	1	1
641	работы над	5	1
642	и объединением	1	1
643	от них	2	1
644	от него	1	1
645	своих произведений	1	1
646	наблюдения над	1	1
647	находит свое	1	1
648	бы в	3	1
649	для его	4	1
650	же в	6	1
651	сама работа	1	1
652	личности и	1	1
653	в системе	2	1
654	процессе своего	2	1
655	лишь те	1	1
656	героя и	1	1
657	состоит из	1	1
658	от всех	1	1
659	равно как	4	1
660	авантюрного романа	1	1
661	в последнем	2	1
662	есть и	1	1
663	в какой	1	1
664	жизни и	3	1
665	и другие	1	1
666	как на	3	1
667	в таком	1	1
668	этой точки	2	1
669	они не	2	1
