N	2gram	Voloshinov_1	Komedia
172	и к	2	2
173	с другой	2	2
174	одной стороны	2	2
175	а на	1	2
176	у других	1	2
177	если не	1	2
178	в течение	2	2
179	как бы	6	2
180	своего времени	1	2
181	из вас	1	2
182	пути к	2	2
183	бы в	2	2
184	хотя бы	5	2
185	от всех	2	2
186	с г	2	2
187	объясняется что	1	1
188	и отчасти	2	1
189	особенно его	1	1
190	самом деле	3	1
191	и этот	2	1
192	темы в	1	1
193	в решении	1	1
194	ему в	1	1
195	видели как	1	1
196	в каждой	1	1
197	все эти	2	1
198	время в	1	1
199	в различных	1	1
200	в чем	2	1
201	то мы	1	1
202	конечном счете	1	1
203	в общем	2	1
204	в свои	1	1
205	чем же	2	1
206	находят в	1	1
207	общего с	3	1
208	для создания	1	1
209	как к	1	1
210	тех случаях	1	1
211	в полном	2	1
212	более или	1	1
213	роль играет	1	1
214	в чисто	1	1
215	не приходится	1	1
216	остановиться на	1	1
217	по этике	1	1
218	в себе	3	1
219	не имеют	1	1
220	и более	1	1
221	к г	1	1
222	в другом	2	1
223	бы быть	1	1
224	на все	1	1
225	не нашел	1	1
226	г в	3	1
227	входит в	2	1
228	по себе	1	1
229	и выразителем	1	1
230	еще одно	1	1
231	соответствии с	2	1
232	и определяет	1	1
233	необходимость в	1	1
234	и уже	3	1
235	неизгладимый отпечаток	1	1
236	которой он	1	1
237	он и	1	1
238	на две	2	1
239	выражение в	1	1
240	элемента в	2	1
241	автора и	1	1
242	и тогда	1	1
243	не мог	2	1
244	со всей	3	1
245	здесь она	1	1
246	с первых	1	1
247	или менее	1	1
248	которую он	1	1
249	от своего	2	1
250	и при	2	1
251	за которым	1	1
252	между людьми	1	1
253	не столько	3	1
254	а представляет	1	1
255	времени не	1	1
256	тем не	1	1
257	их в	1	1
258	с точки	5	1
259	что эта	2	1
260	весь этот	1	1
261	как о	1	1
262	в основе	1	1
263	иметь в	1	1
264	та или	1	1
265	однако если	1	1
266	никогда не	3	1
267	в разных	1	1
268	детей и	1	1
269	и является	2	1
270	сводится к	1	1
271	этим же	1	1
272	из того	1	1
273	эти три	1	1
274	в области	2	1
275	и вполне	1	1
276	как для	1	1
277	совсем иначе	1	1
278	поэт не	1	1
279	для себя	2	1
280	мы слышим	1	1
281	что собственный	1	1
282	ни одно	2	1
283	на основе	1	1
284	в собственном	1	1
285	представим себе	2	1
286	в себя	1	1
287	в пределах	3	1
288	на очень	1	1
289	втором году	1	1
290	произведения и	1	1
291	уже первый	1	1
292	в нескольких	1	1
293	в контексте	1	1
294	здесь нет	1	1
295	мог бы	2	1
296	остается только	1	1
297	но у	1	1
298	в эпоху	1	1
299	а также	2	1
300	внимание на	1	1
301	но мы	4	1
302	даже у	1	1
303	пор пока	3	1
304	но столь	1	1
305	в которую	2	1
306	говорить об	2	1
307	году жизни	1	1
308	нуждается в	2	1
309	во всей	2	1
310	что же	3	1
311	даже для	1	1
312	и следовательно	2	1
313	ведущих к	1	1
314	не зная	1	1
315	к которому	1	1
316	по своей	1	1
317	мы видим	2	1
318	еще тем	1	1
319	то он	1	1
320	конечно не	1	1
321	только на	1	1
322	в сознании	4	1
323	речь в	1	1
324	для него	2	1
325	содержания и	1	1
326	как их	1	1
327	общения и	2	1
328	ее на	1	1
329	само собой	1	1
330	о которых	1	1
331	если говорить	1	1
332	собой разумеется	1	1
333	к более	1	1
334	очень трудно	1	1
335	она является	2	1
336	до конца	1	1
337	и самый	1	1
338	не на	2	1
339	а не	2	1
340	другой стороны	2	1
341	среди них	1	1
342	ни о	1	1
343	отпечаток на	1	1
344	там где	2	1
345	самого начала	2	1
346	речи и	1	1
347	несмотря на	2	1
348	с помощью	2	1
349	может привести	1	1
350	связь с	1	1
351	только его	2	1
352	в столь	1	1
353	он говорит	1	1
354	размещение в	1	1
355	такого рода	1	1
356	и там	1	1
357	быть не	1	1
358	но даже	1	1
359	в достаточной	1	1
360	другого материала	1	1
361	случаях когда	1	1
362	при таком	1	1
363	отношений и	1	1
364	в общее	1	1
365	само по	1	1
366	ее и	1	1
367	тем более	1	1
368	и как	1	1
369	в искусстве	3	1
370	в системе	1	1
371	одно понятие	1	1
372	на фоне	4	1
373	нет ничего	2	1
374	от первого	1	1
375	героя и	2	1
376	не знает	1	1
377	сказать что	1	1
378	равно как	1	1
379	в последнем	1	1
380	или иного	2	1
381	греции и	1	1
382	того или	2	1
383	и эта	5	1
384	думать что	2	1
385	особая область	1	1
386	так же	2	1
