N	2gram	Bakhtin_fo_1	slovoVRo
210	в истории	2	3
211	но оно	2	3
212	не были	2	3
213	с этим	6	3
214	влияния на	2	3
215	в данном	2	3
216	по существу	12	3
217	как только	1	3
218	в основном	5	3
219	при всем	1	3
220	в результате	6	3
221	лишь как	2	3
222	хотя бы	2	3
223	одной из	3	3
224	с ними	1	3
225	но эти	1	3
226	смысле слова	2	2
227	например в	6	2
228	связана с	1	2
229	к своей	2	2
230	нового не	1	2
231	в котором	4	2
232	оно было	1	2
233	мы уже	11	2
234	той же	2	2
235	а как	3	2
236	мы не	3	2
237	же как	2	2
238	время как	5	2
239	роман в	4	2
240	это отношение	1	2
241	и чужого	1	2
242	они были	2	2
243	мы и	4	2
244	конечно и	4	2
245	свою очередь	1	2
246	и то	4	2
247	между собой	4	2
248	в широком	2	2
249	по своему	1	2
250	в ее	6	2
251	он может	1	2
252	но не	5	2
253	слоев и	1	2
254	и речи	5	2
255	сих пор	3	2
256	хотя и	3	2
257	от этого	2	2
258	сливается с	1	2
259	в целом	2	2
260	есть для	1	2
261	или во	1	2
262	сил в	1	2
263	нами в	1	2
264	и те	3	2
265	не могла	1	2
266	а вовсе	1	2
267	широком смысле	2	2
268	время и	4	2
269	различные формы	1	2
270	этого жанра	1	2
271	и по	2	2
272	одно и	3	2
273	те же	2	2
274	и непосредственное	1	2
275	всю его	1	2
276	для них	3	2
277	был бы	3	2
278	том что	4	2
279	в эту	1	2
280	в этих	3	2
281	однако этот	1	2
282	включен в	1	2
283	но он	2	2
284	друг другу	2	2
285	уже сказали	2	2
286	вместе со	1	2
287	на один	2	2
288	до известной	1	2
289	xviii века	3	2
290	ничего нового	1	2
291	и проч	4	2
292	дело не	1	2
293	вне его	2	2
294	риторических жанрах	1	2
295	для нас	2	2
296	у нас	1	2
297	xx века	1	2
298	на протяжении	1	2
299	правда не	2	2
300	и самое	1	2
301	но по	2	2
302	единый и	1	2
303	то время	4	2
304	так в	1	2
305	роль в	9	2
306	на том	1	2
307	эта игра	1	2
308	и вообще	2	2
309	в построении	1	2
310	жанровые разновидности	1	2
311	в другом	1	2
312	за пределами	1	2
313	а также	2	2
314	нас в	3	2
315	романа как	3	2
316	жизни но	5	2
317	наконец в	1	2
318	здесь не	4	2
319	мы видим	3	2
320	и роман	1	2
321	каждый момент	1	2
322	осмысления и	1	2
323	нас здесь	1	2
324	особенно у	1	2
325	так что	1	2
326	же и	2	2
327	связи с	6	2
328	уже не	2	2
329	и у	5	2
330	если мы	2	2
331	только на	3	2
332	от других	1	2
333	или даже	1	2
334	характерно что	4	2
335	он весь	2	2
336	в одном	3	2
337	произведения и	1	2
338	с этими	2	2
339	для того	5	2
340	именно как	4	2
341	до сих	3	2
342	имеет свой	1	2
343	с другом	1	2
344	на которые	1	2
345	романа но	4	2
346	а на	1	2
347	для романа	1	2
348	с которым	1	2
349	жизнь в	2	2
350	между этими	4	2
351	совершенно не	2	2
352	что все	2	2
353	в частности	6	2
354	так же	6	2
355	этого типа	5	2
356	в романах	2	2
357	пародию на	1	2
358	быть только	3	2
359	друг с	1	2
360	должно быть	1	2
361	этом случае	1	2
362	не предполагает	1	2
363	в условиях	7	2
364	всех слоев	1	2
365	как раз	13	2
366	не является	2	2
367	одна из	2	2
368	тем и	1	2
369	оно как	1	2
370	у них	2	2
371	разной степени	1	2
372	потому что	4	2
373	и бытовой	2	2
374	между ними	3	2
375	с ней	1	2
376	сказать что	3	2
377	они как	1	2
378	бы его	1	2
379	могло найти	1	2
380	вносит в	1	2
381	и эта	2	2
382	конкретного и	1	2
383	к этому	3	2
384	и развертывается	1	1
385	своей социальной	1	1
386	его моменты	1	1
387	сохраняет свое	1	1
388	и через	1	1
389	лишь там	1	1
390	тех же	2	1
391	к данному	1	1
392	и есть	1	1
393	далее и	1	1
394	из самых	1	1
395	и до	5	1
396	не имеют	3	1
397	ведь и	1	1
398	конечно в	1	1
399	иметь место	1	1
400	свой мир	1	1
401	которыми он	2	1
402	из всех	1	1
403	со всех	1	1
404	художественный жанр	1	1
405	для своего	1	1
406	мы имеем	1	1
407	при анализе	1	1
408	и ничего	1	1
409	моментах в	1	1
410	иногда прямо	1	1
411	именно к	1	1
412	место в	2	1
413	входит как	1	1
414	но она	2	1
415	этого целого	2	1
416	как во	1	1
417	дается описание	1	1
418	непосредственное отношение	1	1
419	и со	1	1
420	жанров в	1	1
421	начала в	1	1
422	влияние которого	1	1
423	случае в	1	1
424	и он	1	1
425	форм в	1	1
426	всех сторон	1	1
427	сплетается с	1	1
428	и быта	1	1
429	собой в	1	1
430	он был	1	1
431	трудно найти	1	1
432	разобранных нами	1	1
433	только два	2	1
434	а следовательно	1	1
435	внутри этих	1	1
436	и существенного	1	1
437	знающего только	1	1
438	могло быть	4	1
439	но как	1	1
440	а только	2	1
441	не входит	2	1
442	со всеми	3	1
443	свою жизнь	1	1
444	и чужой	1	1
445	менее всего	1	1
446	в новом	1	1
447	отличие от	2	1
448	и место	1	1
449	можно прямо	2	1
450	в свои	1	1
451	оно служит	1	1
452	выработанные и	1	1
453	истории романа	5	1
454	характер и	7	1
455	его на	2	1
456	в значительной	2	1
457	в течение	2	1
458	стороны и	2	1
459	в нужном	1	1
460	могли бы	1	1
461	так уже	1	1
462	его к	1	1
463	форм которые	1	1
464	один ряд	1	1
465	слова он	1	1
466	и свою	1	1
467	и объединения	1	1
468	в этот	2	1
469	где все	1	1
470	нами явлениях	1	1
471	в себя	1	1
472	напряженной жизнью	1	1
473	к другому	2	1
474	этот новый	1	1
475	имеем в	1	1
476	бы не	1	1
477	в этой	1	1
478	такое значение	1	1
479	и тот	1	1
480	на то	1	1
481	вследствие этого	3	1
482	оно здесь	1	1
483	все ее	3	1
484	с чем	1	1
485	в определенном	3	1
486	категорий в	1	1
487	он должен	2	1
488	всеми этими	1	1
489	не к	2	1
490	оно должно	1	1
491	по всем	2	1
492	нами здесь	1	1
493	есть еще	1	1
494	особенностей и	1	1
495	поэтому оно	2	1
496	не бывает	1	1
497	с такими	1	1
498	ни был	1	1
499	в основу	3	1
500	целом каково	1	1
501	человека в	17	1
502	значительной степени	1	1
503	есть все	1	1
504	вещи и	1	1
505	них не	1	1
506	и единого	1	1
507	здесь как	2	1
508	есть не	3	1
509	особенно в	1	1
510	из разновидностей	1	1
511	моменты в	1	1
512	и дает	3	1
513	героев это	1	1
514	чаще всего	1	1
515	в жизни	6	1
516	в ином	1	1
517	ни в	8	1
518	но уже	1	1
519	о которых	1	1
520	и определяет	1	1
521	и разнообразие	1	1
522	и уже	3	1
523	и вне	3	1
524	чем в	2	1
525	форма и	1	1
526	и некоторые	1	1
527	первый тип	6	1
528	в один	1	1
529	и того	6	1
530	места в	2	1
531	таким же	1	1
532	осознания и	1	1
533	наших дней	1	1
534	моментах как	1	1
535	целого но	1	1
536	мы говорили	3	1
537	не столько	1	1
538	романа который	1	1
539	в отличие	2	1
540	в которых	2	1
541	могла бы	1	1
542	политического деятеля	1	1
543	основе ее	1	1
544	мир и	2	1
545	и существенных	1	1
546	и более	1	1
547	же мы	1	1
548	и разновидности	3	1
549	от различных	2	1
550	явления как	1	1
551	эпох в	1	1
552	самого начала	2	1
553	здесь лишь	1	1
554	ними не	1	1
555	правда в	1	1
556	определенности и	1	1
557	здесь на	4	1
558	далек от	1	1
559	вторгается в	1	1
560	героев и	3	1
561	весь роман	2	1
562	во всякой	2	1
563	чужого мира	4	1
564	того чтобы	5	1
565	определенного и	1	1
566	все действие	2	1
567	остановимся здесь	1	1
568	дело в	2	1
569	только и	5	1
570	в самой	2	1
571	значение во	1	1
572	те моменты	2	1
573	фоне которого	2	1
574	к концу	3	1
575	в другую	2	1
576	его можно	1	1
577	по своей	1	1
578	на себе	1	1
579	во всем	2	1
580	романе поэтому-то	1	1
581	не создают	1	1
582	наконец такие	1	1
583	так называемый	2	1
584	которого на	1	1
585	входят в	1	1
586	не столь	2	1
587	и позволяет	1	1
588	этом отношении	3	1
589	точном смысле	2	1
590	глубоко проникнут	1	1
591	без исключения	1	1
592	в каком	2	1
593	вставные новеллы	1	1
594	есть к	1	1
595	к отдельным	1	1
596	не оказать	1	1
597	и вступает	1	1
598	все то	2	1
599	судьбы и	4	1
600	всего они	1	1
601	есть только	2	1
602	во все	2	1
603	отличается от	1	1
604	всего в	1	1
605	здесь они	1	1
606	этого и	1	1
607	его с	1	1
608	художественной обработки	1	1
609	всегда есть	1	1
610	он видит	1	1
611	них у	1	1
612	время он	1	1
613	должен быть	1	1
614	и это	4	1
615	в виду	3	1
616	подходе к	2	1
617	изучения и	1	1
618	нет никакой	1	1
619	с самого	2	1
620	степени и	1	1
621	приводит к	1	1
622	эта исключительная	1	1
623	и иные	2	1
624	смысле но	2	1
625	и совершенно	1	1
626	и которые	1	1
627	того и	2	1
628	в социальном	1	1
629	повернутого к	1	1
630	в чужом	1	1
631	этим в	1	1
632	и композиционным	1	1
633	наше внимание	1	1
634	жизнь и	4	1
635	если бы	5	1
636	громадное значение	1	1
637	смысле и	1	1
638	находится в	1	1
639	и историческое	1	1
640	жизни роман	1	1
641	не был	1	1
642	повторяем в	2	1
643	находятся в	1	1
644	его жизни	8	1
645	притом в	1	1
646	иное значение	1	1
647	или на	1	1
648	романа мы	3	1
649	в различных	2	1
650	воспринимаются как	1	1
651	в новелле	1	1
652	романа а	1	1
653	начале xx	1	1
654	это было	1	1
655	два типа	1	1
656	для романного	1	1
657	моментами и	1	1
658	во втором	2	1
659	на одном	1	1
660	чтобы придать	1	1
661	что и	3	1
662	существенную роль	2	1
663	и только	1	1
664	различных разновидностей	1	1
665	может иметь	1	1
666	имеет большое	1	1
667	и показа	1	1
668	в литературе	16	1
669	довлеет себе	2	1
670	время в	6	1
671	тот же	1	1
672	разновидностей европейского	1	1
673	явления в	2	1
674	таков первый	1	1
675	в стороне	2	1
676	в литературу	1	1
677	второй тип	2	1
678	в органическом	1	1
679	в эти	1	1
680	до наших	2	1
681	ведь в	1	1
682	есть в	2	1
683	в указанном	1	1
684	эпохи но	1	1
685	и строится	1	1
686	и они	1	1
687	они всецело	1	1
688	чем они	1	1
689	вернуться к	1	1
690	в начале	3	1
691	почти полностью	1	1
692	специфическая особенность	1	1
693	и понимание	1	1
694	на чужой	1	1
695	ни с	2	1
696	него нет	1	1
697	произведения которое	1	1
698	и их	8	1
699	в первый	1	1
700	но повторяем	2	1
701	к ним	2	1
702	ничего что	1	1
703	и оценки	1	1
704	в форме	3	1
705	протяжении всего	1	1
706	момент в	2	1
707	где в	1	1
708	романа во	2	1
709	которые как	1	1
710	романе мы	2	1
711	нет и	2	1
712	др не	1	1
713	влияние на	4	1
714	последнем счете	1	1
715	определенные формы	1	1
716	и прежде	2	1
717	письмом и	1	1
718	здесь эта	1	1
719	человек может	1	1
720	себя и	3	1
721	что не	3	1
722	были созданы	1	1
723	месте и	1	1
724	них и	1	1
725	то и	1	1
726	бы друг	1	1
727	преимуществу в	1	1
728	он только	2	1
729	они также	1	1
730	которых мы	1	1
731	с рабле	1	1
732	и самый	1	1
733	самое слово	1	1
734	на весь	1	1
735	изображения в	1	1
736	как ни	1	1
737	у героя	1	1
738	этим определяются	3	1
739	и литературного	1	1
740	о чем	1	1
741	мы остановимся	1	1
742	больших и	1	1
743	не лежит	1	1
744	что мы	2	1
745	мира в	3	1
746	ближе к	1	1
747	с помощью	2	1
748	эти особенности	2	1
749	говорили и	1	1
750	резко и	2	1
751	вступает в	2	1
752	нет ничего	4	1
753	романа однако	1	1
754	вместе с	3	1
755	прямо сказать	2	1
756	и ограниченность	1	1
757	эта идея	1	1
758	героя по	1	1
759	в иных	1	1
760	бытовой мир	2	1
761	нужно отнести	1	1
762	этого момента	2	1
763	были до	1	1
764	эпох и	1	1
765	более конкретное	1	1
766	и моменты	1	1
767	быть как	1	1
768	от нормального	1	1
769	характера но	2	1
770	образ и	1	1
771	да и	3	1
772	в это	2	1
773	зрения которого	1	1
774	этого слова	1	1
775	не вносит	1	1
776	и нет	2	1
777	жизни или	2	1
778	между прочим	1	1
779	стороне от	1	1
780	которые были	1	1
781	например у	3	1
782	с большой	2	1
783	на одной	1	1
784	в более	2	1
785	и вместо	1	1
786	эти жанровые	1	1
787	слова но	1	1
788	живет и	1	1
789	в точном	2	1
790	или только	1	1
791	тем более	1	1
792	конкретный и	1	1
793	в отдельных	1	1
794	оно ничего	1	1
795	из различных	1	1
796	развертывается в	1	1
797	от них	1	1
798	от него	1	1
799	своих произведений	1	1
800	бы в	1	1
801	разных эпох	1	1
802	особенности в	1	1
803	для его	1	1
804	поэтому все	2	1
805	же в	3	1
806	и начиналась	1	1
807	самому и	1	1
808	и жанровые	1	1
809	личности и	2	1
810	всеми его	3	1
811	становления и	1	1
812	первый раз	1	1
813	героя и	7	1
814	не знает	3	1
815	разные виды	1	1
816	от всех	1	1
817	раскрывается и	1	1
818	связей и	1	1
819	равно как	2	1
820	авантюрного романа	3	1
821	себе самому	4	1
822	в последнем	1	1
823	та же	1	1
824	эти элементы	1	1
825	громадное влияние	3	1
826	строится на	1	1
827	этого второго	1	1
828	включает в	1	1
829	жизни и	8	1
830	играют в	1	1
831	и другие	5	1
832	героя как	1	1
833	порядок и	1	1
834	рядом со	1	1
835	значение в	5	1
836	им и	1	1
837	в таком	3	1
838	сочетаются в	1	1
839	они не	3	1
