N	2gram	Tiupa_Narr_1	Mirosoze
163	точки зрения	10	2
164	место в	1	2
165	от его	1	2
166	человеческого существа	1	2
167	а от	1	2
168	ничего не	2	2
169	жизни не	1	2
170	к ней	1	2
171	связи с	4	2
172	было не	1	2
173	как будто	3	2
174	в основе	5	2
175	к себе	5	2
176	оно не	2	2
177	приходит к	2	2
178	мысль о	1	2
179	можно было	2	2
180	быть может	2	2
181	по себе	5	2
182	в сущности	3	2
183	нас в	1	2
184	к нему	5	2
185	другого в	1	2
186	это лишь	1	2
187	все время	1	2
188	у всех	1	2
189	подобно тому	2	2
190	тот же	1	2
191	мы увидим	1	2
192	на природу	1	2
193	а лишь	1	2
194	равно что	1	2
195	он уже	2	2
196	между тем	3	2
197	уже в	3	2
198	ни одного	1	2
199	в судьбе	1	2
200	не о	3	2
201	не случайно	2	2
202	или иной	5	2
203	как у	1	2
204	что не	4	2
205	человеческой жизни	1	2
206	личности в	2	2
207	было для	1	2
208	к своему	1	2
209	такого рода	7	2
210	тому как	2	2
211	да и	4	2
212	человек и	1	2
213	быть и	1	2
214	а в	11	2
215	к самому	2	2
216	направленной на	1	2
217	это все	2	2
218	отношением к	1	2
219	жизни а	2	2
220	отношению к	6	2
221	и эта	1	2
222	с природой	1	1
223	он стоит	1	1
224	и то	1	1
225	о любви	1	1
226	самом деле	2	1
227	он может	1	1
228	только потому	1	1
229	мере в	1	1
230	национальной и	1	1
231	и чрезвычайно	1	1
232	жизни героя	1	1
233	должна быть	2	1
234	она определяется	2	1
235	всего лишь	2	1
236	мы не	1	1
237	что если	1	1
238	христианской культуры	1	1
239	но по	1	1
240	говорить о	2	1
241	и над	1	1
242	х годов	1	1
243	и ее	2	1
244	в будущем	2	1
245	не знают	1	1
246	на мир	1	1
247	что существует	1	1
248	а еще	1	1
249	на них	1	1
250	не оставляет	1	1
251	не все	5	1
252	если в	3	1
253	с отцом	1	1
254	христа в	1	1
255	в новом	1	1
256	людей уже	1	1
257	нет и	2	1
258	но без	2	1
259	определяется не	1	1
260	христе и	1	1
261	он думает	1	1
262	для кого-то	2	1
263	мира в	5	1
264	кто не	1	1
265	сознания в	1	1
266	могли бы	1	1
267	и как	5	1
268	не быть	1	1
269	за границей	4	1
270	из жизни	1	1
271	ни один	1	1
272	в целом	1	1
273	формы в	1	1
274	все эти	2	1
275	и народ	1	1
276	из опыта	1	1
277	процесса не	1	1
278	мира но	1	1
279	о других	1	1
280	личность но	1	1
281	которая его	1	1
282	прошел через	1	1
283	все те	4	1
284	они в	2	1
285	отношений между	1	1
286	к собственной	1	1
287	не могли	1	1
288	в плане	1	1
289	что ни	1	1
290	может существовать	1	1
291	но все	4	1
292	значительной степени	2	1
293	жить в	1	1
294	в вечности	1	1
295	тьмы и	1	1
296	же не	4	1
297	в другом	1	1
298	мире не	1	1
299	об этом	1	1
300	входит в	1	1
301	на протяжении	6	1
302	его личности	2	1
303	с прошлым	1	1
304	было бы	4	1
305	страдает от	1	1
306	всю свою	1	1
307	начала и	1	1
308	и тем	4	1
309	есть всегда	2	1
310	последствия в	1	1
311	так называемого	1	1
312	жизни то	1	1
313	первые два	2	1
314	и уже	1	1
315	с такой	1	1
316	в чистом	1	1
317	в развитии	1	1
318	она неизбежно	1	1
319	культуры с	1	1
320	на себя	3	1
321	в котором	1	1
322	с точки	2	1
323	к одному	1	1
324	в другое	1	1
325	себе а	1	1
326	в которых	1	1
327	жизни с	1	1
328	своего рода	12	1
329	признать что	1	1
330	представляется не	1	1
331	той мере	1	1
332	обнаруживается в	1	1
333	другом и	2	1
334	своего другого	1	1
335	и более	1	1
336	их в	1	1
337	между двумя	5	1
338	чувствовала себя	1	1
339	словами о	1	1
340	как о	1	1
341	к этим	1	1
342	не по	1	1
343	нас нет	1	1
344	и отсутствие	1	1
345	для всего	1	1
346	есть то	1	1
347	своей природе	1	1
348	за всех	1	1
349	того же	1	1
350	и делает	1	1
351	что на	2	1
352	при такой	1	1
353	легенда о	1	1
354	к единому	1	1
355	не могут	1	1
356	истории не	1	1
357	бы он	1	1
358	отличается от	4	1
359	для такого	1	1
360	но также	1	1
361	мысли о	1	1
362	он видит	1	1
363	все еще	1	1
364	для себя	1	1
365	как не	1	1
366	в ее	3	1
367	человеческого сознания	1	1
368	в пределах	2	1
369	приводит к	2	1
370	роль в	2	1
371	в финале	1	1
372	свет в	1	1
373	например о	1	1
374	и сам	1	1
375	не с	3	1
376	живет в	1	1
377	мог бы	3	1
378	когда в	1	1
379	мира и	2	1
380	была в	1	1
381	от начала	1	1
382	на что	1	1
383	со словами	2	1
384	с человеком	2	1
385	голос самого	1	1
386	никогда и	1	1
387	а также	7	1
388	в самой	1	1
389	и который	1	1
390	может не	3	1
391	все та	2	1
392	в значительной	2	1
393	до известной	1	1
394	во втором	4	1
395	и только	2	1
396	тотчас же	1	1
397	наконец в	2	1
398	к концу	1	1
399	человека как	1	1
400	состояние и	1	1
401	в какой	2	1
402	известного рода	1	1
403	и всю	1	1
404	он существует	1	1
405	всех его	2	1
406	в уста	1	1
407	со всеми	1	1
408	не то	2	1
409	мнения не	1	1
410	того кому	1	1
411	и у	1	1
412	не дает	1	1
413	его и	1	1
414	мир в	1	1
415	искать в	1	1
416	он свободен	1	1
417	никто не	1	1
418	в пространстве	4	1
419	в прошлом	3	1
420	у нее	2	1
421	от тех	1	1
422	бытия и	1	1
423	из нее	1	1
424	который имел	1	1
425	этом отношении	3	1
426	конца в	1	1
427	церкви и	1	1
428	протяжении всего	1	1
429	лишь для	1	1
430	с другой	8	1
431	хоть и	1	1
432	вслед за	4	1
433	и прежде	1	1
434	характерно для	1	1
435	и быть	1	1
436	во второй	2	1
437	а с	3	1
438	же о	1	1
439	что случилось	1	1
440	о чем	2	1
441	к высшему	1	1
442	от всех	2	1
443	и ему	1	1
444	представляется нам	1	1
445	связь с	1	1
446	ни на	1	1
447	на самом	1	1
448	есть начало	1	1
449	разных местах	1	1
450	в меру	1	1
451	независимо от	2	1
452	не сразу	1	1
453	по своему	1	1
454	видит в	1	1
455	в церковь	1	1
456	в той	6	1
457	чтобы заставить	1	1
458	это за	1	1
459	чтобы сделать	1	1
460	распадается на	1	1
461	мыслится как	1	1
462	мира с	1	1
463	этого слова	2	1
464	с этой	1	1
465	в культуре	2	1
466	которых он	1	1
467	как отец	1	1
468	на большую	1	1
469	когда он	3	1
470	как теперь	1	1
471	той или	4	1
472	всякий раз	1	1
473	в мировом	1	1
474	если все	1	1
475	нем самом	1	1
476	а о	1	1
477	устремлена к	1	1
478	между ними	2	1
479	две стороны	1	1
480	остается как	1	1
481	культуры в	1	1
482	в свое	1	1
483	которого нет	1	1
484	а может	1	1
485	по поводу	1	1
486	которая не	1	1
