N	2gram	Losev_Prob_4	Literetu
155	для нее	1	2
156	было бы	14	2
157	пушкина в	1	2
158	для них	2	2
159	как сказано	1	2
160	бы на	1	2
161	как все	1	2
162	всяком случае	4	2
163	с точки	11	2
164	мы в	1	2
165	жизни с	1	2
166	войне и	1	2
167	в россии	1	2
168	тем не	10	2
169	однако в	2	2
170	даже в	1	2
171	именно так	1	2
172	раз и	1	2
173	вплоть до	3	2
174	дело не	3	2
175	жизни не	1	2
176	жизни на	1	2
177	и является	3	2
178	в сознании	3	2
179	как будто	11	2
180	могут быть	1	2
181	и вполне	5	2
182	к тому	3	2
183	у достоевского	4	2
184	я люблю	1	2
185	говоря уже	2	2
186	на том	1	2
187	новых и	1	2
188	или иной	13	2
189	в другом	3	2
190	о том	5	2
191	с одной	1	2
192	и только	4	2
193	хотя бы	7	2
194	по этому	2	2
195	только на	2	2
196	то и	5	2
197	что не	4	2
198	ту или	1	2
199	что для	1	2
200	не сам	2	2
201	для него	3	2
202	себе в	3	2
203	от тех	1	2
204	не случайно	1	2
205	тем что	3	2
206	с действительностью	1	2
207	одной стороны	1	2
208	за пределы	2	2
209	нового времени	1	2
210	превращается в	1	2
211	этого не	2	2
212	не на	1	2
213	так называемых	1	2
214	нет ничего	3	2
215	оказывается не	1	2
216	он один	1	2
217	если оно	2	2
218	художественное произведение	1	2
219	можно было	4	2
220	это уже	3	2
221	не является	10	2
222	своей собственной	1	2
223	тем более	4	2
224	все они	3	2
225	не есть	12	2
226	о своем	1	2
227	не говоря	3	2
228	ко всему	1	2
229	в искусстве	1	2
230	по поводу	1	2
231	которая не	3	2
232	как известно	1	1
233	же как	1	1
234	с жизнью	1	1
235	на самом	5	1
236	художественных произведений	1	1
237	только потому	1	1
238	тех для	1	1
239	перед лицом	1	1
240	к другому	1	1
241	дело однако	1	1
242	достоевского в	1	1
243	есть такое	1	1
244	и этот	3	1
245	уже самого	1	1
246	который в	1	1
247	есть не	6	1
248	и подобные	1	1
249	мы не	7	1
250	вопрос о	1	1
251	нам в	1	1
252	не была	1	1
253	художественного произведения	1	1
254	на глазах	1	1
255	есть нечто	9	1
256	свободная от	1	1
257	но даже	4	1
258	ему в	2	1
259	и самой	1	1
260	всю ночь	1	1
261	которое в	2	1
262	зависимости от	3	1
263	в медном	1	1
264	и он	2	1
265	его основная	1	1
266	это время	1	1
267	ним и	1	1
268	он был	3	1
269	бы то	1	1
270	в чем	2	1
271	тем как	1	1
272	всего является	1	1
273	руками и	1	1
274	но как	3	1
275	содержания жизни	1	1
276	отношение к	1	1
277	тут же	3	1
278	не просто	16	1
279	первых десятилетий	1	1
280	что они	2	1
281	из таких	1	1
282	первый взгляд	1	1
283	его на	1	1
284	князя мышкина	1	1
285	для всех	3	1
286	а иной	1	1
287	как к	1	1
288	сам же	1	1
289	как нам	1	1
290	однако не	4	1
291	перед нами	13	1
292	мы можем	3	1
293	бы весьма	3	1
294	могли бы	1	1
295	и как	3	1
296	и художественного	1	1
297	в сем	1	1
298	духа и	1	1
299	имеет в	1	1
300	как таковое	1	1
301	в противоположность	1	1
302	них он	1	1
303	на какой	1	1
304	то в	2	1
305	за собой	2	1
306	со своей	2	1
307	себе как	1	1
308	в которой	2	1
309	а во-вторых	1	1
310	он в	1	1
311	в нашем	12	1
312	если мы	5	1
313	в последнее	1	1
314	что к	2	1
315	для настоящей	1	1
316	говорят о	1	1
317	на то	1	1
318	и неровный	1	1
319	и лучше	1	1
320	он не	2	1
321	же именно	1	1
322	эту тему	1	1
323	едва ли	10	1
324	уже об	1	1
325	идеи и	1	1
326	в начале	3	1
327	прочим и	1	1
328	и вот	1	1
329	почти исключительно	1	1
330	и более	3	1
331	в зависимости	3	1
332	у пушкина	3	1
333	и по	2	1
334	каковы например	1	1
335	или иных	3	1
336	но все	3	1
337	человека в	3	1
338	в каждом	1	1
339	оно и	1	1
340	то ни	1	1
341	а то	2	1
342	об этой	1	1
343	и с	7	1
344	бы быть	2	1
345	большинстве случаев	1	1
346	что перед	2	1
347	это было	2	1
348	искусства в	1	1
349	с начала	1	1
350	то само	1	1
351	мне это	1	1
352	чаще всего	1	1
353	в суть	1	1
354	смерть и	1	1
355	в них	5	1
356	свое начало	1	1
357	в ее	5	1
358	мы имеем	6	1
359	с тем	4	1
360	не всегда	1	1
361	и уже	1	1
362	князя андрея	3	1
363	как угодно	2	1
364	должно быть	1	1
365	на первый	1	1
366	в этих	5	1
367	андрей болконский	1	1
368	часто оказываются	1	1
369	представить себе	2	1
370	в отношении	4	1
371	на свою	1	1
372	в условиях	3	1
373	тот кто	1	1
374	в поэме	1	1
375	который всегда	1	1
376	объективного мира	2	1
377	по крайней	6	1
378	если бы	8	1
379	ни было	2	1
380	не могли	2	1
381	и общества	1	1
382	вовсе не	21	1
383	которого уже	1	1
384	в эпилоге	3	1
385	что чем	2	1
386	что есть	1	1
387	если и	3	1
388	чистом виде	2	1
389	во главе	1	1
390	литературы как	1	1
391	человечества и	1	1
392	иной раз	1	1
393	как о	3	1
394	человеческой истории	1	1
395	не имеет	4	1
396	самого начала	1	1
397	ее с	1	1
398	и духовного	1	1
399	во время	1	1
400	и сама	3	1
401	но принципиально	1	1
402	от жизни	1	1
403	говорить о	2	1
404	о полном	1	1
405	иметь в	1	1
406	но только	2	1
407	это мы	1	1
408	переживания в	1	1
409	имеем дело	3	1
410	при наличии	1	1
411	это именно	1	1
412	и мире	1	1
413	другой стороны	6	1
414	тех или	4	1
415	для нас	6	1
416	с новой	1	1
417	для осуществления	1	1
418	самой этой	1	1
419	только с	1	1
420	уже и	3	1
421	в каком	6	1
422	перед ним	1	1
423	уже о	1	1
424	данного произведения	1	1
425	и времени	1	1
426	с разными	1	1
427	указание на	1	1
428	отличается от	4	1
429	надежд и	1	1
430	жизни это	1	1
431	и говорит	2	1
432	так просто	1	1
433	что при	1	1
434	ничего общего	5	1
435	существует только	1	1
436	по новым	1	1
437	из их	1	1
438	что современная	1	1
439	возникают прежде	1	1
440	можно и	1	1
441	как мы	3	1
442	но по	2	1
443	стихах и	1	1
444	свою очередь	1	1
445	и от	6	1
446	сознания однако	1	1
447	последнее время	1	1
448	с самого	1	1
449	так было	1	1
450	к жизни	1	1
451	что может	1	1
452	или в	5	1
453	мог бы	1	1
454	должен иметь	1	1
455	в эпоху	1	1
456	на всю	1	1
457	его романов	1	1
458	в третьем	1	1
459	трактуется как	3	1
460	и здесь	1	1
461	не был	1	1
462	возможна только	1	1
463	нам представляется	2	1
464	настолько что	2	1
465	на художественную	1	1
466	разумеется в	1	1
467	в библии	1	1
468	никак не	4	1
469	и что	2	1
470	можно сказать	5	1
471	художественности но	1	1
472	в значительной	2	1
473	на основе	1	1
474	все в	3	1
475	является здесь	2	1
476	к нему	3	1
477	во всех	4	1
478	том или	3	1
479	этому поводу	1	1
480	и во	4	1
481	толстой в	1	1
482	и всякая	1	1
483	природы которая	1	1
484	на одном	1	1
485	что же	1	1
486	крайней мере	6	1
487	этот последний	2	1
488	в художественной	1	1
489	отражением в	1	1
490	который бы	1	1
491	не мешает	3	1
492	в литературе	2	1
493	поскольку здесь	1	1
494	наконец в-третьих	1	1
495	тот же	2	1
496	среди других	1	1
497	одной из	4	1
498	что даже	1	1
499	в какой	4	1
500	гораздо более	1	1
501	и творчество	1	1
502	но ее	1	1
503	литературе и	1	1
504	с самой	1	1
505	только при	6	1
506	тот или	2	1
507	со всеми	2	1
508	однако с	1	1
509	образов в	1	1
510	он их	1	1
511	теперь уже	2	1
512	и у	1	1
513	самой жизни	3	1
514	однако так	1	1
515	эти и	2	1
516	в виде	22	1
517	свидетельствует о	2	1
518	кажется что	2	1
519	за ним	2	1
520	где бы	1	1
521	к мысли	1	1
522	не так	3	1
523	в котором	2	1
524	представлений о	1	1
525	в одном	4	1
526	никто не	2	1
527	так как	5	1
528	не аллегория	2	1
529	надежду на	1	1
530	не о	1	1
531	отношении к	1	1
532	бы это	1	1
533	художественной рефлексии	1	1
534	из двух	1	1
535	со всем	1	1
536	что и	3	1
537	выходит за	2	1
538	до сих	1	1
539	в одноименном	2	1
540	нельзя сказать	1	1
541	именно в	7	1
542	с той	1	1
543	огромного числа	1	1
544	на чем	1	1
545	а жизнь	1	1
546	мира это	1	1
547	резко отличается	1	1
548	стремится к	1	1
549	до конца	1	1
550	в рассказе	1	1
551	однако и	1	1
552	и картины	1	1
553	творчества отдельных	1	1
554	символизм и	1	1
555	понятие о	2	1
556	если не	3	1
557	между собою	2	1
558	впечатлений в	1	1
559	значит отличаться	1	1
560	и если	5	1
561	третьем лице	2	1
562	ни на	3	1
563	но особенно	1	1
564	жизни но	1	1
565	к своему	2	1
566	искусства но	1	1
567	это были	1	1
568	в той	8	1
569	и на	3	1
570	в чистом	2	1
571	на эту	1	1
572	ней не	1	1
573	в это	2	1
574	с ее	2	1
575	не выходит	3	1
576	тенденцию к	1	1
577	места и	1	1
578	и о	5	1
579	сих пор	1	1
580	только для	3	1
581	при условии	2	1
582	лермонтов в	1	1
583	он называл	1	1
584	между прочим	3	1
585	но для	1	1
586	можно назвать	2	1
587	пока еще	1	1
588	под названием	1	1
589	трагедии шекспира	1	1
590	процесса в	1	1
591	на читателя	1	1
592	из которых	3	1
593	достоевского но	1	1
594	и искусства	1	1
595	уже на	1	1
596	не подлежит	1	1
597	подобные им	1	1
598	сознания и	3	1
599	и самому	1	1
600	а к	1	1
601	говоря о	1	1
602	себя самого	1	1
603	и все	8	1
604	не будучи	1	1
605	но зато	1	1
606	только что	2	1
607	в войне	1	1
608	и вдруг	2	1
609	ее развития	1	1
610	жизни в	2	1
611	в свою	1	1
612	в моем	1	1
613	в романе	1	1
614	между ними	1	1
615	с ней	2	1
616	не знает	1	1
617	сказать что	7	1
618	была бы	2	1
619	совершенно не	3	1
620	медном всаднике	1	1
621	из этого	3	1
622	однако нет	1	1
623	в действительности	1	1
624	и мифа	2	1
625	его субъективная	1	1
626	к этой	1	1
627	к действительности	1	1
628	однако мы	2	1
629	вместе с	5	1
630	и особенно	1	1
631	том числе	1	1
