N	2gram	Kanaev_Sov_1	formyVre
140	они не	1	3
141	к этому	1	3
142	в таком	2	3
143	во всяком	2	3
144	же как	1	2
145	здесь и	1	2
146	к другому	1	2
147	значение но	1	2
148	той же	2	2
149	их и	1	2
150	вопрос о	4	2
151	на них	1	2
152	необходимо отметить	2	2
153	природы и	1	2
154	но конечно	1	2
155	на другой	1	2
156	совсем не	1	2
157	мы будем	1	2
158	друг на	1	2
159	нет и	4	2
160	стороны и	1	2
161	и нет	1	2
162	и к	3	2
163	в этот	1	2
164	в целом	4	2
165	в нашем	2	2
166	как бы	4	2
167	как он	3	2
168	по самому	1	2
169	и еще	1	2
170	уже не	2	2
171	и по	2	2
172	что все	2	2
173	ясно что	3	2
174	было бы	3	2
175	с необходимостью	3	2
176	нет в	1	2
177	рядом с	1	2
178	на друга	1	2
179	чем в	1	2
180	он должен	2	2
181	с точки	5	2
182	в отличие	2	2
183	точку зрения	4	2
184	по себе	1	2
185	раз и	1	2
186	самого начала	3	2
187	стадии развития	1	2
188	дело в	1	2
189	никогда не	1	2
190	под углом	1	2
191	это то	1	2
192	но очень	2	2
193	так называемый	1	2
194	той или	1	2
195	правда не	1	2
196	с самого	3	2
197	те же	1	2
198	во многом	1	2
199	и вообще	1	2
200	с ним	1	2
201	или иной	2	2
202	во втором	1	2
203	там где	1	2
204	нормального хода	1	2
205	быть и	2	2
206	углом зрения	1	2
207	до наших	1	2
208	уже в	3	2
209	если мы	4	2
210	в данной	1	2
211	его и	1	2
212	от различных	1	2
213	отличие от	2	2
214	сколько угодно	1	2
215	и даже	2	2
216	с другой	1	2
217	и прежде	1	2
218	в некоторых	2	2
219	одной стороны	1	2
220	громадную роль	1	2
221	с помощью	4	2
222	другой день	1	2
223	в данном	1	2
224	существу не	1	2
225	в течение	1	2
226	этим мы	3	2
227	но для	1	2
228	здесь в	1	2
229	не является	1	2
230	одна из	3	2
231	уже на	1	2
232	и может	1	2
233	человек и	1	2
234	для нас	3	2
235	мы должны	4	2
236	совершенно не	2	2
237	равно как	1	2
238	в свою	2	2
239	в которой	2	2
240	и эта	1	2
241	можно назвать	2	2
242	новое время	1	1
243	и наиболее	1	1
244	жизни где	1	1
245	функции в	1	1
246	его здесь	1	1
247	он может	3	1
248	идет о	1	1
249	пространственного места	1	1
250	и есть	2	1
251	тем же	2	1
252	иметь место	1	1
253	в зависимости	4	1
254	по его	1	1
255	из всех	1	1
256	для своего	1	1
257	мы имеем	1	1
258	и само	1	1
259	и ничего	1	1
260	теперь мы	1	1
261	совершенно так	1	1
262	именно к	1	1
263	развернуть в	1	1
264	оно вообще	1	1
265	поэтому ничто	1	1
266	для наших	1	1
267	зависимости от	4	1
268	можем поставить	1	1
269	лишь там	1	1
270	он сам	1	1
271	внешний и	1	1
272	самом деле	2	1
273	данном случае	1	1
274	то он	1	1
275	но как	1	1
276	явлений и	1	1
277	вневременной и	1	1
278	его развития	3	1
279	и дадим	1	1
280	независимо от	1	1
281	о жизни	2	1
282	более и	1	1
283	нами в	1	1
284	перечисленные нами	1	1
285	и наконец	5	1
286	это просто	1	1
287	увидим что	1	1
288	и свою	1	1
289	жизни к	1	1
290	не приходится	1	1
291	та же	1	1
292	что это	2	1
293	три различных	1	1
294	из этих	2	1
295	которые в	1	1
296	в этой	3	1
297	и тот	1	1
298	мира но	1	1
299	должны еще	1	1
300	силу и	1	1
301	в корне	1	1
302	жизнью на	1	1
303	форма в	2	1
304	обычно на	1	1
305	факт что	1	1
306	в первых	1	1
307	в совершенно	1	1
308	в мире	1	1
309	конечно в	2	1
310	или скажем	1	1
311	уже знаем	1	1
312	в ином	1	1
313	она и	1	1
314	на второй	1	1
315	закономерностей и	1	1
316	которой он	2	1
317	должно быть	1	1
318	в один	2	1
319	и тогда	1	1
320	в эту	1	1
321	этом случае	1	1
322	совершенно независимо	1	1
323	и при	1	1
324	таким же	1	1
325	наших дней	1	1
326	уже к	1	1
327	всяком случае	2	1
328	что дело	1	1
329	в первый	1	1
330	мы проследим	1	1
331	является только	1	1
332	своему существу	1	1
333	как их	1	1
334	лишено всякой	1	1
335	и более	1	1
336	этом ее	1	1
337	же мы	2	1
338	из которых	2	1
339	играть в	1	1
340	третий день	1	1
341	она не	1	1
342	но такая	1	1
343	как его	1	1
344	и снова	1	1
345	остановимся здесь	1	1
346	ровно ничего	1	1
347	ряд оказывается	1	1
348	самому своему	1	1
349	собой поэтому	1	1
350	жизни как	1	1
351	эти три	1	1
352	для нашей	1	1
353	с другом	2	1
354	у нас	3	1
355	такие же	2	1
356	пока не	1	1
357	отличается от	3	1
358	этого и	1	1
359	его с	1	1
360	для его	2	1
361	в каждом	8	1
362	опыта и	1	1
363	свою очередь	2	1
364	необходимости и	1	1
365	так в	1	1
366	приводит к	2	1
367	был введен	1	1
368	в другом	1	1
369	в социальном	1	1
370	с человеком	1	1
371	мы это	1	1
372	и т.д	3	1
373	то они	1	1
374	о том	1	1
375	образом все	1	1
376	на ее	1	1
377	жизнь по	1	1
378	позволит нам	1	1
379	эта схема	1	1
380	и только	1	1
381	в ту	1	1
382	у всех	3	1
383	и первое	1	1
384	xvii век	1	1
385	человека как	1	1
386	может иметь	2	1
387	тот же	2	1
388	природой и	1	1
389	как нет	1	1
390	целого и	1	1
391	должен быть	1	1
392	точка зрения	1	1
393	ведь в	1	1
394	указать на	1	1
395	в большинстве	1	1
396	и они	2	1
397	ни одного	1	1
398	первое и	1	1
399	термин этот	1	1
400	из них	4	1
401	с совершенно	2	1
402	ведь это	3	1
403	сами по	1	1
404	мы можем	6	1
405	но уже	1	1
406	всеми этими	1	1
407	ее на	2	1
408	уже совершенно	1	1
409	говорим о	2	1
410	бы эти	1	1
411	это своеобразное	1	1
412	то и	2	1
413	ей не	1	1
414	а на	2	1
415	и составляет	1	1
416	его таким	1	1
417	больших и	1	1
418	на которые	1	1
419	все более	1	1
420	не способна	1	1
421	мы говорим	1	1
422	тот факт	1	1
423	в дословном	1	1
424	когда мы	3	1
425	друг с	2	1
426	человек с	1	1
427	всегда строго	1	1
428	это уже	1	1
429	и от	1	1
430	она может	2	1
431	не подлежит	3	1
432	но отнюдь	1	1
433	в отдельных	1	1
434	или другой	1	1
435	себя самого	1	1
436	дословном переводе	1	1
437	не более	1	1
438	и ни	1	1
439	все они	1	1
440	этот вопрос	1	1
441	это делает	1	1
442	не быть	1	1
443	связей и	1	1
444	на различные	1	1
445	можно наблюдать	1	1
446	на ней	1	1
447	в своих	1	1
