N	2gram	Losev_Vlad_1	Narrotol
550	было для	1	1
551	что понятие	1	1
552	поскольку с	2	1
553	для большинства	1	1
554	не могла	1	1
555	в свое	5	1
556	чего в	1	1
557	где он	2	1
558	это было	6	1
559	по поводу	12	1
560	и эта	1	1
561	автора как	1	1
562	собственно говоря	3	1
563	и кажется	2	1
