N	2gram	Bakhtin_Pr_3	PoTuStor
188	момент в	1	2
189	оно не	1	2
190	себя и	8	2
191	что не	7	2
192	на друга	2	2
193	его все	1	2
194	они-то и	1	2
195	так же	8	2
196	ненависть к	3	2
197	в мир	1	2
198	с этой	2	2
199	но это	4	2
200	это последнее	1	2
201	к другим	2	2
202	и для	8	2
203	сознания и	3	2
204	но зато	3	2
205	ни было	4	2
206	из тех	1	2
207	не знает	6	2
208	всех других	1	2
209	а может	2	2
210	но вернемся	1	1
211	человека и	1	1
212	мы здесь	1	1
213	и то	3	1
214	он может	2	1
215	это и	2	1
216	пробиться к	4	1
217	теперь окончательно	1	1
218	что эти	1	1
219	высшей степени	3	1
220	собою в	1	1
221	со всех	1	1
222	что если	1	1
223	вопрос о	2	1
224	одних и	1	1
225	так чтобы	3	1
226	план в	1	1
227	я не	7	1
228	как я	3	1
229	но даже	1	1
230	конечно и	1	1
231	не совсем	1	1
232	зависимости от	1	1
233	всех сторон	1	1
234	в ней	3	1
235	и самого	1	1
236	он был	1	1
237	столь же	2	1
238	его отношение	4	1
239	бы то	4	1
240	что его	3	1
241	их так	1	1
242	но не	4	1
243	отказ от	1	1
244	не входит	2	1
245	него все	1	1
246	с совершенно	1	1
247	менее всего	1	1
248	вступают в	1	1
249	мы сейчас	1	1
250	что они	6	1
251	в центре	1	1
252	некоторое время	1	1
253	как последняя	1	1
254	сам же	1	1
255	как нам	1	1
256	все же	7	1
257	всей этой	1	1
258	в полном	1	1
259	хотя и	3	1
260	когда он	2	1
261	что по	1	1
262	не являются	1	1
263	его к	3	1
264	всего как	1	1
265	увидим что	2	1
266	тон и	2	1
267	чтобы пробиться	1	1
268	к чему	2	1
269	уже не	2	1
270	та же	2	1
271	это быть	1	1
272	ни один	1	1
273	а во-вторых	1	1
274	сказать о	1	1
275	или во	1	1
276	то я	1	1
277	чем бы	1	1
278	как он	3	1
279	жизнь как	1	1
280	во многих	1	1
281	по мнению	1	1
282	человек не	1	1
283	на его	4	1
284	самодовления и	1	1
285	главным образом	1	1
286	но именно	2	1
287	а просто	2	1
288	другом человеке	1	1
289	идеи и	1	1
290	родились из	1	1
291	в корне	1	1
292	из него	1	1
293	подобно тому	2	1
294	мы говорили	1	1
295	без исключения	3	1
296	последнее слово	4	1
297	человека в	1	1
298	по его	1	1
299	а вместе	1	1
300	то ни	4	1
301	а то	1	1
302	в мире	4	1
303	конечно в	2	1
304	той же	2	1
305	момент и	1	1
306	на все	1	1
307	лишь в	5	1
308	входит в	2	1
309	это было	3	1
310	может стать	1	1
311	себе все	1	1
312	в свой	1	1
313	мы сказали	1	1
314	ведь она	1	1
315	не чем	1	1
316	не ясно	1	1
317	с тем	5	1
318	этим и	1	1
319	несмотря на	1	1
320	и того	2	1
321	их на	1	1
322	одного и	1	1
323	в ходу	1	1
324	на собственном	1	1
325	его мнению	1	1
326	свой смысл	1	1
327	что я	15	1
328	на первой	1	1
329	но эта	1	1
330	которые в	2	1
331	друг другу	4	1
332	иным как	1	1
333	есть еще	1	1
334	однако в	2	1
335	на всю	2	1
336	и почти	2	1
337	слов о	1	1
338	любовь к	1	1
339	же мы	1	1
340	освободиться от	1	1
341	вернемся к	1	1
342	характер носят	1	1
343	на один	1	1
344	всех их	1	1
345	в тесной	1	1
346	существует для	1	1
347	тогда когда	1	1
348	одна из	1	1
349	в сущности	11	1
350	всех без	1	1
351	к изучению	1	1
352	того чтобы	1	1
353	для всего	1	1
354	только не	1	1
355	это мы	1	1
356	вообще нет	1	1
357	не их	1	1
358	или прямо	1	1
359	в отношениях	1	1
360	не лучше	1	1
361	ничего не	4	1
362	что-нибудь сделать	1	1
363	обратим внимание	1	1
364	этих двух	1	1
365	в форму	1	1
366	того в	1	1
367	это именно	1	1
368	в ком	1	1
369	во всем	3	1
370	мире и	2	1
371	связи с	1	1
372	в виду	3	1
373	и делает	2	1
374	мы и	2	1
375	разложения и	1	1
376	с другом	2	1
377	и со	2	1
378	у меня	6	1
379	среди них	1	1
380	самостоятельности и	1	1
381	одно только	2	1
382	его за	3	1
383	отличается от	2	1
384	к тому	5	1
385	бы он	4	1
386	той или	2	1
387	для его	2	1
388	она не	1	1
389	в применении	1	1
390	всем этим	2	1
391	ни одно	1	1
392	говорит и	1	1
393	без всякого	1	1
394	данном случае	1	1
395	одного плана	1	1
396	характер и	3	1
397	он определяет	1	1
398	в душу	1	1
399	вообще по	1	1
400	в себя	1	1
401	говорили что	3	1
402	приводит к	1	1
403	прямо противоположных	1	1
404	роль в	1	1
405	и что	5	1
406	и прочее	1	1
407	и сам	5	1
408	хочет только	1	1
409	что может	1	1
410	в другом	8	1
411	можно было	1	1
412	времени и	1	1
413	каждого из	1	1
414	мог бы	2	1
415	еще в	3	1
416	его мысли	1	1
417	даны в	1	1
418	если бы	4	1
419	из одного	1	1
420	в глубине	1	1
421	в разных	1	1
422	желания в	1	1
423	о нем	2	1
424	этих внутренних	1	1
425	характер этого	1	1
426	на вопрос	4	1
427	внимание на	1	1
428	пр в	1	1
429	социально-экономическому объяснению	1	1
430	других людей	1	1
431	микрокосм все	1	1
432	этот момент	1	1
433	чрезвычайною ясностью	1	1
434	на одном	2	1
435	в кабинете	1	1
436	отметить что	1	1
437	да в	1	1
438	в другой	2	1
439	быть даже	3	1
440	наконец в	3	1
441	во внешнем	1	1
442	нем и	1	1
443	что ими	1	1
444	неожиданно для	1	1
445	все время	5	1
446	человека как	4	1
447	и об	2	1
448	для самого	1	1
449	и мир	2	1
450	часто говорит	1	1
451	к нему	14	1
452	что здесь	1	1
453	но так	3	1
454	этом моменте	1	1
455	что только	1	1
456	тот же	2	1
457	путем слияния	1	1
458	мы увидим	2	1
459	бы ни	1	1
460	теперь в	1	1
461	делает его	1	1
462	с одной	1	1
463	себя в	1	1
464	целом это	1	1
465	определения и	1	1
466	же и	2	1
467	уже в	3	1
468	и искусно	1	1
469	всем его	1	1
470	оно в	1	1
471	рано или	1	1
472	его и	3	1
473	ведь это	1	1
474	ним и	1	1
475	в конце	5	1
476	вовсе не	11	1
477	как его	2	1
478	не случайно	1	1
479	случае не	1	1
480	них мы	1	1
481	как раз	4	1
482	этом отношении	1	1
483	они становятся	1	1
484	даже и	4	1
485	для того	1	1
486	и всему	1	1
487	правда по	1	1
488	или поздно	1	1
489	настолько велико	1	1
490	со всем	2	1
491	без всякой	1	1
492	или иной	2	1
493	в высшей	3	1
494	с другой	4	1
495	и тех	1	1
496	и прежде	4	1
497	в свою	1	1
498	и быть	1	1
499	впервые становится	1	1
500	а с	3	1
501	мы еще	1	1
502	говорит о	2	1
503	с чрезвычайною	1	1
504	в некоторых	1	1
505	основной вопрос	1	1
506	на этот	1	1
507	а наоборот	1	1
508	а не	9	1
509	власти и	1	1
510	с которым	7	1
511	жизнь в	1	1
512	весь его	2	1
513	из моментов	1	1
514	не он	1	1
515	утверждение что	1	1
516	и столь	1	1
517	в человеке	2	1
518	б я	1	1
519	в данном	1	1
520	правда он	2	1
521	тому как	2	1
522	и основной	1	1
523	что же	8	1
524	вне этой	2	1
525	даже с	1	1
526	только себя	2	1
527	друг с	2	1
528	быть не	1	1
529	сейчас же	1	1
530	человека который	1	1
531	точно и	1	1
532	так ли	1	1
533	мы скажем	1	1
534	и скрыто	1	1
535	под названием	1	1
536	это уже	2	1
537	и часто	1	1
538	пор еще	1	1
539	в самые	1	1
540	которая в	1	1
541	в эту	1	1
542	еще более	2	1
543	и ни	1	1
544	на других	1	1
545	мы должны	5	1
546	только что	3	1
547	я в	4	1
548	хотя в	1	1
549	здесь только	1	1
550	нет ничего	1	1
551	с ней	1	1
552	а во	1	1
553	от всех	1	1
554	не дать	1	1
555	является и	1	1
556	ко всему	1	1
557	чем иным	1	1
558	и жизнь	1	1
559	себе но	1	1
560	самое важное	1	1
561	и слов	1	1
562	в своих	1	1
563	это в	2	1
564	как на	2	1
