N	2gram	Tiupa_Vved_1	Vladivir
179	мы видели	2	3
180	одной стороны	5	3
181	как бы	4	3
182	же самое	1	3
183	и для	3	3
184	в настоящее	1	3
185	собственно говоря	1	3
186	или не	2	3
187	же в	1	3
188	в таком	1	3
189	во всяком	1	3
190	в этот	2	2
191	должна быть	2	2
192	и само	1	2
193	мы не	4	2
194	в сущности	1	2
195	не вполне	3	2
196	на себя	1	2
197	мы и	2	2
198	это время	2	2
199	он сам	1	2
200	истории в	5	2
201	данном случае	6	2
202	чем это	1	2
203	могло быть	1	2
204	но как	1	2
205	в сторону	1	2
206	в настоящем	2	2
207	которые не	1	2
208	сам же	1	2
209	что касается	5	2
210	и наконец	2	2
211	и к	2	2
212	в целом	3	2
213	в нашем	6	2
214	иначе и	1	2
215	но на	2	2
216	что она	1	2
217	и еще	1	2
218	как с	1	2
219	не к	4	2
220	не как	2	2
221	в силу	2	2
222	и по	3	2
223	что является	1	2
224	же не	1	2
225	должен был	1	2
226	в жизни	4	2
227	о которых	1	2
228	период его	1	2
229	таком случае	1	2
230	очень легко	1	2
231	на первый	1	2
232	в этих	3	2
233	в их	1	2
234	и более	3	2
235	а вот	1	2
236	можно ли	1	2
237	и такого	1	2
238	тем самым	5	2
239	на него	2	2
240	но только	1	2
241	в разных	1	2
242	же время	3	2
243	при всем	1	2
244	по своей	3	2
245	связи с	1	2
246	что на	2	2
247	может показаться	1	2
248	точке зрения	1	2
249	и вполне	1	2
250	далеко за	1	2
251	той или	3	2
252	не существует	2	2
253	всей своей	2	2
254	роль в	1	2
255	в мире	8	2
256	к первому	1	2
257	которая в	3	2
258	путь к	1	2
259	и всю	1	2
260	бы в	3	2
261	но тут	1	2
262	быть и	2	2
263	но с	1	2
264	в какой	4	2
265	и так	1	2
266	который в	2	2
267	не можем	2	2
268	то и	2	2
269	в нашей	1	2
270	в начале	3	2
271	свидетельствует о	4	2
272	а то	2	2
273	из них	1	2
274	себе в	1	2
275	могло бы	3	2
276	не о	2	2
277	только с	1	2
278	как носитель	1	2
279	заметить что	1	2
280	является носителем	1	2
281	никогда и	1	2
282	со стороны	5	2
283	или иначе	2	2
284	а всякая	1	2
285	только к	1	2
286	которых мы	1	2
287	не на	1	2
288	что мы	2	2
289	но оно	1	2
290	нет ничего	1	2
291	к своему	1	2
292	наряду с	2	2
293	стороны и	1	2
294	сказать не	1	2
295	внимания на	1	2
296	при условии	1	2
297	не является	3	2
298	но такой	1	2
299	этом отношении	4	2
300	только что	1	2
301	все они	2	2
302	бы на	1	2
303	а о	1	2
304	другой стороны	2	2
305	того же	1	2
306	к его	3	2
307	жизни а	1	2
308	из этого	1	2
309	об этих	1	2
310	к этой	1	2
311	нельзя назвать	1	2
312	к этому	2	2
313	за ее	1	1
314	как известно	1	1
315	речь идет	1	1
316	например в	2	1
317	в сфере	1	1
318	рассматривается как	1	1
319	начинается с	1	1
320	категорию в	1	1
321	значении этого	1	1
322	тех же	1	1
323	этом рассуждении	1	1
324	не признает	1	1
325	свидетельствует об	1	1
326	из всех	1	1
327	чего вся	1	1
328	мы никак	1	1
329	та же	1	1
330	говоря и	1	1
331	он как	1	1
332	благодаря тому	1	1
333	но она	1	1
334	что иное	1	1
335	принадлежит к	3	1
336	хотя ни	1	1
337	в составе	2	1
338	в каждой	1	1
339	и самого	1	1
340	рода словесный	1	1
341	иное как	1	1
342	и мира	3	1
343	во всех	2	1
344	без которого	1	1
345	сказать и	1	1
346	и главное	1	1
347	того чтоб	1	1
348	точка зрения	3	1
349	к которой	1	1
350	если в	2	1
351	в новом	1	1
352	что они	1	1
353	определяется не	1	1
354	один и	1	1
355	к сожалению	1	1
356	относится к	1	1
357	как в	4	1
358	в противном	1	1
359	сознания в	3	1
360	года к	1	1
361	случае уже	1	1
362	автора и	1	1
363	наверху и	1	1
364	к чему	1	1
365	оттого что	2	1
366	как то	1	1
367	как некий	1	1
368	он в	1	1
369	бы не	2	1
370	не подлежал	1	1
371	если внимательно	1	1
372	как он	2	1
373	так сказать	2	1
374	с первыми	1	1
375	становления в	1	1
376	в свет	1	1
377	о которой	2	1
378	зависит не	1	1
379	перестает быть	1	1
380	именно то	1	1
381	зрения в	1	1
382	к одному	1	1
383	в корне	1	1
384	и вот	1	1
385	их в	2	1
386	различие между	1	1
387	еще двумя	1	1
388	этом последнем	1	1
389	этом он	1	1
390	с позиций	1	1
391	распадается на	1	1
392	лишь в	2	1
393	на каком	1	1
394	второй половины	1	1
395	же ему	1	1
396	но их	1	1
397	время у	1	1
398	произведение как	1	1
399	в них	2	1
400	все равно	2	1
401	как об	1	1
402	результате чего	1	1
403	не всегда	2	1
404	которой он	1	1
405	жизни но	1	1
406	обратимся к	2	1
407	во время	1	1
408	сближается с	1	1
409	от своего	1	1
410	и их	1	1
411	не зависит	1	1
412	представить себе	2	1
413	место в	2	1
414	в которых	1	1
415	бы мы	1	1
416	простой и	2	1
417	должны были	2	1
418	реальность человеческого	1	1
419	мир и	1	1
420	основной для	1	1
421	но он	1	1
422	имеет смысл	2	1
423	том же	1	1
424	того кто	1	1
425	случае мы	1	1
426	по мифологии	1	1
427	нашем сознании	1	1
428	с которой	1	1
429	одна из	4	1
430	и вместо	1	1
431	в науке	1	1
432	чтобы в	1	1
433	на себе	1	1
434	в основе	3	1
435	преклонения перед	1	1
436	это мы	1	1
437	в цельную	1	1
438	того как	1	1
439	это то	1	1
440	у этого	1	1
441	он достаточно	1	1
442	и теперь	1	1
443	в процессе	1	1
444	не столь	1	1
445	как будто	4	1
446	ли это	2	1
447	и оно	2	1
448	начиная с	3	1
449	человеческое сознание	1	1
450	в направлении	2	1
451	завершить свою	1	1
452	однако для	1	1
453	и другим	1	1
454	но также	2	1
455	бы он	1	1
456	для его	1	1
457	указывает на	1	1
458	объекта и	1	1
459	и он	1	1
460	истории вообще	1	1
461	есть одновременно	1	1
462	с ее	1	1
463	мы убедимся	1	1
464	в ее	1	1
465	ни слова	1	1
466	второго лица	1	1
467	так в	4	1
468	превратить в	1	1
469	и сам	1	1
470	только тот	1	1
471	те же	2	1
472	это вовсе	1	1
473	особенно в	1	1
474	так называемую	1	1
475	оно как	1	1
476	глубоко и	1	1
477	и предельно	1	1
478	когда в	2	1
479	том как	3	1
480	не имели	2	1
481	строго говоря	2	1
482	о ней	4	1
483	произведения как	1	1
484	то они	1	1
485	каждой из	1	1
486	внимание на	3	1
487	более высокой	1	1
488	одного из	3	1
489	мира а	2	1
490	с того	1	1
491	можно сказать	4	1
492	основе своей	1	1
493	самому себе	1	1
494	а во	1	1
495	и откуда	1	1
496	не могло	2	1
497	добра и	1	1
498	же самые	1	1
499	полноту и	2	1
500	во всей	1	1
501	котором он	2	1
502	вслед за	2	1
503	и она	1	1
504	и мы	1	1
505	в литературе	2	1
506	категория которая	1	1
507	с той	1	1
508	один из	3	1
509	мы видим	1	1
510	с появлением	2	1
511	будто бы	3	1
512	впрочем и	1	1
513	их не	1	1
514	сознанием и	1	1
515	самом деле	3	1
516	как рассуждает	1	1
517	бог а	1	1
518	и внутреннего	1	1
519	вернуться к	1	1
520	время является	1	1
521	предполагает наличие	1	1
522	бытия но	1	1
523	такое определение	1	1
524	этот раз	2	1
525	него нет	1	1
526	которая может	2	1
527	иначе как	1	1
528	при всей	2	1
529	далек от	1	1
530	же могла	1	1
531	на их	1	1
532	не хотел	1	1
533	не возникнет	1	1
534	легко можно	1	1
535	представляют собой	3	1
536	это будет	1	1
537	в последние	1	1
538	и др	1	1
539	или иной	3	1
540	если говорить	1	1
541	по своим	3	1
542	к которому	2	1
543	им из	1	1
544	и прежде	1	1
545	что для	1	1
546	противном случае	1	1
547	к человеку	1	1
548	бы для	1	1
549	а исключительно	1	1
550	на этот	1	1
551	иначе но	1	1
552	последние годы	1	1
553	принадлежит не	1	1
554	о чем	2	1
555	человеческой жизни	3	1
556	только от	1	1
557	и нравственной	1	1
558	было в	1	1
559	в частности	13	1
560	для них	3	1
561	состояла в	1	1
562	она тем	1	1
563	в строгом	1	1
564	его на	1	1
565	не сразу	1	1
566	из которых	1	1
567	к бытию	1	1
568	весьма существенное	1	1
569	по своему	2	1
570	ли его	1	1
571	есть на	1	1
572	на эту	1	1
573	в терминах	1	1
574	за рамки	1	1
575	в первой	1	1
576	кто такой	3	1
577	реакции на	1	1
578	исходя из	2	1
579	ее пределы	1	1
580	в контексте	1	1
581	слова и	1	1
582	этом случае	1	1
583	и нет	1	1
584	приблизиться к	1	1
585	но так	1	1
586	все это	1	1
587	видно что	1	1
588	ближе к	1	1
589	пока еще	4	1
590	мире а	1	1
591	либо его	1	1
592	и после	1	1
593	только а	1	1
594	для настоящего	1	1
595	и максима	2	1
596	делает ее	1	1
597	не говорится	1	1
598	имеют для	1	1
599	не подлежит	1	1
600	мира и	2	1
601	между ними	1	1
602	тот кто	2	1
603	а к	3	1
604	столько самой	1	1
605	или другой	1	1
606	у них	1	1
607	интерес к	1	1
608	еще более	1	1
609	но зато	1	1
610	от этих	2	1
611	отношении к	1	1
612	нам не	1	1
613	может и	1	1
614	в свою	4	1
615	это все	1	1
616	является и	1	1
617	все люди	1	1
618	не что	1	1
619	если она	2	1
620	жизни и	7	1
621	но эти	1	1
622	человека к	1	1
623	том числе	1	1
624	по поводу	2	1
625	по причине	1	1
626	который не	1	1
627	все что	3	1
628	они не	1	1
629	гораздо более	1	1
