N	2gram	Vygotskiy__4	Otkroven
188	мы не	5	1
189	том как	3	1
190	в первый	3	1
191	если бы	10	1
192	своего ума	1	1
193	все и	1	1
194	в сущности	6	1
195	но может	2	1
196	о нем	4	1
197	себе что	1	1
198	в ней	6	1
199	на примере	2	1
200	и что	25	1
201	красоты в	1	1
202	в глаза	1	1
203	почему же	2	1
204	и возможности	1	1
205	это была	1	1
206	этой загадки	2	1
207	своих героев	1	1
208	самом деле	12	1
209	проникновение в	1	1
210	в которую	1	1
211	которого не	1	1
212	этой и	1	1
213	но не	3	1
214	с какими	1	1
215	и всякий	2	1
216	цели которая	1	1
217	но нет	1	1
218	себе и	2	1
219	это лишь	1	1
220	и чем	1	1
221	которой все	2	1
222	все время	24	1
223	и я	1	1
224	его силы	1	1
225	быть он	1	1
226	он хотел	1	1
227	что во	1	1
228	в одной	2	1
229	так для	1	1
230	как в	3	1
231	к раскрытию	1	1
232	друг к	1	1
233	в частности	4	1
234	что нет	2	1
235	один из	2	1
236	будет когда	1	1
237	поле битвы	1	1
238	что только	1	1
239	и как	5	1
240	ли он	2	1
241	от этого	3	1
242	весь был	1	1
243	трагедии и	6	1
244	и изображает	1	1
245	психологии и	1	1
246	поэтому он	1	1
247	не хочет	1	1
248	из жизни	1	1
249	бы и	2	1
250	что это	13	1
251	представляет собой	2	1
252	не оставляет	1	1
253	других писателей	1	1
254	к которой	3	1
255	думать что	2	1
256	с какой	1	1
257	же и	1	1
258	есть уже	1	1
259	только один	1	1
260	чувств и	1	1
261	говорят о	1	1
262	толстого не	1	1
263	на то	10	1
264	действие все	1	1
265	исследование в	1	1
266	бы ни	1	1
267	что она	10	1
268	и других	4	1
269	да и	3	1
270	речи и	1	1
271	из них	4	1
272	после этого	6	1
273	но от	1	1
274	его и	2	1
275	претворить его	1	1
276	был бы	3	1
277	он должен	1	1
278	есть та	1	1
279	цели и	1	1
280	что нужно	1	1
281	всегда оказывается	1	1
282	человека не	1	1
283	в корне	1	1
284	в одном	3	1
285	двух противоположных	2	1
286	вовсе не	5	1
287	и сам	1	1
288	из него	1	1
289	и крови	1	1
290	художник не	1	1
291	сказать с	1	1
292	тот должен	1	1
293	указывали на	1	1
294	в совершенно	1	1
295	границы и	1	1
296	и даже	1	1
297	со стороны	2	1
298	к другу	1	1
299	заключается в	5	1
300	делает в	1	1
301	подходит к	1	1
302	с той	2	1
303	в свой	1	1
304	действующих лиц	1	1
305	истории и	1	1
306	в жизни	4	1
307	кажется что	2	1
308	в это	2	1
309	смерть и	1	1
310	говорит о	4	1
311	в них	2	1
312	этого слова	3	1
313	и противоположное	1	1
314	она и	1	1
315	а с	2	1
316	на этот	3	1
317	и самый	1	1
318	всю жизнь	2	1
319	и своим	1	1
320	а ведь	1	1
321	в мире	3	1
322	нисколько не	5	1
323	народа и	1	1
324	которые будут	1	1
325	не так	1	1
326	связь с	5	1
327	другой его	1	1
328	начиная с	1	1
329	и тут	1	1
330	все основные	1	1
331	и без	1	1
332	как это	14	1
333	страстей и	1	1
334	в котором	2	1
335	и почему	2	1
336	оказывается что	2	1
337	что говорит	2	1
338	он говорит	3	1
339	одном из	1	1
340	он ведет	2	1
341	смысле этого	3	1
342	это есть	1	1
343	всяком случае	3	1
344	и более	1	1
345	в конце	8	1
346	друг с	4	1
347	ней не	1	1
348	что сам	1	1
349	быть не	2	1
350	что слишком	1	1
351	разговор с	1	1
352	и формы	2	1
353	этом никто	1	1
354	нет никакого	1	1
355	любви и	1	1
356	из писателей	1	1
357	в отношении	1	1
358	и здесь	3	1
359	но это	1	1
360	такой исключительной	1	1
361	но у	1	1
362	а иногда	1	1
363	отличается от	1	1
364	она не	3	1
365	начинает с	2	1
366	мысли в	1	1
367	противоречие и	1	1
368	этого нужно	1	1
369	дело в	1	1
370	того как	1	1
371	одна из	4	1
372	ближе к	1	1
373	мысли он	1	1
374	ее с	4	1
375	со всей	2	1
376	не по	2	1
377	виду не	1	1
378	он еще	1	1
379	существует между	1	1
380	в нас	1	1
381	подошел к	1	1
382	действующие лица	1	1
383	ее и	2	1
384	один только	1	1
385	показывает нам	2	1
386	но еще	1	1
387	бы в	1	1
388	действительно в	2	1
389	быть никогда	1	1
390	во всем	2	1
391	вот что	1	1
392	в сознании	1	1
393	характере и	1	1
394	как будто	8	1
395	иначе чем	1	1
396	он убивает	4	1
397	не потому	2	1
398	это все	1	1
399	с другом	4	1
400	перед ним	2	1
401	у нас	4	1
402	и эта	2	1
403	не быть	1	1
404	была бы	2	1
405	совершенно не	4	1
406	к его	1	1
407	и заключается	1	1
408	чтобы сделать	2	1
409	это конечно	1	1
410	та же	3	1
411	и состоит	1	1
412	люди все	1	1
413	его с	1	1
414	жизни и	4	1
415	будто бы	1	1
416	всего что	1	1
417	это так	1	1
418	бы он	1	1
419	во всяком	3	1
420	указывает на	3	1
421	он видит	3	1
422	открывает нам	1	1
423	от которой	1	1
