N	2gram	Savitsky_P_1	Analitik
266	связь между	1	1
267	во всей	2	1
268	и только	1	1
269	вслед за	3	1
270	тем более	2	1
271	полной мере	2	1
272	в соотношении	1	1
273	того что	2	1
274	тот же	3	1
275	с ними	3	1
276	голодной смерти	1	1
277	теперь в	2	1
278	человека с	1	1
279	промежуток времени	1	1
280	есть в	2	1
281	оказывается в	1	1
282	пути но	1	1
283	связывается с	1	1
284	мы знаем	1	1
285	одно из	1	1
286	и творческих	1	1
287	к ним	1	1
288	не о	2	1
289	бы это	1	1
290	для того	3	1
291	может и	2	1
292	связаны с	1	1
293	было и	1	1
294	а с	1	1
295	но о	2	1
296	и политического	4	1
297	свет его	1	1
298	в одно	1	1
299	на фоне	1	1
300	все основные	1	1
301	усомниться в	1	1
302	в перспективе	2	1
303	они едины	1	1
304	можно быть	1	1
305	и мир	1	1
306	судить по	1	1
307	ведет к	1	1
308	этой последней	1	1
309	заключен в	1	1
310	применении к	1	1
311	отдельности и	1	1
312	каково же	1	1
313	в гораздо	4	1
314	известном смысле	1	1
315	не будем	2	1
316	между прочим	2	1
317	в сферу	1	1
318	случаях когда	1	1
319	и частной	1	1
320	сколько бы	2	1
321	как на	2	1
322	мы должны	4	1
323	хотя бы	8	1
324	пришел в	1	1
325	до тех	1	1
326	поскольку не	1	1
327	в ходе	1	1
328	только как	1	1
329	и внутренне	1	1
330	по одному	1	1
331	в трех	1	1
332	к этой	1	1
333	и другие	1	1
334	они не	1	1
