N	2gram	Tiupa_Disk_1	Myshleni
142	речи это	1	4
143	о чем	2	4
144	должны быть	3	4
145	и от	1	4
146	на самом	1	3
147	только потому	1	3
148	между двумя	1	3
149	в первом	3	3
150	к другому	2	3
151	совпадает с	2	3
152	из того	1	3
153	в чем	1	3
154	но не	11	3
155	очевидно что	1	3
156	нет и	1	3
157	из важнейших	1	3
158	в этой	2	3
159	в одной	3	3
160	как к	2	3
161	из этих	1	3
162	учение о	1	3
163	он не	1	3
164	чем у	1	3
165	содержит в	1	3
166	и по	2	3
167	одно и	1	3
168	так и	8	3
169	и заключается	1	3
170	об этом	2	3
171	с другими	1	3
172	развития в	1	3
173	мы видели	1	3
174	для него	4	3
175	в своей	5	3
176	в основном	1	3
177	тем не	1	3
178	состоит в	9	3
179	том и	1	3
180	по себе	3	3
181	в основе	7	3
182	но только	1	3
183	я не	1	3
184	во всем	1	3
185	этом отношении	1	3
186	только по	1	3
187	отличается от	2	3
188	его с	1	3
189	но также	1	3
190	значения и	1	3
191	мог бы	1	3
192	во втором	4	3
193	что и	3	3
194	это не	3	3
195	к нему	1	3
196	и является	1	3
197	есть в	2	3
198	только на	1	3
199	мы можем	1	3
200	как раз	1	3
201	момент в	1	3
202	из двух	2	3
203	до сих	1	3
204	было сказано	1	3
205	и потому	3	3
206	этого слова	1	3
207	и о	4	3
208	сих пор	1	3
209	но это	1	3
210	о его	1	3
211	не является	4	3
212	в то	3	3
213	и другой	1	3
214	и состоит	1	3
215	как известно	1	2
216	отношения к	2	2
217	одним из	2	2
218	также и	3	2
219	и есть	2	2
220	можно говорить	1	2
221	и до	1	2
222	смысле можно	1	2
223	мы и	1	2
224	этого термина	2	2
225	и он	2	2
226	слово не	2	2
227	к общему	1	2
228	столь же	3	2
229	что его	1	2
230	конечном счете	1	2
231	отношение к	4	2
232	отличие от	5	2
233	идет о	1	2
234	с этим	3	2
235	перед нами	3	2
236	его к	1	2
237	в действительности	3	2
238	зрения как	1	2
239	в известном	1	2
240	в случае	1	2
241	на его	4	2
242	в нем	9	2
243	в определенном	1	2
244	возможно только	2	2
245	значение в	1	2
246	а по	2	2
247	самим собой	1	2
248	лишь в	4	2
249	речью и	1	2
250	от одного	1	2
251	действительности в	1	2
252	о которых	1	2
253	несмотря на	1	2
254	в этих	1	2
255	во время	1	2
256	привело к	4	2
257	и при	1	2
258	в их	5	2
259	в отличие	5	2
260	в которых	4	2
261	должны были	1	2
262	в памяти	1	2
263	которые в	1	2
264	что было	1	2
265	и речью	1	2
266	как сущности	1	2
267	не имеет	1	2
268	в центр	1	2
269	достигает своего	1	2
270	нельзя не	2	2
271	и делает	1	2
272	исходить из	1	2
273	разрыв между	1	2
274	ли не	3	2
275	об одном	1	2
276	всего в	1	2
277	одним и	1	2
278	если же	1	2
279	с ее	2	2
280	свою очередь	3	2
281	человеческого сознания	3	2
282	своем значении	1	2
283	здесь как	1	2
284	по природе	5	2
285	деятельности в	1	2
286	образом в	1	2
287	одновременно и	2	2
288	развития как	1	2
289	внимание на	4	2
290	одного из	2	2
291	нас в	1	2
292	этих двух	1	2
293	в конечном	1	2
294	должно было	1	2
295	наконец в	1	2
296	в середине	1	2
297	в современной	1	2
298	известном смысле	1	2
299	которое было	1	2
300	один из	3	2
301	собой скорее	1	2
302	обе стороны	1	2
303	которое мы	1	2
304	и ее	2	2
305	со всеми	1	2
306	уже в	2	2
307	вопроса о	1	2
308	в большинстве	1	2
309	этого понятия	1	2
310	за счет	1	2
311	и других	1	2
312	его и	1	2
313	что на	1	2
314	между которыми	1	2
315	с другим	1	2
316	на ее	2	2
317	по своим	4	2
318	в свою	3	2
319	с ней	1	2
320	процесса и	1	2
321	себя и	1	2
322	что не	4	2
323	большинстве случаев	1	2
324	речи хотя	1	2
325	к его	2	2
326	сути дела	2	2
327	оно имеет	1	2
328	наряду с	1	2
329	могут быть	4	2
330	что же	2	2
331	только о	1	2
332	но для	1	2
333	и собственно	1	2
334	не мог	1	2
335	что делает	2	2
336	или в	2	2
337	развития и	1	2
338	а в	5	2
339	может и	2	2
340	в период	1	2
341	функций и	1	2
342	в своих	3	2
343	к этому	2	2
344	во всяком	2	2
345	например в	2	1
346	того же	3	1
347	сам по	1	1
348	не находя	1	1
349	и пришел	1	1
350	переход от	1	1
351	но этому	1	1
352	этом направлении	1	1
353	а как	1	1
354	языка с	2	1
355	в словесной	1	1
356	сложный процесс	1	1
357	мы имеем	2	1
358	правильного понимания	1	1
359	своего развития	1	1
360	во внутреннем	1	1
361	но она	1	1
362	мышлением в	1	1
363	они были	1	1
364	ему в	2	1
365	что оба	1	1
366	специфическое отношение	1	1
367	вещь в	1	1
368	может функционировать	1	1
369	для выявления	1	1
370	не был	1	1
371	сказать и	2	1
372	как правило	4	1
373	говорим только	1	1
374	но как	2	1
375	а только	1	1
376	точка зрения	2	1
377	и всякий	1	1
378	за пределы	2	1
379	нет как	1	1
380	отнюдь не	8	1
381	что во	1	1
382	в акте	3	1
383	в особом	2	1
384	высказывание не	1	1
385	в своем	6	1
386	это отнюдь	1	1
387	мысль о	1	1
388	и как	6	1
389	в образовании	1	1
390	в непосредственной	1	1
391	от этого	1	1
392	к чему	1	1
393	общение с	1	1
394	было он	1	1
395	тому же	5	1
396	стороны это	2	1
397	что к	1	1
398	с их	1	1
399	той ситуации	1	1
400	значение так	1	1
401	в речевой	2	1
402	мы обратимся	1	1
403	и те	1	1
404	в ряду	2	1
405	вследствие этого	3	1
406	этот процесс	1	1
407	развития человеческого	1	1
408	при этом	13	1
409	время и	1	1
410	является следствием	1	1
411	возникающих в	1	1
412	они в	1	1
413	всех этих	1	1
414	в первую	1	1
415	не как	4	1
416	силу своей	2	1
417	в понятии	1	1
418	новое и	1	1
419	которого и	1	1
420	подобно тому	2	1
421	на этом	2	1
422	так например	2	1
423	по аналогии	1	1
424	которое как	1	1
425	но все	1	1
426	положения что	1	1
427	слова не	1	1
428	в работе	1	1
429	мы его	1	1
430	распространяется на	1	1
431	в сторону	4	1
432	и может	1	1
433	есть все	1	1
434	в другом	2	1
435	в поведении	1	1
436	природе она	1	1
437	на все	1	1
438	времени и	3	1
439	для своей	1	1
440	говорить не	1	1
441	в данной	3	1
442	по выражению	2	1
443	это было	2	1
444	первую очередь	1	1
445	может стать	1	1
446	то все	1	1
447	к словесному	1	1
448	не самой	1	1
449	к области	2	1
450	собой феномен	1	1
451	для них	1	1
452	же образом	1	1
453	что представляет	2	1
454	соответствии с	2	1
455	со своими	1	1
456	представляя собой	1	1
457	еще в	3	1
458	иначе говоря	2	1
459	протекает в	1	1
460	как таковой	1	1
461	в понимании	1	1
462	таким же	1	1
463	заключать в	1	1
464	и без	2	1
465	чем по	1	1
466	мы называем	1	1
467	равной мере	1	1
468	не к	1	1
469	от его	1	1
470	коммуникативной функции	1	1
471	только самим	1	1
472	достигается лишь	1	1
473	в одном	2	1
474	раз и	1	1
475	если их	1	1
476	стилю но	1	1
477	случае по	1	1
478	таков был	1	1
479	в цепи	1	1
480	она могла	1	1
481	дело не	2	1
482	особенности как	1	1
483	говорить о	1	1
484	в структуре	1	1
485	не могло	2	1
486	для всего	1	1
487	рассматривать как	2	1
488	как формы	2	1
489	при наличии	1	1
490	те свойства	1	1
491	нашего понимания	1	1
492	второе значение	1	1
493	другой стороны	3	1
494	это слово	1	1
495	на него	1	1
496	так сказать	2	1
497	в каком	1	1
498	перед ним	1	1
499	такие же	1	1
500	и оно	1	1
501	про себя	1	1
502	сказать словами	1	1
503	они и	3	1
504	он вдруг	1	1
505	т.е в	1	1
506	однако по	1	1
507	и это	1	1
508	анекдот в	3	1
509	основываясь на	1	1
510	но по	1	1
511	как не	3	1
512	но при	3	1
513	и сами	1	1
514	здесь не	1	1
515	более поздней	1	1
516	анна каренина	1	1
517	языка и	2	1
518	по сути	4	1
519	области речевого	2	1
520	в себя	5	1
521	своей мысли	1	1
522	понятно что	1	1
523	поэтому в	1	1
524	он сам	1	1
525	собой и	1	1
526	в словах	1	1
527	из одного	1	1
528	и вообще	2	1
529	была определена	1	1
530	к языку	1	1
531	значении и	1	1
532	возникают и	1	1
533	о нем	2	1
534	начала на	1	1
535	и должно	1	1
536	и т.д	4	1
537	но имеют	1	1
538	имеем дело	2	1
539	есть само	1	1
540	или на	3	1
541	означает не	1	1
542	понятие и	1	1
543	самому себе	2	1
544	аналогии с	1	1
545	речевого акта	1	1
546	и вследствие	1	1
547	всей нашей	1	1
548	между тем	4	1
549	в форме	2	1
550	речевую форму	1	1
551	как учение	1	1
552	них в	2	1
553	чисто внешним	1	1
554	которых возникает	1	1
555	а именно	1	1
556	и мы	1	1
557	в сферу	3	1
558	хорошо известны	1	1
559	что здесь	1	1
560	в лингвистике	3	1
561	этом смысле	1	1
562	ни к	6	1
563	природа самого	1	1
564	ее к	1	1
565	которая однако	1	1
566	и представляет	2	1
567	дело с	2	1
568	пришел к	1	1
569	этом состоит	1	1
570	всяком случае	1	1
571	в значении	2	1
572	в виде	1	1
573	при помощи	1	1
574	особую и	1	1
575	из них	3	1
576	за ним	1	1
577	их как	1	1
578	до самых	1	1
579	участники которого	1	1
580	что означает	1	1
581	иногда не	1	1
582	в прозе	1	1
583	целом и	1	1
584	а понимание	1	1
585	или отсутствие	1	1
586	в прошлом	1	1
587	к ним	3	1
588	собой не	1	1
589	как его	2	1
590	заметить что	2	1
591	как будто	1	1
592	к той	3	1
593	от того	1	1
594	в них	4	1
595	в исследование	1	1
596	значение чем	1	1
597	исследований и	1	1
598	или иной	5	1
599	представляют собой	1	1
600	ни о	1	1
601	этом пути	1	1
602	здесь в	2	1
603	и создает	1	1
604	к которому	2	1
605	с той	1	1
606	свои особые	1	1
607	а с	5	1
608	же речь	1	1
609	к более	1	1
610	в соответствии	2	1
611	связано с	1	1
612	не было	7	1
613	отношения в	1	1
614	ничем не	1	1
615	его как	2	1
616	одну из	2	1
617	первоначально не	1	1
618	ближе к	1	1
619	в одно	1	1
620	и вне	1	1
621	принадлежности к	2	1
622	в связи	1	1
623	но оно	1	1
624	в частности	9	1
625	самых сложных	1	1
626	не удается	1	1
627	но сама	1	1
628	т.е по	1	1
629	он говорит	1	1
630	если оно	1	1
631	одновременно с	2	1
632	тому как	3	1
633	согласно которому	1	1
634	как нельзя	1	1
635	исходя из	2	1
636	того положения	1	1
637	поэтому что	1	1
638	числе и	2	1
639	возможности для	1	1
640	которой он	1	1
641	к другим	2	1
642	в каких	1	1
643	исключает возможность	1	1
644	в литературе	2	1
645	за его	2	1
646	в начальной	1	1
647	и часто	1	1
648	при таком	1	1
649	разговор двух	1	1
650	в результате	1	1
651	о котором	2	1
652	своей собственной	2	1
653	а к	1	1
654	хотя и	2	1
655	то при	1	1
656	о коммуникативной	1	1
657	и все	2	1
658	той или	3	1
659	но зато	2	1
660	с устной	1	1
661	в новых	1	1
662	на более	1	1
663	в равной	2	1
664	могли быть	1	1
665	отношении к	1	1
666	значения эти	1	1
667	речь или	1	1
668	их нельзя	1	1
669	для каждой	1	1
670	от целого	1	1
671	остается неизменным	1	1
672	что такое	1	1
673	но эти	1	1
674	и другие	1	1
675	всем своим	1	1
676	это понятие	3	1
677	в таком	1	1
678	другое в	1	1
679	том числе	2	1
680	они не	2	1
