N	2gram	Bakhtin_KF_1	KulturaY
126	как раз	1	3
127	а только	1	3
128	то или	2	3
129	в ней	3	3
130	а в	4	3
131	сводится к	2	3
132	этого не	1	3
133	же время	2	3
134	то для	1	3
135	совершенно не	6	3
136	того что	3	3
137	как не	1	3
138	из которых	2	3
139	как в	2	3
140	нисколько не	4	3
141	следует что	1	3
142	и его	17	3
143	с этим	1	3
144	это и	2	3
145	данный момент	3	3
146	отличается от	1	3
147	для этого	2	3
148	всех этих	3	3
149	тем что	3	3
150	именно в	5	3
151	что и	7	3
152	в процессе	2	3
153	лучшем случае	1	3
154	он не	6	3
155	политика в	1	3
156	в лучшем	1	3
157	на этом	1	3
158	чем в	1	3
159	живет и	1	3
160	здесь не	3	3
161	всего в	1	3
162	что она	1	3
163	до конца	3	3
164	и это	12	3
165	в виду	3	3
166	в соответствии	2	3
167	и по	1	3
168	но это	6	3
169	но для	2	3
170	что между	1	2
171	отсюда и	3	2
172	нуждается в	1	2
173	здесь то	1	2
174	наше время	1	2
175	но есть	2	2
176	в другом	3	2
177	должны быть	1	2
178	это положение	1	2
179	мы говорим	1	2
180	на том	1	2
181	могла бы	4	2
182	а это	2	2
183	не должно	3	2
184	и для	9	2
185	может служить	1	2
186	был бы	3	2
187	большинстве случаев	1	2
188	смысла и	2	2
189	рядом с	3	2
190	и все	7	2
191	а именно	1	2
192	том случае	1	2
193	к нему	12	2
194	за собой	1	2
195	конечно и	1	2
196	вообще и	1	2
197	быть только	8	2
198	это в	1	2
199	тем самым	4	2
200	сознания и	3	2
201	что эта	2	2
202	не более	1	2
203	но здесь	3	2
204	дело не	2	2
205	вообще а	1	2
206	но можно	4	2
207	в своей	10	2
208	о возможности	1	2
209	в их	8	2
210	между прочим	1	2
211	того или	3	2
212	ли это	2	2
213	смысле слова	1	2
214	в свою	3	2
215	его к	2	2
216	в отношении	1	2
217	смысле этого	1	2
218	оно не	2	2
219	всего что	1	2
220	превращается в	1	2
221	здесь мы	4	2
222	отношения к	1	2
223	в корне	2	2
224	следовательно и	1	2
225	быть не	2	2
226	тем же	1	2
227	это только	2	2
228	на самом	3	2
229	и даже	1	2
230	их не	1	2
231	на все	1	2
232	так называемые	1	2
233	соответствии с	2	2
234	в современной	3	2
235	конечно не	7	2
236	в своем	16	2
237	утверждать что	1	2
238	можно говорить	1	2
239	только как	4	2
240	для самого	1	2
241	конечном счете	1	2
242	например что	1	2
243	разве не	2	2
244	мы должны	1	2
245	мысль и	2	2
246	свою очередь	1	2
247	и от	1	2
248	от этого	2	2
249	и потому	2	2
250	никогда не	5	2
251	характер и	1	2
252	той же	1	2
253	что значит	2	2
254	все дело	1	2
255	же и	1	2
256	по поводу	1	2
257	в живом	1	2
258	с ними	3	2
259	этот термин	1	2
260	в конечном	1	2
261	при этом	4	2
262	говорим о	1	2
263	но оно	1	2
264	чтобы не	2	2
265	с тем	2	2
266	то только	1	2
267	она не	1	2
268	что за	2	2
269	мы будем	1	2
270	не просто	1	2
271	не как	4	2
272	в своих	3	2
273	но уже	1	2
274	лишь с	2	2
275	за этим	1	2
276	все они	1	2
277	только для	1	2
278	все равно	1	2
279	или иного	3	2
280	и приводит	1	2
281	и до	1	2
282	а следовательно	3	2
283	и есть	9	2
284	они имеют	1	2
285	для этой	3	2
286	ни на	1	2
287	как и	5	2
288	образом в	1	2
289	он и	2	2
290	теряет свою	1	2
291	столь же	1	1
292	его от	1	1
293	который и	1	1
294	в искусстве	1	1
295	и утверждается	1	1
296	первая часть	1	1
297	в себе	21	1
298	быть лучше	1	1
299	действительно ли	2	1
300	когда мы	1	1
301	всегда в	1	1
302	в значительной	1	1
303	не значит	6	1
304	день и	1	1
305	бы быть	5	1
306	смысл лишь	2	1
307	не становится	1	1
308	ее от	1	1
309	в которой	1	1
310	место в	5	1
311	исходит из	1	1
312	но он	1	1
313	где и	1	1
314	ни одна	2	1
315	бы то	2	1
316	одной из	1	1
317	полагаю что	1	1
318	или не	1	1
319	однако он	1	1
320	этом последнем	1	1
321	не будет	2	1
322	действительно в	1	1
323	тогда когда	3	1
324	только от	1	1
325	нет в	4	1
326	только тогда	1	1
327	я имею	3	1
328	для всего	1	1
329	значит что	1	1
330	лишь как	2	1
331	и их	6	1
332	в каких	1	1
333	их для	2	1
334	известном смысле	1	1
335	для решения	1	1
336	связь с	1	1
337	лежат в	1	1
338	в ткань	1	1
339	и имеют	1	1
340	единицы и	1	1
341	где он	3	1
342	в виде	2	1
343	значение для	1	1
344	его делает	1	1
345	но никто	1	1
346	как таковая	1	1
347	влечет за	1	1
348	она становится	1	1
349	настоящее время	1	1
350	и законов	1	1
351	в большинстве	1	1
352	в ее	16	1
353	в какой	1	1
354	а скорее	1	1
355	жива и	1	1
356	важным для	1	1
357	и иные	1	1
358	независимо от	3	1
359	его и	2	1
360	мы не	3	1
361	который по	1	1
362	но с	1	1
363	мышление в	1	1
364	лежит в	1	1
365	свою жизнь	2	1
366	в настоящее	1	1
367	и некоторым	1	1
368	же мысль	1	1
369	ничего общего	2	1
370	тем или	1	1
371	из первого	1	1
372	на язык	3	1
373	и могло	1	1
374	но может	1	1
375	жизнь в	1	1
376	и было	1	1
377	и он	1	1
378	в одном	4	1
379	данной области	1	1
380	или иным	2	1
381	отношении я	1	1
382	одно из	1	1
383	этот процесс	1	1
384	что только	2	1
385	эти слова	1	1
386	дело лишь	1	1
387	и я	5	1
388	каких бы	1	1
389	много и	1	1
390	эта же	1	1
391	в принципе	2	1
392	другом случае	1	1
393	выход из	2	1
394	этом пути	1	1
395	не мог	1	1
396	утверждение что	1	1
397	и только	6	1
398	и такие	1	1
399	то этот	1	1
400	себе как	2	1
401	и смысловой	2	1
402	к такому	1	1
403	отношение к	5	1
404	где его	2	1
405	в себя	7	1
406	содержания и	2	1
407	для него	8	1
408	между ними	1	1
409	место при	1	1
410	это различие	1	1
411	стороны ее	1	1
412	дело с	2	1
413	кажется что	2	1
414	к чему	3	1
415	уже с	1	1
416	здесь нет	2	1
417	связанных с	1	1
418	мы можем	1	1
419	будет тем	1	1
420	являются лишь	1	1
421	само слово	1	1
422	по всей	1	1
423	но как	5	1
424	более чем	1	1
425	значительной степени	1	1
426	только что	1	1
427	не с	1	1
428	было показано	1	1
429	ссылки на	1	1
430	знать что	2	1
431	такой же	1	1
432	в этих	1	1
433	в данный	3	1
434	это ее	1	1
435	на месте	1	1
436	всякого культурного	1	1
437	не выходит	1	1
438	что этот	3	1
439	по отношению	26	1
440	что есть	2	1
441	и к	1	1
442	случае мы	2	1
443	из всех	1	1
444	а как	2	1
445	он может	2	1
446	следует конечно	1	1
447	следующие строки	1	1
448	которой и	1	1
449	противном случае	1	1
450	для меня	20	1
451	что язык	1	1
452	с ее	2	1
453	но там	1	1
454	какие бы	1	1
455	если ты	3	1
456	такова же	1	1
457	отличен от	1	1
458	что подобные	1	1
459	и отношения	2	1
460	этой своей	1	1
461	именно на	2	1
462	нет и	3	1
463	с которым	1	1
464	на почве	1	1
465	не стоит	1	1
466	значения как	1	1
467	и говорить	1	1
468	даже к	1	1
469	и требует	1	1
470	поскольку он	2	1
471	сказать и	1	1
472	не решает	1	1
473	лишь по	1	1
474	содержание которое	1	1
475	ведь это	1	1
476	для нее	7	1
477	только с	3	1
478	есть проблема	1	1
479	в чем	4	1
480	я в	1	1
481	дело в	2	1
482	в противном	1	1
483	важно однако	1	1
484	ведь только	1	1
485	никто конечно	1	1
486	во всем	7	1
487	ее можно	1	1
488	но эти	1	1
489	основана на	1	1
490	относится к	1	1
491	имеет место	1	1
492	бы я	1	1
493	определяется не	1	1
494	бы только	1	1
495	всю свою	1	1
496	в каком-то	1	1
497	собой и	1	1
498	на первом	2	1
499	на основе	7	1
500	подойти к	1	1
501	а все	3	1
502	нечего делать	1	1
503	жизни это	1	1
504	сказать в	1	1
505	не способна	1	1
506	поэтому в	1	1
507	перестает быть	1	1
508	к ним	4	1
509	том смысле	1	1
510	научного и	1	1
511	это что	1	1
512	книге о	1	1
513	невозможен и	1	1
514	едва ли	2	1
515	но ведь	5	1
516	полное слово	2	1
517	перейдем теперь	1	1
518	так по	1	1
519	могло бы	4	1
520	может иметь	2	1
521	который не	1	1
522	имеет смысл	1	1
523	по своему	3	1
524	это единственная	1	1
525	и когда	2	1
526	не должен	3	1
527	и др	1	1
528	одна из	1	1
529	в котором	24	1
530	мы уже	1	1
531	в целом	10	1
532	делает своим	1	1
533	который знает	1	1
534	к двум	1	1
535	как-то не	1	1
536	свой смысл	1	1
537	том же	1	1
538	что именно	1	1
539	живое слово	1	1
540	факт признания	1	1
541	пройти мимо	2	1
542	показать что	1	1
543	здесь я	1	1
544	когда он	1	1
545	подписаться под	1	1
546	тому что	2	1
547	и именно	2	1
548	что первая	1	1
549	не потому	2	1
550	значит не	1	1
551	место и	2	1
552	в некое	2	1
553	ему и	1	1
554	но я	2	1
555	не для	1	1
556	а по	2	1
557	каком бы	1	1
558	найти и	1	1
559	совпадает с	1	1
560	от себя	10	1
561	никогда бы	1	1
562	поскольку она	2	1
563	его есть	1	1
564	как к	2	1
565	есть именно	2	1
566	и оба	1	1
567	должен был	1	1
568	в действительности	1	1
569	то ни	2	1
570	в это	2	1
571	их в	1	1
572	и как	2	1
573	и иное	1	1
574	не раз	1	1
575	помнить что	1	1
576	и никогда	1	1
577	быть и	3	1
578	с его	1	1
579	пр и	1	1
580	смысл который	1	1
581	ведь и	1	1
582	и смысл	2	1
583	нет не	1	1
584	мы признаем	1	1
585	если не	2	1
586	от них	1	1
587	вследствие того	1	1
588	но конечно	3	1
589	творчества и	1	1
590	бы совершенно	1	1
591	признать что	1	1
592	они будут	1	1
593	о том	3	1
594	но нет	2	1
595	ее не	1	1
596	бы условиях	1	1
597	здесь дело	1	1
598	не нужен	2	1
599	ни было	4	1
600	не был	1	1
601	и должен	2	1
602	никем и	1	1
603	всего этого	1	1
604	говорить об	1	1
605	а некоторый	1	1
606	в известном	1	1
607	самого факта	2	1
608	в него	2	1
609	всего можно	1	1
610	их смысле	1	1
611	он должен	1	1
612	оно могло	1	1
613	за волосы	1	1
614	к настоящему	1	1
615	не носит	1	1
616	и целого	1	1
617	как оно	2	1
618	исключительно на	1	1
619	самого по	1	1
620	смысле в	2	1
621	и уже	1	1
622	него здесь	1	1
623	нами в	1	1
624	в данных	1	1
625	приобретает значение	1	1
626	я уже	2	1
627	же на	1	1
628	здесь как	1	1
629	и полнее	1	1
630	в каждом	3	1
631	они не	1	1
632	поможет нам	1	1
633	и под	2	1
634	или иной	2	1
635	себе и	3	1
636	языка это	1	1
637	котором говорит	1	1
638	имеем здесь	1	1
639	вместо того	1	1
640	и просто	2	1
641	она может	1	1
642	и содержание	5	1
643	если оно	1	1
644	где ее	1	1
645	имеет дело	1	1
646	мог бы	1	1
647	не есть	20	1
648	имеют смысл	1	1
649	внимание в	1	1
