N	2gram	Tiupa_Lite_1	Tragedij
140	но особенно	1	2
141	в данном	5	2
142	о его	1	2
143	в силах	1	2
144	это уже	2	2
145	от всего	1	2
146	потому что	3	2
147	состоит из	1	2
148	в частности	15	2
149	по поводу	2	2
150	русской литературы	2	2
151	бунта против	1	2
152	я и	7	1
153	ту же	2	1
154	одним из	5	1
155	например в	3	1
156	в сфере	3	1
157	от самой	1	1
158	с жизнью	1	1
159	человека и	2	1
160	и др	3	1
161	самом деле	2	1
162	к своей	2	1
163	и есть	3	1
164	от самого	2	1
165	на две	1	1
166	проникает в	1	1
167	сам автор	1	1
168	исходит из	3	1
169	должна быть	2	1
170	мать и	1	1
171	века в	3	1
172	той же	3	1
173	которую я	1	1
174	он заявляет	1	1
175	и новые	1	1
176	в становлении	1	1
177	на себя	2	1
178	по определению	1	1
179	ему в	1	1
180	и толпы	1	1
181	в виду	3	1
182	за два	1	1
183	жизни столь	1	1
184	мире при	1	1
185	в xix	1	1
186	представляет собой	4	1
187	быть в	1	1
188	в чем	1	1
189	во всех	1	1
190	но не	4	1
191	могло быть	2	1
192	отказ от	7	1
193	но как	1	1
194	всем его	1	1
195	тогда как	13	1
196	за пределы	2	1
197	в настоящем	1	1
198	писателя в	1	1
199	в центре	1	1
200	мысль о	1	1
201	неизмеримо более	1	1
202	них он	1	1
203	то в	1	1
204	со своей	1	1
205	с творческой	1	1
206	в которой	1	1
207	он в	1	1
208	бы не	3	1
209	право на	1	1
210	же слова	1	1
211	общеизвестно что	1	1
212	как он	2	1
213	и если	1	1
214	так сказать	1	1
215	перестает быть	4	1
216	которой не	1	1
217	роли в	1	1
218	к одному	1	1
219	не к	2	1
220	не как	4	1
221	в россии	2	1
222	ориентация на	1	1
223	и по	1	1
224	на этом	2	1
225	на свете	1	1
226	таким образом	3	1
227	я вам	1	1
228	но без	2	1
229	а затем	1	1
230	в другом	2	1
231	самого автора	1	1
232	в финале	1	1
233	лишь в	4	1
234	натуральной школы	1	1
235	это было	1	1
236	претензии на	1	1
237	быть не	1	1
238	с начала	1	1
239	показал на	1	1
240	из первых	1	1
241	в них	1	1
242	он же	1	1
243	что ему	3	1
244	этого персонажа	1	1
245	этого не	2	1
246	а за	1	1
247	всю жизнь	1	1
248	эту тему	1	1
249	с такой	1	1
250	ведет к	4	1
251	перед собой	1	1
252	сердца в	1	1
253	в своей	4	1
254	этой связи	1	1
255	в котором	1	1
256	именно такую	1	1
257	не столько	5	1
258	сама собой	1	1
259	знал и	1	1
260	сам же	1	1
261	и вот	1	1
262	тем не	2	1
263	превратиться в	1	1
264	не могли	1	1
265	на всю	1	1
266	того кто	1	1
267	в эпилоге	1	1
268	и прозе	1	1
269	не менее	7	1
270	вплоть до	2	1
271	xviii века	2	1
272	она не	1	1
273	и начинает	1	1
274	самого начала	1	1
275	на котором	1	1
276	виду не	2	1
277	например что	1	1
278	но только	1	1
279	это мы	1	1
280	и всегда	1	1
281	по своей	3	1
282	для нас	1	1
283	связи с	6	1
284	собственной личности	1	1
285	в области	3	1
286	перед ним	1	1
287	в стиле	1	1
288	xx века	2	1
289	в момент	1	1
290	к себе	3	1
291	значение только	1	1
292	мы узнаем	1	1
293	могут быть	2	1
294	строится как	1	1
295	уже было	1	1
296	свою личную	1	1
297	именно таков	1	1
298	и т.д	1	1
299	не есть	2	1
300	признается что	1	1
301	что при	1	1
302	литературы на	1	1
303	как мы	1	1
304	и о	1	1
305	стихах и	1	1
306	людей в	1	1
307	с каким	1	1
308	такие как	3	1
309	с самого	1	1
310	протест против	1	1
311	роль в	2	1
312	к смерти	2	1
313	даже отчасти	1	1
314	с собой	4	1
315	можно было	2	1
316	на нее	1	1
317	больше в	1	1
318	в борьбе	1	1
319	в последней	1	1
320	в диалог	1	1
321	быть может	1	1
322	в эпоху	1	1
323	говорил что	1	1
324	но может	1	1
325	а по	1	1
326	является по	2	1
327	году и	1	1
328	на вопрос	1	1
329	творческий процесс	1	1
330	и который	1	1
331	это должно	1	1
332	а также	5	1
333	чтобы не	2	1
334	от него	1	1
335	все в	1	1
336	по слову	1	1
337	между тем	2	1
338	теперь уже	1	1
339	нуждается в	3	1
340	и навязывает	1	1
341	не сводится	3	1
342	к личности	1	1
343	князе мышкине	1	1
344	общим местом	1	1
345	в жизнь	1	1
346	и пусть	1	1
347	х годов	2	1
348	в литературе	1	1
349	того что	6	1
350	нашел в	1	1
351	казалось что	1	1
352	что даже	1	1
353	видение мира	1	1
354	только в	8	1
355	становится не	2	1
356	с одной	2	1
357	только на	2	1
358	героя с	2	1
359	свидетельствует о	1	1
360	за счет	1	1
361	в общем	1	1
362	одно из	3	1
363	всяком случае	2	1
364	слова в	1	1
365	не для	1	1
366	ту сторону	1	1
367	жизни на	2	1
368	как прямой	1	1
369	любит и	1	1
370	в особенности	1	1
371	никого не	1	1
372	пафос его	1	1
373	именно в	1	1
374	на неудачу	1	1
375	а жизнь	1	1
376	что не	2	1
377	не было	3	1
378	полагал что	2	1
379	а на	1	1
380	а не	16	1
381	именно так	2	1
382	а вы	2	1
383	одну из	2	1
384	помогает уяснить	1	1
385	перед сном	1	1
386	в связи	4	1
387	более чем	3	1
388	правда ли	1	1
389	о себе	4	1
390	эти слова	1	1
391	вместе с	1	1
392	и особенно	1	1
393	не знал	1	1
394	xix века	6	1
395	искусства но	1	1
396	в той	1	1
397	и такую	1	1
398	для понимания	2	1
399	с этой	5	1
400	и от	1	1
401	в условиях	1	1
402	романа с	1	1
403	перед смертью	1	1
404	не любил	2	1
405	годов в	1	1
406	исключительное значение	1	1
407	не является	2	1
408	достоевского но	1	1
409	при таком	1	1
410	это как	2	1
411	тот кто	1	1
412	а к	1	1
413	о нем	1	1
414	это может	1	1
415	у которого	1	1
416	самой смерти	1	1
417	хотя бы	2	1
418	года а	1	1
419	только что	1	1
420	я в	5	1
421	в ревизоре	1	1
422	в стихах	1	1
423	жизни в	1	1
424	с сыном	1	1
425	от литературы	2	1
426	героя и	1	1
427	совершенно не	1	1
428	в иной	1	1
429	ко всему	2	1
430	в кругу	1	1
431	к этой	1	1
432	во всяком	3	1
