N	2gram	Bakhtin_sl_2	Psycholo
420	заложенные в	1	1
421	стороны и	3	1
422	некоторой степени	1	1
423	в эту	1	1
424	ним мы	1	1
425	совсем не	1	1
426	но такая	1	1
427	вещи здесь	1	1
428	нет для	1	1
429	средние века	1	1
430	целом ряде	1	1
431	словом в	4	1
432	форме как	1	1
433	оно может	2	1
434	жизни в	2	1
435	в нас	1	1
436	одной из	1	1
437	каких условиях	1	1
438	в высокой	1	1
439	есть не	1	1
440	евгении онегине	1	1
441	вокруг него	2	1
442	нем есть	1	1
443	всего что	1	1
444	когда это	1	1
445	превращается в	1	1
446	зрения на	2	1
447	такое действие	1	1
448	приходится иметь	2	1
449	смысл его	2	1
450	для него	7	1
451	ним и	2	1
452	из него	2	1
453	правильного понимания	1	1
454	мы еще	1	1
455	в корне	1	1
456	как не	1	1
457	и дальше	3	1
458	разговоры о	2	1
459	есть от	2	1
460	понимание оно	1	1
461	истории литературы	3	1
462	подходят к	1	1
463	и времени	1	1
464	один только	1	1
465	введенное в	1	1
466	между тем	3	1
467	к ней	2	1
468	и даже	7	1
469	эти разговоры	1	1
470	материал как	1	1
471	в этих	7	1
472	и значение	1	1
473	мысли и	1	1
474	за пределы	2	1
475	этому жанру	1	1
476	как они	1	1
477	по отношению	4	1
478	материалом для	1	1
479	и сам	1	1
480	слова а	1	1
481	не остается	1	1
482	всем его	2	1
483	его так	2	1
484	смысл в	1	1
485	которых мы	2	1
486	в дальнейшем	2	1
487	говорят о	1	1
488	со всех	1	1
489	дано в	1	1
490	другими словами	1	1
491	от него	5	1
492	именно на	2	1
493	с которым	2	1
494	тогда когда	2	1
495	требует от	2	1
496	но как	2	1
497	человека и	3	1
498	них не	1	1
499	к его	2	1
500	дело здесь	1	1
501	материал в	3	1
502	оказывает сопротивление	1	1
503	идет об	1	1
504	человек и	14	1
505	на языке	1	1
506	и романа	1	1
507	до некоторой	1	1
508	него нет	3	1
509	в чем	3	1
510	мысль и	1	1
511	поэтому и	4	1
512	свою очередь	2	1
513	дело в	2	1
514	или иные	1	1
515	и заставляет	1	1
516	во второй	1	1
517	без него	1	1
518	когда она	1	1
519	она стремится	1	1
520	и самая	1	1
521	в создании	1	1
522	значение этого	1	1
523	это остается	1	1
524	и еще	1	1
525	в истории	11	1
526	два основных	1	1
527	же и	2	1
528	что часто	1	1
529	и таким	1	1
530	как к	3	1
531	характер и	1	1
532	бросает на	1	1
533	не столько	3	1
534	и возможности	1	1
535	значение и	1	1
536	для правильного	1	1
537	уже говорили	1	1
538	это требует	1	1
539	условия для	1	1
540	материалом и	2	1
541	однако и	1	1
542	этом фоне	1	1
543	чтобы понять	1	1
544	для своей	1	1
545	вырождается в	2	1
546	и др	4	1
547	слова в	13	1
548	речи и	3	1
549	точку зрения	3	1
550	с какими	1	1
551	ускользала от	1	1
552	с этими	1	1
553	и об	1	1
554	так сказать	6	1
555	того как	2	1
556	от этой	1	1
557	разоблачить его	1	1
558	факт что	2	1
559	силу и	1	1
560	в исторических	1	1
561	слова о	2	1
562	себя и	4	1
563	от его	1	1
564	себя как	1	1
565	с одним	2	1
566	с собой	1	1
567	романа и	5	1
568	от которых	1	1
569	его современников	1	1
570	и истолковывать	1	1
571	в точном	2	1
572	в средние	1	1
573	конечно по	1	1
574	ближе к	1	1
575	и всецело	1	1
576	таким словом	1	1
577	на самый	1	1
578	несмотря на	1	1
579	если же	1	1
580	в свой	2	1
581	на известную	1	1
582	отношению к	4	1
583	и между	2	1
584	с какой	1	1
585	должен быть	2	1
586	границе между	2	1
587	для ее	1	1
588	и никогда	1	1
589	за ним	1	1
590	связи и	2	1
591	хотя он	1	1
592	место их	1	1
593	этого в	1	1
594	легко он	1	1
595	которые в	2	1
596	в другом	2	1
597	прямо сказать	3	1
598	рассказ в	1	1
599	две точки	1	1
600	это как	1	1
601	между материалом	2	1
602	только для	1	1
603	его собственной	1	1
604	а также	3	1
605	его была	1	1
606	и вся	1	1
607	мы опять	1	1
608	одну и	1	1
609	всего этого	1	1
610	вообще не	1	1
611	мы смотрим	1	1
612	другим как	1	1
613	прямого и	1	1
614	как сказал	1	1
615	в ту	1	1
616	она в	1	1
617	ему свое	1	1
618	с другим	1	1
619	к другу	1	1
620	быть в	1	1
621	другим и	1	1
622	но уже	1	1
623	и более	2	1
624	на протяжении	2	1
625	и речи	2	1
626	от художественного	1	1
627	самого по	1	1
628	можем сказать	1	1
629	только на	1	1
630	были даны	1	1
631	он сам	1	1
632	романа мы	1	1
633	она вообще	1	1
634	он как	1	1
635	или иначе	1	1
636	и современной	1	1
637	обращении с	1	1
638	из самых	1	1
639	все остальные	1	1
640	в драму	1	1
641	двух планах	1	1
642	у стерна	1	1
643	совершенно иной	1	1
644	но это	3	1
645	в свою	3	1
646	чтобы увидеть	1	1
647	прямой и	1	1
