N	2gram	Bakhtin_Pr_4	NovoeSre
135	обращение к	1	2
136	по существу	3	2
137	не могли	2	2
138	как будто	1	2
139	и формы	1	2
140	как это	1	2
141	будет и	1	2
142	такой же	3	2
143	глубины и	1	2
144	но для	3	2
145	в то	5	2
146	одна из	2	2
147	в мировой	1	2
148	мысли в	1	2
149	того чтобы	1	2
150	жизнью в	1	2
151	и весь	1	2
152	не ставит	1	2
153	хотя бы	2	2
154	все они	1	2
155	а в	2	2
156	когда мы	1	2
157	могут быть	2	2
158	можно назвать	1	2
159	она оказалась	1	1
160	и через	2	1
161	не хочу	1	1
162	людей в	2	1
163	для себя	1	1
164	он может	1	1
165	будет сказать	1	1
166	характер и	1	1
167	в средневековой	1	1
168	перед лицом	1	1
169	он находится	1	1
170	и острее	1	1
171	значение становится	1	1
172	по преимуществу	1	1
173	приводит к	4	1
174	и до	3	1
175	и мысли	2	1
176	миру а	1	1
177	стремится быть	1	1
178	с собой	3	1
179	значение они	1	1
180	на нее	1	1
181	мы уже	3	1
182	не с	1	1
183	конечно есть	1	1
184	во многом	1	1
185	еще в	1	1
186	начинается в	1	1
187	к новой	1	1
188	совершенно невозможно	1	1
189	героя но	2	1
190	с ним	2	1
191	можно сказать	4	1
192	смысле и	1	1
193	о самом	1	1
194	совершается кризис	1	1
195	на себя	4	1
196	это должно	1	1
197	то это	3	1
198	только так	2	1
199	и небытия	1	1
200	не был	1	1
201	в виду	4	1
202	не способен	1	1
203	это я	1	1
204	с большим	1	1
205	это время	1	1
206	той роли	1	1
207	и явления	1	1
208	в xix	1	1
209	себя а	1	1
210	на их	1	1
211	других людей	1	1
212	и во	3	1
213	на всех	1	1
214	все в	2	1
215	не могут	3	1
216	своего рода	4	1
217	к нему	5	1
218	всей нашей	1	1
219	нем не	1	1
220	сторон жизни	1	1
221	переходит в	1	1
222	в его	9	1
223	в эти	1	1
224	менее всего	1	1
225	нужно быть	2	1
226	себе и	3	1
227	отличие от	3	1
228	и только	3	1
229	значение для	3	1
230	и она	1	1
231	вся жизнь	4	1
232	как некогда	1	1
233	в значительной	1	1
234	к которому	1	1
235	в своем	3	1
236	и нет	4	1
237	в формах	3	1
238	человека в	1	1
239	что он	6	1
240	всего как	1	1
241	только в	6	1
242	во всем	4	1
243	по своей	3	1
244	от этого	2	1
245	и элементы	2	1
246	в самом	9	1
247	не хочет	2	1
248	формы жизни	1	1
249	распадению на	1	1
250	и жизни	1	1
251	из этих	3	1
252	тоже не	1	1
253	же и	4	1
254	если есть	1	1
255	и хочет	1	1
256	но во	1	1
257	и у	1	1
258	уже в	4	1
259	вопроса о	1	1
260	в большинстве	9	1
261	отнести к	1	1
262	человек не	1	1
263	него и	1	1
264	большинстве случаев	8	1
265	ведь что	2	1
266	она становится	1	1
267	человека на	1	1
268	к своим	1	1
269	одному из	1	1
270	шекспира и	1	1
271	все еще	1	1
272	к внутренней	2	1
273	и их	3	1
274	этого нельзя	2	1
275	всяком случае	1	1
276	к одному	6	1
277	слова в	13	1
278	сами по	2	1
279	по всем	1	1
280	в конце	3	1
281	но ведь	2	1
282	про него	1	1
283	друг друга	6	1
284	бытия и	3	1
285	которые могут	1	1
286	людей и	4	1
287	тем что	3	1
288	и вместе	1	1
289	но все	2	1
290	вопрос для	1	1
291	это конечно	1	1
292	значительной степени	1	1
293	от нее	1	1
294	в последние	1	1
295	этом он	1	1
296	значение в	2	1
297	не должна	1	1
298	выходит за	1	1
299	из всех	1	1
300	а по	1	1
301	оно лишь	1	1
302	знает что	1	1
303	лишь те	1	1
304	который и	1	1
305	нельзя сказать	1	1
306	было бы	3	1
307	в каких	1	1
308	он есть	2	1
309	свою противоположность	1	1
310	а это	1	1
311	лишь на	1	1
312	было и	1	1
313	себя и	3	1
314	в отличие	3	1
315	что не	1	1
316	все слова	1	1
317	связано с	1	1
318	превращается в	4	1
319	они не	2	1
320	в этой	3	1
321	еще достаточно	1	1
322	ничем не	1	1
323	не на	1	1
324	не всегда	1	1
325	жизнь в	3	1
326	как ни	1	1
327	он стремится	1	1
328	очень сложное	1	1
329	что мы	2	1
330	он и	4	1
331	и ему	1	1
332	и еще	1	1
333	себя на	2	1
334	менее чем	1	1
335	в этих	4	1
336	может иметь	1	1
337	во время	1	1
338	уже давно	1	1
339	жизнь не	2	1
340	но если	3	1
341	особого типа	1	1
342	и особенно	1	1
343	до этого	1	1
344	в такой	1	1
345	мы конечно	2	1
346	на это	1	1
347	к себе	6	1
348	в котором	5	1
349	что вся	1	1
350	мы в	1	1
351	не столько	1	1
352	у нас	2	1
353	но сам	1	1
354	в силу	1	1
355	оно должно	2	1
356	и тенденции	1	1
357	но он	3	1
358	в мир	1	1
359	в предчувствии	1	1
360	их в	3	1
361	значение все	1	1
362	типа не	1	1
363	по себе	7	1
364	в это	1	1
365	в той	3	1
366	и вся	1	1
367	и очень	1	1
368	в атмосфере	2	1
369	от своих	1	1
370	сих пор	8	1
371	так как	5	1
372	что совершается	1	1
373	есть прежде	1	1
374	должны быть	1	1
375	дамы и	1	1
376	человека вот	1	1
377	в сущности	7	1
378	может принадлежать	1	1
379	в более	1	1
380	и отдельных	1	1
381	и имеет	1	1
382	до сих	8	1
383	совершается в	1	1
384	того и	2	1
385	не достигается	1	1
386	а к	1	1
387	а во	1	1
388	проявляется уже	1	1
389	бы он	1	1
390	явление в	2	1
391	к этой	1	1
392	к ней	2	1
393	своей природе	2	1
394	изнутри и	1	1
395	и его	6	1
396	есть уже	2	1
397	уже нет	2	1
398	мы переходим	1	1
399	все более	1	1
400	замечательно что	1	1
401	для другого	2	1
402	или к	2	1
403	в области	1	1
404	нет ничего	1	1
405	в свою	1	1
406	для решения	1	1
407	воспринимаются как	1	1
408	от всех	1	1
409	но можно	1	1
410	того же	3	1
411	вступить в	2	1
412	жизни а	1	1
413	направлена на	1	1
414	в речах	1	1
415	есть и	2	1
416	и отдает	1	1
417	числе и	3	1
418	он узнает	1	1
419	всегда была	1	1
420	во всяком	2	1
421	в переходе	1	1
422	свое и	1	1
423	который не	1	1
424	но сама	1	1
425	как на	1	1
426	все что	2	1
427	него как	2	1
428	том числе	4	1
