N	2gram	Tiupa_Narr_2	Istorich
559	него есть	1	1
560	выше в	1	1
561	том смысле	1	1
562	этот не	1	1
563	много лет	1	1
564	своей жизни	1	1
565	в стране	1	1
566	о его	1	1
567	сказку в	1	1
568	не является	4	1
569	и для	3	1
570	еще одна	1	1
571	однако и	1	1
572	этому миру	1	1
573	что голова	1	1
574	не существует	1	1
575	не объясняет	2	1
576	место для	1	1
577	а все	1	1
578	своей собственной	2	1
579	к одной	1	1
580	бы в	2	1
581	тем более	2	1
582	новые формы	1	1
583	но зато	2	1
584	будто бы	1	1
585	именно он	1	1
586	же в	4	1
587	давно уже	2	1
588	похожи на	1	1
589	от ее	1	1
590	может и	1	1
591	в свою	2	1
592	героя через	1	1
593	между ними	1	1
594	они все	2	1
595	на этот	1	1
596	земли к	1	1
597	долго не	1	1
598	не что	1	1
599	оно не	2	1
600	изнутри но	1	1
601	время не	1	1
602	здесь играют	1	1
603	себе не	1	1
604	частности в	1	1
605	см в	1	1
606	в таком	3	1
607	этой точки	1	1
608	и вновь	2	1
