N	2gram	Bakhtin_Pr_3	VelikijI
188	его на	1	1
189	как в	7	1
190	и самые	1	1
191	и полное	1	1
192	и пусть	2	1
193	в своем	1	1
194	но с	1	1
195	в двух	2	1
196	могли бы	1	1
197	своей сущности	1	1
198	мы видим	2	1
199	с ними	1	1
200	царства и	1	1
201	царство и	1	1
202	и так	3	1
203	это очень	4	1
204	со своей	1	1
205	в самом	2	1
206	в которой	2	1
207	образа в	1	1
208	что это	2	1
209	в целом	1	1
210	в этой	1	1
211	это тот	1	1
212	же и	1	1
213	им в	1	1
214	и современная	1	1
215	его совесть	1	1
216	уже в	2	1
217	жизнь как	1	1
218	в которую	1	1
219	под землей	1	1
220	и если	3	1
221	тебе в	1	1
222	люди которых	1	1
223	или даже	1	1
224	о которой	1	1
225	перестает быть	1	1
226	к человеческой	2	1
227	вовсе не	3	1
228	не для	1	1
229	отношение к	6	1
230	нашего времени	1	1
231	бытия и	2	1
232	у него	1	1
233	и по	3	1
234	на этом	1	1
235	современные люди	1	1
236	человека в	3	1
237	для того	1	1
238	в платоновском	2	1
239	их во	1	1
240	конечно в	2	1
241	и с	6	1
242	ней и	1	1
243	не надо	1	1
244	с другой	2	1
245	истина и	1	1
246	есть не	1	1
247	в глазах	1	1
248	это одна	1	1
249	близок к	2	1
250	лишь на	1	1
251	еще и	1	1
252	но дух	1	1
253	и тем	2	1
254	души и	1	1
255	нового времени	8	1
256	говорит о	2	1
257	к человеку	2	1
258	формах в	1	1
259	ничем не	1	1
260	власти и	2	1
261	человеческой жизни	3	1
262	не всегда	1	1
263	и уже	2	1
264	жизнь в	2	1
265	очень важное	2	1
266	его по	2	1
267	о чем	1	1
268	более глубокое	1	1
269	категории не	1	1
270	предощущение небытия	1	1
271	дел и	1	1
272	таким же	1	1
273	вместе с	2	1
274	ко всем	2	1
275	веков все	1	1
276	как это	2	1
277	человека к	3	1
278	то есть	48	1
279	является и	1	1
280	мы в	1	1
281	еще с	1	1
282	с каким-то	1	1
283	над ним	1	1
284	сравнению с	4	1
285	что сделал	1	1
286	ведет к	1	1
287	по крайней	1	1
288	сбудется и	1	1
289	если нет	1	1
290	и всех	1	1
291	и смерти	2	1
292	этого слова	1	1
293	освободиться от	1	1
294	с этой	1	1
295	на разных	1	1
296	в атмосфере	1	1
297	с гордостью	1	1
298	как можно	1	1
299	проявляется и	2	1
300	чтобы заставить	1	1
301	здесь есть	1	1
302	к ним	1	1
303	гораздо шире	1	1
304	смысле и	2	1
305	сознании и	1	1
306	указать на	1	1
307	но она	1	1
308	мы все	2	1
309	слово от	1	1
310	образом по	1	1
311	в другие	4	1
312	не существует	1	1
313	и от	3	1
314	ушел от	1	1
315	людям и	2	1
316	карамазова и	1	1
317	мира и	2	1
318	нет бога	2	1
319	которая в	1	1
320	ничего не	6	1
321	человек и	2	1
322	в разных	4	1
323	того как	1	1
324	может быть	12	1
325	человек на	1	1
326	вообще в	2	1
327	как она	1	1
328	конце концов	1	1
329	видим что	1	1
330	будем говорить	1	1
331	во всем	2	1
332	вот что	2	1
333	на него	1	1
334	в сознании	2	1
335	наших дней	3	1
336	человечества мы	1	1
337	но вот	1	1
338	уже и	1	1
339	связь с	2	1
340	жизни в	3	1
341	что на	1	1
342	человека что	1	1
343	в образах	1	1
344	освобождается от	1	1
345	другой стороны	1	1
346	сходятся и	1	1
347	для нашего	1	1
348	идея в	1	1
349	день в	1	1
350	им не	1	1
351	и идеи	4	1
352	есть и	2	1
353	и могли	1	1
354	к этому	4	1
355	дух в	1	1
356	он возвестил	1	1
357	еще недостаточно	2	1
358	всем мире	2	1
359	и другие	9	1
360	в своих	2	1
361	в процессе	1	1
362	это в	1	1
363	природу человека	1	1
364	но к	3	1
365	им и	1	1
366	себя и	2	1
367	в роли	1	1
368	они не	3	1
