N	2gram	Tiupa_Lite_1	Mirosoze
135	человек в	1	3
136	нет ничего	2	3
137	в творчестве	1	3
138	не знал	1	3
139	бунт против	1	3
140	жизни в	1	3
141	и нет	2	3
142	сих пор	1	3
143	и от	1	3
144	отношении к	1	3
145	на смену	6	3
146	сказать что	1	3
147	в своих	4	3
148	я и	7	2
149	достоевского в	1	2
150	и за	1	2
151	в сфере	3	2
152	как то	1	2
153	а для	2	2
154	из глубины	1	2
155	не от	1	2
156	не был	1	2
157	во всех	1	2
158	то он	2	2
159	по отношению	3	2
160	более чем	3	2
161	в центре	1	2
162	как к	1	2
163	в действительности	1	2
164	есть ли	1	2
165	на какой	1	2
166	то в	1	2
167	в которой	1	2
168	бы не	3	2
169	и если	1	2
170	не к	2	2
171	друг для	2	2
172	на этом	2	2
173	с собой	4	2
174	лишь в	4	2
175	а за	1	2
176	не всегда	1	2
177	должно быть	1	2
178	в этих	1	2
179	точки зрения	6	2
180	мир и	2	2
181	что есть	1	2
182	а от	1	2
183	эта мысль	2	2
184	тогда когда	1	2
185	есть путь	1	2
186	жизни не	2	2
187	и екатерины	1	2
188	связи с	6	2
189	как будто	2	2
190	личности к	1	2
191	в основе	3	2
192	к себе	3	2
193	быть назван	1	2
194	людей в	1	2
195	самим собою	2	2
196	мысль о	1	2
197	можно было	2	2
198	еще в	4	2
199	в последней	1	2
200	быть может	1	2
201	и что	1	2
202	в сущности	2	2
203	к нему	1	2
204	другого в	3	2
205	подобно тому	2	2
206	тот же	1	2
207	он уже	1	2
208	между тем	2	2
209	в новых	1	2
210	же и	3	2
211	со своим	1	2
212	уже в	5	2
213	и других	1	2
214	себе в	2	2
215	не о	1	2
216	не случайно	2	2
217	любит и	1	2
218	или иной	2	2
219	все творчество	1	2
220	что не	2	2
221	превращается в	2	2
222	личности в	1	2
223	народа как	1	2
224	есть бог	1	2
225	вместе с	1	2
226	к своему	1	2
227	такого рода	10	2
228	тому как	2	2
229	что же	1	2
230	да и	3	2
231	сам не	1	2
232	ничего кроме	2	2
233	но для	1	2
234	сознания и	1	2
235	для друга	2	2
236	а в	3	2
237	направленной на	2	2
238	отношению к	2	2
239	он лишь	1	2
240	которых не	1	1
241	всем и	2	1
242	говорят о	1	1
243	и то	2	1
244	о любви	1	1
245	самом деле	2	1
246	только потому	1	1
247	перед лицом	1	1
248	тайна в	1	1
249	проникает в	1	1
250	должна быть	2	1
251	со своей	1	1
252	всего лишь	4	1
253	мы не	1	1
254	преступления и	1	1
255	человека у	1	1
256	был по	1	1
257	человека чем	1	1
258	не была	1	1
259	но по	1	1
260	в решении	2	1
261	говорить о	1	1
262	х годов	2	1
263	личности с	1	1
264	он остается	1	1
265	не имеющим	1	1
266	быть в	1	1
267	можно и	1	1
268	тем как	1	1
269	переходное состояние	1	1
270	не оставляет	2	1
271	она лишь	1	1
272	нет не	2	1
273	сознания не	1	1
274	смысла жизни	1	1
275	за пределы	2	1
276	я только	1	1
277	этом есть	1	1
278	но без	2	1
279	обнаруживается что	1	1
280	которые могли	1	1
281	его я	2	1
282	глубине как	1	1
283	мира в	3	1
284	он целиком	1	1
285	сознания в	12	1
286	могли бы	1	1
287	и как	1	1
288	такой связи	1	1
289	к построению	1	1
290	в целом	8	1
291	все эти	2	1
292	во многих	2	1
293	право на	1	1
294	в жертву	1	1
295	не приводит	1	1
296	на то	1	1
297	эту мысль	1	1
298	и другим	1	1
299	потребности в	1	1
300	перестает быть	4	1
301	когда это	1	1
302	по ту	1	1
303	остается лишь	1	1
304	не могли	1	1
305	у пушкина	1	1
306	в плане	1	1
307	свобода которую	1	1
308	он переходит	1	1
309	имя свободы	1	1
310	но все	1	1
311	же пути	1	1
312	значительной степени	1	1
313	в другом	2	1
314	говорил что	1	1
315	самим собой	2	1
316	его личности	1	1
317	было бы	2	1
318	и тем	4	1
319	есть всегда	1	1
320	и наказания	1	1
321	от всякой	2	1
322	из первых	1	1
323	так называемого	2	1
324	этого не	2	1
325	с тем	1	1
326	эту тему	1	1
327	и уже	1	1
328	с такой	1	1
329	как угодно	1	1
330	в чистом	1	1
331	потому и	1	1
332	на себя	2	1
333	перед собой	1	1
334	достоевского но	1	1
335	бы на	2	1
336	у тютчева	3	1
337	от своего	2	1
338	что такое	2	1
339	есть свобода	1	1
340	как все	2	1
341	в котором	1	1
342	с точки	2	1
343	от слияния	1	1
344	к одному	1	1
345	в которых	1	1
346	жизни с	2	1
347	своего рода	11	1
348	той мере	1	1
349	одном из	1	1
350	своего другого	3	1
351	и более	1	1
352	сходятся на	1	1
353	между двумя	1	1
354	иной раз	1	1
355	человечества и	1	1
356	как о	1	1
357	не любил	2	1
358	у кого	1	1
359	боролся с	1	1
360	отличное от	1	1
361	во всякой	1	1
362	к подлинному	1	1
363	ту сторону	1	1
364	сознанию но	1	1
365	xix веке	1	1
366	собственной личности	1	1
367	в сознании	2	1
368	того же	2	1
369	и искусства	1	1
370	уже и	1	1
371	отсутствие у	1	1
372	своего я	1	1
373	бог и	1	1
374	в момент	1	1
375	искусства от	1	1
376	отличается от	1	1
377	уже было	1	1
378	как человек	1	1
379	для себя	5	1
380	в ее	1	1
381	в пределах	3	1
382	приводит к	3	1
383	роль в	2	1
384	в финале	1	1
385	в xix	1	1
386	как с	1	1
387	и сам	6	1
388	и неизбежен	1	1
389	на нее	1	1
390	действительности это	1	1
391	в борьбе	1	1
392	мог бы	1	1
393	нарастания и	1	1
394	к тем	1	1
395	и первые	1	1
396	в эпоху	1	1
397	в словах	1	1
398	новых и	2	1
399	никогда и	1	1
400	и нигде	1	1
401	а также	5	1
402	на вопрос	1	1
403	и который	1	1
404	все та	2	1
405	в значительной	1	1
406	не выходит	1	1
407	все в	1	1
408	каждый человек	1	1
409	путь к	1	1
410	его эмпирической	1	1
411	во втором	2	1
412	и только	2	1
413	достоевского это	1	1
414	наконец в	1	1
415	душа сама	1	1
416	как океан	1	1
417	интеллигенции и	1	1
418	из моментов	1	1
419	к концу	1	1
420	как понять	1	1
421	ну и	1	1
422	жизни его	1	1
423	жизнь то	1	1
424	будь то	2	1
425	к личности	1	1
426	в какой	1	1
427	сознание в	3	1
428	самоутверждения с	1	1
429	бы ни	1	1
430	со всеми	1	1
431	и у	1	1
432	а напротив	1	1
433	мир в	4	1
434	не сам	2	1
435	а потому	2	1
436	никто не	1	1
437	постановка проблемы	1	1
438	гибнет от	1	1
439	от тех	2	1
440	самосознания в	1	1
441	для них	2	1
442	человек как	1	1
443	отдельного человека	1	1
444	этом отношении	2	1
445	он один	2	1
446	новый завет	1	1
447	бы это	1	1
448	средних веков	1	1
449	от страданий	1	1
450	с другой	3	1
451	хоть и	1	1
452	вслед за	1	1
453	и прежде	3	1
454	во второй	1	1
455	а с	1	1
456	сознания для	2	1
457	окружающей его	2	1
458	своего собственного	1	1
459	слияния с	1	1
460	и политического	1	1
461	европы но	1	1
462	достоевского с	1	1
463	нем же	1	1
464	на эту	1	1
465	человека или	1	1
466	от всех	1	1
467	и ему	1	1
468	был загадкой	1	1
469	ни на	1	1
470	что легко	1	1
471	на самом	1	1
472	xix века	6	1
473	в жизнь	1	1
474	это приводит	1	1
475	но сам	1	1
476	в той	1	1
477	он становится	1	1
478	и двух	1	1
479	вл соловьев	1	1
480	духовной жизни	4	1
481	многих других	1	1
482	мыслится как	3	1
483	стремления к	1	1
484	с этой	5	1
485	этот не	1	1
486	свободы в	1	1
487	человек лишь	1	1
488	и народа	1	1
489	в культуре	3	1
490	которые были	1	1
491	во мне	2	1
492	истины о	1	1
493	культуры и	1	1
494	своем я	2	1
495	в силах	1	1
496	а все	1	1
497	своей собственной	2	1
498	а к	1	1
499	целый ряд	1	1
500	как теперь	1	1
501	только что	1	1
502	все они	2	1
503	могли быть	1	1
504	между ними	1	1
505	ей форму	1	1
506	с ней	1	1
507	свободы от	3	1
508	была бы	1	1
509	свободы а	1	1
510	которым это	1	1
511	ко всему	2	1
512	культуры в	4	1
513	из этого	1	1
514	друга а	1	1
515	но эти	1	1
516	к этой	1	1
517	друга как	1	1
518	по поводу	2	1
519	к этому	1	1
520	которая не	2	1
