N	2gram	Bakhtin_Pr_1	VeschiIm
639	результате такого	1	1
640	всяком случае	3	1
641	сами по	3	1
642	вовсе не	7	1
643	части и	1	1
644	или между	1	1
645	подходим к	1	1
646	не о	2	1
647	как его	1	1
648	у него	5	1
649	своем существе	1	1
650	совершенно безразлично	1	1
651	к той	1	1
652	ее на	1	1
653	в других	1	1
654	это свое	1	1
655	нужно сказать	1	1
656	это сравнение	1	1
657	но из	1	1
658	бы это	1	1
659	реальность в	1	1
660	другого и	1	1
661	только у	3	1
662	до сих	2	1
663	и самый	1	1
664	зависит от	1	1
665	жизнь в	1	1
666	его как	4	1
667	он становится	1	1
668	в бытии	1	1
669	этот принцип	3	1
670	и она	1	1
671	что каждый	1	1
672	к другой	1	1
673	совершенно в	1	1
674	следовательно что	2	1
675	из которых	2	1
676	нет а	1	1
677	он говорит	1	1
678	как существенный	1	1
679	слепым и	1	1
680	качеств и	1	1
681	не существенно	2	1
682	мы даем	2	1
683	по существу	3	1
684	та точка	1	1
685	друг с	2	1
686	в состоянии	1	1
687	лежит в	1	1
688	действительности как	1	1
689	мы сказали	1	1
690	или другого	1	1
691	этого слова	1	1
692	слова и	1	1
693	как из	1	1
694	сих пор	2	1
695	проявляется и	1	1
696	построение не	1	1
697	ничего кроме	1	1
698	не больше	1	1
699	всего она	1	1
700	от той	1	1
701	и человек	2	1
702	его нет	1	1
703	сознания и	5	1
704	его с	1	1
705	ее и	1	1
706	сознания вообще	3	1
707	лишь как	7	1
708	у них	1	1
709	чтобы его	1	1
710	своей индивидуальной	1	1
711	случае и	1	1
712	конце концов	5	1
713	мы должны	3	1
714	ибо в	2	1
715	также не	2	1
716	динамика и	1	1
717	на одно	1	1
718	ибо опровержение	1	1
719	к самому	1	1
720	одной из	1	1
721	становления и	1	1
722	слова я	1	1
723	третьего не	1	1
724	слово в	2	1
725	с ней	1	1
726	только как	2	1
727	другой стороны	3	1
728	к его	1	1
729	жизни а	2	1
730	этот третий	1	1
731	мы увидим	1	1
732	сам в	1	1
733	и идеи	2	1
734	ли он	1	1
735	мысли но	1	1
736	в действительности	1	1
737	но эти	2	1
738	к этой	1	1
739	два человека	1	1
740	образ в	2	1
741	то оно	2	1
742	и эта	1	1
743	в противоположность	2	1
744	к этому	1	1
745	в таком	1	1
746	они не	4	1
