N	2gram	Losev_Dial_3	Literetu
188	не так	1	2
189	ведь это	2	2
190	в одном	1	2
191	что и	6	2
192	вовсе не	13	2
193	при всей	1	2
194	у него	2	2
195	как раз	7	2
196	я вижу	3	2
197	наконец в	1	2
198	себя и	2	2
199	что не	5	2
200	выше и	1	2
201	не было	3	2
202	поскольку речь	1	2
203	мира в	1	2
204	не видит	1	2
205	как это	5	2
206	из которых	3	2
207	а если	3	2
208	тому как	4	2
209	сравнении с	3	2
210	на свете	3	2
211	быть не	2	2
212	и нет	7	2
213	при всем	4	2
214	в результате	1	2
215	хотя бы	4	2
216	с ним	1	2
217	же в	2	2
218	не говоря	2	2
219	не знает	3	2
220	и судьба	1	2
221	сознания на	1	2
222	в сравнении	3	2
223	сила и	1	2
224	себе не	1	2
225	к этой	2	2
226	в своих	2	2
227	все что	3	2
228	даже более	1	1
229	исходит от	2	1
230	отношения к	1	1
231	начинается с	1	1
232	и социализме	1	1
233	это и	7	1
234	от самого	2	1
235	в первом	2	1
236	по которым	1	1
237	исходит из	2	1
238	прошлое и	2	1
239	должна быть	6	1
240	вижу я	1	1
241	мы имеем	1	1
242	все той	1	1
243	и само	1	1
244	и себя	1	1
245	как мы	2	1
246	что уже	1	1
247	на место	1	1
248	а для	2	1
249	вас не	1	1
250	сущности своей	2	1
251	но даже	3	1
252	личности с	1	1
253	я здесь	1	1
254	оказывается что	1	1
255	не от	1	1
256	понятия в	1	1
257	и этого	1	1
258	он был	1	1
259	и личность	1	1
260	бы то	2	1
261	в чем	4	1
262	истории в	1	1
263	сказать и	1	1
264	самом деле	6	1
265	для жизни	1	1
266	то он	1	1
267	и будет	1	1
268	и свои	1	1
269	за пределы	3	1
270	это мир	1	1
271	и я	3	1
272	по которому	2	1
273	стороны и	1	1
274	себе ни	1	1
275	о жизни	1	1
276	этой точки	2	1
277	есть в	3	1
278	однако не	2	1
279	я должен	4	1
280	это тоже	1	1
281	от этого	1	1
282	в этот	1	1
283	в самом	7	1
284	утверждая что	1	1
285	что это	12	1
286	ни один	2	1
287	от бога	2	1
288	все эти	3	1
289	во многих	1	1
290	если есть	1	1
291	но он	1	1
292	на то	3	1
293	слово это	1	1
294	корнями в	1	1
295	одно что	1	1
296	всех этих	1	1
297	с нашим	1	1
298	же это	1	1
299	и вот	2	1
300	никак не	2	1
301	свобода есть	1	1
302	что ни	1	1
303	и по	2	1
304	словами быть	1	1
305	или иных	1	1
306	там ни	1	1
307	таким образом	13	1
308	то ни	1	1
309	им как	1	1
310	со всеми	2	1
311	и глубоким	1	1
312	только не	10	1
313	его не	2	1
314	в глубине	1	1
315	это не	4	1
316	он есть	3	1
317	всю свою	1	1
318	сами эти	2	1
319	она и	2	1
320	далеко не	1	1
321	мира где	2	1
322	в слове	3	1
323	между собою	1	1
324	эпохи с	1	1
325	менее чем	1	1
326	в этих	1	1
327	явления как	2	1
328	он должен	3	1
329	место в	1	1
330	от себя	4	1
331	от его	2	1
332	с историческим	1	1
333	модус сознания	1	1
334	вот уже	1	1
335	не его	1	1
336	на христианство	1	1
337	их в	2	1
338	как от	1	1
339	вещей и	6	1
340	свобода и	1	1
341	что этот	2	1
342	того кто	3	1
343	отличии от	1	1
344	в историческом	1	1
345	хорошо в	1	1
346	тому что	4	1
347	а был	1	1
348	что есть	4	1
349	в отношении	1	1
350	но они	2	1
351	этого откровения	1	1
352	только здесь	1	1
353	что ему	1	1
354	не имеет	11	1
355	того как	1	1
356	и притом	5	1
357	я буду	1	1
358	свободы и	1	1
359	христианство и	1	1
360	того и	2	1
361	казалось бы	1	1
362	имеем дело	1	1
363	этих двух	1	1
364	по своей	1	1
365	во всем	3	1
366	есть не	9	1
367	связи с	1	1
368	для другого	1	1
369	мы и	4	1
370	что на	1	1
371	за ними	1	1
372	а мы	3	1
373	на веру	1	1
374	которых он	1	1
375	все то	1	1
376	здесь я	1	1
377	не могут	4	1
378	это конечно	1	1
379	в других	1	1
380	же самое	1	1
381	в своего	1	1
382	это начало	1	1
383	к тому	4	1
384	как для	1	1
385	можно и	3	1
386	и о	3	1
387	более не	2	1
388	на нем	1	1
389	вечности и	1	1
390	здесь не	1	1
391	сама природа	1	1
392	ему быть	1	1
393	и всякой	2	1
394	в особенности	7	1
395	и говорит	1	1
396	только то	1	1
397	думаю что	1	1
398	пока мы	1	1
399	и когда	2	1
400	мог бы	1	1
401	как таковую	3	1
402	остается только	1	1
403	жизнь и	4	1
404	же мере	1	1
405	основана на	1	1
406	с этого	1	1
407	в словах	1	1
408	всякой иной	1	1
409	в таком	14	1
410	и вещи	1	1
411	движения и	3	1
412	быть ни	1	1
413	вот почему	1	1
414	все прочие	1	1
415	на что	2	1
416	можно сказать	1	1
417	одно чтобы	1	1
418	смерть как	1	1
419	мыслит себя	1	1
420	существования но	1	1
421	грань между	2	1
422	единственное и	1	1
423	и хорошо	1	1
424	мире как	1	1
425	бы в	2	1
426	отличалась от	1	1
427	еще только	1	1
428	или нет?	2	1
429	но тут	1	1
430	все на	1	1
431	же можно	2	1
432	тех пор	2	1
433	и мыслить	1	1
434	его собственная	1	1
435	такая же	1	1
436	что только	1	1
437	но зато	1	1
438	в обществе	1	1
439	потребности и	1	1
440	что способно	1	1
441	но то	2	1
442	или сам	1	1
443	же он	2	1
444	не можем	2	1
445	вопроса о	1	1
446	только на	7	1
447	же от	2	1
448	а то	1	1
449	я люблю	1	1
450	с какой	1	1
451	мир в	3	1
452	тогда он	1	1
453	личности и	5	1
454	руки и	2	1
455	мы находим	1	1
456	чтобы она	2	1
457	бытия и	2	1
458	он один	2	1
459	только ты	4	1
460	нет и	4	1
461	границы и	3	1
462	не видя	1	1
463	или иной	4	1
464	живой и	1	1
465	деле есть	1	1
466	не просто	18	1
467	именно в	2	1
468	к которому	1	1
469	и прежде	3	1
470	в психологии	1	1
471	как же	5	1
472	еще и	2	1
473	души и	2	1
474	из таких	1	1
475	и души	1	1
476	говорит о	4	1
477	кто не	1	1
478	стремится к	1	1
479	все время	3	1
480	а так	1	1
481	оно оказывается	1	1
482	не всегда	1	1
483	что мы	8	1
484	которой он	1	1
485	так же	4	1
486	и потому	2	1
487	мы говорим	2	1
488	пространства и	2	1
489	характера и	1	1
490	другого я	1	1
491	что же	11	1
492	с тех	2	1
493	трактуется как	1	1
494	в своем	3	1
495	в это	1	1
496	его в	1	1
497	и от	3	1
498	силу и	1	1
499	в смысле	2	1
500	я с	1	1
501	о мире	1	1
502	и где	2	1
503	мы есть	1	1
504	не мог	1	1
505	всего в	1	1
506	тех или	2	1
507	процесса в	1	1
508	живет и	1	1
509	на самом	1	1
510	в христианстве	3	1
511	мира и	3	1
512	которая в	1	1
513	особого рода	3	1
514	от него	1	1
515	и все	6	1
516	той или	2	1
517	не будучи	1	1
518	повествование о	2	1
519	ни к	3	1
520	от всего	6	1
521	к ее	1	1
522	нами не	1	1
523	нам не	1	1
524	нет ничего	9	1
525	жизнь не	2	1
526	от своего	2	1
527	только и	2	1
528	только как	5	1
529	своего предмета	1	1
530	от поэзии	2	1
531	из этого	2	1
532	есть и	12	1
533	а я	2	1
534	также не	3	1
535	ее в	2	1
536	то оно	1	1
537	есть свобода	1	1
538	и эта	1	1
539	у людей	1	1
540	который не	2	1
541	они не	2	1
