N	2gram	Tiupa_Hudo_1	formyVre
669	первый раз	1	1
670	лишь что	1	1
671	это делает	1	1
672	но когда	1	1
673	забывать что	1	1
674	ушел из	1	1
675	культуры в	1	1
676	для которой	1	1
677	и быта	1	1
678	героя в	2	1
679	к этой	3	1
680	в своих	3	1
681	героя как	1	1
