N	2gram	Bakhtin_Pr_1	VeschiIm
220	и чисто	1	3
221	других вещей	1	3
222	в одном	1	3
223	отношение к	10	3
224	принципиально не	4	3
225	даже и	1	3
226	никогда не	5	3
227	она является	1	3
228	вместе с	1	3
229	в той	1	3
230	тому как	1	3
231	есть как	1	3
232	да и	3	3
233	она может	3	3
234	себя самого	4	3
235	это может	1	3
236	бы в	1	3
237	хотя бы	4	3
238	я в	1	3
239	ее нет	1	3
240	с самим	2	3
241	нем нет	1	2
242	можно говорить	2	2
243	в сфере	1	2
244	как это	2	2
245	в первом	1	2
246	из его	1	2
247	обойтись без	1	2
248	мы уже	1	2
249	к чему	2	2
250	как мы	7	2
251	во внутреннем	1	2
252	человека и	1	2
253	но она	2	2
254	бы ни	1	2
255	конечно и	4	2
256	мы ее	1	2
257	быть понято	1	2
258	не нужно	5	2
259	мысли и	1	2
260	на их	1	2
261	мы будем	3	2
262	а только	2	2
263	не все	2	2
264	себе и	1	2
265	как в	4	2
266	моментов а	1	2
267	понять и	1	2
268	я должен	2	2
269	то в	1	2
270	от чего	1	2
271	образом и	1	2
272	приводит к	3	2
273	только один	1	2
274	но ведь	1	2
275	если он	1	2
276	и если	1	2
277	он не	3	2
278	как личность	1	2
279	для того	2	2
280	душу и	1	2
281	и вот	1	2
282	в одну	1	2
283	и может	1	2
284	есть конечно	1	2
285	то есть	46	2
286	себя не	1	2
287	от одного	1	2
288	и тем	3	2
289	вещи а	1	2
290	ни в	11	2
291	все равно	1	2
292	в слове	3	2
293	и уже	1	2
294	нужно только	1	2
295	понимания и	1	2
296	и эти	1	2
297	для нее	8	2
298	же мы	1	2
299	тому что	1	2
300	но они	4	2
301	дело в	2	2
302	на него	3	2
303	чем не	2	2
304	в самой	2	2
305	и его	16	2
306	ничто не	1	2
307	этого предмета	1	2
308	это уже	1	2
309	однако это	1	2
310	как некое	1	2
311	оно может	2	2
312	данном случае	4	2
313	самим собою	2	2
314	в в	1	2
315	степени и	2	2
316	не с	4	2
317	мог бы	1	2
318	том как	2	2
319	в виду	4	2
320	основе своей	3	2
321	и во	2	2
322	это было	1	2
323	они суть	1	2
324	говорить об	1	2
325	во втором	1	2
326	еще более	1	2
327	к личности	2	2
328	обе эти	1	2
329	можно выразить	1	2
330	как нечто	3	2
331	но совершенно	2	2
332	его и	1	2
333	моментов в	1	2
334	относится не	1	2
335	мы можем	6	2
336	о которых	2	2
337	в особенности	2	2
338	если под	1	2
339	на ее	3	2
340	или иначе	1	2
341	о чем	1	2
342	только я	1	2
343	но оно	1	2
344	в частности	2	2
345	как вещь	4	2
346	который мы	1	2
347	кроме того	3	2
348	в более	4	2
349	но именно	1	2
350	ни к	2	2
351	но зато	2	2
352	есть уже	1	2
353	отношении к	1	2
354	жизни в	1	2
355	может и	4	2
356	была бы	2	2
357	от всех	4	2
358	но можно	2	2
359	первом случае	1	2
360	но будучи	1	2
361	в своих	2	2
362	так же	1	2
363	смысле что	1	2
364	ли мы	3	1
365	и интересует	1	1
366	своей основной	1	1
367	идет о	1	1
368	на ступени	1	1
369	было то	1	1
370	для науки	2	1
371	то на	1	1
372	чего не	1	1
373	от самого	1	1
374	она все	1	1
375	исходит из	1	1
376	не имеют	2	1
377	оно было	2	1
378	все те	1	1
379	от которых	1	1
380	едва ли	3	1
381	действительности и	3	1
382	подобное рассуждение	1	1
383	бы уже	1	1
384	и ничего	1	1
385	которую мы	3	1
386	ясности и	1	1
387	в смысловом	1	1
388	в которой	1	1
389	что уже	1	1
390	время должна	1	1
391	время как	1	1
392	эстетики и	3	1
393	это отношение	2	1
394	жизни как	1	1
395	и со	1	1
396	и самого	1	1
397	самого но	1	1
398	и на	3	1
399	первый план	2	1
400	всего этого	1	1
401	с его	2	1
402	ними в	1	1
403	том основании	1	1
404	ее чисто	1	1
405	смысле мы	2	1
406	одном и	1	1
407	с трудом	1	1
408	если в	1	1
409	искусство в	1	1
410	в общем	1	1
411	с совершенно	2	1
412	для всякой	1	1
413	отличие от	5	1
414	несколько более	1	1
415	в едином	2	1
416	форме и	2	1
417	которые не	1	1
418	смыслом но	1	1
419	в истории	2	1
420	и выражения	1	1
421	стороны и	1	1
422	словом в	1	1
423	и где	1	1
424	хотя и	3	1
425	было только	1	1
426	мы различаем	1	1
427	и к	3	1
428	понимания можно	1	1
429	это определение	1	1
430	физическим и	1	1
431	которых идет	1	1
432	есть для	1	1
433	все эти	5	1
434	представления не	1	1
435	в этой	1	1
436	как он	1	1
437	не могла	1	1
438	с математикой	1	1
439	при этом	5	1
440	иначе это	1	1
441	они в	1	1
442	нечто субъективно	1	1
443	формы но	1	1
444	момента в	2	1
445	в понимании	1	1
446	он должен	2	1
447	в принципе	1	1
448	к одному	1	1
449	этого вопроса	1	1
450	не к	6	1
451	не как	1	1
452	выразить и	1	1
453	которому она	1	1
454	необходимо для	1	1
455	его от	1	1
456	всех своих	2	1
457	однако в	1	1
458	именно это	1	1
459	подход к	1	1
460	и ей	1	1
461	а вообще	1	1
462	какое же	1	1
463	они должны	1	1
464	имеют в	1	1
465	от некоторых	1	1
466	форма есть	6	1
467	но чувство	2	1
468	больше как	1	1
469	именно данной	1	1
470	входя в	2	1
471	но чисто	1	1
472	того или	2	1
473	на бумаге	1	1
474	один момент	1	1
475	может стать	3	1
476	можно узнать	1	1
477	в существенном	1	1
478	форму и	2	1
479	к философии	1	1
480	в них	5	1
481	но вся	1	1
482	она и	1	1
483	факта и	1	1
484	далеко не	5	1
485	но лишь	2	1
486	от непосредственного	1	1
487	не всегда	6	1
488	переходим к	2	1
489	и вне	1	1
490	которой ничто	1	1
491	предмета в	1	1
492	представление а	1	1
493	потому и	1	1
494	на первый	2	1
495	и охвата	1	1
496	мы конечно	1	1
497	и без	1	1
498	нечего бояться	1	1
499	в котором	2	1
500	сущности но	1	1
501	но которые	2	1
502	математического естествознания	1	1
503	я начинаю	1	1
504	столь важное	1	1
505	не уничтожает	1	1
506	в отличие	5	1
507	только вторая	1	1
508	строго говоря	1	1
509	смысле а	1	1
510	поэтому в	2	1
511	единство и	2	1
512	есть его	3	1
513	но эта	1	1
514	этих моментов	1	1
515	и закон	1	1
516	что никакой	1	1
517	тем самым	4	1
518	не могли	2	1
519	случае мы	2	1
520	раз и	2	1
521	особым образом	1	1
522	какие бы	1	1
523	и какие	1	1
524	что эта	2	1
525	что с	1	1
526	иной раз	1	1
527	они совершенно	1	1
528	не имеет	9	1
529	уже из	1	1
530	жизнью или	1	1
531	эта внутренняя	1	1
532	и восприятия	1	1
533	к такому	1	1
534	нам и	1	1
535	представления и	1	1
536	под этим	1	1
537	находятся в	1	1
538	свете а	1	1
539	явление в	1	1
540	организм или	1	1
541	вместо него	1	1
542	правда это	1	1
543	и является	1	1
544	в сознании	1	1
545	так называемый	2	1
546	отталкивается от	1	1
547	до того	1	1
548	и единством	1	1
549	себе это	1	1
550	только с	1	1
551	уже и	1	1
552	понятию и	1	1
553	личности в	1	1
554	всего оно	2	1
555	что можно	1	1
556	данности и	1	1
557	не могут	2	1
558	могут быть	5	1
559	понимание но	1	1
560	анализа и	2	1
561	для обозначения	1	1
562	его значение	1	1
563	но необходимо	1	1
564	а ее	2	1
565	опыта и	1	1
566	в применении	3	1
567	себя ибо	1	1
568	им в	1	1
569	из всего	1	1
570	как не	1	1
571	на нем	1	1
572	истории философии	1	1
573	на основе	6	1
574	только при	2	1
575	всякое чувство	1	1
576	и от	3	1
577	воплощения и	1	1
578	то время	1	1
579	в пределах	6	1
580	идет речь	1	1
581	дано в	3	1
582	однако эта	1	1
583	или нечто	1	1
584	стремиться к	1	1
585	выражения и	1	1
586	на том	1	1
587	они могут	1	1
588	что у	1	1
589	в другом	2	1
590	на нее	1	1
591	объединиться с	2	1
592	на которую	1	1
593	имеется в	1	1
594	личности или	1	1
595	совершенно невозможно	3	1
596	искусство но	1	1
597	или иной	2	1
598	но может	1	1
599	или только	1	1
600	искусства и	3	1
601	с чем-то	1	1
602	за пределами	1	1
603	его своим	1	1
604	на что	1	1
605	как чисто	2	1
606	словом только	1	1
607	а также	1	1
608	ли она	1	1
609	как наиболее	1	1
610	нас в	1	1
611	мы понимаем	1	1
612	что или	1	1
613	на своих	1	1
614	от них	2	1
615	суть не	1	1
616	не чувствует	1	1
617	нуждается в	2	1
618	которые совершенно	1	1
619	направлений в	1	1
620	но конечно	4	1
621	резко отличается	1	1
622	что бы	1	1
623	его то	1	1
624	на отдельные	1	1
625	как самостоятельную	1	1
626	познания в	1	1
627	к которому	4	1
628	что здесь	1	1
629	этом смысле	3	1
630	которое было	1	1
631	но с	3	1
632	в двух	2	1
633	в поэтическом	1	1
634	в какой	2	1
635	целом с	1	1
636	каждый момент	4	1
637	тем или	1	1
638	не было	2	1
639	организма и	2	1
640	с одной	3	1
641	именно на	1	1
642	бы вбирает	1	1
643	для всех	1	1
644	это ни	1	1
645	конечно не	5	1
646	не можем	2	1
647	и у	2	1
648	для научного	1	1
649	творчестве и	2	1
650	в виде	2	1
651	в начале	2	1
652	должно иметь	2	1
653	оно тоже	1	1
654	потому в	1	1
655	области в	1	1
656	чего бы	1	1
657	зрения на	1	1
658	этом в	1	1
659	к чему-то	2	1
660	слова в	7	1
661	форм но	1	1
662	сами по	1	1
663	и должна	3	1
664	вовсе не	2	1
665	реально не	1	1
666	и фантазии	1	1
667	не о	1	1
668	как его	3	1
669	на некоторые	1	1
670	явлений в	1	1
671	есть выражение	2	1
672	в других	4	1
673	нужно сказать	1	1
674	вне ее	2	1
675	до сих	1	1
676	и суждения	1	1
677	не входя	2	1
678	оно будет	1	1
679	которых мы	4	1
680	и прежде	5	1
681	мы еще	1	1
682	души и	2	1
683	суть чисто	2	1
684	или о	1	1
685	на действительность	1	1
686	в некоторых	2	1
687	одной стороны	3	1
688	есть лишь	3	1
689	его как	3	1
690	как ни	1	1
691	этом основании	1	1
692	с предметом	2	1
693	с которым	1	1
694	решения вопроса	1	1
695	и осмысленно	1	1
696	эстетического и	1	1
697	стороны в	1	1
698	входить в	1	1
699	или находить	1	1
700	смысл который	1	1
701	всем что	1	1
702	этот смысл	1	1
703	из которых	2	1
704	нет а	2	1
705	без труда	1	1
706	в столь	1	1
707	смысле этого	1	1
708	применении к	3	1
709	не имеющая	1	1
710	его чисто	5	1
711	и смысла	2	1
712	вне этой	1	1
713	можно продолжать	1	1
714	по существу	2	1
715	какие угодно	1	1
716	том смысле	1	1
717	мы сказали	1	1
718	или хотя	1	1
719	этого слова	1	1
720	и формы	1	1
721	слова и	3	1
722	сих пор	1	1
723	этого метода	1	1
724	природу и	3	1
725	не специально	1	1
726	смыслового и	1	1
727	является как	2	1
728	но для	1	1
729	рассуждение можно	1	1
730	не больше	3	1
731	понятий и	2	1
732	понимании и	1	1
733	вообще есть	1	1
734	не является	3	1
735	этого понимания	1	1
736	никаких указаний	1	1
737	это можно	1	1
738	или в	2	1
739	имеет дело	9	1
740	его с	1	1
741	о котором	2	1
742	об искусстве	3	1
743	ее и	1	1
744	лишь как	4	1
745	понята как	1	1
746	необходимых для	1	1
747	чтобы его	2	1
748	и смысл	1	1
749	вообще в	1	1
750	как явление	2	1
751	мы должны	2	1
752	ведь есть	1	1
753	ибо в	2	1
754	случае со	1	1
755	хотя в	1	1
756	только нечто	1	1
757	кроме самого	1	1
758	нет что	1	1
759	одной из	3	1
760	слово в	2	1
761	только как	6	1
762	другой стороны	4	1
763	что угодно	1	1
764	дело с	6	1
765	к его	2	1
766	это положение	1	1
767	жизни а	1	1
768	как вещи	3	1
769	мы увидим	3	1
770	из этого	1	1
771	ли он	1	1
772	в действительности	1	1
773	к чисто	1	1
774	но эти	1	1
775	к этой	1	1
776	как таковое	1	1
777	и эта	2	1
778	это понятие	1	1
779	в противоположность	1	1
780	к этому	2	1
781	в таком	3	1
782	они не	3	1
783	которая не	1	1
