N	2gram	Bakhtin_Fr_4	NovoeSre
137	все они	5	2
138	и начинается	1	2
139	них совершается	1	1
140	жизни перед	1	1
141	что образ	3	1
142	не имел	1	1
143	людей в	1	1
144	средних веков	3	1
145	перед лицом	2	1
146	этого мира	1	1
147	по преимуществу	3	1
148	и до	5	1
149	не их	1	1
150	и мысли	1	1
151	природе своей	1	1
152	и этот	1	1
153	в образе	4	1
154	на нее	1	1
155	мы уже	10	1
156	по природе	1	1
157	он также	1	1
158	еще в	1	1
159	на место	1	1
160	с ним	2	1
161	можно сказать	1	1
162	говорить о	1	1
163	эпохи в	1	1
164	в виду	2	1
165	жизни это	1	1
166	это время	1	1
167	на нем	2	1
168	на них	2	1
169	на их	2	1
170	в чем	3	1
171	это была	1	1
172	и во	1	1
173	все в	2	1
174	своего рода	6	1
175	может когда	1	1
176	к нему	3	1
177	то он	2	1
178	переходит в	1	1
179	характерно также	1	1
180	в его	8	1
181	писатели и	1	1
182	отличие от	1	1
183	неизбежно будет	1	1
184	значение для	1	1
185	и она	1	1
186	вся жизнь	1	1
187	нет надобности	1	1
188	к которому	2	1
189	в своем	3	1
190	будто не	1	1
191	по звездам	2	1
192	борьбы за	1	1
193	связанный с	1	1
194	что он	4	1
195	только в	2	1
196	во всем	1	1
197	по своей	3	1
198	в этот	1	1
199	и элементы	1	1
200	и такое	1	1
201	переворота и	1	1
202	в самом	1	1
203	не хочет	1	1
204	но под	1	1
205	то время	2	1
206	он в	1	1
207	бога в	1	1
208	перед сменой	1	1
209	этой системе	3	1
210	же и	3	1
211	для всех	1	1
212	и у	2	1
213	мира но	1	1
214	уже в	2	1
215	в большинстве	6	1
216	и государства	2	1
217	человек не	1	1
218	него и	1	1
219	большинстве случаев	5	1
220	из них	6	1
221	к своим	1	1
222	одному из	2	1
223	мир в	2	1
224	для того	3	1
225	и их	3	1
226	к одному	1	1
227	жизнью и	1	1
228	в конце	9	1
229	должны стать	1	1
230	те формы	1	1
231	друг друга	2	1
232	не случайно	3	1
233	и рождается	1	1
234	людей и	1	1
235	тем что	4	1
236	от того	1	1
237	в основу	2	1
238	но все	1	1
239	это конечно	2	1
240	это принадлежит	1	1
241	этом он	2	1
242	значение в	1	1
243	чего он	1	1
244	том случае	1	1
245	возможно что	1	1
246	ней и	1	1
247	них не	1	1
248	средневековья в	1	1
249	знает что	1	1
250	был в	1	1
251	к природе	1	1
252	и гуманистической	1	1
253	и правды	1	1
254	весь мир	5	1
255	борьба за	1	1
256	в отличие	1	1
257	но оно	2	1
258	превращается в	3	1
259	они не	2	1
260	в этой	13	1
261	не на	2	1
262	власти и	2	1
263	жизнь в	1	1
264	философской мысли	1	1
265	в боге	1	1
266	что мы	1	1
267	и того	1	1
268	ближе к	1	1
269	он и	5	1
270	бога нет	1	1
271	одного и	1	1
272	во франции	5	1
273	эту эпоху	1	1
274	в эту	3	1
275	в этих	2	1
276	во время	10	1
277	уже давно	2	1
278	на это	1	1
279	другая сторона	1	1
280	в котором	2	1
281	только для	4	1
282	что вся	1	1
283	не столько	2	1
284	дальнейшее развитие	1	1
285	у нас	1	1
286	партии в	1	1
287	как другие	1	1
288	в силу	1	1
289	вступили в	1	1
290	времени не	1	1
291	но он	6	1
292	их в	2	1
293	времени а	1	1
294	в это	1	1
295	в той	2	1
296	и вся	1	1
297	и очень	1	1
298	будто бы	1	1
299	в атмосфере	6	1
300	сих пор	1	1
301	так как	7	1
302	не осталось	1	1
303	преображен в	1	1
304	истории но	1	1
305	в сущности	6	1
306	удары в	1	1
307	в более	1	1
308	не по	1	1
309	до сих	1	1
310	для бога	1	1
311	о природе	2	1
312	этой системы	4	1
313	которая в	1	1
314	чтобы понять	1	1
315	и философы	1	1
316	бы он	1	1
317	франции и	1	1
318	монашеского ордена	1	1
319	тогда начинается	1	1
320	и его	8	1
321	а также	2	1
322	и роста	1	1
323	если возможны	1	1
324	женщины в	3	1
325	были еще	1	1
326	нет ничего	2	1
327	в свою	1	1
328	всего мира	1	1
329	и оно	1	1
330	от всех	2	1
331	того же	5	1
332	характерны для	1	1
333	и вполне	3	1
334	есть и	4	1
335	людей но	2	1
336	в которой	4	1
337	числе и	2	1
338	эти слова	1	1
339	и преображен	1	1
340	случае если	1	1
341	как на	2	1
342	вес которых	1	1
343	все что	1	1
344	том числе	3	1
