N	2gram	Propp_Morf_1	Komedia
123	все остальные	1	3
124	отношению к	4	3
125	тех же	4	2
126	ту же	2	2
127	почти всегда	1	2
128	в доме	1	2
129	в сущности	3	2
130	это время	1	2
131	большей частью	4	2
132	которые он	1	2
133	он был	1	2
134	бы то	3	2
135	тем как	1	2
136	совсем не	3	2
137	отличие от	1	2
138	чем же	1	2
139	наряду с	5	2
140	в рамках	1	2
141	независимо от	3	2
142	что касается	1	2
143	этой цели	1	2
144	право на	2	2
145	в себе	1	2
146	только один	1	2
147	в первой	1	2
148	если они	2	2
149	в силу	1	2
150	на этом	3	2
151	то ни	3	2
152	связанные с	1	2
153	на все	1	2
154	было бы	3	2
155	и тем	2	2
156	ни одной	1	2
157	как видно	1	2
158	этим и	1	2
159	такой же	1	2
160	или менее	2	2
161	которую он	1	2
162	всяком случае	2	2
163	сл в	1	2
164	но он	1	2
165	тем не	5	2
166	одна из	4	2
167	это еще	1	2
168	к ней	1	2
169	как будто	2	2
170	в области	1	2
171	одному из	3	2
172	же самое	1	2
173	с ее	1	2
174	вывод что	2	2
175	всего этого	1	2
176	как по	1	2
177	в v	1	2
178	мог бы	1	2
179	собой и	1	2
180	находится в	1	2
181	и здесь	5	2
182	путь к	2	2
183	в форме	6	2
184	еще не	3	2
185	который в	2	2
186	в эти	1	2
187	для всех	1	2
188	из которых	3	2
189	а то	3	2
190	вовсе не	4	2
191	в других	3	2
192	со стороны	3	2
193	даже не	3	2
194	точек зрения	1	2
195	до сих	1	2
196	вслед за	5	2
197	еще и	1	2
198	а сам	1	2
199	и притом	1	2
200	из наиболее	1	2
201	одну из	1	2
202	не может	14	2
203	или по	2	2
204	но не	4	2
205	в состоянии	1	2
206	к нему	3	2
207	сих пор	1	2
208	но это	6	2
209	и таким	2	2
210	между прочим	1	2
211	или в	4	2
212	только что	2	2
213	ни было	2	2
214	то что	8	2
215	по одному	1	2
216	ее в	1	2
217	во всяком	2	2
218	художественных приемов	1	2
219	можно говорить	1	1
220	он получает	1	1
221	также и	4	1
222	обычно в	1	1
223	в этот	1	1
224	на самом	4	1
225	всего это	1	1
226	такое же	1	1
227	между двумя	1	1
228	в подземное	1	1
229	из самых	1	1
230	в состязание	2	1
231	встречаются на	1	1
232	высшей степени	1	1
233	уже по	1	1
234	и за	2	1
235	по его	1	1
236	одним из	1	1
237	мы уже	1	1
238	которым он	1	1
239	ответить на	1	1
240	что под	1	1
241	средств к	2	1
242	к началу	4	1
243	ему в	1	1
244	то это	3	1
245	и заставляет	1	1
246	собой в	2	1
247	с двумя	2	1
248	при сравнении	1	1
249	к целому	2	1
250	прячется в	1	1
251	во всех	4	1
252	полет на	1	1
253	он может	2	1
254	коем случае	1	1
255	друг на	2	1
256	же она	2	1
257	не входит	1	1
258	не все	6	1
259	ответ на	1	1
260	а и	3	1
261	вопрос откуда	2	1
262	с этим	11	1
263	с собой	3	1
264	дает нам	1	1
265	почти дословно	1	1
266	тех случаях	2	1
267	в полном	1	1
268	целый ряд	3	1
269	некоторый свет	1	1
270	существованию и	1	1
271	говорит что	1	1
272	изложение истории	1	1
273	на войну	1	1
274	и к	4	1
275	более или	2	1
276	то в	3	1
277	и этим	5	1
278	не приходится	1	1
279	что это	1	1
280	мы получаем	2	1
281	сказать о	2	1
282	представляет собой	17	1
283	что же	2	1
284	тут и	1	1
285	бы не	1	1
286	из этих	1	1
287	одном случае	1	1
288	приводит к	2	1
289	только на	1	1
290	и тот	1	1
291	быть объяснена	1	1
292	бы только	1	1
293	другом случае	1	1
294	что эти	2	1
295	но прежде	1	1
296	было сделано	1	1
297	герои с	1	1
298	состоит в	2	1
299	по существу	12	1
300	чтобы в	1	1
301	д все	2	1
302	прошлого века	1	1
303	подобно тому	6	1
304	и независимо	1	1
305	что она	2	1
306	но все	3	1
307	же не	1	1
308	они должны	1	1
309	в совершенно	1	1
310	же касается	1	1
311	конечно в	1	1
312	об этом	4	1
313	к заключению	1	1
314	говорить не	1	1
315	это было	3	1
316	обоих случаях	2	1
317	следить за	1	1
318	перед нами	10	1
319	и каждый	1	1
320	нет в	1	1
321	а с	2	1
322	с тем	2	1
323	его перед	1	1
324	с такой	1	1
325	в этих	13	1
326	не так	1	1
327	но если	7	1
328	в ходе	4	1
329	чего следует	2	1
330	ли можно	1	1
331	никто не	3	1
332	наших дней	2	1
333	этому же	1	1
334	в которых	2	1
335	его т	1	1
336	вообще один	1	1
337	которые в	1	1
338	свет на	1	1
339	земле и	1	1
340	такой способ	1	1
341	теми же	1	1
342	видно что	1	1
343	и более	1	1
344	его до	1	1
345	таких случаев	2	1
346	тому что	4	1
347	от своих	1	1
348	принципов и	1	1
349	вплоть до	1	1
350	но они	1	1
351	она могла	1	1
352	в обоих	2	1
353	самого начала	1	1
354	герою в	1	1
355	в русской	1	1
356	если в	5	1
357	и сама	1	1
358	не по	2	1
359	не вызывает	1	1
360	в самых	2	1
361	того чтобы	3	1
362	не стремится	1	1
363	в коем	1	1
364	связанное с	1	1
365	под этим	1	1
366	герои попадают	1	1
367	сходство не	1	1
368	к концу	1	1
369	во всем	1	1
370	так например	3	1
371	этим же	1	1
372	сомневаться в	1	1
373	и для	2	1
374	один раз	1	1
375	не могут	4	1
376	со всего	1	1
377	по плану	1	1
378	и другим	3	1
379	в поле	4	1
380	и термина	1	1
381	из любимейших	1	1
382	например на	1	1
383	в каждом	1	1
384	не делает	1	1
385	непосредственно или	1	1
386	данном случае	1	1
387	он совершает	4	1
388	особый случай	1	1
389	с величайшей	1	1
390	него самого	1	1
391	действия и	1	1
392	с самого	1	1
393	говорить о	3	1
394	и когда	1	1
395	в живых	3	1
396	можно было	2	1
397	те же	1	1
398	иногда в	5	1
399	когда в	1	1
400	к первому	1	1
401	по ее	1	1
402	в последней	1	1
403	имеется довольно	1	1
404	предположить что	1	1
405	подземное царство	1	1
406	означает что	2	1
407	них не	1	1
408	различных животных	1	1
409	на вопрос	2	1
410	не означает	1	1
411	и что	2	1
412	в глаза	2	1
413	действие происходит	1	1
414	как было	1	1
415	которые могут	1	1
416	на ее	1	1
417	может и	1	1
418	е а	2	1
419	и были	1	1
420	если это	3	1
421	в лице	1	1
422	дома в	2	1
423	того что	3	1
424	тех пор	1	1
425	если теперь	1	1
426	эти детали	1	1
427	доходит до	1	1
428	сразу же	2	1
429	идет по	2	1
430	дело с	1	1
431	природой и	1	1
432	хотя бы	4	1
433	мгновение ока	1	1
434	он действует	2	1
435	функций между	1	1
436	об их	1	1
437	больше чем	1	1
438	за ней	2	1
439	и сравнительно	1	1
440	до наших	2	1
441	себя в	1	1
442	так что	1	1
443	к земле	1	1
444	в большинстве	3	1
445	же из	1	1
446	с трудом	1	1
447	научная литература	1	1
448	действующего лица	1	1
449	каким образом	1	1
450	не дает	1	1
451	в данной	1	1
452	на эту	1	1
453	связывается с	2	1
454	за ним	1	1
455	ее не	1	1
456	друг друга	3	1
457	составных частей	1	1
458	заметить что	8	1
459	по приказанию	1	1
460	которым они	1	1
461	в руки	3	1
462	от того	3	1
463	само собой	1	1
464	не противоречит	1	1
465	для того	2	1
466	в работу	1	1
467	в особенности	1	1
468	по мотивам	3	1
469	из двух	2	1
470	в высшей	1	1
471	на этот	1	1
472	эти две	1	1
473	лица в	1	1
474	войну а	1	1
475	далеко не	5	1
476	и др	10	1
477	на которых	1	1
478	что им	1	1
479	материал в	1	1
480	вторая половина	2	1
481	в заточении	1	1
482	следует только	1	1
483	о чем	1	1
484	большинстве случаев	3	1
485	подчиняются и	1	1
486	совершенно очевидно	1	1
487	вызвать в	1	1
488	о похищении	2	1
489	для этой	3	1
490	так называемых	2	1
491	имеет свои	2	1
492	этот же	1	1
493	и она	1	1
494	их за	1	1
495	в мгновение	1	1
496	незадолго до	2	1
497	что именно	1	1
498	так мы	1	1
499	между ее	1	1
500	в данном	1	1
501	в той	1	1
502	нашу задачу	1	1
503	одновременно с	1	1
504	тому как	5	1
505	наиболее известных	1	1
506	заключению что	1	1
507	с тех	1	1
508	как бы	3	1
509	думается что	1	1
510	средство для	1	1
511	герой в	1	1
512	бросается в	1	1
513	в это	1	1
514	возможным но	1	1
515	с этой	1	1
516	о его	1	1
517	рассматривать как	1	1
518	с большой	1	1
519	не получает	2	1
520	в предисловии	1	1
521	сравнить с	1	1
522	случаях когда	2	1
523	не подходит	1	1
524	это уже	3	1
525	обращается к	1	1
526	от него	1	1
527	или нет	2	1
528	следит за	1	1
529	обстоит дело	1	1
530	пока же	4	1
531	бы на	1	1
532	вопрос как	2	1
533	тяжелый камень	1	1
534	сведения о	1	1
535	или другими	1	1
536	не знает	1	1
537	сказать что	2	1
538	кем и	1	1
539	совершенно не	1	1
540	или что-либо	1	1
541	больше всего	1	1
542	остается на	1	1
543	ли он	1	1
544	этим объясняется	1	1
545	в каком	2	1
546	к этой	1	1
547	и другие	6	1
548	или непосредственно	1	1
549	как на	1	1
550	в таком	1	1
551	они не	1	1
