N	2gram	Medvedev_F_3	Sovremen
288	то он	3	1
289	собой но	1	1
290	может признать	1	1
291	та же	1	1
292	к другому	2	1
293	другое это	1	1
294	одни и	3	1
295	но ведь	4	1
296	промежуток времени	1	1
297	остановиться на	1	1
298	явлений и	1	1
299	и тот	1	1
300	конечно не	4	1
301	да еще	1	1
302	в общий	1	1
303	и у	1	1
304	и те	4	1
305	в большинстве	4	1
306	только на	4	1
307	ни одного	1	1
308	вследствие этого	3	1
309	какую бы	1	1
310	его возможных	1	1
311	в начале	1	1
312	этот процесс	3	1
313	и если	1	1
314	и чисто	1	1
315	учету и	1	1
316	в данной	2	1
317	он не	1	1
318	отдельных элементов	2	1
319	его и	3	1
320	эта система	1	1
321	сводится только	1	1
322	себе в	1	1
323	и их	5	1
324	и навсегда	3	1
325	к одному	1	1
326	как их	2	1
327	в корне	4	1
328	по существу	1	1
329	допустим что	2	1
330	другую сторону	1	1
331	сами по	2	1
332	вовсе не	28	1
333	для них	7	1
334	как его	9	1
335	случае не	1	1
336	какой бы	2	1
337	одной и	2	1
338	в основу	2	1
339	это значит	2	1
340	не из	1	1
341	и только	2	1
342	не будет	1	1
343	факт что	1	1
344	совершенно невозможным	1	1
345	и может	1	1
346	и сделал	1	1
347	одной стороны	1	1
348	и речи	2	1
349	чем в	1	1
350	до сих	1	1
351	с другой	6	1
352	как у	1	1
353	на ее	4	1
354	рядом и	1	1
355	именно в	1	1
356	здесь в	1	1
357	жизненной практике	1	1
358	но самый	1	1
359	уже знаем	2	1
360	этом смысле	2	1
361	построить и	1	1
362	должен был	1	1
363	в природе	1	1
364	его с	1	1
365	ведь если	2	1
366	на ней	1	1
367	в ином	1	1
368	только к	1	1
369	ни в	8	1
370	мы оторвем	1	1
371	конечно совершенно	1	1
372	но уже	2	1
373	роли и	1	1
374	нет в	1	1
375	не было	1	1
376	оба направления	1	1
377	и составляет	1	1
378	на друга	1	1
379	на понятии	1	1
380	иначе его	1	1
381	всегда и	1	1
382	для чего	2	1
383	развиваются в	1	1
384	при которых	1	1
385	ведь именно	1	1
386	для их	1	1
387	должно быть	1	1
388	элемента в	1	1
389	и следовательно	3	1
390	в связи	4	1
391	том что	4	1
392	в эту	2	1
393	нет никаких	2	1
394	все более	1	1
395	этом случае	1	1
396	при определенных	2	1
397	но если	2	1
398	том как	2	1
399	и при	1	1
400	работы в	1	1
401	таким же	2	1
402	так же	9	1
403	в такой	2	1
404	мы конечно	1	1
405	оторванному от	1	1
406	в предыдущей	1	1
407	тот факт	1	1
408	она в	1	1
409	заставляя их	1	1
410	в первый	1	1
411	направление в	1	1
412	то его	2	1
413	от его	3	1
414	в данном	6	1
415	для объяснения	1	1
416	в течение	1	1
417	является только	1	1
418	и той	1	1
419	может развиваться	1	1
420	но эта	2	1
421	деле все	1	1
422	известный промежуток	1	1
423	а потом	1	1
424	быть только	2	1
425	совершенно невозможно	1	1
426	и более	3	1
427	там где	7	1
428	мере в	1	1
429	жизни в	3	1
430	если нет	1	1
431	его здесь	1	1
432	по себе	4	1
433	в своем	2	1
434	дело идет	3	1
435	можем сказать	1	1
436	как например	1	1
437	и нет	1	1
438	равны между	1	1
439	сих пор	1	1
440	при условии	1	1
441	с ним	1	1
442	xviii века	2	1
443	что эта	1	1
444	она не	4	1
445	быть при	1	1
446	и тогда	2	1
447	но для	2	1
448	совершенно недопустимо	2	1
449	дело в	2	1
450	труда узнаем	1	1
451	не вытекает	1	1
452	поэтому совершенно	2	1
453	в процессе	15	1
454	не является	5	1
455	значение каждого	1	1
456	но только	1	1
457	и от	11	1
458	только не	2	1
459	вытекает из	2	1
460	никогда не	5	1
461	но отнюдь	1	1
462	хотя и	1	1
463	становится сам	1	1
464	нам важен	1	1
465	ровно ничего	2	1
466	он отвлекается	1	1
467	же этот	1	1
468	все они	1	1
469	и его	19	1
470	связи с	5	1
471	ничто не	3	1
472	на такой	1	1
473	ни было	5	1
474	же в	1	1
475	но это	2	1
476	метод в	2	1
477	и из	2	1
478	чем объясняется	1	1
479	а о	1	1
480	между ними	15	1
481	совершенно независимо	1	1
482	не знает	1	1
483	сказать что	3	1
484	но этим	1	1
485	и для	6	1
486	равно как	3	1
487	стадии своего	1	1
488	человека в	2	1
489	в то	7	1
490	возможностей в	1	1
491	них это	1	1
492	в какой	3	1
493	этого и	1	1
494	той или	1	1
495	предыдущей главе	1	1
496	в своих	6	1
497	остается подвести	1	1
498	отвлекается от	2	1
499	и эта	3	1
500	и снова	2	1
501	в пьесе	1	1
502	они не	4	1
