N	2gram	Ircho_Kome_3	Istorich
242	до этого	2	2
243	такое же	2	2
244	а сам	2	2
245	говорит о	1	2
246	а не	4	2
247	с которым	1	2
248	один из	3	2
249	проследить как	1	2
250	со своими	1	2
251	что мы	2	2
252	под влиянием	2	2
253	чтобы она	1	2
254	и потому	1	2
255	из которых	2	2
256	в течение	3	2
257	одновременно с	1	2
258	как бы	3	2
259	по существу	2	2
260	и этим	3	2
261	с этой	3	2
262	сих пор	9	2
263	и таким	1	2
264	думают что	1	2
265	и для	4	2
266	формы и	1	2
267	не объясняет	1	2
268	в дом	14	2
269	с ней	1	2
270	сказать что	1	2
271	совершенно не	2	2
272	к его	1	2
273	отношению к	3	2
274	в свое	2	2
275	к этому	6	2
276	жизни и	1	2
277	указывают на	1	2
278	уже после	1	2
279	перед ним	3	1
280	себе путь	1	1
281	не считая	1	1
282	знает о	1	1
283	же теперь	2	1
284	всего это	1	1
285	за которым	1	1
286	свою жену	1	1
287	тем же	3	1
288	здесь и	2	1
289	из его	2	1
290	с изображением	1	1
291	едва ли	7	1
292	он дал	1	1
293	особенно часто	1	1
294	в зависимости	1	1
295	той же	1	1
296	он знает	4	1
297	с более	1	1
298	выходит из	2	1
299	именно к	1	1
300	место в	1	1
301	из дальнейшего	1	1
302	время как	2	1
303	я не	1	1
304	из того	3	1
305	они были	1	1
306	же что	1	1
307	зависимости от	1	1
308	девушке и	3	1
309	затем он	1	1
310	не был	1	1
311	не без	1	1
312	одним словом	1	1
313	не требует	1	1
314	но как	1	1
315	здесь также	1	1
316	мешает ему	2	1
317	ответ на	1	1
318	должны были	1	1
319	отношение к	5	1
320	себе и	1	1
321	отличие от	2	1
322	на девушку	1	1
323	что они	2	1
324	можно отнести	1	1
325	к сожалению	1	1
326	отнюдь не	4	1
327	и я	2	1
328	выясняется что	2	1
329	приходит на	1	1
330	трудно сказать	1	1
331	себя за	1	1
332	в одной	1	1
333	и меня	1	1
334	стороны и	2	1
335	не сделает	1	1
336	как к	1	1
337	у исследователей	1	1
338	с дочерью	3	1
339	что касается	2	1
340	целый ряд	2	1
341	как уже	1	1
342	и наконец	1	1
343	и к	3	1
344	но в	5	1
345	под тем	1	1
346	ним как	1	1
347	вопрос почему	1	1
348	его роль	1	1
349	за это	1	1
350	его а	2	1
351	то обстоятельство	2	1
352	такую же	1	1
353	только на	1	1
354	и заставить	1	1
355	и тот	3	1
356	в себе	4	1
357	по имени	3	1
358	если он	2	1
359	лет тому	4	1
360	и если	2	1
361	что она	4	1
362	по происхождению	1	1
363	при этом	7	1
364	остались в	1	1
365	еще раньше	1	1
366	чтобы они	1	1
367	и еще	3	1
368	с огромной	1	1
369	состоит в	2	1
370	что девушку	1	1
371	в силу	2	1
372	уже говорилось	1	1
373	мало того	1	1
374	огромная литература	1	1
375	подобно тому	1	1
376	теперь с	1	1
377	собой две	1	1
378	его ничем	1	1
379	причины его	1	1
380	было бы	3	1
381	чтобы узнать	1	1
382	чаще всего	1	1
383	последняя ступень	1	1
384	перестала быть	1	1
385	сами себя	1	1
386	по всему	3	1
387	он является	1	1
388	людей из	1	1
389	соответствии с	1	1
390	на основании	2	1
391	этого не	1	1
392	как видно	2	1
393	видел но	1	1
394	в развитии	2	1
395	не сам	1	1
396	посвящения в	1	1
397	которую он	2	1
398	места в	1	1
399	он понимает	2	1
400	работы в	1	1
401	право на	1	1
402	он должен	1	1
403	я взял	1	1
404	на месте	3	1
405	в город	1	1
406	с точки	3	1
407	в их	2	1
408	этому же	1	1
409	в своем	8	1
410	ином порядке	1	1
411	в отличие	1	1
412	его тайну	1	1
413	в одном	2	1
414	руки а	1	1
415	начнем с	1	1
416	них является	1	1
417	войти в	1	1
418	в конце	7	1
419	он увидел	1	1
420	с которой	1	1
421	на три	1	1
422	что эта	2	1
423	что с	2	1
424	своими мужьями	1	1
425	виду что	1	1
426	самого начала	4	1
427	дело не	2	1
428	не имеет	3	1
429	на котором	1	1
430	не по	7	1
431	он еще	1	1
432	в самых	1	1
433	о них	1	1
434	не могло	1	1
435	он с	1	1
436	судя по	3	1
437	так много	1	1
438	найти в	1	1
439	находятся в	1	1
440	же время	5	1
441	за нее	2	1
442	детей и	1	1
443	к ней	8	1
444	же он	1	1
445	с новой	1	1
446	в сознании	1	1
447	следует что	3	1
448	ссылаясь на	1	1
449	обращает на	1	1
450	тебя и	1	1
451	представлений в	1	1
452	ведут в	1	1
453	с участием	2	1
454	ли это	1	1
455	обстоятельство что	2	1
456	один раз	1	1
457	издевается над	1	1
458	к себе	5	1
459	чтобы сделать	1	1
460	как только	1	1
461	числе и	1	1
462	к тому	6	1
463	а что	1	1
464	указывает на	1	1
465	о гибели	1	1
466	на это	3	1
467	известных нам	1	1
468	находясь в	1	1
469	право сделать	1	1
470	приходит к	1	1
471	на помощь	1	1
472	и о	2	1
473	в виду	2	1
474	свою очередь	6	1
475	вывод что	2	1
476	он отправляется	1	1
477	здесь не	2	1
478	что там	1	1
479	без всякого	2	1
480	мы остановимся	1	1
481	можно сделать	1	1
482	с самого	4	1
483	то время	2	1
484	приводит к	3	1
485	обращаясь к	1	1
486	с собой	1	1
487	здесь нет	4	1
488	мог бы	1	1
489	во многом	1	1
490	но нет	1	1
491	хотя слова	1	1
492	надо прежде	1	1
493	остается только	1	1
494	это только	1	1
495	отца или	1	1
496	мы в	1	1
497	он сам	1	1
498	для этого	1	1
499	от руки	2	1
500	это может	1	1
501	даже не	3	1
502	с открытием	1	1
503	в тех	1	1
504	и начало	1	1
505	до н	1	1
506	сводится к	1	1
507	с полным	3	1
508	на вопрос	2	1
509	того он	1	1
510	за пределами	2	1
511	никак не	1	1
512	в риме	1	1
513	одного из	3	1
514	брак с	2	1
515	дают нам	1	1
516	как этот	2	1
517	а также	2	1
518	нас от	1	1
519	восходит к	1	1
520	он умер	1	1
521	гораздо чаще	1	1
522	этот момент	1	1
523	во втором	1	1
524	но очень	1	1
525	на ложе	1	1
526	повод к	1	1
527	и только	1	1
528	вслед за	1	1
529	в ту	1	1
530	что девушка	2	1
531	несколько иначе	2	1
532	известно что	1	1
533	уходит в	1	1
534	как из	2	1
535	хотя бы	4	1
536	тот же	2	1
537	тому назад	4	1
538	одной из	3	1
539	которым он	2	1
540	и рассказ	1	1
541	сына и	2	1
542	даже если	2	1
543	на своей	2	1
544	он уже	1	1
545	по мнению	2	1
546	и раньше	1	1
547	всяком случае	3	1
548	из рук	1	1
549	и ее	2	1
550	не мешает	2	1
551	в эти	1	1
552	со своим	1	1
553	и у	1	1
554	еще одно	2	1
555	в нашей	1	1
556	что не	3	1
557	а то	1	1
558	не дает	4	1
559	его имени	1	1
560	к каким	1	1
561	там на	1	1
562	одно из	1	1
563	не так	3	1
564	себе в	3	1
565	понимает что	2	1
566	более ранние	1	1
567	руки и	1	1
568	в котором	2	1
569	в современном	1	1
570	перед собой	1	1
571	с этими	1	1
572	ее не	1	1
573	в руки	2	1
574	и всякий	1	1
575	ее на	1	1
576	нет в	1	1
577	само собой	4	1
578	н э	2	1
579	самое интересное	1	1
580	или трижды	1	1
581	что на	1	1
582	не были	1	1
583	возможно что	3	1
584	ней и	1	1
585	и даже	3	1
586	женится на	1	1
587	исходят из	1	1
588	что человек	1	1
589	еще точнее	1	1
590	эти две	1	1
591	а с	1	1
592	мы еще	1	1
593	что для	2	1
594	можно назвать	1	1
595	в соответствии	1	1
596	не было	2	1
597	отца в	2	1
598	ей не	1	1
599	относится к	1	1
600	не знает	3	1
601	из наиболее	1	1
602	в руках	1	1
603	человек в	1	1
604	на руки	1	1
605	это предположение	1	1
606	и ты	2	1
607	нет никаких	2	1
608	равно как	2	1
609	нет ничего	2	1
610	как эти	1	1
611	представляет себе	1	1
612	как это	5	1
613	относятся к	1	1
614	не удается	1	1
615	к своему	2	1
616	конечно не	3	1
617	только как	2	1
618	по своему	3	1
619	в изображении	2	1
620	такого рода	1	1
621	он заметил	1	1
622	тому как	1	1
623	и там	1	1
624	говорит с	1	1
625	а потом	1	1
626	только чтобы	1	1
627	девушку в	1	1
628	на свете	1	1
629	ко мне	1	1
630	в состоянии	1	1
631	хватает только	1	1
632	быть не	1	1
633	нам из	1	1
634	на пути	1	1
635	много лет	2	1
636	остается один	1	1
637	и видит	1	1
638	только для	2	1
639	не видно	1	1
640	все остальные	2	1
641	это ясно	1	1
642	еще впереди	1	1
643	где и	1	1
644	и от	1	1
645	заметим что	1	1
646	в основе	2	1
647	у них	1	1
648	узнает что	1	1
649	из своего	3	1
650	бы в	4	1
651	к этой	2	1
652	дом он	1	1
653	только что	7	1
654	все они	1	1
655	пока я	1	1
656	этот рассказ	1	1
657	хотя в	1	1
658	уже нет	1	1
659	брата и	2	1
660	но если	3	1
661	обычно не	1	1
662	как за	1	1
663	из этого	2	1
664	в самом	9	1
665	из своей	1	1
666	и посылает	1	1
667	это тем	1	1
668	в своих	2	1
669	по названию	1	1
670	из сравнения	1	1
671	как на	1	1
672	в таком	2	1
673	во всяком	3	1
674	все что	3	1
675	этой точки	1	1
676	том числе	1	1
